date,Tr,scen
2012-06-20,3.6418087439668203,Irrigation stop
2012-06-21,3.2171396632348954,Irrigation stop
2012-06-22,4.179102437179772,Irrigation stop
2012-06-23,4.072569763895748,Irrigation stop
2012-06-24,2.729467080482392,Irrigation stop
2012-06-25,2.5716622127206095,Irrigation stop
2012-06-26,3.9623388545402145,Irrigation stop
2012-06-27,4.329432281267837,Irrigation stop
2012-06-28,4.493345514773409,Irrigation stop
2012-06-29,4.072169651150342,Irrigation stop
2012-06-30,1.6925370197187224,Irrigation stop
2012-07-01,0.5781287810303218,Irrigation stop
2012-07-02,3.4852225149083673,Irrigation stop
2012-07-03,2.851034461809013,Irrigation stop
2012-07-04,3.149524465527752,Irrigation stop
2012-07-05,2.3691738315896065,Irrigation stop
2012-07-06,3.5554700601008373,Irrigation stop
2012-07-07,3.468560991875748,Irrigation stop
2012-07-08,4.252414867220205,Irrigation stop
2012-07-09,3.343304329496205,Irrigation stop
2012-07-10,4.252697093573044,Irrigation stop
2012-07-11,3.9017040560120773,Irrigation stop
2012-07-12,2.8430455584908634,Irrigation stop
2012-07-13,2.745523974916383,Irrigation stop
2012-07-14,2.3320091820289885,Irrigation stop
2012-07-15,2.497545157571218,Irrigation stop
2012-07-16,3.426346016506776,Irrigation stop
2012-07-17,3.9998304843504244,Irrigation stop
2012-07-18,3.5852983918312873,Irrigation stop
2012-07-19,2.7962449267067027,Irrigation stop
2012-07-20,3.163062626130192,Irrigation stop
2012-07-21,3.7689952435417733,Irrigation stop
2012-07-22,3.943777782853363,Irrigation stop
2012-07-23,3.5545568713838733,Irrigation stop
2012-07-24,3.6637443186615366,Irrigation stop
2012-07-25,3.6090929200881554,Irrigation stop
2012-07-26,3.2834870739970534,Irrigation stop
2012-07-27,1.2972319626370163,Irrigation stop
2012-07-28,2.6654777135186345,Irrigation stop
2012-07-29,3.2616618453980757,Irrigation stop
2012-07-30,3.5836404572579115,Irrigation stop
2012-07-31,3.6550430719152773,Irrigation stop
2012-08-01,1.966672018599963,Irrigation stop
2012-08-02,2.357891600948847,Irrigation stop
2012-08-03,2.3404752888914455,Irrigation stop
2012-08-04,1.783196423890031,Irrigation stop
2012-08-05,1.0989074780578434,Irrigation stop
2012-08-06,3.437967408304575,Irrigation stop
2012-08-07,3.6594772782769103,Irrigation stop
2012-08-08,3.5737871032286277,Irrigation stop
2012-08-09,3.314209434202209,Irrigation stop
2012-08-10,3.4377100029118597,Irrigation stop
2012-08-11,3.2337027306269035,Irrigation stop
2012-08-12,3.1217607994521743,Irrigation stop
2012-08-13,3.0337251791781,Irrigation stop
2012-08-14,3.015291013005395,Irrigation stop
2012-08-15,2.293453894647236,Irrigation stop
2012-08-16,2.7261675062332853,Irrigation stop
2012-08-17,2.587610077837945,Irrigation stop
2012-08-18,2.3339897793238835,Irrigation stop
2012-08-19,1.7419819946857102,Irrigation stop
2012-08-20,2.67315012348555,Irrigation stop
2012-08-21,2.5806534896983293,Irrigation stop
2012-08-22,1.5672729664699205,Irrigation stop
2012-08-23,1.3927685030775785,Irrigation stop
2012-08-24,1.84724825532362,Irrigation stop
2012-08-25,2.7512801741210624,Irrigation stop
2012-08-26,3.111177603510246,Irrigation stop
2012-08-27,2.8416231534003176,Irrigation stop
2012-08-28,2.677730656006986,Irrigation stop
2012-08-29,0.09875155478049537,Irrigation stop
2012-08-30,1.3969427123077398,Irrigation stop
2012-08-31,1.2241650113442775,Irrigation stop
2012-09-01,2.8446838979064193,Irrigation stop
2012-09-02,2.5202289939677534,Irrigation stop
2012-09-03,2.643732088104592,Irrigation stop
2012-09-04,2.7511341034531154,Irrigation stop
2012-09-05,2.900309941870915,Irrigation stop
2012-09-06,2.9003588188812017,Irrigation stop
2012-09-07,3.020482257115197,Irrigation stop
2012-09-08,3.0863422430719556,Irrigation stop
2012-09-09,2.9375857703231976,Irrigation stop
2012-09-10,2.541143430934112,Irrigation stop
2012-09-11,0.11222877939290729,Irrigation stop
2012-09-12,2.8863303462915035,Irrigation stop
2012-09-13,2.7972512444448085,Irrigation stop
2012-09-14,2.71802103726573,Irrigation stop
2012-09-15,2.7895216303772132,Irrigation stop
2012-09-16,2.6041083226112565,Irrigation stop
2012-09-17,2.1679872179305595,Irrigation stop
2012-09-18,1.8039974936418153,Irrigation stop
2012-09-19,2.5246231511457764,Irrigation stop
2012-09-20,2.5706427106625203,Irrigation stop
2012-09-21,0.7467727327144377,Irrigation stop
2012-09-22,2.6568221547779376,Irrigation stop
2012-09-23,0.1711000344117198,Irrigation stop
2012-09-24,2.4617034487588736,Irrigation stop
2012-09-25,2.2645286439124805,Irrigation stop
2012-09-26,1.8368219325206336,Irrigation stop
2012-09-27,2.2812814390689073,Irrigation stop
2012-09-28,0.6777817244227793,Irrigation stop
2012-09-29,0.7082105295686206,Irrigation stop
2012-09-30,1.669490300949031,Irrigation stop
2012-10-01,1.8456599377837302,Irrigation stop
2012-10-02,2.1176700818804552,Irrigation stop
2012-10-03,1.1414046300856588,Irrigation stop
2012-10-04,2.2588510074497137,Irrigation stop
2012-10-05,2.2363667556704057,Irrigation stop
2012-10-06,0.24243295744819446,Irrigation stop
2012-10-07,1.0240342749501117,Irrigation stop
2012-10-08,0.6560475840956023,Irrigation stop
2012-10-09,0.06147000480244672,Irrigation stop
2012-10-10,0.9237222555487022,Irrigation stop
2012-10-11,0.4340380324743534,Irrigation stop
2012-10-12,1.2599174481290243,Irrigation stop
2012-10-13,1.4628837732952304,Irrigation stop
2012-10-14,0.4198339045456987,Irrigation stop
2012-10-15,1.3138455235091848,Irrigation stop
2012-10-16,2.3338403488597477,Irrigation stop
2012-10-17,2.3239661370058005,Irrigation stop
2012-10-18,2.0550755156759655,Irrigation stop
2012-10-19,1.5546311533282016,Irrigation stop
2012-10-20,1.8512957271990853,Irrigation stop
2012-10-21,1.1547309571683952,Irrigation stop
2012-10-22,0.8978133844067134,Irrigation stop
2012-10-23,0.6052330104285744,Irrigation stop
2012-10-24,0.4768955777029366,Irrigation stop
2012-10-25,0.8012170166329805,Irrigation stop
2012-10-26,0.1808322665477007,Irrigation stop
2012-10-27,0.0654577672435294,Irrigation stop
2012-10-28,0.25724119635659665,Irrigation stop
2012-10-29,0.30932165862145716,Irrigation stop
2012-10-30,1.3039611551290953,Irrigation stop
2012-10-31,0.46674550913760765,Irrigation stop
2012-11-01,0.38833057791576825,Irrigation stop
2012-11-02,1.4621294755243828,Irrigation stop
2012-11-03,1.1535857619609868,Irrigation stop
2012-11-04,0.130613208838671,Irrigation stop
2012-11-05,0.12995097358823365,Irrigation stop
2012-11-06,0.03547368979247297,Irrigation stop
2012-11-07,0.006639654620765819,Irrigation stop
2012-11-08,0.0062898345941108675,Irrigation stop
2012-11-09,0.0062898345941108675,Irrigation stop
2012-11-10,0.0062898345941108675,Irrigation stop
2012-11-11,0.0062898345941108675,Irrigation stop
2012-11-12,0.0062898345941108675,Irrigation stop
2012-11-13,0.0062898345941108675,Irrigation stop
2012-11-14,0.0062898345941108675,Irrigation stop
2012-11-15,0.0062898345941108675,Irrigation stop
2012-11-16,0.0062898345941108675,Irrigation stop
2012-11-17,0.0062898345941108675,Irrigation stop
2012-11-18,0.0062898345941108675,Irrigation stop
2012-11-19,0.0062898345941108675,Irrigation stop
2012-11-20,0.0062898345941108675,Irrigation stop
2012-11-21,0.0062898345941108675,Irrigation stop
2012-11-22,0.0062898345941108675,Irrigation stop
2012-11-23,0.0062898345941108675,Irrigation stop
2012-11-24,0.0062898345941108675,Irrigation stop
2012-11-25,0.0062898345941108675,Irrigation stop
2012-11-26,0.0062898345941108675,Irrigation stop
2012-11-27,0.0062898345941108675,Irrigation stop
2012-11-28,0.0062898345941108675,Irrigation stop
2012-11-29,0.0062898345941108675,Irrigation stop
2012-11-30,0.0062898345941108675,Irrigation stop
2012-12-01,0.0062898345941108675,Irrigation stop
2012-12-02,0.0062898345941108675,Irrigation stop
2012-12-03,0.0062898345941108675,Irrigation stop
2012-12-04,0.0062898345941108675,Irrigation stop
2012-12-05,0.0062898345941108675,Irrigation stop
2012-12-06,0.0062898345941108675,Irrigation stop
2012-12-07,0.0062898345941108675,Irrigation stop
2012-12-08,0.0062898345941108675,Irrigation stop
2012-12-09,0.0062898345941108675,Irrigation stop
2012-12-10,0.0062898345941108675,Irrigation stop
2012-12-11,0.0062898345941108675,Irrigation stop
2012-12-12,0.0062898345941108675,Irrigation stop
2012-12-13,0.0062898345941108675,Irrigation stop
2012-12-14,0.0062898345941108675,Irrigation stop
2012-12-15,0.0062898345941108675,Irrigation stop
2012-12-16,0.0062898345941108675,Irrigation stop
2012-12-17,0.0062898345941108675,Irrigation stop
2012-12-18,0.0062898345941108675,Irrigation stop
2012-12-19,0.0062898345941108675,Irrigation stop
2012-12-20,0.0062898345941108675,Irrigation stop
2012-12-21,0.0062898345941108675,Irrigation stop
2012-12-22,0.0062898345941108675,Irrigation stop
2012-12-23,0.0062898345941108675,Irrigation stop
2012-12-24,0.0062898345941108675,Irrigation stop
2012-12-25,0.0062898345941108675,Irrigation stop
2012-12-26,0.0062898345941108675,Irrigation stop
2012-12-27,0.0062898345941108675,Irrigation stop
2012-12-28,0.0062898345941108675,Irrigation stop
2012-12-29,0.0062898345941108675,Irrigation stop
2012-12-30,0.0062898345941108675,Irrigation stop
2013-03-11,0.02707550368590169,Irrigation stop
2013-03-12,0.0269150364501616,Irrigation stop
2013-03-13,0.0033504267498722083,Irrigation stop
2013-03-14,0,Irrigation stop
2013-03-15,0,Irrigation stop
2013-03-16,0,Irrigation stop
2013-03-17,0,Irrigation stop
2013-03-18,0.2604747497553903,Irrigation stop
2013-03-19,1.1191896347456838,Irrigation stop
2013-03-20,1.1429190512829246,Irrigation stop
2013-03-21,1.3260254869274695,Irrigation stop
2013-03-22,1.7748605628869167,Irrigation stop
2013-03-23,1.6864687640518052,Irrigation stop
2013-03-24,1.3120311401018327,Irrigation stop
2013-03-25,0.35596345180915673,Irrigation stop
2013-03-26,1.0396980334871126,Irrigation stop
2013-03-27,1.8490412580766982,Irrigation stop
2013-03-28,0.8002626826976662,Irrigation stop
2013-03-29,0.1552117513333902,Irrigation stop
2013-03-30,0.31162674375729876,Irrigation stop
2013-03-31,1.905800358218168,Irrigation stop
2013-04-01,2.036571166366111,Irrigation stop
2013-04-02,2.3352268118541777,Irrigation stop
2013-04-03,1.7224583480019289,Irrigation stop
2013-04-04,2.223276488867049,Irrigation stop
2013-04-05,1.577317494077405,Irrigation stop
2013-04-06,2.059928435767926,Irrigation stop
2013-04-07,1.9034496886427632,Irrigation stop
2013-04-08,1.251975718823442,Irrigation stop
2013-04-09,0.20743252699117515,Irrigation stop
2013-04-10,2.210152894143886,Irrigation stop
2013-04-11,2.043955151771247,Irrigation stop
2013-04-12,2.0779308998268733,Irrigation stop
2013-04-13,2.4366426513821575,Irrigation stop
2013-04-14,2.9760553654359887,Irrigation stop
2013-04-15,2.966391543789561,Irrigation stop
2013-04-16,0.06217944566243318,Irrigation stop
2013-04-17,0,Irrigation stop
2013-04-18,0,Irrigation stop
2013-04-19,0,Irrigation stop
2013-04-20,0,Irrigation stop
2013-04-21,0.0019687916814629058,Irrigation stop
2013-04-22,0,Irrigation stop
2013-04-23,0,Irrigation stop
2013-04-24,0,Irrigation stop
2013-04-25,0,Irrigation stop
2013-04-26,0,Irrigation stop
2013-04-27,0,Irrigation stop
2013-04-28,0.6871150955002157,Irrigation stop
2013-04-29,0.5826021147934742,Irrigation stop
2013-04-30,1.730979377765717,Irrigation stop
2013-05-01,2.1288184767140717,Irrigation stop
2013-05-02,2.5070428183849423,Irrigation stop
2013-05-03,0.7856676296184308,Irrigation stop
2013-05-04,2.7903452164680322,Irrigation stop
2013-05-05,1.8077779593603862,Irrigation stop
2013-05-06,0.7951365004704689,Irrigation stop
2013-05-07,1.745988094953226,Irrigation stop
2013-05-08,3.162410344231091,Irrigation stop
2013-05-09,1.9203014254801647,Irrigation stop
2013-05-10,1.6585007401258007,Irrigation stop
2013-05-11,0.01498900213568098,Irrigation stop
2013-05-12,0.02093435669595821,Irrigation stop
2013-05-13,0,Irrigation stop
2013-05-16,0,Irrigation stop
2013-05-17,0,Irrigation stop
2013-05-18,2.9084598449490326,Irrigation stop
2013-05-19,1.4792458632148642,Irrigation stop
2013-05-20,2.352608860220674,Irrigation stop
2013-05-21,2.2692819655066367,Irrigation stop
2013-05-22,2.1660438516718545,Irrigation stop
2013-05-23,2.74275395628469,Irrigation stop
2013-05-24,2.8449583416173843,Irrigation stop
2013-05-25,2.8307367129001024,Irrigation stop
2013-05-26,1.6959805916679072,Irrigation stop
2013-05-27,3.233776549695845,Irrigation stop
2013-06-05,3.2865788531711253,Irrigation stop
2013-06-06,3.677161007228515,Irrigation stop
2013-06-07,3.6441061679047717,Irrigation stop
2013-06-08,3.610055934534545,Irrigation stop
2013-06-09,2.1780884075813214,Irrigation stop
2013-06-10,2.6097871032918496,Irrigation stop
2013-06-11,3.723933696102525,Irrigation stop
2013-06-12,3.8099277723502953,Irrigation stop
2013-06-13,4.248711624424761,Irrigation stop
2013-06-14,2.6724943912635397,Irrigation stop
2013-06-15,2.3319213902183336,Irrigation stop
2013-06-16,2.603620566217201,Irrigation stop
2013-06-17,2.634721230558389,Irrigation stop
2013-06-18,3.5394099008117075,Irrigation stop
2013-06-19,2.171121153267648,Irrigation stop
2013-06-20,1.5533520905594456,Irrigation stop
2013-06-21,1.9182261917237766,Irrigation stop
2013-06-22,2.790803685365428,Irrigation stop
2013-06-23,3.443595614896553,Irrigation stop
2013-06-24,3.25601680940548,Irrigation stop
2013-06-25,3.9437376028825284,Irrigation stop
2013-06-26,3.8109967336340973,Irrigation stop
2013-06-27,2.8137766485836715,Irrigation stop
2013-06-28,2.9159356055779146,Irrigation stop
2013-06-29,0.21038193354206253,Irrigation stop
2013-06-30,3.3759590439073026,Irrigation stop
2013-07-01,3.973559445076804,Irrigation stop
2013-07-02,3.7517038776772207,Irrigation stop
2013-07-03,0.8499446640447994,Irrigation stop
2013-07-04,3.0386020563570075,Irrigation stop
2013-07-05,3.842332102498057,Irrigation stop
2013-07-06,3.971727611843391,Irrigation stop
2013-07-07,3.9911455573873202,Irrigation stop
2013-07-08,3.665940230827003,Irrigation stop
2013-07-09,3.4860228026866666,Irrigation stop
2013-07-10,3.8810052101695276,Irrigation stop
2013-07-11,4.259373055125569,Irrigation stop
2013-07-12,4.09487423029558,Irrigation stop
2013-07-13,3.7689139811161345,Irrigation stop
2013-07-14,4.353081855235644,Irrigation stop
2013-07-15,4.214540512407938,Irrigation stop
2013-07-16,4.247287012185151,Irrigation stop
2013-07-17,2.0940348332977488,Irrigation stop
2013-07-18,2.1243281300429313,Irrigation stop
2013-07-19,3.7015875679702637,Irrigation stop
2013-07-20,3.9412667537698773,Irrigation stop
2013-07-21,4.048804294499138,Irrigation stop
2013-07-22,3.5703014892122127,Irrigation stop
2013-07-23,3.780190755293273,Irrigation stop
2013-07-24,3.4579977417626497,Irrigation stop
2013-07-25,2.6182007331582646,Irrigation stop
2013-07-26,3.9656107267243486,Irrigation stop
2013-07-27,4.049615426056606,Irrigation stop
2013-07-28,2.4736166564125646,Irrigation stop
2013-07-29,0.09275357340989385,Irrigation stop
2013-07-30,3.6951176266493224,Irrigation stop
2013-07-31,4.061008472602735,Irrigation stop
2013-08-01,4.207309252463068,Irrigation stop
2013-08-02,4.336846641401351,Irrigation stop
2013-08-03,3.6212579188444494,Irrigation stop
2013-08-04,3.6187983253807423,Irrigation stop
2013-08-05,4.018835893153797,Irrigation stop
2013-08-06,3.2571015412126316,Irrigation stop
2013-08-07,1.3031068577351654,Irrigation stop
2013-08-08,0.9863722107686973,Irrigation stop
2013-08-09,2.364255578347388,Irrigation stop
2013-08-10,3.714975513804232,Irrigation stop
2013-08-11,3.7964307401442747,Irrigation stop
2013-08-12,3.9468211858163165,Irrigation stop
2013-08-13,3.7328078352052607,Irrigation stop
2013-08-14,3.6360576792412456,Irrigation stop
2013-08-15,3.8823678129935573,Irrigation stop
2013-08-16,4.0135545717477505,Irrigation stop
2013-08-17,4.07925678736706,Irrigation stop
2013-08-18,4.023998740081442,Irrigation stop
2013-08-19,1.9907297469070409,Irrigation stop
2013-08-20,3.985049966413508,Irrigation stop
2013-08-21,4.009677814964465,Irrigation stop
2013-08-22,3.9655432849356007,Irrigation stop
2013-08-23,3.9207154322084445,Irrigation stop
2013-08-24,1.4546699997041084,Irrigation stop
2013-08-25,2.6202042547300457,Irrigation stop
2013-08-26,3.299547378181393,Irrigation stop
2013-08-27,2.9952825994187275,Irrigation stop
2013-08-28,3.419365936208192,Irrigation stop
2013-08-29,3.5154875105869126,Irrigation stop
2013-08-30,3.601835720620567,Irrigation stop
2013-08-31,3.7800938218181956,Irrigation stop
2013-09-01,3.58718238619807,Irrigation stop
2013-09-02,3.690179637707006,Irrigation stop
2013-09-03,3.86673847841399,Irrigation stop
2013-09-04,3.9327994235862858,Irrigation stop
2013-09-05,3.7164490996433597,Irrigation stop
2013-09-06,3.715671735832301,Irrigation stop
2013-09-07,3.07888292480076,Irrigation stop
2013-09-08,1.4187945903779198,Irrigation stop
2013-09-09,0.11643901597399522,Irrigation stop
2013-09-10,2.992237354609852,Irrigation stop
2013-09-11,2.8704639534066745,Irrigation stop
2013-09-12,2.83051629288901,Irrigation stop
2013-09-13,3.0302401131662045,Irrigation stop
2013-09-14,3.0127159148125124,Irrigation stop
2013-09-15,0.23858776699025,Irrigation stop
2013-09-16,0.09218769502262145,Irrigation stop
2013-09-17,2.471593653697952,Irrigation stop
2013-09-18,1.3042657634884136,Irrigation stop
2013-09-19,2.704402202345195,Irrigation stop
2013-09-20,2.734978340711527,Irrigation stop
2013-09-21,2.7906978521743095,Irrigation stop
2013-09-22,2.8229399790403757,Irrigation stop
2013-09-23,2.93916072375678,Irrigation stop
2013-09-24,2.9515387642850714,Irrigation stop
2013-09-25,2.916119849380812,Irrigation stop
2013-09-26,1.7118557159764083,Irrigation stop
2013-09-27,2.2922220621176677,Irrigation stop
2013-09-28,2.568147635584005,Irrigation stop
2013-09-29,2.525117397962773,Irrigation stop
2013-09-30,1.4494878462540508,Irrigation stop
2013-10-01,1.9678054547049928,Irrigation stop
2013-10-02,2.3438966624818285,Irrigation stop
2013-10-03,2.508588796489247,Irrigation stop
2013-10-04,2.1517158337414197,Irrigation stop
2013-10-05,1.0217207380460456,Irrigation stop
2013-10-06,1.9004041175302933,Irrigation stop
2013-10-07,1.885600245353149,Irrigation stop
2013-10-08,1.7484670595620657,Irrigation stop
2013-10-09,1.0557472040365652,Irrigation stop
2013-10-10,0.18094757617407836,Irrigation stop
2013-10-11,1.2469574901779457,Irrigation stop
2013-10-12,0.7630010113298149,Irrigation stop
2013-10-13,1.2025552371524624,Irrigation stop
2013-10-14,1.452351756367023,Irrigation stop
2013-10-15,0.8998282053914607,Irrigation stop
2013-10-16,1.1141881987063524,Irrigation stop
2013-10-17,1.08978835123637,Irrigation stop
2013-10-18,1.2156630383527622,Irrigation stop
2013-10-19,1.6236904222660458,Irrigation stop
2013-10-20,1.2746995702288757,Irrigation stop
2013-10-21,1.359750853960752,Irrigation stop
2013-10-22,2.1872797985099806,Irrigation stop
2013-10-23,0.7744121630093314,Irrigation stop
2013-10-24,0.22911579525286502,Irrigation stop
2013-10-25,1.7794235978028325,Irrigation stop
2013-10-26,1.2008731915422484,Irrigation stop
2013-10-27,0.5810773325948757,Irrigation stop
2013-10-28,1.7866443716924607,Irrigation stop
2013-10-29,0.4013888949587467,Irrigation stop
2013-10-30,0.3547105035188082,Irrigation stop
2013-10-31,0.5048377091371488,Irrigation stop
2013-11-01,0.5005267621930711,Irrigation stop
2013-11-02,0.20831904260859282,Irrigation stop
2013-11-03,0.5303320414004379,Irrigation stop
2013-11-04,0.38669819141233447,Irrigation stop
2013-11-05,0.3567881174884909,Irrigation stop
2013-11-06,0.7017169515760979,Irrigation stop
2013-11-07,0.14614203394947983,Irrigation stop
2013-11-08,0.422223665288441,Irrigation stop
2013-11-09,0.44197970167217365,Irrigation stop
2013-11-10,0.12703642738860274,Irrigation stop
2013-11-11,0.05619775882516565,Irrigation stop
2013-11-12,0.1519911818929317,Irrigation stop
2013-11-13,0.1764909224544445,Irrigation stop
2013-11-14,0.14035926088881961,Irrigation stop
2013-11-15,0.11260239900115862,Irrigation stop
2013-11-16,0.08967993864165355,Irrigation stop
2013-11-17,0.14019307954172758,Irrigation stop
2013-11-18,0.3451334937630276,Irrigation stop
2013-11-19,0.47522902926095706,Irrigation stop
2013-11-20,0.03401480513666003,Irrigation stop
2013-11-21,0.02244343666337675,Irrigation stop
2013-11-22,0.05593590469111283,Irrigation stop
2013-11-23,0.11724521369601903,Irrigation stop
2013-11-24,0.14364458854172585,Irrigation stop
2013-11-25,0.03899301710841186,Irrigation stop
2013-11-26,0.14069378002563115,Irrigation stop
2013-11-27,0.24037750505427122,Irrigation stop
2013-11-28,0.20263468651309355,Irrigation stop
2013-11-29,0.08423262706495274,Irrigation stop
2013-11-30,0.008249468455020939,Irrigation stop
2013-12-01,0.21836378901804962,Irrigation stop
2013-12-02,0.05470538560156762,Irrigation stop
2013-12-03,0.002658193733696969,Irrigation stop
2013-12-04,0.020025138501904172,Irrigation stop
2013-12-05,0.10738711918203606,Irrigation stop
2013-12-06,0.3939611537239831,Irrigation stop
2013-12-07,0.44064419502949775,Irrigation stop
2013-12-08,0.03538143016277749,Irrigation stop
2013-12-09,0.013297158320652126,Irrigation stop
2013-12-10,0.25471034529056974,Irrigation stop
2013-12-11,0.23312778783203272,Irrigation stop
2013-12-12,0.07679053666063534,Irrigation stop
2013-12-13,0.012243285520542168,Irrigation stop
2013-12-14,0.42584202629430223,Irrigation stop
2013-12-15,0.3684137688269617,Irrigation stop
2013-12-16,0.14219786704565138,Irrigation stop
2013-12-17,0.07431125309926695,Irrigation stop
2013-12-18,0.07566133298882749,Irrigation stop
2013-12-19,0.05403193054286996,Irrigation stop
2013-12-20,0.028633103910754375,Irrigation stop
2013-12-21,0.07584905616799333,Irrigation stop
2013-12-22,0.03831472719623519,Irrigation stop
2013-12-23,0.09168891358814873,Irrigation stop
2013-12-24,0.13112938352051068,Irrigation stop
2013-12-25,0.018314837721444082,Irrigation stop
2013-12-26,0.14352826115676026,Irrigation stop
2013-12-27,0.14980286189380973,Irrigation stop
2013-12-28,0.10330526100504647,Irrigation stop
2013-12-29,0.12685768923600488,Irrigation stop
2013-12-30,0.05514576717630086,Irrigation stop
2013-12-31,0.19068611975253866,Irrigation stop
2014-01-01,0.1331821290028961,Irrigation stop
2014-01-02,0.06208794419011356,Irrigation stop
2014-01-03,0.18027298531065888,Irrigation stop
2014-01-04,0.01778592367524721,Irrigation stop
2014-01-05,0.08104982015322111,Irrigation stop
2014-01-06,0.1119704636900203,Irrigation stop
2014-01-07,0.14236054971282663,Irrigation stop
2014-01-08,0.142841141102157,Irrigation stop
2014-01-09,0.1165811885772638,Irrigation stop
2014-01-10,0.19916624340654676,Irrigation stop
2014-01-11,0.07077845738392256,Irrigation stop
2014-01-12,0.04343235013032715,Irrigation stop
2014-01-13,0.0733647746430848,Irrigation stop
2014-01-14,0.14053909685549795,Irrigation stop
2014-01-15,0.1325043364948946,Irrigation stop
2014-01-16,0.29528666294538014,Irrigation stop
2014-01-17,0.08381219813473269,Irrigation stop
2014-01-18,0.16338636686240599,Irrigation stop
2014-01-19,0.5783827364153783,Irrigation stop
2014-01-20,0.02176180588631815,Irrigation stop
2014-01-21,0.12112875680920071,Irrigation stop
2014-01-22,0.05462050308943617,Irrigation stop
2014-01-23,0.17776566127787774,Irrigation stop
2014-01-24,0.16429519536556544,Irrigation stop
2014-01-25,0.48245961346360194,Irrigation stop
2014-01-26,0.1750212026630119,Irrigation stop
2014-01-27,0.06339238663253927,Irrigation stop
2014-01-28,0.247428546688166,Irrigation stop
2014-01-29,0.3817788653278523,Irrigation stop
2014-01-30,0.04900423784369955,Irrigation stop
2014-01-31,0.08208916279183891,Irrigation stop
2014-02-01,0.1363563874740631,Irrigation stop
2014-02-02,0.08380850936114778,Irrigation stop
2014-02-03,0.18119048553108727,Irrigation stop
2014-02-04,0.03868280058069427,Irrigation stop
2014-02-05,0.33869406892005177,Irrigation stop
2014-02-06,0.12336994959244477,Irrigation stop
2014-02-07,0.16555599781597777,Irrigation stop
2014-02-08,0.13951664564855273,Irrigation stop
2014-02-09,0.21527432419652365,Irrigation stop
2014-02-10,0.7106192125364564,Irrigation stop
2014-02-11,0.22419638177284876,Irrigation stop
2014-02-12,0.21912021983245364,Irrigation stop
2014-02-13,0.08471539007675012,Irrigation stop
2014-02-14,0.12401349887815927,Irrigation stop
2014-02-15,0.5954865128127461,Irrigation stop
2014-02-16,0.10744955339787945,Irrigation stop
2014-02-17,0.13659678351511031,Irrigation stop
2014-02-18,0.44588844185047494,Irrigation stop
2014-02-19,0.3898055613048778,Irrigation stop
2014-02-20,0.43304642981477126,Irrigation stop
2014-02-21,0.11897783980653659,Irrigation stop
2014-02-22,0.5227942396648261,Irrigation stop
2014-02-23,0.32928099015717754,Irrigation stop
2014-02-24,0.6162939636936798,Irrigation stop
2014-02-25,0.7230846509646904,Irrigation stop
2014-02-26,0.918203631929366,Irrigation stop
2014-02-27,0.42865625143997405,Irrigation stop
2014-02-28,0.8650444223730775,Irrigation stop
2014-03-01,0.12934437010178607,Irrigation stop
2014-03-02,0.6687073118325131,Irrigation stop
2014-03-03,0.1549368365366401,Irrigation stop
2014-03-04,0.7806814243180729,Irrigation stop
2014-03-05,1.1052972944109285,Irrigation stop
2014-03-06,1.1575926554104694,Irrigation stop
2014-03-07,1.258208625588532,Irrigation stop
2014-03-08,1.492719453937119,Irrigation stop
2014-03-09,1.6452810463938892,Irrigation stop
2014-03-10,1.7367397651385779,Irrigation stop
2014-03-11,1.6704025693365236,Irrigation stop
2014-03-12,1.9844668359584432,Irrigation stop
2014-03-13,1.9713024454992203,Irrigation stop
2014-03-14,2.010402661456242,Irrigation stop
2014-03-15,1.7584710574349802,Irrigation stop
2014-03-16,2.3585060559913646,Irrigation stop
2014-03-17,2.157241700754371,Irrigation stop
2014-03-18,2.3645430246238233,Irrigation stop
2014-03-19,2.0705481322789834,Irrigation stop
2014-03-20,2.4590527597312257,Irrigation stop
2014-03-21,2.251188187928307,Irrigation stop
2014-03-22,0.9964896219412982,Irrigation stop
2014-03-23,0.7623836988242957,Irrigation stop
2014-03-24,1.5088396462541274,Irrigation stop
2014-03-25,1.9899727622651573,Irrigation stop
2014-03-26,1.9975256641586865,Irrigation stop
2014-03-27,2.0477081883224617,Irrigation stop
2014-03-28,2.262800156626804,Irrigation stop
2014-03-29,2.43108058377137,Irrigation stop
2014-03-30,2.2317742538339367,Irrigation stop
2014-03-31,2.267938095958356,Irrigation stop
2014-04-01,2.3668562908002273,Irrigation stop
2014-04-02,2.2026556261127497,Irrigation stop
2014-04-03,1.3440830759676268,Irrigation stop
2014-04-04,2.2380912728043727,Irrigation stop
2014-04-05,1.7308761195405487,Irrigation stop
2014-04-06,2.154604006964396,Irrigation stop
2014-04-07,2.3735102223565203,Irrigation stop
2014-04-08,1.153316376065083,Irrigation stop
2014-04-09,2.374646602907383,Irrigation stop
2014-04-10,2.4567979341031565,Irrigation stop
2014-04-11,2.5070560128353345,Irrigation stop
2014-04-12,1.9621994318599827,Irrigation stop
2014-04-13,2.2464221808321123,Irrigation stop
2014-04-14,2.4032674941295102,Irrigation stop
2014-04-15,2.2759182704604233,Irrigation stop
2014-04-16,2.194438090455404,Irrigation stop
2014-04-17,2.250219455976298,Irrigation stop
2014-04-18,1.2106558239244876,Irrigation stop
2014-04-19,0.16485950478522834,Irrigation stop
2014-04-20,1.9851551913637497,Irrigation stop
