date,Tr,scen
2015-06-04,1.9330668620194569,Control
2015-06-05,1.909335763564237,Control
2015-06-06,1.6011703931482657,Control
2015-06-07,1.2257274959168825,Control
2015-06-08,1.5648377195023664,Control
2015-06-09,1.3048828361555853,Control
2015-06-10,1.9076493145135283,Control
2015-06-11,1.8097883590108927,Control
2015-06-12,1.945075228842908,Control
2015-06-13,1.1767840731197983,Control
2015-06-14,1.7113017041614997,Control
2015-06-15,1.3801528715878224,Control
2015-06-16,1.9915320241949186,Control
2015-06-17,1.315903128144635,Control
2015-06-18,1.7020141362881964,Control
2015-06-19,1.4735570748434692,Control
2015-06-20,1.8680205024230176,Control
2015-06-21,1.9495701585933662,Control
2015-06-22,1.487495373527659,Control
2015-06-23,2.1381221260797987,Control
2015-06-24,2.1516320609368385,Control
2015-06-25,2.0443387476813544,Control
2015-06-26,1.9838343559606204,Control
2015-06-27,2.10045370925765,Control
2015-06-28,2.0694981089546407,Control
2015-06-29,2.0908036853604908,Control
2015-06-30,2.084882484033633,Control
2015-07-01,1.9531352345235964,Control
2015-07-02,1.9112254152667183,Control
2015-07-03,2.0136154526950234,Control
2015-07-04,1.8450988566823956,Control
2015-07-05,1.7629153808273919,Control
2015-07-06,1.8369701730340666,Control
2015-07-07,1.4930643978579803,Control
2015-07-08,1.8476960229446802,Control
2015-07-09,1.9957642167349234,Control
2015-07-10,2.016407727198067,Control
2015-07-11,1.7910743587172608,Control
2015-07-12,1.6879409094930464,Control
2015-07-13,1.754772871365351,Control
2015-07-14,1.8141546136412752,Control
2015-07-15,1.8490277041458933,Control
2015-07-16,1.2458372269294926,Control
2015-07-17,1.0980562208406275,Control
2015-07-18,1.534636870379356,Control
2015-07-19,1.9194709626147817,Control
2015-07-20,2.0498710655642376,Control
2015-07-21,1.1944430160325328,Control
2015-07-22,1.7365213851570922,Control
2015-07-23,1.6242930930675785,Control
2015-07-24,1.6491451361773979,Control
2015-07-25,1.268050197283758,Control
2015-07-26,1.8748775147026164,Control
2015-07-27,2.2332070499119214,Control
2015-07-28,1.030219174404774,Control
2015-07-29,2.24305319957858,Control
2015-07-30,2.1537334158577344,Control
2015-07-31,0.19456778100781302,Control
2015-08-01,2.143559688830102,Control
2015-08-02,2.64993947485016,Control
2015-08-03,2.0396070576425473,Control
2015-08-04,2.4500512043647347,Control
2015-08-05,2.3855290139725516,Control
2015-08-06,2.3466090855163477,Control
2015-08-07,1.7473141449839489,Control
2015-08-08,0.5677831711446479,Control
2015-08-09,1.7540542314086045,Control
2015-08-10,2.2177856412877848,Control
2015-08-11,2.632618794690433,Control
2015-08-12,2.3527011785776817,Control
2015-08-13,0.09381652681972935,Control
2015-08-14,0.1896663475287834,Control
2015-08-15,1.3339572341157213,Control
2015-08-16,2.0136708601880065,Control
2015-08-17,1.6662504931201292,Control
2015-08-18,1.5914392867610345,Control
2015-08-19,1.9280439805140837,Control
2015-08-20,2.414093234604954,Control
2015-08-21,2.3532136183960097,Control
2015-08-22,1.1795573415571972,Control
2015-08-23,1.0030735684488932,Control
2015-08-24,1.9776265441122431,Control
2015-08-25,2.2997475836035886,Control
2015-08-26,2.3967902962061576,Control
2015-08-27,2.180267908844487,Control
2015-08-28,2.111132135733217,Control
2015-08-29,1.8504963097210105,Control
2015-08-30,1.6966957781561907,Control
2015-08-31,0,Control
2015-09-01,0,Control
2015-09-02,0,Control
2015-09-03,0,Control
2015-09-04,0,Control
2015-09-05,0.6001358988599013,Control
2015-09-06,0.4617651410979973,Control
2015-09-07,0.06243309407675192,Control
2015-09-08,0.050865311680301166,Control
2015-09-09,0.037620924133448946,Control
2015-09-10,0.0021302384966819976,Control
2015-09-11,0.7480867322960003,Control
2015-09-12,0.4381116589414196,Control
2015-09-13,0,Control
2015-09-16,0,Control
2015-09-17,0,Control
2015-09-18,0,Control
2015-09-19,0.3621361909966517,Control
2015-09-20,0.35700403313812207,Control
2015-09-21,0.30605855112019587,Control
2015-09-22,0.012977280584793666,Control
2015-09-23,0.5179611822528254,Control
2015-09-24,0.44243201761511197,Control
2015-09-25,0.37760553751572123,Control
2015-09-26,0.3394711901695077,Control
2015-09-27,0.22021936168466358,Control
2015-09-28,0.2407971865137379,Control
2015-09-29,0.33217895538134834,Control
2015-09-30,0.3125698300401341,Control
2015-10-01,0.3707854845525633,Control
2015-10-02,0.2025616241373348,Control
2015-10-03,0.4170694857122003,Control
2015-10-04,0.3895936872062558,Control
2015-10-05,2.199659176196003e-6,Control
2015-10-06,0,Control
2015-10-07,0,Control
2015-10-08,0,Control
2015-10-09,0,Control
2015-10-10,1.162376738471452,Control
2015-10-11,0.8899743533881663,Control
2015-10-12,0.40180998245772215,Control
2015-10-13,0.5937810122523453,Control
2015-10-14,0.006856428623347768,Control
2015-10-15,0.22962133450373018,Control
2015-10-16,0.6917050451265288,Control
2015-10-17,0.5418885643062741,Control
2015-10-18,0.6448359324035903,Control
2015-10-19,0.5777455552713799,Control
2015-10-20,0.7088912889019282,Control
2015-10-21,0.7699383072538789,Control
2015-10-22,0.5533194580175509,Control
2015-10-23,0.7566217439920953,Control
2015-10-24,0.8400722267345857,Control
2015-10-25,0.7294684372945891,Control
2015-10-26,0.6590547174502922,Control
2015-10-27,0.6187775215674507,Control
2015-10-28,0.022973487063263145,Control
2015-10-29,0.2224735715902116,Control
2015-10-30,0.5695726396170986,Control
2015-10-31,0.5422423116052707,Control
2015-11-01,0.6936142289503584,Control
2015-11-02,0.8555371371864013,Control
2015-11-03,0.17474846343073908,Control
2015-11-04,0.12623634234581158,Control
2015-11-05,0.2968443981089413,Control
2016-01-01,0.03987945982980347,Control
2016-01-02,0.04485985456738861,Control
2016-01-03,0.01748874137726792,Control
2016-01-04,0.02901805729978353,Control
2016-01-05,0.03237378429521442,Control
2016-01-06,0.06690972413557016,Control
2016-01-07,0.013457647958247273,Control
2016-01-08,0.05067106587002265,Control
2016-01-09,0.03297267489337788,Control
2016-01-10,0.0331427978824085,Control
2016-01-11,0.048797089484926816,Control
2016-01-12,0.02407747324119893,Control
2016-01-13,0.047549357897336476,Control
2016-01-14,0.07352252358616178,Control
2016-01-15,0.003255698077606808,Control
2016-01-16,1.0010426905212033e-4,Control
2016-01-17,0.0018469961715482004,Control
2016-01-18,0.20809875871887237,Control
2016-01-19,0.05407589045105791,Control
2016-01-20,3.120848202252877e-4,Control
2016-01-21,0.03956644886927673,Control
2016-01-22,0.16991416396962958,Control
2016-01-23,0.021817336649255482,Control
2016-01-24,0.007408470251491637,Control
2016-01-25,0.00362685745765393,Control
2016-01-26,0.04868570076271692,Control
2016-01-27,0.0730323676508861,Control
2016-01-28,0.06314101659532707,Control
2016-01-29,0.015535115709932653,Control
2016-01-30,0.11861108839366828,Control
2016-01-31,0.05614873921183414,Control
2016-02-01,0.033652976852552564,Control
2016-02-02,0.122108419781951,Control
2016-02-03,0.08605596740843746,Control
2016-02-04,0.06092294402312158,Control
2016-02-05,0.026895798613693848,Control
2016-02-06,0.12376649110943819,Control
2016-02-07,0.06310152228058291,Control
2016-02-08,0.06884564798905587,Control
2016-02-09,0.028609568255020156,Control
2016-02-10,0.08203630764173218,Control
2016-02-11,0.09233895018637742,Control
2016-02-12,0.029778435982467887,Control
2016-02-13,0.07255638916100371,Control
2016-02-14,0.07020616469009423,Control
2016-02-15,0.05166848422332087,Control
2016-02-16,0.07519918390103941,Control
2016-02-17,0.06865399350622034,Control
2016-02-18,0.09730215693404957,Control
2016-02-19,0.016462173949102064,Control
2016-02-20,0.23572543892929249,Control
2016-02-21,0.04534409584172703,Control
2016-02-22,0.05807812754442908,Control
2016-02-23,0.07366512244938328,Control
2016-02-24,0.12028140945518556,Control
2016-02-25,0.022741688315126407,Control
2016-02-26,0.17421743100455464,Control
2016-02-27,0.402533937115274,Control
2016-02-28,0.13842603272740206,Control
2016-02-29,0.04029355997291493,Control
2016-03-01,0.2706181670459994,Control
2016-03-02,0.10603740642159837,Control
2016-03-03,0.0771911370222456,Control
2016-03-04,0.21572142231350697,Control
2016-03-05,0.016931918061976654,Control
2016-03-06,0.3119489691883492,Control
2016-03-07,0.30750588466138035,Control
2016-03-08,0.19995357085845297,Control
2016-03-09,0.3210358628974075,Control
2016-03-10,0.3690698524883034,Control
2016-03-11,0.40831336277813784,Control
2016-03-12,0.4061294062966353,Control
2016-03-13,0.6149636315886097,Control
2016-03-14,0.615497559474967,Control
2016-03-15,0.436180215551257,Control
2016-03-16,0.6098992901694836,Control
2016-03-17,0.9404427020778473,Control
2016-03-18,0.8975011448014423,Control
2016-03-19,0.9675746217434077,Control
2016-03-20,0.9564201615247798,Control
2016-03-21,0.9122145406955563,Control
2016-03-22,0.889414387793711,Control
2016-03-23,0.8038552998558793,Control
2016-03-24,0.8975768038221543,Control
2016-03-25,0.1945474645106745,Control
2016-03-26,1.2982915642619794,Control
2016-03-27,0.5682056192985934,Control
2016-03-28,0.8198368151537743,Control
2016-03-29,1.0705943697319014,Control
2016-03-30,1.3167355572804298,Control
2016-03-31,1.2736159259856437,Control
2016-04-01,1.187930897144355,Control
2016-04-02,1.2729009631786414,Control
2016-04-03,1.3725190077624358,Control
2016-04-04,1.3825360591681206,Control
2016-04-05,0.9773248740573135,Control
2016-04-06,0.2937003723351573,Control
2016-04-07,1.284023931227041,Control
2016-04-08,0.4411014836488369,Control
2016-04-09,0.6157464141104736,Control
2016-04-10,1.7153979046418268,Control
2016-04-11,1.6991534684800622,Control
2016-04-12,1.6233322517531215,Control
2016-04-13,0.6697428560776774,Control
2016-04-14,1.699326246622318,Control
2016-04-15,0.8602008282004945,Control
2016-04-16,1.3939647986629358,Control
2016-04-17,0.31080392563118187,Control
2016-04-18,0.5462714302718158,Control
2016-04-19,1.9027576258689378,Control
2016-04-20,1.8868304805097877,Control
2016-04-21,1.70453108842003,Control
2016-04-22,1.2168741791597946,Control
2016-04-23,0.6988972562023078,Control
2016-04-24,1.2294922716756385,Control
2016-04-25,1.1828307365119994,Control
2016-04-26,1.5273890816179314,Control
2016-04-27,1.3569950461124376,Control
2016-04-28,1.3737099836005628,Control
2016-04-29,1.5601776414702304,Control
2016-04-30,1.1153657715513745,Control
2016-05-01,0.44107207470241105,Control
2016-05-02,1.4882329193789676,Control
2016-05-03,1.0644408711786044,Control
2016-05-04,1.775607099965001,Control
2016-05-05,1.8703714385040393,Control
2016-05-06,1.8953040614252044,Control
2016-05-07,1.6749296938146754,Control
2016-05-08,1.5556326362136532,Control
2016-05-09,1.4540248628659251,Control
2016-05-10,1.8178412687788046,Control
2016-05-11,1.2762805488192512,Control
2016-05-12,0.007682690501715982,Control
2016-05-13,0.6818434930412091,Control
2016-05-14,1.128747960908582,Control
2016-05-15,1.9790788731308604,Control
2016-05-16,1.751863267259317,Control
2016-05-17,2.2241683902725415,Control
2016-05-18,2.0226126589283124,Control
2016-05-19,1.1460953800280242,Control
2016-05-20,2.0660544103850698,Control
2016-05-21,2.237888458233761,Control
2016-05-22,2.0523147892073146,Control
2016-05-23,0.29148764070735445,Control
2016-05-24,1.4203530265094888,Control
2016-05-25,1.6749383452126183,Control
2016-05-26,1.9174846249111337,Control
2016-05-27,2.569167763141706,Control
2016-05-28,2.256343658810308,Control
2016-05-29,0.12043581897003859,Control
2016-05-30,1.782676976292246,Control
2016-05-31,2.115318757639374,Control
2016-06-01,2.209365385194573,Control
2016-06-02,0.27160051905661065,Control
2016-06-03,1.2520294851288147,Control
2016-06-04,2.0549923211986822,Control
2016-06-05,2.2043774201245094,Control
2016-06-07,2.326530544691691,Control
2016-06-08,1.3701309273189435,Control
2016-06-09,1.7531774949506989,Control
2016-06-10,2.513845271547484,Control
2016-06-11,0.9316447540674272,Control
2016-06-12,1.6877271829781753,Control
2016-06-13,1.3134570459666017,Control
2016-06-14,1.784584549733528,Control
2016-06-15,2.212184407182722,Control
2016-06-19,2.208043641424962,Control
2016-06-20,2.528789807966457,Control
2016-06-21,1.3322307770765422,Control
2016-06-22,2.7632416390997943,Control
2016-06-23,2.6571585840599514,Control
2016-06-24,2.4295702264776677,Control
2016-06-25,0.5094829634044337,Control
2016-06-26,2.377013610271562,Control
2016-06-27,2.552364572840568,Control
2016-06-28,2.366002413666238,Control
2016-06-29,2.309224749037727,Control
2016-06-30,1.7866674373629001,Control
2016-07-01,2.3780818175870837,Control
2016-07-02,0.7220257196442528,Control
2016-07-03,2.3310611873050218,Control
2016-07-04,2.277331132566861,Control
2016-07-05,1.9509557928317316,Control
2016-07-06,2.0113360434240306,Control
2016-07-07,1.9712827043578636,Control
2016-07-08,1.8409262790362069,Control
2016-07-09,1.9464291303729593,Control
2016-07-10,1.9616081281877222,Control
2016-07-11,1.5329767511419066,Control
2016-07-12,0.041892250785090915,Control
2016-07-13,1.5996554439369395,Control
2016-07-14,1.6444778465750907,Control
2016-07-15,2.3916666285773234,Control
2016-07-16,2.3573301419352326,Control
2016-07-17,2.4210520922397243,Control
2016-07-18,2.4290997147192477,Control
2016-07-19,2.3246053722793008,Control
2016-07-20,2.2261632788200014,Control
2016-07-21,1.9664325674801144,Control
2016-07-22,0.7329554702662395,Control
2016-07-23,1.5306617007543135,Control
2016-07-24,2.1230829676226897,Control
2016-07-25,2.1075878938136703,Control
2016-07-26,2.134619082939292,Control
2016-07-27,1.7662406034256166,Control
2016-07-28,1.8088312801213342,Control
2016-07-29,1.9065829589061185,Control
2016-07-30,1.4985856727116802,Control
2016-07-31,0.8780122798877983,Control
2016-08-01,1.6655340607765838,Control
2016-08-02,0.9344941078242794,Control
2016-08-05,0.5842138395002238,Control
2016-08-06,1.8121435014377203,Control
2016-08-07,2.244865545761068,Control
2016-08-08,2.192879815384377,Control
2016-08-09,1.1911253907302113,Control
2016-08-10,1.6122445221072093,Control
2016-08-11,2.256550448917835,Control
2016-08-12,2.2940719539845187,Control
2016-08-13,2.307411568009508,Control
2016-08-14,2.266762187185591,Control
2016-08-15,2.0765334000769426,Control
2016-08-16,1.728983763975575,Control
2016-08-17,1.6086696708508672,Control
2016-08-18,0.8793990395852882,Control
2016-08-19,1.764356129862333,Control
2016-08-20,0.557293419341495,Control
2016-08-21,1.9334255879913345,Control
2016-08-22,1.8256081478187034,Control
2016-08-23,1.7937255363033529,Control
2016-08-24,1.79361043992346,Control
2016-08-25,1.7970786766246933,Control
2016-08-26,1.7665499271492406,Control
2016-08-27,1.630380963106875,Control
2016-08-28,1.4425870556817697,Control
2016-08-29,1.581838106146766,Control
2016-08-30,1.4030749343022255,Control
2016-08-31,1.5856748127522708,Control
2016-09-01,1.736953689917176,Control
2016-09-02,1.6514481067603162,Control
2016-09-03,1.5327410706636047,Control
2016-09-04,0.9746525274771232,Control
2016-09-05,0.1731193500233892,Control
2016-09-06,1.795269331959983,Control
2016-09-07,2.118726730965256,Control
2016-09-08,2.2253393427293946,Control
2016-09-09,2.0540443466939404,Control
2016-09-10,1.9069291948621083,Control
2016-09-11,1.9984582383357385,Control
2016-09-12,1.8286461725505414,Control
2016-09-13,1.792558020108855,Control
2016-09-14,1.6826540617216639,Control
2016-09-15,1.1866514471644491,Control
2016-09-16,0.22049319735142128,Control
2016-09-17,0.8102525090797122,Control
2016-09-18,0.608008357276874,Control
2016-09-19,1.3924246720323243,Control
2016-09-20,1.4946216899752187,Control
2016-09-21,0.8750286301622955,Control
2016-09-22,1.6558620352037292,Control
2016-09-23,1.592441777169809,Control
2016-09-24,1.5842817835627796,Control
2016-09-25,1.6199697506679953,Control
2016-09-26,1.4605919660674267,Control
2016-09-27,1.3262100072676348,Control
2017-01-01,0,Control
2017-01-02,0,Control
2017-01-03,0,Control
2017-01-04,0,Control
2017-01-05,0,Control
2017-01-06,0,Control
2017-01-07,0,Control
2017-01-08,0,Control
2017-01-09,0,Control
2017-01-10,0,Control
2017-01-11,0.004076328662674399,Control
2017-01-12,0.006274899767422058,Control
2017-01-13,0.06469621194335336,Control
2017-01-14,1.908837119874827e-4,Control
2017-01-15,0,Control
2017-01-16,0,Control
2017-01-17,0,Control
2017-01-18,0.11375810791055578,Control
2017-01-19,0.0023725239708095513,Control
2017-01-20,0.0010419351305536084,Control
2017-01-21,0.002118395839911705,Control
2017-01-22,0.01328367173493227,Control
2017-01-23,0,Control
2017-01-24,0.030058975636697374,Control
2017-01-25,0.003625220639314656,Control
2017-01-26,0,Control
2017-01-27,0,Control
2017-01-28,0,Control
2017-01-29,0,Control
2017-01-30,0.00927582685291282,Control
2017-01-31,0.0024872977339038538,Control
2017-02-01,0.001839998769850328,Control
2017-02-02,0.04868925742633703,Control
2017-02-03,0.004217484656012993,Control
2017-02-04,0.011788492673467538,Control
2017-02-05,0.01252681793003528,Control
2017-02-06,0.07032320650651719,Control
2017-02-07,0.06633171182523658,Control
2017-02-08,4.098411933053769e-4,Control
2017-02-09,0.0018818969484680943,Control
2017-02-10,0.014276600187216723,Control
2017-02-11,0.049672097096877615,Control
2017-02-12,0.19984808471807214,Control
2017-02-13,0.16086577686373849,Control
2017-02-14,0.20355997347765792,Control
2017-02-15,0.19223574065208923,Control
2017-02-16,0.1684201114629089,Control
2017-02-17,0.2056807827339379,Control
2017-02-18,0.11343475499321147,Control
2017-02-19,0.1414185941847319,Control
2017-02-20,0.1585649998804522,Control
2017-02-21,0.31334898261334554,Control
2017-02-22,0.3733357750191191,Control
2017-02-23,0.6722455284546689,Control
2017-02-24,0.4699539556309638,Control
2017-02-25,0.5646771390252996,Control
2017-02-26,0.663571817622048,Control
2017-02-27,0.899414651259723,Control
2017-02-28,0.0026189806068368316,Control
2017-03-01,0.1963767010010475,Control
2017-03-02,0.3564606833582742,Control
2017-03-03,0.9251682948321933,Control
2017-03-04,0.29804353580116044,Control
2017-03-05,0.6039061905542256,Control
2017-03-06,0.05963728722401784,Control
2017-03-07,0.35098367658634505,Control
2017-03-08,0.3902313983553709,Control
2017-03-09,0.027063229655273892,Control
2017-03-10,1.2199884066666975,Control
2017-03-11,1.5863476620521624,Control
2017-03-12,1.5937176386991236,Control
2017-03-13,1.6264197527363151,Control
2017-03-14,1.656726663789636,Control
2017-03-15,1.6046911074776415,Control
2017-03-16,1.7896346772821021,Control
2017-03-17,1.8398360784749361,Control
2017-03-18,0.3452474905076996,Control
2017-03-19,1.4873032750942936,Control
2017-03-20,1.9706181316146243,Control
2017-03-21,1.5978657682701798,Control
2017-03-22,0.9588591952024095,Control
2017-03-23,1.5466519446777627,Control
2017-03-24,1.8922454547484198,Control
2017-03-25,1.9382329575735602,Control
2017-03-26,0.7228821146378396,Control
2017-03-27,2.1495944232447988,Control
2017-03-28,2.020168468659243,Control
2017-03-29,1.9850144421582163,Control
2017-03-30,2.051471601629323,Control
2017-03-31,1.9716487561165958,Control
2017-04-01,1.7092479475789173,Control
2017-04-02,1.3753832118242275,Control
2017-04-03,1.948591888018332,Control
2017-04-04,1.396598422789438,Control
2017-04-05,1.9780122213740012,Control
2017-04-06,1.888020901844727,Control
2017-04-07,1.9224723150119587,Control
2017-04-08,2.0606087906222306,Control
2017-04-09,2.1016816400723872,Control
2017-04-10,2.019740145559937,Control
2017-04-11,1.8625234367586339,Control
2017-04-12,2.0264004928660566,Control
2017-04-13,1.974276138536327,Control
2017-04-14,1.8760537436551374,Control
2017-04-15,1.401876019842149,Control
2017-04-16,1.2868016276502305,Control
2017-04-17,1.4476947830079525,Control
2017-04-18,1.3357105562208618,Control
2017-04-19,1.4540259830546207,Control
2017-04-20,1.31809326561431,Control
2017-04-21,1.4224361187369197,Control
2017-04-22,1.7335287909588089,Control
2017-04-23,1.6195181215798309,Control
2017-04-24,1.7595715694450944,Control
2017-04-25,0.9068909896575843,Control
2017-04-26,0.6781358080313872,Control
2017-04-27,0.5003948402551773,Control
2017-04-28,1.4425751557085373,Control
2017-04-29,1.7689166749025425,Control
2017-04-30,1.781455507668134,Control
2017-05-01,0.4926660295843815,Control
2017-05-02,1.441035741514438,Control
2017-05-03,1.933807677047025,Control
2017-05-04,1.3932295531610193,Control
2017-05-05,2.1370746516654515,Control
2017-05-06,1.1284610848603194,Control
2017-05-07,1.010550014545984,Control
2017-05-08,1.9429662694440673,Control
2017-05-09,2.110381033400311,Control
2017-05-10,2.213928530743283,Control
2017-05-11,1.7262002925447217,Control
2017-05-12,1.6281764079565764,Control
2017-05-13,1.47132315385542,Control
2017-05-14,1.76352630297263,Control
2017-05-15,1.9797589375918598,Control
2017-05-16,1.91381567714741,Control
2017-05-17,1.827644688896116,Control
2017-05-18,1.2118325729016723,Control
2017-05-19,0.24951319469735753,Control
2017-05-20,2.0686711162578577,Control
2017-05-21,2.237745056738743,Control
2017-05-22,2.2712611469146466,Control
2017-05-23,1.7185108281772146,Control
2017-05-24,2.0489016040060943,Control
2017-05-25,1.8107885877657799,Control
2017-05-26,1.6679432551267785,Control
2017-05-27,1.5673199402262248,Control
2017-05-28,1.1179832458586187,Control
2017-05-29,1.206145657582013,Control
2017-05-30,1.5335162520711818,Control
2017-05-31,1.8388021857196757,Control
2017-06-01,1.7793255779967228,Control
2017-06-02,2.181618453671025,Control
2017-06-03,1.6555168147923736,Control
2017-06-04,1.615704825881505,Control
2017-06-05,0.0473054507007264,Control
2017-06-06,1.2775802292634906,Control
2017-06-07,2.7308353544366137,Control
2017-06-08,2.7014940242171375,Control
2017-06-09,2.0271353574109336,Control
2017-06-10,2.4827359187168616,Control
2017-06-11,2.444268296350184,Control
2017-06-12,2.3723692722128646,Control
2017-06-13,2.303982721665853,Control
2017-06-14,0.8887276359064081,Control
2017-06-15,2.031768418174302,Control
2017-06-16,3.093365275741381,Control
2017-06-17,2.99113443151375,Control
2017-06-18,2.9010819808702974,Control
2017-06-19,2.7716563725305416,Control
2017-06-20,2.627195873665426,Control
2017-06-21,2.259139845827192,Control
2017-06-22,2.442257859889494,Control
2017-06-23,2.327046706331711,Control
2017-06-24,2.0773904364045945,Control
2017-06-25,1.702007697005068,Control
2017-06-26,1.826490037876467,Control
2017-06-27,1.8547214168193593,Control
2017-06-28,1.3077486870701078,Control
2017-06-29,1.8423897561992215,Control
2017-06-30,2.3103137693858216,Control
2017-07-01,1.7599927470704884,Control
2017-07-02,1.6407423425267802,Control
2017-07-03,2.0436767665024083,Control
2017-07-04,2.133607544228964,Control
2017-07-05,2.0645623463081524,Control
2017-07-06,2.039691719748031,Control
2017-07-07,1.8378253281539563,Control
2017-07-08,1.8344178081184483,Control
2017-07-09,0.7281068422888772,Control
2017-07-10,1.1347871184845792,Control
2017-07-11,2.0003644606186155,Control
2017-07-12,2.5099905651580214,Control
2017-07-13,2.190651423891482,Control
2017-07-14,1.9054575875437467,Control
2017-07-15,1.9269642566764338,Control
2017-07-16,1.923426185515132,Control
2017-07-17,2.0806290698359344,Control
2017-07-18,1.9298695960353152,Control
2017-07-19,1.4095274905585073,Control
2017-07-20,1.53765331996653,Control
2017-07-21,1.4060368355749624,Control
2017-07-22,1.3093932641628885,Control
2017-07-23,1.474129096314275,Control
2017-07-24,0.7148649401031175,Control
2017-07-25,1.0465084299006855,Control
2017-07-26,1.458332653294688,Control
2017-07-27,1.881555478343076,Control
2017-07-28,1.6779682772106022,Control
2017-07-29,1.5492769979484031,Control
2017-07-30,1.0821647274504613,Control
2017-07-31,1.2352596518150205,Control
2017-08-01,1.4764083650648159,Control
2017-08-02,2.2352990144086644,Control
2017-08-03,2.454606527883249,Control
2017-08-04,2.0809826486927347,Control
2017-08-05,2.0563711126150923,Control
2017-08-06,1.620736680679466,Control
2017-08-07,1.892340332414333,Control
2017-08-08,0.05713292936575164,Control
2017-08-09,1.235351694537796,Control
2017-08-10,0.03709494386301589,Control
2017-08-11,0.8321473880168746,Control
2017-08-12,2.7493863792495405,Control
2017-08-13,2.972751553529437,Control
2017-08-14,3.0854007648709048,Control
2017-08-15,2.4611385174812153,Control
2017-08-16,2.440066496347583,Control
2017-08-17,2.951713457945657,Control
2017-08-18,2.4870366106000024,Control
2017-08-19,2.509884141604464,Control
2017-08-20,2.9823878637275487,Control
2017-08-21,3.063103019517478,Control
2017-08-22,3.114037991093231,Control
2017-08-23,3.0028497651682557,Control
2017-08-24,2.0823796692222616,Control
2017-08-25,2.7064563487471993,Control
2017-08-26,2.5408948502292157,Control
2017-08-27,2.0726008513299172,Control
2017-08-28,2.0154158477099298,Control
2017-08-29,2.030110521807972,Control
2017-08-30,1.3496691316897198,Control
2017-08-31,0,Control
2017-09-01,1.4880355766552407,Control
2017-09-02,1.3167888643599854,Control
2017-09-03,1.9651714444080879,Control
2017-09-04,1.4112905812571994,Control
2017-09-05,1.994270872122482,Control
2017-09-06,1.6772111070737725,Control
2017-09-07,1.644478225446421,Control
2017-09-08,1.5498755101443704,Control
2017-09-09,0.014755004499279729,Control
2017-09-10,1.1027168585478293,Control
2017-09-11,1.805357567218899,Control
2017-09-12,1.4672260354156095,Control
2017-09-13,0.9443837529158396,Control
2017-09-14,0.40480537055607724,Control
2017-09-15,1.3611162881948333,Control
2017-09-16,1.4729625147461112,Control
2017-09-17,1.001300479549084,Control
2017-09-18,1.067751513564707,Control
2017-09-19,1.1248289921664487,Control
2017-09-20,1.3778819253696737,Control
2017-09-21,1.443221514408586,Control
2017-09-22,1.4412198625624275,Control
2017-09-23,1.4180150154347388,Control
2017-09-24,1.1862930907672733,Control
2017-09-25,1.2457778919571862,Control
2017-09-26,0.944109038513063,Control
2017-09-27,1.157083456414525,Control
2017-09-28,1.2290782974648053,Control
2017-09-29,1.164552686099673,Control
2017-09-30,0.7931464646151828,Control
2017-10-01,0.7062740842836106,Control
2017-10-02,0.40662029141005296,Control
2017-10-03,0.15095527747729393,Control
2017-10-04,0.9884624093082544,Control
2017-10-05,1.5524059421372671,Control
2017-10-06,1.1110240664245044,Control
2017-10-07,1.1171148119822312,Control
2017-10-08,0.8508741424542042,Control
2017-10-09,1.1772886876089999,Control
2017-10-10,1.025012455459899,Control
2017-10-11,1.1401140744498188,Control
2017-10-12,1.1528057076174467,Control
2017-10-13,1.0894873409580081,Control
2017-10-14,1.011084288268521,Control
2017-10-15,0.9732188376472244,Control
2017-10-16,0.8769761081562,Control
2017-10-17,0.8054925496985736,Control
2017-10-18,0.742997196972261,Control
2017-10-19,0.720385822262879,Control
2017-10-20,0.6029224254635003,Control
2017-10-21,0.5725900176302785,Control
2017-10-22,0.3327349095648777,Control
2017-10-23,0.34847458064700865,Control
2017-10-24,0.4644534851398061,Control
2017-10-25,0.5236532596424667,Control
2017-10-26,0.4946765788193325,Control
2017-10-27,0.42914070080761924,Control
2017-10-28,0.33768450954042384,Control
2017-10-29,0.3015933425796088,Control
2017-10-30,0.1744963056933254,Control
2017-10-31,0.1556236802583053,Control
2017-11-01,0.2805087402234056,Control
2017-11-02,0.28922411339528237,Control
2017-11-03,0.18820057365553253,Control
2017-11-04,0.29618800874460866,Control
2017-11-05,7.090854900031093e-5,Control
2017-11-06,0.1231995726421194,Control
2017-11-07,0.06875858725084116,Control
2017-11-08,0.009146980431938878,Control
2017-11-09,2.580996730338871e-4,Control
2017-11-10,0.12291929594921176,Control
2017-11-11,0.037434111775125324,Control
2017-11-12,0.03561824896635768,Control
2017-11-13,0.0851713297796345,Control
2017-11-14,0.005015297069982652,Control
2017-11-15,0.06926780516125326,Control
2017-11-16,0.01043883387469952,Control
2017-11-17,0.0033074299829554655,Control
2017-11-18,0.08106386647519158,Control
2017-11-19,0.002128190768799755,Control
2017-11-20,0.004754594065387547,Control
2017-11-21,0.050356741622668906,Control
2017-11-22,0.09552512839044608,Control
2017-11-23,0.1462624540542124,Control
2017-11-24,0.13688736171532237,Control
2017-11-25,0.01898950600536783,Control
2017-11-26,0.12491590674574395,Control
2017-11-27,0.03860226146127058,Control
2017-11-28,0.057366235122736725,Control
2017-11-29,5.681854680689563e-5,Control
2017-11-30,0.006546368417308563,Control
2017-12-01,0.02681297570621154,Control
2017-12-02,0.10772743232722398,Control
