DateTime,Symbol,Amount
2018-06-25T00:00:00.0000000+02:00,O18,-14.53
2018-07-23T00:00:00.0000000+02:00,H2,-104.2
2018-07-23T00:00:00.0000000+02:00,O18,-14.5
2018-08-21T00:00:00.0000000+02:00,H2,-101.9
2018-08-21T00:00:00.0000000+02:00,O18,-14.28
2018-09-18T00:00:00.0000000+02:00,H2,-101.8
2018-09-18T00:00:00.0000000+02:00,O18,-14.19
2018-10-16T00:00:00.0000000+02:00,H2,-101.1
2018-10-16T00:00:00.0000000+02:00,O18,-14.1
2018-11-09T00:00:00.0000000+01:00,H2,-100.2
2018-11-09T00:00:00.0000000+01:00,O18,-14
2018-12-13T00:00:00.0000000+01:00,H2,-98.4
2018-12-13T00:00:00.0000000+01:00,O18,-13.68
2019-01-07T00:00:00.0000000+01:00,H2,-98.1
2019-01-07T00:00:00.0000000+01:00,O18,-13.7
2019-02-04T00:00:00.0000000+01:00,H2,-100.5
2019-02-04T00:00:00.0000000+01:00,O18,-13.96
2019-03-04T00:00:00.0000000+01:00,H2,-96.5
2019-03-04T00:00:00.0000000+01:00,O18,-13.4
2019-04-01T00:00:00.0000000+02:00,H2,-97.4
2019-04-01T00:00:00.0000000+02:00,O18,-13.59
2019-04-29T00:00:00.0000000+02:00,H2,-98.4
2019-04-29T00:00:00.0000000+02:00,O18,-13.54
2019-05-20T00:00:00.0000000+02:00,H2,-98.2
2019-05-20T00:00:00.0000000+02:00,O18,-13.53
2019-06-10T00:00:00.0000000+02:00,H2,-96.2
2019-06-10T00:00:00.0000000+02:00,O18,-13.66
2019-06-24T00:00:00.0000000+02:00,H2,-97.6
2019-06-24T00:00:00.0000000+02:00,O18,-13.84
2019-07-15T00:00:00.0000000+02:00,H2,-99.5
2019-07-15T00:00:00.0000000+02:00,O18,-13.95
2019-07-29T00:00:00.0000000+02:00,H2,-100.3
2019-07-29T00:00:00.0000000+02:00,O18,-14.02
2019-08-12T00:00:00.0000000+02:00,H2,-97.2
2019-08-12T00:00:00.0000000+02:00,O18,-13.63
2019-08-26T00:00:00.0000000+02:00,H2,-95.3
2019-08-26T00:00:00.0000000+02:00,O18,-13.29
2019-09-09T00:00:00.0000000+02:00,H2,-98.3
2019-09-09T00:00:00.0000000+02:00,O18,-13.8
2019-09-23T00:00:00.0000000+02:00,H2,-99.8
2019-09-23T00:00:00.0000000+02:00,O18,-13.96
2019-10-07T00:00:00.0000000+02:00,H2,-94.1
2019-10-07T00:00:00.0000000+02:00,O18,-13.16
2019-10-21T00:00:00.0000000+02:00,H2,-90.7
2019-10-21T00:00:00.0000000+02:00,O18,-12.83
2019-11-04T00:00:00.0000000+01:00,H2,-92
2019-11-04T00:00:00.0000000+01:00,O18,-12.99
2019-11-18T00:00:00.0000000+01:00,H2,-96.6
2019-11-18T00:00:00.0000000+01:00,O18,-13.51
2019-11-16T00:00:00.0000000+01:00,H2,-96.2
2019-11-16T00:00:00.0000000+01:00,O18,-13.44
2019-12-14T00:00:00.0000000+01:00,H2,-96.3
2019-12-14T00:00:00.0000000+01:00,O18,-13.43
2019-12-28T00:00:00.0000000+01:00,H2,-95.7
2019-12-28T00:00:00.0000000+01:00,O18,-13.35
2020-01-13T00:00:00.0000000+01:00,O18,-13.54
2020-01-13T00:00:00.0000000+01:00,H2,-96.8
2020-01-27T00:00:00.0000000+01:00,O18,-13.55
2020-01-27T00:00:00.0000000+01:00,H2,-97.12
2020-02-10T00:00:00.0000000+01:00,O18,-13.34
2020-02-10T00:00:00.0000000+01:00,H2,-95.87
2020-02-24T00:00:00.0000000+01:00,O18,-13.36
2020-02-24T00:00:00.0000000+01:00,H2,-95.58
2020-03-09T00:00:00.0000000+01:00,O18,-13.32
2020-03-09T00:00:00.0000000+01:00,H2,-95.43
2020-03-23T00:00:00.0000000+01:00,O18,-13.32
2020-03-23T00:00:00.0000000+01:00,H2,-95.74
2020-04-06T12:00:00.0000000+02:00,O18,-13.5
2020-04-06T12:00:00.0000000+02:00,H2,-97.12
2020-04-20T12:00:00.0000000+02:00,O18,-13.85
2020-04-20T12:00:00.0000000+02:00,H2,-99.76
2020-05-04T00:00:00.0000000+02:00,O18,-13.79
2020-05-04T00:00:00.0000000+02:00,H2,-99.2
2020-05-18T00:00:00.0000000+02:00,O18,-14.19
2020-05-18T00:00:00.0000000+02:00,H2,-101.73
2020-06-01T00:00:00.0000000+02:00,O18,-14.3
2020-06-01T00:00:00.0000000+02:00,H2,-102.54
2020-06-11T12:00:00.0000000+02:00,O18,-14.15
2020-06-11T12:00:00.0000000+02:00,H2,-101.64
2020-06-29T00:00:00.0000000+02:00,O18,-14.45
2020-06-29T00:00:00.0000000+02:00,H2,-103.86
2020-07-13T00:00:00.0000000+02:00,O18,-14.49
2020-07-13T00:00:00.0000000+02:00,H2,-103.62
2020-07-27T00:00:00.0000000+02:00,O18,-14.23
2020-07-27T00:00:00.0000000+02:00,H2,-101.75
2020-08-10T00:00:00.0000000+02:00,O18,-14.12
2020-08-10T00:00:00.0000000+02:00,H2,-100.77
2020-08-24T00:00:00.0000000+02:00,O18,-14.09
2020-08-24T00:00:00.0000000+02:00,H2,-100.7
2020-09-07T00:00:00.0000000+02:00,O18,-13.85
2020-09-07T00:00:00.0000000+02:00,H2,-100.79
2020-09-21T00:00:00.0000000+02:00,O18,-14.17
2020-09-21T00:00:00.0000000+02:00,H2,-102.47
2020-10-05T00:00:00.0000000+02:00,O18,-13.31
2020-10-05T00:00:00.0000000+02:00,H2,-95.82
2020-10-19T00:00:00.0000000+02:00,O18,-13.58
2020-10-19T00:00:00.0000000+02:00,H2,-97.86
2020-11-02T00:00:00.0000000+01:00,O18,-13.41
2020-11-02T00:00:00.0000000+01:00,H2,-96.5
2020-11-16T00:00:00.0000000+01:00,O18,-13.74
2020-11-16T00:00:00.0000000+01:00,H2,-99.7
2020-11-30T00:00:00.0000000+01:00,O18,-13.97
2020-11-30T00:00:00.0000000+01:00,H2,-100.26
2020-12-14T00:00:00.0000000+01:00,O18,-13.97
2020-12-14T00:00:00.0000000+01:00,H2,-100.47
2020-12-28T00:00:00.0000000+01:00,O18,-13.79
2020-12-28T00:00:00.0000000+01:00,H2,-98.41
2021-01-11T00:00:00.0000000+01:00,O18,-14.04
2021-01-11T00:00:00.0000000+01:00,H2,-99.9
2021-01-25T00:00:00.0000000+01:00,O18,-13.84
2021-01-25T00:00:00.0000000+01:00,H2,-99.48
2021-02-08T00:00:00.0000000+01:00,H2,-98.39
2021-02-08T00:00:00.0000000+01:00,O18,-13.58
2021-02-22T00:00:00.0000000+01:00,O18,-13.73
2021-02-22T00:00:00.0000000+01:00,H2,-99.58
2021-03-08T00:00:00.0000000+01:00,O18,-13.7
2021-03-08T00:00:00.0000000+01:00,H2,-100.14
2021-03-22T00:00:00.0000000+01:00,O18,-13.61
2021-03-22T00:00:00.0000000+01:00,H2,-99.33
2021-04-05T00:00:00.0000000+02:00,O18,-13.63
2021-04-05T00:00:00.0000000+02:00,H2,-99.37
2021-04-19T00:00:00.0000000+02:00,O18,-13.52
2021-04-19T00:00:00.0000000+02:00,H2,-98.58
2021-05-03T00:00:00.0000000+02:00,O18,-13.54
2021-05-03T00:00:00.0000000+02:00,H2,-99.57
2021-05-17T12:00:00.0000000+02:00,O18,-13.53
2021-05-17T12:00:00.0000000+02:00,H2,-97.61
2021-05-31T12:00:00.0000000+02:00,O18,-13.83
2021-05-31T12:00:00.0000000+02:00,H2,-99.52
2021-06-14T00:00:00.0000000+02:00,O18,-14.51
2021-06-14T00:00:00.0000000+02:00,H2,-104.11
2021-06-28T00:00:00.0000000+02:00,O18,-14.44
2021-06-28T00:00:00.0000000+02:00,H2,-103.27
2021-07-12T00:00:00.0000000+02:00,H2,-97.68
2021-07-12T00:00:00.0000000+02:00,O18,-13.753
2021-07-26T00:00:00.0000000+02:00,H2,-102.15
2021-07-26T00:00:00.0000000+02:00,O18,-14.13
2021-08-09T00:00:00.0000000+02:00,O18,-13.896
2021-08-09T00:00:00.0000000+02:00,H2,-100.4
2021-08-23T00:00:00.0000000+02:00,O18,-14.14
2021-08-23T00:00:00.0000000+02:00,H2,-103.05
2021-09-06T00:00:00.0000000+02:00,O18,-14.298
2021-09-06T00:00:00.0000000+02:00,H2,-104.05
2021-09-20T00:00:00.0000000+02:00,O18,-13.962
2021-09-20T00:00:00.0000000+02:00,H2,-100.34
2021-09-30T12:00:00.0000000+02:00,O18,-13.87
2021-09-30T12:00:00.0000000+02:00,H2,-99.63
2021-10-14T12:00:00.0000000+02:00,O18,-13.73
2021-10-14T12:00:00.0000000+02:00,H2,-98.59
2021-11-01T00:00:00.0000000+01:00,O18,-13.89
2021-11-01T00:00:00.0000000+01:00,H2,-99.49
2021-11-15T00:00:00.0000000+01:00,O18,-13.8
2021-11-15T00:00:00.0000000+01:00,H2,-100.93
2021-11-29T00:00:00.0000000+01:00,O18,-14.06
2021-11-29T00:00:00.0000000+01:00,H2,-100.31
2021-12-13T00:00:00.0000000+01:00,O18,-14.05
2021-12-13T00:00:00.0000000+01:00,H2,-100.58
2021-12-27T00:00:00.0000000+01:00,O18,-13.61
2021-12-27T00:00:00.0000000+01:00,H2,-98.2
2022-01-10T00:00:00.0000000+01:00,O18,-13.59
2022-01-10T00:00:00.0000000+01:00,H2,-97.89
2022-01-24T00:00:00.0000000+01:00,O18,-13.9
2022-01-24T00:00:00.0000000+01:00,H2,-99.9
2022-02-07T00:00:00.0000000+01:00,O18,-13.82
2022-02-07T00:00:00.0000000+01:00,H2,-99.37
2022-02-21T00:00:00.0000000+01:00,O18,-13.49
2022-02-21T00:00:00.0000000+01:00,H2,-96.53
2022-03-07T00:00:00.0000000+01:00,O18,-13.7
2022-03-07T00:00:00.0000000+01:00,H2,-98.27
2022-03-21T00:00:00.0000000+01:00,O18,-13.58
2022-03-21T00:00:00.0000000+01:00,H2,-97.64
2022-04-04T00:00:00.0000000+02:00,O18,-13.72
2022-04-04T00:00:00.0000000+02:00,H2,-98.53
2022-04-18T00:00:00.0000000+02:00,O18,-13.68
2022-04-18T00:00:00.0000000+02:00,H2,-99.07
2022-05-02T00:00:00.0000000+02:00,O18,-13.78
2022-05-02T00:00:00.0000000+02:00,H2,-99.88
2022-05-16T00:00:00.0000000+02:00,O18,-14.55
2022-05-16T00:00:00.0000000+02:00,H2,-105.3
2022-05-30T12:00:00.0000000+02:00,O18,-14.45
2022-05-30T12:00:00.0000000+02:00,H2,-104.54
2022-06-13T12:00:00.0000000+02:00,O18,-14.4
2022-06-13T12:00:00.0000000+02:00,H2,-104.34
2022-06-27T00:00:00.0000000+02:00,O18,-14.04
2022-06-27T00:00:00.0000000+02:00,H2,-100.95
2022-07-11T00:00:00.0000000+02:00,H2,-102.18
2022-07-11T00:00:00.0000000+02:00,O18,-14.17
2022-07-26T00:00:00.0000000+02:00,O18,-14.28
2022-07-26T00:00:00.0000000+02:00,H2,-103.05
2022-08-09T00:00:00.0000000+02:00,O18,-14.27
2022-08-09T00:00:00.0000000+02:00,H2,-102.61
2022-08-22T12:00:00.0000000+02:00,O18,-14.04
2022-08-22T12:00:00.0000000+02:00,H2,-101.08
2022-09-05T00:00:00.0000000+02:00,O18,-13.98
2022-09-05T00:00:00.0000000+02:00,H2,-100.08
2022-09-19T00:00:00.0000000+02:00,H2,-98.18
2022-09-19T00:00:00.0000000+02:00,O18,-13.66
2022-10-03T00:00:00.0000000+02:00,O18,-12.83
2022-10-03T00:00:00.0000000+02:00,H2,-92.15
2022-10-17T00:00:00.0000000+02:00,O18,-13.28
2022-10-17T00:00:00.0000000+02:00,H2,-95.28
2022-10-31T00:00:00.0000000+02:00,O18,-12.86
2022-10-31T00:00:00.0000000+02:00,H2,-92.22
2022-11-14T00:00:00.0000000+01:00,H2,-94.95
2022-11-14T00:00:00.0000000+01:00,O18,-13.17
2022-11-28T00:00:00.0000000+01:00,O18,-13.29
2022-11-28T00:00:00.0000000+01:00,H2,-95.54
2022-12-12T00:00:00.0000000+01:00,O18,-13.66
2022-12-12T00:00:00.0000000+01:00,H2,-98.17
2022-12-26T12:00:00.0000000+01:00,O18,-12.63
2022-12-26T12:00:00.0000000+01:00,H2,-91.17
2023-01-09T12:00:00.0000000+01:00,O18,-13.17
2023-01-09T12:00:00.0000000+01:00,H2,-95.12
2023-01-23T00:00:00.0000000+01:00,O18,-13.59
2023-01-23T00:00:00.0000000+01:00,H2,-97.79
2023-02-06T00:00:00.0000000+01:00,O18,-13.62
2023-02-06T00:00:00.0000000+01:00,H2,-98.37
2023-02-20T00:00:00.0000000+01:00,O18,-13.63
2023-02-20T00:00:00.0000000+01:00,H2,-97.95
2023-03-06T00:00:00.0000000+01:00,O18,-13.64
2023-03-06T00:00:00.0000000+01:00,H2,-98.43
2023-03-20T00:00:00.0000000+01:00,O18,-13.19
2023-03-20T00:00:00.0000000+01:00,H2,-95.47
2023-04-03T12:00:00.0000000+02:00,O18,-13.09
2023-04-03T12:00:00.0000000+02:00,H2,-94.76
2023-04-17T12:00:00.0000000+02:00,O18,-13.4
2023-04-17T12:00:00.0000000+02:00,H2,-96.59
2023-05-01T12:00:00.0000000+02:00,O18,-13.19
2023-05-01T12:00:00.0000000+02:00,H2,-95.07
2023-05-15T00:00:00.0000000+02:00,O18,-13.44
2023-05-15T00:00:00.0000000+02:00,H2,-96.74
2023-05-29T00:00:00.0000000+02:00,O18,-13.69
2023-05-29T00:00:00.0000000+02:00,H2,-98.62
2023-06-12T00:00:00.0000000+02:00,O18,-13.91
2023-06-12T00:00:00.0000000+02:00,H2,-99.38
2023-06-26T00:00:00.0000000+02:00,O18,-13.96
2023-06-26T00:00:00.0000000+02:00,H2,-100.32
2023-07-10T00:00:00.0000000+02:00,O18,-14.05
2023-07-10T00:00:00.0000000+02:00,H2,-100.93
2023-07-24T00:00:00.0000000+02:00,O18,-13.7
2023-07-24T00:00:00.0000000+02:00,H2,-98.25
2023-08-07T00:00:00.0000000+02:00,O18,-13.709
2023-08-07T00:00:00.0000000+02:00,H2,-97.59
2023-08-21T00:00:00.0000000+02:00,O18,-13.817
2023-08-21T00:00:00.0000000+02:00,H2,-98.73
2023-09-04T00:00:00.0000000+02:00,O18,-13.677
2023-09-04T00:00:00.0000000+02:00,H2,-98.05
2023-09-18T00:00:00.0000000+02:00,O18,-13.624
2023-09-18T00:00:00.0000000+02:00,H2,-97.8
2023-10-02T00:00:00.0000000+02:00,O18,-13.727
2023-10-02T00:00:00.0000000+02:00,H2,-97.86
2023-10-16T00:00:00.0000000+02:00,O18,-13.6
2023-10-16T00:00:00.0000000+02:00,H2,-97.9
2023-10-30T00:00:00.0000000+02:00,O18,-13.005
2023-10-30T00:00:00.0000000+02:00,H2,-93.88
2023-11-13T00:00:00.0000000+01:00,O18,-12.776
2023-11-13T00:00:00.0000000+01:00,H2,-92.45
2023-11-27T00:00:00.0000000+01:00,O18,-13.34
2023-11-27T00:00:00.0000000+01:00,H2,-95.66
2023-12-11T00:00:00.0000000+01:00,O18,-13.17
2023-12-11T00:00:00.0000000+01:00,H2,-95.67
