date,Tr,Tr_rm,scen
2015-02-02,0.06895248665679882,0.020677056104044696,Control
2015-02-03,0.06346481499269833,0.023626168356300943,Control
2015-02-04,0.03445508919321444,0.023713293230283223,Control
2015-02-05,0.010941817858825741,0.023944044545110035,Control
2015-02-06,0.011863210141451436,0.022062049163260416,Control
2015-02-07,2.8753584738034178e-5,0.022410283587029862,Control
2015-02-08,0.001077300272250646,0.026839830549766432,Control
2015-02-09,0.04541965866056219,0.022725088554662726,Control
2015-02-10,0.05882565304102899,0.018570708973058535,Control
2015-02-11,0.003447706326637416,0.017703887460070435,Control
2015-02-12,0.003910608168339254,0.017139955336013125,Control
2015-02-13,0.002416709219695277,0.016331916796548225,Control
2015-02-14,0.005871512892170805,0.01637617844485556,Control
2015-02-15,0.06508230668831856,0.016552734013371435,Control
2015-02-16,0.011346098725346884,0.014510182094632399,Control
2015-02-17,0.005303500850239683,0.0114113220272583,Control
2015-02-18,0.02231958801138104,0.016751915324454032,Control
2015-02-19,0.0030467681220234326,0.016984845208320318,Control
2015-02-20,5.506705889428347e-4,0.01872757456337946,Control
2015-02-21,6.484166610407169e-4,0.02143334256853565,Control
2015-02-22,0.003549078231472902,0.017208624525381303,Control
2015-02-23,0.01682393179821566,0.01948022121712864,Control
2015-02-24,0.015441612097791612,0.021189269625590815,Control
2015-02-25,0.07821601248737765,0.02418899738783934,Control
2015-02-26,0.007171626542467259,0.03211132856387208,Control
2015-02-27,0.026814920190523304,0.03876243608600207,Control
2015-02-28,0.0437522649643574,0.050401552847151,Control
2015-03-01,0.0059362540841577174,0.06303548058134166,Control
2015-03-02,0.043148452409809655,0.07335275153358344,Control
2015-03-03,0.029230178568710092,0.08726537338873505,Control
2015-03-04,0.0643157766828604,0.09579588676725033,Control
2015-03-05,0.11395940458648181,0.10972855283506944,Control
2015-03-06,0.09366617589876278,0.12099946885765259,Control
2015-03-07,0.16359605131712565,0.13493454445602904,Control
2015-03-08,0.1804240665101422,0.1578521230565991,Control
2015-03-09,0.1612657251296004,0.18380492707984675,Control
2015-03-10,0.21021831806991417,0.2108549730176699,Control
2015-03-11,0.19764319978659156,0.23711101047615443,Control
2015-03-12,0.20222895149193473,0.2527815734800386,Control
2015-03-13,0.18460774450668757,0.24793374825572387,Control
2015-03-14,0.23884332334162767,0.25675602721414414,Control
2015-03-15,0.3267823544921389,0.27669580345190503,Control
2015-03-16,0.40648770873527656,0.3006806342529695,Control
2015-03-17,0.4079308216982341,0.3157999690999818,Control
2015-03-18,0.43190030110164396,0.3143961237869792,Control
2015-03-19,0.33334728664085994,0.33541247568711485,Control
2015-03-20,0.02579662275835661,0.3503824586896965,Control
2015-03-21,0.2871079567350093,0.34088887788793076,Control
2015-03-22,0.4595809338387946,0.31877900179752583,Control
2015-03-23,0.49705335634450304,0.31562296517130967,Control
2015-03-24,0.42188900592808726,0.3156123349882202,Control
2015-03-25,0.17798936540455415,0.3076732195821548,Control
2015-03-26,0.4964578780938341,0.3124686161627776,Control
2015-03-27,0.39418750654283036,0.3201027866224649,Control
2015-03-28,0.10593319211690752,0.321022397113551,Control
2015-03-29,0.01724408922647007,0.3192271027738142,Control
2015-03-30,0.3623031959682503,0.31840715467860237,Control
2015-03-31,0.40778199913498214,0.3282681016873464,Control
2015-04-01,0.3207526854167279,0.36466217404380696,Control
2015-04-02,0.40048283876957874,0.37989106625284946,Control
2015-04-03,0.13267500919397865,0.3867161543718271,Control
2015-04-04,0.29998250361021533,0.4303735124743429,Control
2015-04-05,0.43444681308247995,0.4814085097476551,Control
2015-04-06,0.4855740830115359,0.5039398310824491,Control
2015-04-07,0.559942264050504,0.5303473391709731,Control
2015-04-08,0.6875063783950024,0.5392841180301567,Control
2015-04-09,0.709662369020429,0.521079585641275,Control
2015-04-10,0.4897387402085175,0.5480835101408513,Control
2015-04-11,0.717136205552129,0.5743852619715771,Control
2015-04-12,0.7317340510528404,0.5912905369684268,Control
