date,predawn_mean,midday_mean,predawn_sd,midday_sd,meta
2025-09-16,-0.7303333333333334,-1.4515,0.16917003280723214,0.1465131083183034,roof_vpd
2025-07-21,NA,-1.775,NA,0.32233522922572383,control
2025-07-21,NA,-1.8800000000000001,NA,0.17262676501632065,irrigation
2025-07-21,NA,-1.69,NA,NA,irrigation_vpd
2025-07-21,NA,-1.36,NA,0.35510561809129404,roof
2025-07-21,NA,-1.9263333333333335,NA,0.17652856237258982,roof_vpd
2025-08-18,NA,-1.4735714285714285,NA,0.48404715509095636,irrigation
2025-08-18,NA,-1.4564166666666667,NA,0.5556597157406408,irrigation_vpd
2025-08-18,NA,-1.71,NA,0.23268617737815267,roof
2025-08-18,NA,-1.8266666666666667,NA,0.14392759122264054,roof_vpd
2025-08-19,NA,-1.922,NA,0.12102065939334487,control
2025-09-15,NA,-1.7011333333333334,NA,0.15144535396668743,control
2025-09-15,NA,-1.5711111111111111,NA,0.18141419765583702,irrigation
2025-09-15,NA,-1.39175,NA,0.1966322710035156,irrigation_vpd
2025-09-15,NA,-1.7266666666666666,NA,0.1304769804380927,roof
2025-09-15,NA,-1.7068333333333334,NA,0.08452317236513707,roof_vpd
2025-09-17,NA,-1.566,NA,0.1293745638747346,control
2025-09-17,NA,-1.3141666666666667,NA,0.18421619380664137,irrigation
2025-09-17,NA,-1.2475,NA,0.11707750790456234,irrigation_vpd
2025-09-17,NA,-1.466,NA,0.7253026954313626,roof
2025-09-17,NA,-1.81,NA,0.12361229712289959,roof_vpd
