date,meta,depth,SWP,SWPt
2017-01-27,irrigation,10,-57.413333333333334,-57.413333333333334
2017-01-28,irrigation,10,-36.718333333333334,-36.718333333333334
2017-01-29,irrigation,10,-25.723333333333333,-25.723333333333333
2017-01-30,irrigation,10,-19.94,-19.94
2017-01-31,irrigation,10,-13.756666666666668,-13.756666666666668
2017-02-01,irrigation,10,-10.651666666666667,-10.651666666666667
2017-02-02,irrigation,10,-10.33,-10.33
2017-02-03,irrigation,10,-10.526666666666667,-10.526666666666667
2017-02-04,irrigation,10,-10.836666666666666,-10.836666666666666
2017-02-05,irrigation,10,-10.8,-10.8
2017-02-06,irrigation,10,-10.606666666666667,-10.606666666666667
2017-02-07,irrigation,10,-10.313333333333333,-10.313333333333333
2017-02-08,irrigation,10,-10.168333333333333,-10.168333333333333
2017-02-09,irrigation,10,-9.976666666666667,-9.976666666666667
2017-02-10,irrigation,10,-10.093333333333334,-10.093333333333334
2017-02-11,irrigation,10,-10.341666666666667,-10.341666666666667
2017-02-12,irrigation,10,-10.816666666666666,-10.816666666666666
2017-02-13,irrigation,10,-11.806666666666667,-11.806666666666667
2017-02-14,irrigation,10,-13.375,-13.375
2017-02-15,irrigation,10,-14.983333333333334,-14.983333333333334
2017-02-16,irrigation,10,-16.28666666666667,-16.28666666666667
2017-02-17,irrigation,10,-17.255,-17.255
2017-02-18,irrigation,10,-18.005,-18.005
2017-02-19,irrigation,10,-18.811666666666667,-18.811666666666667
2017-02-20,irrigation,10,-19.641666666666666,-19.641666666666666
2017-02-21,irrigation,10,-20.448333333333334,-20.448333333333334
2017-02-22,irrigation,10,-21.448333333333334,-21.448333333333334
2017-02-23,irrigation,10,-23.02,-23.02
2017-02-24,irrigation,10,-25.27166666666667,-25.27166666666667
2017-02-25,irrigation,10,-27.673333333333332,-27.673333333333332
2017-02-26,irrigation,10,-30.28,-30.28
2017-02-27,irrigation,10,-33.221666666666664,-33.221666666666664
2017-02-28,irrigation,10,-29.8,-29.8
2017-03-01,irrigation,10,-17.759999999999998,-17.759999999999998
2017-03-02,irrigation,10,-10.843333333333334,-10.843333333333334
2017-03-03,irrigation,10,-10.136666666666667,-10.136666666666667
2017-03-04,irrigation,10,-10.646666666666667,-10.646666666666667
2017-03-05,irrigation,10,-10.788333333333334,-10.788333333333334
2017-03-06,irrigation,10,-9.916666666666666,-9.916666666666666
2017-03-07,irrigation,10,-9.708333333333334,-9.708333333333334
2017-03-08,irrigation,10,-9.86,-9.86
2017-03-09,irrigation,10,-9.785,-9.785
2017-03-10,irrigation,10,-9.844999999999999,-9.844999999999999
2017-03-11,irrigation,10,-10.268333333333334,-10.268333333333334
2017-03-12,irrigation,10,-11.856666666666667,-11.856666666666667
2017-03-13,irrigation,10,-14.165000000000001,-14.165000000000001
2017-03-14,irrigation,10,-16.331666666666667,-16.331666666666667
2017-03-15,irrigation,10,-18.64,-18.64
2017-03-16,irrigation,10,-21.411666666666665,-21.411666666666665
2017-03-17,irrigation,10,-24.53,-24.53
2017-03-18,irrigation,10,-26.22833333333333,-26.22833333333333
2017-03-19,irrigation,10,-19.31833333333333,-19.31833333333333
2017-03-20,irrigation,10,-22.218333333333334,-22.218333333333334
2017-03-21,irrigation,10,-26.085,-26.085
2017-03-22,irrigation,10,-29.415,-29.415
2017-03-23,irrigation,10,-31.713333333333335,-31.713333333333335
2017-03-24,irrigation,10,-37.501666666666665,-37.501666666666665
2017-03-25,irrigation,10,-45.541666666666664,-45.541666666666664
2017-03-26,irrigation,10,-50.388333333333335,-50.388333333333335
2017-03-27,irrigation,10,-52.5,-52.5
2017-03-28,irrigation,10,-59.635,-59.635
2017-03-29,irrigation,10,-68.92333333333333,-68.92333333333333
2017-03-30,irrigation,10,-82.45833333333333,-82.45833333333333
2017-03-31,irrigation,10,-101.45,-101.45
2017-04-01,irrigation,10,-125.49833333333333,-125.49833333333333
2017-04-02,irrigation,10,-145.69333333333333,-145.69333333333333
2017-04-03,irrigation,10,-167.81166666666667,-167.81166666666667
2017-04-04,irrigation,10,-196.37,-196.37
2017-04-05,irrigation,10,-226.63166666666666,-226.63166666666666
2017-04-06,irrigation,10,-263.25666666666666,-263.25666666666666
2017-04-07,irrigation,10,-298.255,-298.20166666666665
2017-04-08,irrigation,10,-338.21500000000003,-335.52000000000004
2017-04-09,irrigation,10,-387.37166666666667,-376.96166666666664
2017-04-10,irrigation,10,-438.2033333333333,-419.4483333333333
2017-04-11,irrigation,10,-483.21333333333337,-457.5083333333333
2017-04-12,irrigation,10,-525.8033333333334,-492.925
2017-04-13,irrigation,10,-569.525,-529.0266666666666
2017-04-14,irrigation,10,-613.1633333333334,-563.3283333333334
2017-04-15,irrigation,10,-646.6233333333333,-588.5983333333334
2017-04-16,irrigation,10,-670.0133333333333,-604.53
2017-04-17,irrigation,10,-695.8016666666667,-621.505
2017-04-18,irrigation,10,-719.7433333333333,-637.3466666666667
2017-04-19,irrigation,10,-757.2116666666667,-655.84
2017-04-20,irrigation,10,-792.375,-671.8683333333333
2017-04-21,irrigation,10,-817.395,-683.23
2017-04-22,irrigation,10,-859.01,-701.1416666666667
2017-04-23,irrigation,10,-920.4133333333333,-728.3016666666666
2017-04-24,irrigation,10,-997.2466666666667,-758.4016666666666
2017-04-25,irrigation,10,-1063.3416666666667,-782.9183333333333
2017-04-26,irrigation,10,-885.1383333333333,-687.6666666666666
2017-04-27,irrigation,10,-636.8933333333333,-549.91
2017-04-28,irrigation,10,-519.4066666666666,-444.785
2017-04-29,irrigation,10,-496.6883333333333,-418.03666666666663
2017-04-30,irrigation,10,-512.59,-435.4133333333333
2017-05-01,irrigation,10,-454.33166666666665,-378.21666666666664
2017-05-02,irrigation,10,-333.125,-265.5
2017-05-03,irrigation,10,-326.3183333333333,-268.01
2017-05-04,irrigation,10,-319.5416666666667,-276.5366666666667
2017-05-05,irrigation,10,-334.8833333333333,-298.57666666666665
2017-05-06,irrigation,10,-376.95500000000004,-345.115
2017-05-07,irrigation,10,-410.765,-379.515
2017-05-08,irrigation,10,-442.59166666666664,-412.8483333333333
2017-05-09,irrigation,10,-478.6666666666667,-450.1983333333333
2017-05-10,irrigation,10,-525.55,-497.34
2017-05-11,irrigation,10,-597.6283333333333,-558.2583333333333
2017-05-12,irrigation,10,-698.5666666666666,-620.2533333333333
2017-05-13,irrigation,10,-786.4566666666667,-666.7166666666667
2017-05-14,irrigation,10,-844.9649999999999,-698.3316666666667
2017-05-15,irrigation,10,-928.525,-736.27
2017-05-16,irrigation,10,-1037.7916666666665,-778.985
2017-05-17,irrigation,10,-1149.2216666666666,-818.7133333333334
2017-05-18,irrigation,10,-1261.575,-853.06
2017-05-19,irrigation,10,-1285.6783333333333,-829.0933333333334
2017-05-20,irrigation,10,-1257.6533333333332,-773.7533333333333
2017-05-21,irrigation,10,-1168.1566666666668,-759.6583333333333
2017-05-22,irrigation,10,-1132.03,-764.9583333333334
2017-05-23,irrigation,10,-1236.2683333333332,-816.2033333333334
2017-05-24,irrigation,10,-1353.825,-862.9233333333333
2017-05-25,irrigation,10,-1515.635,-912.4966666666667
2017-05-26,irrigation,10,-1674.86,-955.2616666666667
2017-05-27,irrigation,10,-1831.7833333333333,-992.9633333333334
2017-05-28,irrigation,10,-1973.925,-1025.2483333333332
2017-05-29,irrigation,10,-2121.9666666666667,-1057.0016666666666
2017-05-30,irrigation,10,-2146.4933333333333,-1063.9883333333332
2017-05-31,irrigation,10,-2031.7116666666666,-1042.7383333333332
2017-06-01,irrigation,10,-1847.2633333333333,-954.4116666666666
2017-06-02,irrigation,10,-1793.9850000000001,-912.99
2017-06-03,irrigation,10,-1743.45,-897.31
2017-06-04,irrigation,10,-1241.5416666666667,-682.1166666666667
2017-06-05,irrigation,10,-974.0916666666667,-553.5766666666667
2017-06-06,irrigation,10,-877.465,-526.11
2017-06-07,irrigation,10,-712.9116666666666,-494.945
2017-06-08,irrigation,10,-584.65,-468.28666666666663
2017-06-09,irrigation,10,-542.0849999999999,-460.06666666666666
2017-06-10,irrigation,10,-566.125,-475.9566666666667
2017-06-11,irrigation,10,-625.765,-510.82166666666666
2017-06-12,irrigation,10,-718.7166666666667,-551.3816666666667
2017-06-13,irrigation,10,-814.3533333333334,-586.3966666666666
2017-06-14,irrigation,10,-858.8516666666667,-594.7950000000001
2017-06-15,irrigation,10,-480.325,-336.57
2017-06-16,irrigation,10,-357.81666666666666,-263.24833333333333
2017-06-17,irrigation,10,-364.18666666666667,-281.47666666666663
2017-06-18,irrigation,10,-393.1766666666667,-316.89
2017-06-19,irrigation,10,-446.885,-368.685
2017-06-20,irrigation,10,-526.945,-431.71
2017-06-21,irrigation,10,-638.005,-503.6166666666667
2017-06-22,irrigation,10,-737.6949999999999,-558.86
2017-06-23,irrigation,10,-868.0116666666667,-621.3366666666667
2017-06-24,irrigation,10,-1018.595,-694.3166666666667
2017-06-25,irrigation,10,-1116.07,-743.07
2017-06-26,irrigation,10,-1199.635,-775.6216666666667
2017-06-27,irrigation,10,-1129.3033333333333,-703.7
2017-06-28,irrigation,10,-1027.44,-646.0283333333333
2017-06-29,irrigation,10,-956.5583333333333,-625.3716666666667
2017-06-30,irrigation,10,-914.5983333333334,-613.3633333333333
2017-07-01,irrigation,10,-945.4816666666667,-622.4533333333333
2017-07-02,irrigation,10,-793.8916666666667,-515.5616666666667
2017-07-03,irrigation,10,-781.5833333333334,-494.9433333333333
2017-07-04,irrigation,10,-834.065,-518.1366666666667
2017-07-05,irrigation,10,-912.1483333333333,-562.4350000000001
2017-07-06,irrigation,10,-1017.9216666666666,-630.75
2017-07-07,irrigation,10,-1125.3166666666666,-704.4266666666666
2017-07-08,irrigation,10,-1210.465,-757.8716666666667
2017-07-09,irrigation,10,-1150.9833333333333,-689.9783333333334
2017-07-10,irrigation,10,-899.6683333333333,-517.955
2017-07-11,irrigation,10,-650.0983333333334,-386.6333333333333
2017-07-12,irrigation,10,-398.9116666666667,-299.89166666666665
2017-07-13,irrigation,10,-362.62166666666667,-287.7733333333333
2017-07-14,irrigation,10,-351.8233333333333,-286.18
2017-07-15,irrigation,10,-360.9066666666667,-288.82166666666666
2017-07-16,irrigation,10,-399.635,-312.555
2017-07-17,irrigation,10,-464.01666666666665,-353.95666666666665
2017-07-18,irrigation,10,-572.9933333333333,-421.2033333333333
2017-07-19,irrigation,10,-700.0166666666667,-476.92833333333334
2017-07-20,irrigation,10,-730.105,-475.3466666666667
2017-07-21,irrigation,10,-744.0133333333333,-476.7316666666666
2017-07-22,irrigation,10,-813.4716666666667,-495.1716666666667
2017-07-23,irrigation,10,-845.735,-502.6816666666667
2017-07-24,irrigation,10,-819.4583333333333,-496.8883333333333
2017-07-25,irrigation,10,-778.725,-485.66333333333336
2017-07-26,irrigation,10,-536.71,-373.44166666666666
2017-07-27,irrigation,10,-492.395,-334.67333333333335
2017-07-28,irrigation,10,-512.645,-336.9683333333333
2017-07-29,irrigation,10,-553.5583333333333,-342.55833333333334
2017-07-30,irrigation,10,-586.4433333333334,-352.32
2017-07-31,irrigation,10,-594.7483333333333,-350.40166666666664
2017-08-01,irrigation,10,-596.1716666666666,-350.7583333333333
2017-08-02,irrigation,10,-598.97,-347.67
2017-08-03,irrigation,10,-551.0699999999999,-338.0133333333333
2017-08-04,irrigation,10,-540.9766666666667,-337.9916666666667
2017-08-05,irrigation,10,-554.2266666666667,-343.9083333333333
2017-08-06,irrigation,10,-573.9916666666667,-349.4666666666667
2017-08-07,irrigation,10,-603.39,-359.76666666666665
2017-08-08,irrigation,10,-563.1783333333333,-323.89166666666665
2017-08-09,irrigation,10,-168.33833333333334,-103.65666666666667
2017-08-10,irrigation,10,-23.876666666666665,-23.876666666666665
2017-08-11,irrigation,10,-10.413333333333334,-10.413333333333334
2017-08-12,irrigation,10,-12.598333333333333,-12.598333333333333
2017-08-13,irrigation,10,-22.176666666666666,-22.176666666666666
2017-08-14,irrigation,10,-34.82833333333333,-34.82833333333333
2017-08-15,irrigation,10,-52.395,-52.395
2017-08-16,irrigation,10,-61.85166666666667,-61.85166666666667
2017-08-17,irrigation,10,-74.065,-74.065
2017-08-18,irrigation,10,-96.58833333333334,-96.58833333333334
2017-08-19,irrigation,10,-70.01333333333334,-70.01333333333334
2017-08-20,irrigation,10,-84.82000000000001,-84.82000000000001
2017-08-21,irrigation,10,-104.15666666666667,-104.15666666666667
2017-08-22,irrigation,10,-124.48166666666667,-124.48166666666667
2017-08-23,irrigation,10,-146.98833333333332,-146.98833333333332
2017-08-24,irrigation,10,-169.65833333333333,-169.65833333333333
2017-08-25,irrigation,10,-186.635,-186.635
2017-08-26,irrigation,10,-211.09,-210.33166666666665
2017-08-27,irrigation,10,-245.70000000000002,-237.34166666666667
2017-08-28,irrigation,10,-272.27500000000003,-256.125
2017-08-29,irrigation,10,-311.7316666666667,-284.32666666666665
2017-08-30,irrigation,10,-364.7366666666667,-321.28666666666663
2017-08-31,irrigation,10,-400.7266666666667,-343.2766666666667
2017-09-01,irrigation,10,-395.38166666666666,-327.425
2017-09-02,irrigation,10,-396.03,-322.775
2017-09-03,irrigation,10,-390.3233333333333,-317.885
2017-09-04,irrigation,10,-388.78166666666664,-318.1983333333333
2017-09-05,irrigation,10,-388.45166666666665,-321.59166666666664
2017-09-06,irrigation,10,-393.52,-330.055
2017-09-07,irrigation,10,-419.615,-341.70666666666665
2017-09-08,irrigation,10,-433.1816666666667,-348.88166666666666
2017-09-09,irrigation,10,-434.015,-350.5416666666667
2017-09-10,irrigation,10,-413.9916666666667,-341.33166666666665
2017-09-11,irrigation,10,-408.24,-337.77500000000003
2017-09-12,irrigation,10,-415.51166666666666,-340.77833333333336
2017-09-13,irrigation,10,-417.0783333333334,-340.53000000000003
2017-09-14,irrigation,10,-417.225,-339.21999999999997
2017-09-15,irrigation,10,-397.37166666666667,-329.71500000000003
2017-09-16,irrigation,10,-405.2633333333333,-330.75333333333333
2017-09-17,irrigation,10,-414.75,-332.77500000000003
2017-09-18,irrigation,10,-417.60166666666663,-331.52666666666664
2017-09-19,irrigation,10,-413.555,-329.65999999999997
2017-09-20,irrigation,10,-340.67333333333335,-263.16333333333336
2017-09-21,irrigation,10,-342.4766666666667,-265.925
2017-09-22,irrigation,10,-353.915,-277.7633333333333
2017-09-23,irrigation,10,-369.79,-292.84999999999997
2017-09-24,irrigation,10,-381.69,-305.7166666666667
2017-09-25,irrigation,10,-396.5366666666667,-317.38166666666666
2017-09-26,irrigation,10,-405.18,-322.80833333333334
2017-09-27,irrigation,10,-409.855,-326.37666666666667
2017-09-28,irrigation,10,-424.1333333333333,-334.295
2017-09-29,irrigation,10,-430.43333333333334,-338.37166666666667
2017-09-30,irrigation,10,-437.00333333333333,-342.2
2017-10-01,irrigation,10,-429.01166666666666,-338.62666666666667
2017-10-02,irrigation,10,-421.96000000000004,-334.6416666666667
2017-10-03,irrigation,10,-415.8466666666667,-332.04
2017-10-04,irrigation,10,-403.04,-322.8016666666667
2017-10-05,irrigation,10,-384.70500000000004,-311.7166666666667
2017-10-06,irrigation,10,-378.66833333333335,-308.01
2017-10-07,irrigation,10,-376.73333333333335,-304.8416666666667
2017-10-08,irrigation,10,-364.595,-298.3483333333333
2017-10-09,irrigation,10,-358.9083333333333,-294.7
2017-10-10,irrigation,10,-360.9816666666667,-295.34333333333336
2017-10-11,irrigation,10,-360.72666666666663,-295.3566666666667
2017-10-12,irrigation,10,-368.22666666666663,-299.91166666666663
2017-10-13,irrigation,10,-381.74333333333334,-308.08
2017-10-14,irrigation,10,-397.75,-316.92333333333335
2017-10-15,irrigation,10,-416.3066666666667,-328.5966666666667
2017-10-16,irrigation,10,-434.25166666666667,-339.89
2017-10-17,irrigation,10,-458.435,-355.105
2017-10-18,irrigation,10,-485.625,-370.89666666666665
2017-10-19,irrigation,10,-511.43666666666667,-389.46
2017-10-20,irrigation,10,-542.88,-411.0683333333333
2017-10-21,irrigation,10,-579.54,-434.21333333333337
2017-10-22,irrigation,10,-595.875,-449.7233333333333
2017-10-23,irrigation,10,-600.44,-457.06166666666667
2017-10-24,irrigation,10,-615.135,-466.6483333333333
2017-10-25,irrigation,10,-635.215,-482.96333333333337
2017-10-26,irrigation,10,-668.0883333333334,-506.265
2017-10-27,irrigation,10,-696.9116666666666,-526.5716666666667
2017-10-28,irrigation,10,-707.9316666666667,-535.8716666666667
2017-10-29,irrigation,10,-707.295,-541.3933333333333
2017-10-30,irrigation,10,-717.5283333333333,-546.7933333333333
2017-10-31,irrigation,10,-711.3883333333333,-547.1116666666667
2017-11-01,irrigation,10,-721.53,-552.8233333333334
2017-11-02,irrigation,10,-742.8066666666667,-564.375
2017-11-03,irrigation,10,-779.385,-581.4716666666667
2017-11-04,irrigation,10,-798.9183333333333,-593.91
2017-11-05,irrigation,10,-844.306,-551.438
2017-11-06,irrigation,10,-740.022,-481.544
2017-11-07,irrigation,10,-685.792,-468.344
2017-11-08,irrigation,10,-679.82,-466.838
2017-11-09,irrigation,10,-671.37,-463.354
2017-11-10,irrigation,10,-667.218,-462.448
2017-11-11,irrigation,10,-665.446,-462.73400000000004
2017-11-12,irrigation,10,-593.6320000000001,-405.098
2017-11-13,irrigation,10,-394.834,-243.244
2017-11-14,irrigation,10,-339.624,-223.742
2017-11-15,irrigation,10,-304.44800000000004,-213.126
2017-11-16,irrigation,10,-280.56,-205.368
2017-11-17,irrigation,10,-255.252,-197.28199999999998
2017-11-18,irrigation,10,-235.428,-190.696
2017-11-19,irrigation,10,-211.976,-182.232
2017-11-20,irrigation,10,-166.48,-149.62
2017-11-21,irrigation,10,-152.44,-143.88333333333333
2017-11-22,irrigation,10,-141.74833333333333,-139.34666666666666
2017-11-23,irrigation,10,-133.47,-133.47
2017-11-24,irrigation,10,-122.70833333333333,-122.70833333333333
2017-11-25,irrigation,10,-112.45166666666667,-112.45166666666667
2017-11-26,irrigation,10,-102.455,-102.455
2017-11-27,irrigation,10,-98.68333333333334,-98.68333333333334
2017-11-28,irrigation,10,-96.11,-96.11
2017-11-29,irrigation,10,-94.07833333333333,-94.07833333333333
2017-11-30,irrigation,10,-91.66,-91.66
2017-12-01,irrigation,10,-90.045,-90.045
2017-12-02,irrigation,10,-88.35666666666667,-88.35666666666667
2017-12-03,irrigation,10,-86.365,-86.365
2017-12-04,irrigation,10,-83.80666666666667,-83.80666666666667
2017-12-05,irrigation,10,-81.10000000000001,-81.10000000000001
2017-12-06,irrigation,10,-78.61333333333333,-78.61333333333333
2017-12-07,irrigation,10,-76.815,-76.815
2017-12-08,irrigation,10,-70.31666666666666,-70.31666666666666
2017-12-09,irrigation,10,-58.028333333333336,-58.028333333333336
2017-12-10,irrigation,10,-50.03,-50.03
2017-12-11,irrigation,10,-34.365,-34.365
2017-12-12,irrigation,10,-16.675,-16.675
2017-12-13,irrigation,10,-10.538333333333334,-10.538333333333334
2017-12-14,irrigation,10,-10.403333333333332,-10.403333333333332
2017-12-15,irrigation,10,-9.916666666666668,-9.916666666666668
2017-12-16,irrigation,10,-9.81,-9.81
2017-12-17,irrigation,10,-9.873333333333333,-9.873333333333333
2017-12-18,irrigation,10,-10.065,-10.065
2017-12-19,irrigation,10,-10.441666666666666,-10.441666666666666
2017-12-20,irrigation,10,-10.788333333333334,-10.788333333333334
2017-12-21,irrigation,10,-11.003333333333334,-11.003333333333334
2017-12-22,irrigation,10,-11.171666666666667,-11.171666666666667
2017-12-23,irrigation,10,-10.620000000000001,-10.620000000000001
2017-12-24,irrigation,10,-10.43,-10.43
2017-12-25,irrigation,10,-10.731666666666666,-10.731666666666666
2017-12-26,irrigation,10,-11.205,-11.205
2017-12-27,irrigation,10,-11.228333333333333,-11.228333333333333
2017-12-28,irrigation,10,-10.245,-10.245
2017-12-29,irrigation,10,-10.398333333333333,-10.398333333333333
2017-12-30,irrigation,10,-10.256666666666666,-10.256666666666666
2017-12-31,irrigation,10,-9.77,-9.77
2018-01-01,irrigation,10,-9.753333333333334,-9.753333333333334
2018-01-02,irrigation,10,-9.606666666666666,-9.606666666666666
2018-01-03,irrigation,10,-9.54,-9.54
2018-01-04,irrigation,10,-9.405000000000001,-9.405000000000001
2018-01-05,irrigation,10,-9.426666666666666,-9.426666666666666
2018-01-06,irrigation,10,-9.6,-9.6
2018-01-07,irrigation,10,-9.816666666666666,-9.816666666666666
2018-01-08,irrigation,10,-9.768333333333333,-9.768333333333333
2018-01-09,irrigation,10,-9.533333333333333,-9.533333333333333
2018-01-10,irrigation,10,-9.67,-9.67
2018-01-11,irrigation,10,-9.875,-9.875
2018-01-12,irrigation,10,-10.096666666666668,-10.096666666666668
2018-01-13,irrigation,10,-10.476666666666667,-10.476666666666667
2018-01-14,irrigation,10,-11.283333333333333,-11.283333333333333
2018-01-15,irrigation,10,-12.125,-12.125
2018-01-16,irrigation,10,-11.401666666666667,-11.401666666666667
2018-01-17,irrigation,10,-9.828333333333333,-9.828333333333333
2018-01-18,irrigation,10,-9.86,-9.86
2018-01-19,irrigation,10,-9.583333333333334,-9.583333333333334
2018-01-20,irrigation,10,-9.77,-9.77
2018-01-21,irrigation,10,-9.605,-9.605
2018-01-22,irrigation,10,-9.415,-9.415
2018-01-23,irrigation,10,-9.443333333333333,-9.443333333333333
2018-01-24,irrigation,10,-9.663333333333334,-9.663333333333334
2018-01-25,irrigation,10,-9.903333333333334,-9.903333333333334
2018-01-26,irrigation,10,-10.251666666666667,-10.251666666666667
2018-01-27,irrigation,10,-10.863333333333333,-10.863333333333333
2018-01-28,irrigation,10,-11.568333333333333,-11.568333333333333
2018-01-29,irrigation,10,-12.19,-12.19
2018-01-30,irrigation,10,-12.713333333333333,-12.713333333333333
2018-01-31,irrigation,10,-13.181666666666667,-13.181666666666667
2018-02-01,irrigation,10,-12.018333333333334,-12.018333333333334
2018-02-02,irrigation,10,-11.093333333333334,-11.093333333333334
2018-02-03,irrigation,10,-11.723333333333333,-11.723333333333333
2018-02-04,irrigation,10,-12.629999999999999,-12.629999999999999
2018-02-05,irrigation,10,-13.153333333333332,-13.153333333333332
2018-02-06,irrigation,10,-13.276666666666667,-13.276666666666667
2018-02-07,irrigation,10,-13.796666666666667,-13.796666666666667
2018-02-08,irrigation,10,-14.433333333333334,-14.433333333333334
2018-02-09,irrigation,10,-15.105,-15.105
2018-02-10,irrigation,10,-15.616666666666667,-15.616666666666667
2018-02-11,irrigation,10,-15.881666666666666,-15.881666666666666
2018-02-12,irrigation,10,-15.235,-15.235
2018-02-13,irrigation,10,-15.748333333333333,-15.748333333333333
2018-02-14,irrigation,10,-16.835,-16.835
2018-02-15,irrigation,10,-17.31833333333333,-17.31833333333333
2018-02-16,irrigation,10,-14.6,-14.6
2018-02-17,irrigation,10,-9.995000000000001,-9.995000000000001
2018-02-18,irrigation,10,-9.648333333333333,-9.648333333333333
2018-02-19,irrigation,10,-9.796666666666667,-9.796666666666667
2018-02-20,irrigation,10,-10.14,-10.14
2018-02-21,irrigation,10,-10.521666666666667,-10.521666666666667
2018-02-22,irrigation,10,-10.953333333333333,-10.953333333333333
2018-02-23,irrigation,10,-11.456666666666667,-11.456666666666667
2018-02-24,irrigation,10,-11.948333333333334,-11.948333333333334
2018-02-25,irrigation,10,-12.495000000000001,-12.495000000000001
2018-02-26,irrigation,10,-13.181666666666667,-13.181666666666667
2018-02-27,irrigation,10,-14.321666666666667,-14.321666666666667
2018-02-28,irrigation,10,-16.203333333333333,-16.203333333333333
2018-03-01,irrigation,10,-16.781666666666666,-16.781666666666666
2018-03-02,irrigation,10,-16.788333333333334,-16.788333333333334
2018-03-03,irrigation,10,-16.238333333333333,-16.238333333333333
2018-03-04,irrigation,10,-14.188333333333333,-14.188333333333333
2018-03-05,irrigation,10,-12.621666666666666,-12.621666666666666
2018-03-06,irrigation,10,-13.531666666666666,-13.531666666666666
2018-03-07,irrigation,10,-14.683333333333334,-14.683333333333334
2018-03-08,irrigation,10,-15.761666666666667,-15.761666666666667
2018-03-09,irrigation,10,-16.928333333333335,-16.928333333333335
2018-03-10,irrigation,10,-17.87,-17.87
2018-03-11,irrigation,10,-18.740000000000002,-18.740000000000002
2018-03-12,irrigation,10,-19.296666666666667,-19.296666666666667
2018-03-13,irrigation,10,-18.055,-18.055
2018-03-14,irrigation,10,-18.861666666666668,-18.861666666666668
2018-03-15,irrigation,10,-21.138333333333332,-21.138333333333332
2018-03-16,irrigation,10,-23.315,-23.315
2018-03-17,irrigation,10,-24.761666666666667,-24.761666666666667
2018-03-18,irrigation,10,-23.106666666666666,-23.106666666666666
2018-03-19,irrigation,10,-23.961666666666666,-23.961666666666666
2018-03-20,irrigation,10,-25.913333333333334,-25.913333333333334
2018-03-21,irrigation,10,-27.523333333333333,-27.523333333333333
2018-03-22,irrigation,10,-28.661666666666665,-28.661666666666665
2018-03-23,irrigation,10,-30.326666666666668,-30.326666666666668
2018-03-24,irrigation,10,-32.95666666666666,-32.95666666666666
2018-03-25,irrigation,10,-36.596666666666664,-36.596666666666664
2018-03-26,irrigation,10,-40.775,-40.775
2018-03-27,irrigation,10,-45.071666666666665,-45.071666666666665
2018-03-28,irrigation,10,-43.763333333333335,-43.763333333333335
2018-03-29,irrigation,10,-40.695,-40.695
2018-03-30,irrigation,10,-39.81666666666667,-39.81666666666667
2018-03-31,irrigation,10,-37.538333333333334,-37.538333333333334
2018-04-01,irrigation,10,-33.53666666666667,-33.53666666666667
2018-04-02,irrigation,10,-36.25666666666667,-36.25666666666667
2018-04-03,irrigation,10,-41.358333333333334,-41.358333333333334
2018-04-04,irrigation,10,-49.70666666666666,-49.70666666666666
2018-04-05,irrigation,10,-55.59833333333333,-55.59833333333333
2018-04-06,irrigation,10,-63.80833333333333,-63.80833333333333
2018-04-07,irrigation,10,-77.98166666666667,-77.98166666666667
2018-04-08,irrigation,10,-97.10499999999999,-97.10499999999999
2018-04-09,irrigation,10,-119.96833333333333,-119.96833333333333
2018-04-10,irrigation,10,-142.555,-142.555
2018-04-11,irrigation,10,-165.33166666666668,-165.33166666666668
2018-04-12,irrigation,10,-191.63666666666666,-191.63666666666666
2018-04-13,irrigation,10,-218.53,-218.53
2018-04-14,irrigation,10,-249.10333333333332,-248.04166666666666
2018-04-15,irrigation,10,-287.64666666666665,-279.70666666666665
2018-04-16,irrigation,10,-320.04333333333335,-307.04
2018-04-17,irrigation,10,-356.47833333333335,-337.60833333333335
2018-04-18,irrigation,10,-401.945,-375.72166666666664
2018-04-19,irrigation,10,-448.905,-415.83
2018-04-20,irrigation,10,-499.00333333333333,-458.0866666666667
2018-04-21,irrigation,10,-549.0633333333333,-502.125
2018-04-22,irrigation,10,-602.1633333333333,-546.1216666666667
2018-04-23,irrigation,10,-656.1666666666666,-585.02
2018-04-24,irrigation,10,-692.0416666666666,-611.0166666666667
2018-04-25,irrigation,10,-741.705,-641.5466666666666
2018-04-26,irrigation,10,-792.5283333333333,-669.0733333333333
2018-04-27,irrigation,10,-846.9816666666667,-694.88
2018-04-28,irrigation,10,-905.3666666666667,-721.2866666666666
2018-04-29,irrigation,10,-955.345,-741.835
2018-04-30,irrigation,10,-993.4766666666667,-755.97
2018-05-01,irrigation,10,-1021.4083333333333,-764.955
2018-05-02,irrigation,10,-1009.2533333333333,-761.4133333333333
2018-05-03,irrigation,10,-851.2166666666667,-624.535
2018-05-04,irrigation,10,-469.81333333333333,-380.555
2018-05-05,irrigation,10,-290.16,-289.84333333333336
2018-05-06,irrigation,10,-329.32166666666666,-325.485
2018-05-07,irrigation,10,-404.74833333333333,-392.805
2018-05-08,irrigation,10,-464.5466666666667,-436.245
2018-05-09,irrigation,10,-456.11,-408.8933333333333
2018-05-10,irrigation,10,-437.99666666666667,-384.28499999999997
2018-05-11,irrigation,10,-405.43,-347.925
2018-05-12,irrigation,10,-403.445,-340.59
2018-05-13,irrigation,10,-410.53,-341.465
