date,site,treatment,depth,descr,ECS,SWP,TEM,VWC,SWP_corr
2024-03-15,PFY_SC11,roof,-0.1,below panel center,19.339919305555554,-12.009948819444444,7.440062774305556,0.25683039583333334,-11.947788551903807
2024-03-15,PFY_SC12,roof_vpd,-1.2,below panel edge,53.005520833333335,-16.060682916666668,6.895759246527778,0.2919734583333333,-15.920269783987262
2024-03-15,PFY_SC12,roof_vpd,-0.8,below panel edge,31.425729166666667,-17.909708194444445,6.905096059027778,0.24876293055555557,-17.72168881223358
2024-03-15,PFY_SC12,roof_vpd,-0.1,below panel edge,10.385509541666666,-12.232564444444444,7.634096993055556,0.2589424444444444,-12.166869000733067
2024-03-15,PFY_SC13,roof,-1.2,below panel edge to center,23.297314930555554,-16.332418958333335,7.154579486111111,0.27136163194444446,-16.18548342807319
2024-03-15,PFY_SC13,roof,-0.8,below panel edge to center,23.418784722222224,-15.809576319444444,7.00655821875,0.24296249305555556,-15.67504764677623
2024-03-15,PFY_SC13,roof,-0.1,below panel edge to center,20.417824375,-13.837786736111111,7.608117680555556,0.13796995833333334,-13.744556708122627
2024-03-15,PFY_SC14,irrigation_vpd,-1.2,NA,11.531932847222222,-17.29539875,7.2068010625,0.14574455555555554,-17.124032948936424
2024-03-15,PFY_SC14,irrigation_vpd,-0.8,NA,22.273645833333333,-18.907277569444446,7.219574600694444,0.24464009027777778,-18.690456974010434
2024-03-15,PFY_SC14,irrigation_vpd,-0.1,NA,20.644618125,-12.168962291666666,7.957322635416667,0.18937059027777778,-12.103828495539824
2024-03-15,PFY_SC15,irrigation_vpd,-1.2,NA,35.12152777777778,-20.83505701388889,7.047809121527778,0.24866256944444445,-20.55638074543011
2024-03-15,PFY_SC15,irrigation_vpd,-0.8,NA,33.71458333333333,-18.878735833333334,6.978329121527778,0.2960346875,-18.662771115595813
2024-03-15,PFY_SC15,irrigation_vpd,-0.1,NA,4.953495416666667,-12.866504166666667,7.688328326388889,0.19228047222222222,-12.79046531723722
2024-03-15,PFY_SC16,roof_vpd,-1.2,below panel edge,17.689722291666666,-19.606938680555555,7.218710149305556,0.20760069444444446,-19.368616821899572
2024-03-15,PFY_SC16,roof_vpd,-0.8,below panel edge,20.043055555555554,-20.802560069444443,7.061970534722223,0.24423177083333333,-20.52499339471237
2024-03-15,PFY_SC16,roof_vpd,-0.1,below panel edge,24.788391180555557,-0.1,7.860099329861111,0.22628019444444444,-0.1
2024-03-15,PFY_SC17,roof,-1.2,below panel edge to center,17.747256944444445,-17.90909673611111,7.238605850694444,0.211192625,-17.72110912734553
2024-03-15,PFY_SC17,roof,-0.8,below panel edge to center,26.340972222222224,-20.704638541666668,7.187874690972222,0.2722153680555556,-20.43040305087419
2024-03-15,PFY_SC17,roof,-0.1,below panel edge to center,15.002060555555556,-13.808846666666666,7.7548225625,0.18809204166666665,-13.715828827639106
2024-03-15,PFY_SC18,control,-1.2,NA,37.93542819444444,-21.218813680555556,6.952810722222223,0.25959086805555553,-20.926845672918944
2024-03-15,PFY_SC18,control,-0.8,NA,20.254201388888887,-21.72929152777778,7.043810888888889,0.22939222222222222,-21.41913512915941
2024-03-15,PFY_SC18,control,-0.1,NA,10.680914513888888,-7.523717375,7.743153701388889,0.19211995138888888,-7.508814731031074
2024-03-15,PFY_SC3,irrigation,-1.2,NA,44.64859944444444,-13.03331486111111,7.219371875,0.2673307638888889,-12.954759564346679
2024-03-15,PFY_SC3,irrigation,-0.8,NA,60.312534722222225,-15.758323055555556,7.159822329861111,0.3083380277777778,-15.624971943020538
2024-03-15,PFY_SC3,irrigation,-0.1,NA,14.537963125,-14.05732388888889,7.774021177083333,0.24313440972222222,-13.959995853992025
2024-03-15,PFY_SC4,irrigation,-1.2,NA,44.749409722222225,-12.176857708333333,7.153466871527778,0.3018110902777778,-12.112259721353716
2024-03-15,PFY_SC4,irrigation,-0.8,NA,17.777118055555555,-11.476439722222223,7.125305267361111,0.27999474305555555,-11.422102789420252
2024-03-15,PFY_SC4,irrigation,-0.1,NA,34.52923625,-0.1,7.865135211805556,0.25178208333333335,-0.1
2024-03-15,PFY_SC6,roof_vpd,-1.2,not below panel,56.23888888888889,-13.638327569444444,6.661488420138889,0.23619727777777777,-13.548995562274419
2024-03-15,PFY_SC6,roof_vpd,-0.8,not below panel,42.38329861111111,-15.222907361111112,6.708327545138889,0.30957805555555556,-15.10159817311984
2024-03-15,PFY_SC6,roof_vpd,-0.1,not below panel,18.094444375,-12.531601527777777,7.277419725694444,0.1933855,-12.461269010349978
2024-03-15,PFY_SC701,control,-1.2,NA,22.68267361111111,-20.767974166666665,6.9599606354166665,0.2570145902777778,-20.491587652599673
2024-03-15,PFY_SC701,control,-0.8,NA,8.516666666666667,-19.157143263888887,6.972424104166667,0.16128747222222223,-18.932775274620262
2024-03-15,PFY_SC701,control,-0.1,NA,1.081967576388889,-10.954939513888888,7.410475368055556,0.18475519444444444,-10.907460936534164
2024-03-15,PFY_SC901,irrigation,-1.2,NA,22.085451388888888,-16.754565972222224,7.209824156250001,0.3017695902777778,-16.59716619933695
2024-03-15,PFY_SC901,irrigation,-0.8,NA,23.101354166666667,-18.355055416666666,7.258915100694445,0.21222813194444445,-18.154453275893992
2024-03-15,PFY_SC901,irrigation,-0.1,NA,27.450069513888888,-0.19344906250000002,7.818991614583333,0.20455639583333332,-0.19331480553101388
2024-03-16,PFY_SC1,control,-1.2,NA,63.60347222222222,-19.415201875,7.212075281250001,0.29786127083333336,-19.182890156180672
2024-03-16,PFY_SC1,control,-0.8,NA,61.461840277777775,-21.72027222222222,7.159265784722223,0.28841802083333334,-21.41044559204815
2024-03-16,PFY_SC1,control,-0.1,NA,3.9381481666666667,-4.862315006944445,8.478173430555556,0.09172517361111111,-4.843691936690822
2024-03-16,PFY_SC10,irrigation_vpd,-1.2,NA,30.077118055555555,-15.97228236111111,7.329197079861111,0.25339274305555554,-15.833956671296946
2024-03-16,PFY_SC10,irrigation_vpd,-0.8,NA,19.434722222222224,-19.3878425,7.301523559027777,0.2548057222222222,-19.15637363839975
2024-03-16,PFY_SC10,irrigation_vpd,-0.1,NA,NA,-7.295958041666666,8.050745305555555,NA,-7.280345279146204
2024-03-16,PFY_SC11,roof,-1.2,below panel center,37.44655069444445,-16.05874423611111,6.823780663194444,0.27317395833333336,-15.918379935669217
2024-03-16,PFY_SC11,roof,-0.8,below panel center,32.380694444444444,-14.719728055555555,6.791832173611111,0.097878125,-14.609162069704631
2024-03-16,PFY_SC11,roof,-0.1,below panel center,21.934224930555555,-4.45890725,7.978379836805556,0.2612107013888889,-4.43682880143327
2024-03-16,PFY_SC12,roof_vpd,-1.2,below panel edge,52.40278923611111,-16.255057916666665,6.987286805555556,0.29160514583333336,-16.10999263296261
2024-03-16,PFY_SC12,roof_vpd,-0.8,below panel edge,30.757673611111112,-18.177143472222223,7.055273163194444,0.24781321527777778,-17.981624742513333
2024-03-16,PFY_SC12,roof_vpd,-0.1,below panel edge,10.999490868055556,-9.494551326388889,8.016402274305555,0.2616435763888889,-9.455640185143809
2024-03-16,PFY_SC13,roof,-1.2,below panel edge to center,23.145081041666668,-16.527563541666666,7.247289434027778,0.27090424305555555,-16.37584080894572
2024-03-16,PFY_SC13,roof,-0.8,below panel edge to center,23.134756944444444,-16.056797430555555,7.127631625,0.24258745833333334,-15.916478746537543
2024-03-16,PFY_SC13,roof,-0.1,below panel edge to center,21.37539361111111,-12.079968055555556,8.038982243055555,0.138938625,-12.013964047636772
2024-03-16,PFY_SC14,irrigation_vpd,-1.2,NA,11.222974652777777,-17.563738472222223,7.317180673611111,0.14530915972222222,-17.385203486185016
2024-03-16,PFY_SC14,irrigation_vpd,-0.8,NA,21.673680555555556,-19.283939444444446,7.388359947916667,0.2438307361111111,-19.05567134653269
2024-03-16,PFY_SC14,irrigation_vpd,-0.1,NA,24.06527763888889,-7.937050520833333,8.403906076388889,0.19540792361111112,-7.90311503282944
2024-03-16,PFY_SC15,irrigation_vpd,-1.2,NA,34.867465277777775,-21.025821666666666,7.141452767361112,0.24797329166666668,-20.740579484164776
2024-03-16,PFY_SC15,irrigation_vpd,-0.8,NA,33.52708333333333,-19.11089326388889,7.111071552083334,0.2955969375,-18.887937925333794
2024-03-16,PFY_SC15,irrigation_vpd,-0.1,NA,8.717268819444444,-6.5277824027777775,8.108146618055557,0.1970409097222222,-6.490816969609495
2024-03-16,PFY_SC16,roof_vpd,-1.2,below panel edge,17.318124930555555,-19.82178784722222,7.322183131944445,0.2072182638888889,-19.57664204299436
2024-03-16,PFY_SC16,roof_vpd,-0.8,below panel edge,19.843055555555555,-20.92590277777778,7.222282940972222,0.24350433333333332,-20.64411135497006
2024-03-16,PFY_SC16,roof_vpd,-0.1,below panel edge,28.34722215277778,-0.1,8.262204527777778,0.23978615972222223,-0.1
2024-03-16,PFY_SC17,roof,-1.2,below panel edge to center,17.756180555555556,-18.021932638888888,7.316073493055555,0.21082743055555556,-17.830795557755444
2024-03-16,PFY_SC17,roof,-0.8,below panel edge to center,26.200729166666665,-20.893962916666666,7.3131191215277775,0.2716269375,-20.613269443177543
2024-03-16,PFY_SC17,roof,-0.1,below panel edge to center,20.25469902777778,-4.620546375,8.113701069444444,0.2053837847222222,-4.588872384126988
2024-03-16,PFY_SC18,control,-1.2,NA,37.79594916666667,-21.37325736111111,7.0449271597222225,0.25933890277777777,-21.075848032016896
2024-03-16,PFY_SC18,control,-0.8,NA,20.244444444444444,-21.839519375,7.211592493055555,0.22882399305555556,-21.525363046303305
2024-03-16,PFY_SC18,control,-0.1,NA,14.216308305555556,-5.336078458333334,8.127936666666667,0.20381338194444445,-5.326477340148016
2024-03-16,PFY_SC3,irrigation,-1.2,NA,42.96884277777778,-13.4124075,7.3012441076388885,0.26652702777777776,-13.327185463096804
2024-03-16,PFY_SC3,irrigation,-0.8,NA,59.38201388888889,-16.087693194444444,7.281243760416666,0.3074414097222222,-15.946634364328704
2024-03-16,PFY_SC3,irrigation,-0.1,NA,15.062280069444444,-14.064921597222222,8.141721902777778,0.2453103402777778,-13.967315465420224
2024-03-16,PFY_SC4,irrigation,-1.2,NA,44.418055555555554,-12.42866326388889,7.2519393125,0.30124388888888887,-12.36012310019138
2024-03-16,PFY_SC4,irrigation,-0.8,NA,17.61454861111111,-11.872004583333334,7.2857578472222215,0.279099625,-11.812005919533263
2024-03-16,PFY_SC4,irrigation,-0.1,NA,39.60671284722222,-0.1,8.295474197916667,0.2637268194444444,-0.1
2024-03-16,PFY_SC6,roof_vpd,-1.2,not below panel,56.15972222222222,-13.800682916666666,6.764856482638889,0.23561559722222222,-13.70832064025816
2024-03-16,PFY_SC6,roof_vpd,-0.8,not below panel,42.045902777777776,-15.314027777777778,6.860306128472222,0.30921145833333336,-15.19071881217633
2024-03-16,PFY_SC6,roof_vpd,-0.1,not below panel,21.766550972222223,-9.579208291666667,7.809048309027778,0.20336815972222222,-9.543270856543813
2024-03-16,PFY_SC701,control,-1.2,NA,22.487511597222223,-20.922007291666667,7.033918631944444,0.2563735625,-20.640349336246828
2024-03-16,PFY_SC701,control,-0.8,NA,8.136111090277778,-19.281870069444444,7.124227184027778,0.16111491666666666,-19.053679277495743
2024-03-16,PFY_SC701,control,-0.1,NA,2.5881250208333335,-8.343981541666667,7.922865309027778,0.18980701388888888,-8.316620103320625
2024-03-16,PFY_SC901,irrigation,-1.2,NA,21.727118055555554,-17.055537986111112,7.317700461805556,0.30151665972222225,-16.890444419433287
2024-03-16,PFY_SC901,irrigation,-0.8,NA,22.768055555555556,-18.746235833333333,7.423290069444445,0.21181675694444443,-18.534217132135417
2024-03-16,PFY_SC901,irrigation,-0.1,NA,28.931805694444446,-0.3054398263888889,8.21529265625,0.20633958333333333,-0.3050879548410081
2024-03-17,PFY_SC1,control,-1.2,NA,63.5340625,-19.45645701388889,7.338397892361111,0.29776861805555555,-19.222861546617825
2024-03-17,PFY_SC1,control,-0.8,NA,61.577083333333334,-21.609523125,7.343151565972223,0.2882477222222222,-21.303685023281467
2024-03-17,PFY_SC1,control,-0.1,NA,4.638912020833334,-0.6762268402777778,8.132976642361111,0.1011605763888889,-0.6762267582705875
2024-03-17,PFY_SC10,irrigation_vpd,-1.2,NA,30.213854166666668,-16.120763888888888,7.443606934027778,0.2529370138888889,-15.978926456576252
2024-03-17,PFY_SC10,irrigation_vpd,-0.8,NA,19.722881944444445,-19.500208333333333,7.4556186250000005,0.25383561111111114,-19.26524704048595
2024-03-17,PFY_SC10,irrigation_vpd,-0.1,NA,NA,-4.873189743055556,8.008629527777778,NA,-4.8700535674686005
2024-03-17,PFY_SC11,roof,-1.2,below panel center,37.51397020833333,-16.03035875,6.951517548611111,0.27299854166666665,-15.890665619442737
2024-03-17,PFY_SC11,roof,-0.8,below panel center,32.50819444444444,-14.449941041666667,6.994298836805556,0.09788754861111111,-14.344898249121671
2024-03-17,PFY_SC11,roof,-0.1,below panel center,23.140682986111113,-0.24004628472222223,7.712417458333333,0.2679285486111111,-0.2400462844160174
2024-03-17,PFY_SC12,roof_vpd,-1.2,below panel edge,52.41719909722222,-16.40458298611111,7.090341930555556,0.29093155555555555,-16.255889528661545
2024-03-17,PFY_SC12,roof_vpd,-0.8,below panel edge,31.120763888888888,-18.214796041666666,7.2447136145833335,0.24715506944444443,-18.018215572034197
2024-03-17,PFY_SC12,roof_vpd,-0.1,below panel edge,11.736875208333334,-8.836258986111112,7.783979409722222,0.2663532083333333,-8.809854175972788
2024-03-17,PFY_SC13,roof,-1.2,below panel edge to center,23.20686347222222,-16.604791666666667,7.3400300312499995,0.27055969444444444,-16.451155512578882
2024-03-17,PFY_SC13,roof,-0.8,below panel edge to center,23.278368055555557,-15.914174791666667,7.262877517361111,0.24232315277777777,-15.777215510575544
2024-03-17,PFY_SC13,roof,-0.1,below panel edge to center,22.54984986111111,-11.22911548611111,7.677132211805556,0.14093477777777777,-11.178055676107727
2024-03-17,PFY_SC14,irrigation_vpd,-1.2,NA,11.282638819444445,-17.80935736111111,7.436870121527778,0.14488994444444445,-17.62412533743316
2024-03-17,PFY_SC14,irrigation_vpd,-0.8,NA,21.963125,-19.420351805555555,7.574266038194445,0.24320900694444444,-19.187880742433563
2024-03-17,PFY_SC14,irrigation_vpd,-0.1,NA,25.50496513888889,-5.428689736111111,8.021653010416667,0.20028835416666665,-5.4236366062523045
2024-03-17,PFY_SC15,irrigation_vpd,-1.2,NA,34.81513888888889,-21.169438680555555,7.239404559027777,0.2472652638888889,-20.879198427202976
2024-03-17,PFY_SC15,irrigation_vpd,-0.8,NA,33.626354166666665,-19.189583333333335,7.260199802083333,0.2951988888888889,-18.964230745118137
2024-03-17,PFY_SC15,irrigation_vpd,-0.1,NA,8.997916694444445,-0.5280046041666667,7.757930284722223,0.20170507638888888,-0.528004386945608
2024-03-17,PFY_SC16,roof_vpd,-1.2,below panel edge,17.37642347222222,-19.981527291666666,7.436452986111111,0.20668906944444446,-19.73125624908532
2024-03-17,PFY_SC16,roof_vpd,-0.8,below panel edge,20.133368055555554,-20.868134166666668,7.410933447916666,0.24323952777777777,-20.58832589376038
2024-03-17,PFY_SC16,roof_vpd,-0.1,below panel edge,30.021666805555554,-0.1,8.160154267361111,0.24640542361111112,-0.1
2024-03-17,PFY_SC17,roof,-1.2,below panel edge to center,17.782708333333332,-18.01674159722222,7.392634253472222,0.21068866666666666,-17.82575083390123
2024-03-17,PFY_SC17,roof,-0.8,below panel edge to center,26.491666666666667,-20.609319236111112,7.454857048611111,0.2719269097222222,-20.33830378367685
2024-03-17,PFY_SC17,roof,-0.1,below panel edge to center,19.566041666666667,-0.8789119791666666,7.902027493055556,0.20658125,-0.8788961755717166
2024-03-17,PFY_SC18,control,-1.2,NA,37.894409861111114,-21.36208826388889,7.149260711805556,0.2590979375,-21.06507449637501
2024-03-17,PFY_SC18,control,-0.8,NA,20.441666666666666,-21.65924534722222,7.388012107638889,0.2288388888888889,-21.35161910597545
2024-03-17,PFY_SC18,control,-0.1,NA,14.88653951388889,-1.9312175624999999,7.939321600694445,0.21073835416666667,-1.9311638453629383
2024-03-17,PFY_SC3,irrigation,-1.2,NA,43.12482625,-13.679364652777778,7.397842586805556,0.2651777777777778,-13.589268667772249
2024-03-17,PFY_SC3,irrigation,-0.8,NA,58.427083333333336,-16.265067083333335,7.425826288194445,0.30661188194444444,-16.11976377199706
2024-03-17,PFY_SC3,irrigation,-0.1,NA,16.92601888888889,-12.8082825,7.97911140625,0.24934879166666665,-12.733546629987417
2024-03-17,PFY_SC4,irrigation,-1.2,NA,44.2784375,-12.640827569444443,7.36169665625,0.3007662569444444,-12.568868781075786
2024-03-17,PFY_SC4,irrigation,-0.8,NA,17.68263888888889,-11.80424076388889,7.436000565972223,0.2786089513888889,-11.74524115125106
2024-03-17,PFY_SC4,irrigation,-0.1,NA,42.30280111111111,-0.1,7.903243885416667,0.2713623263888889,-0.1
2024-03-17,PFY_SC6,roof_vpd,-1.2,not below panel,56.13611111111111,-13.857227986111111,6.885932864583333,0.23512277083333333,-13.763801595760748
2024-03-17,PFY_SC6,roof_vpd,-0.8,not below panel,42.293680555555554,-15.240981527777778,7.027528552083334,0.3089639791666667,-15.119277018342228
2024-03-17,PFY_SC6,roof_vpd,-0.1,not below panel,22.326388819444443,-8.605749708333333,7.520530861111111,0.20602002083333334,-8.58299871347734
2024-03-17,PFY_SC701,control,-1.2,NA,22.509722222222223,-20.999305,7.145480482638889,0.2556847916666667,-20.714981369756785
2024-03-17,PFY_SC701,control,-0.8,NA,8.66250001388889,-19.24181,7.313294388888888,0.16078750694444444,-19.014855272998116
2024-03-17,PFY_SC701,control,-0.1,NA,3.381296284722222,-5.22504625,7.708484725694444,0.19645988194444444,-5.220971753328345
2024-03-17,PFY_SC901,irrigation,-1.2,NA,21.770069444444445,-17.317349166666666,7.432113298611111,0.3010755972222222,-17.145405702810166
2024-03-17,PFY_SC901,irrigation,-0.8,NA,22.983333333333334,-18.844305277777778,7.608710996527778,0.21130915972222222,-18.62938306688544
2024-03-17,PFY_SC901,irrigation,-0.1,NA,31.284722430555554,-0.1,7.993840065972222,0.21361390972222222,-0.1
2024-03-18,PFY_SC1,control,-1.2,NA,63.94642361111111,-19.376608333333333,7.4380855312500005,0.2975304236111111,-19.145492617365857
2024-03-18,PFY_SC1,control,-0.8,NA,61.9534375,-21.240476666666666,7.413539350694445,0.28816132638888886,-20.947611828534935
2024-03-18,PFY_SC1,control,-0.1,NA,10.914375027777778,-0.35018520833333333,8.186863222222222,0.1171818125,-0.3499720038894676
2024-03-18,PFY_SC10,irrigation_vpd,-1.2,NA,31.676354166666666,-15.957319583333334,7.533120447916667,0.25252824305555555,-15.819322025524853
2024-03-18,PFY_SC10,irrigation_vpd,-0.8,NA,20.675625,-19.01147715277778,7.533643753472222,0.2534142222222222,-18.79124014831205
2024-03-18,PFY_SC10,irrigation_vpd,-0.1,NA,NA,-1.9644582916666666,8.057277666666666,NA,-1.963340185278767
2024-03-18,PFY_SC11,roof,-1.2,below panel center,38.10563618055556,-15.850156180555556,7.062842138888889,0.27295552777777776,-15.71468426531127
2024-03-18,PFY_SC11,roof,-0.8,below panel center,33.21041666666667,-13.824391597222222,7.083296385416666,0.09803116666666667,-13.731273498787909
2024-03-18,PFY_SC11,roof,-0.1,below panel center,34.6916325,-0.24787501388888888,7.822936878472222,0.2983331527777778,-0.24766203925220182
2024-03-18,PFY_SC12,roof_vpd,-1.2,below panel edge,53.67559048611111,-16.364600347222222,7.192876552083333,0.29042500694444445,-16.21687780212661
2024-03-18,PFY_SC12,roof_vpd,-0.8,below panel edge,32.79371527777778,-17.90818513888889,7.3,0.24708963888888888,-17.7201103176876
2024-03-18,PFY_SC12,roof_vpd,-0.1,below panel edge,16.21243090277778,-3.4440278819444443,7.879746024305556,0.2842719791666667,-3.4321037659527582
2024-03-18,PFY_SC13,roof,-1.2,below panel edge to center,23.58135423611111,-16.510711736111112,7.429440381944445,0.27008244444444446,-16.359404173744686
2024-03-18,PFY_SC13,roof,-0.8,below panel edge to center,24.06120347222222,-15.543741041666667,7.339199635416667,0.24206920138888888,-15.415150201698332
2024-03-18,PFY_SC13,roof,-0.1,below panel edge to center,28.73075215277778,-4.511787305555556,7.951305163194444,0.15103592361111112,-4.492320917846067
2024-03-18,PFY_SC14,irrigation_vpd,-1.2,NA,11.606307916666667,-17.914877430555556,7.52502959375,0.14462321527777777,-17.726723765970323
2024-03-18,PFY_SC14,irrigation_vpd,-0.8,NA,23.167291666666667,-18.975365763888888,7.642460232638889,0.24293224305555555,-18.756150829192112
2024-03-18,PFY_SC14,irrigation_vpd,-0.1,NA,37.336643611111114,-2.3014721736111112,8.147906770833334,0.24470780555555555,-2.298490943621451
2024-03-18,PFY_SC15,irrigation_vpd,-1.2,NA,35.14173611111111,-21.193830972222223,7.346939795138889,0.24696698611111112,-20.902738102989385
2024-03-18,PFY_SC15,irrigation_vpd,-0.8,NA,34.06809027777778,-19.035935,7.35,0.29510023611111114,-18.81521843094482
2024-03-18,PFY_SC15,irrigation_vpd,-0.1,NA,19.88173607638889,-0.39554631944444446,8.001964979166667,0.25040891666666665,-0.39554495694858083
2024-03-18,PFY_SC16,roof_vpd,-1.2,below panel edge,18.303402847222223,-19.808431041666665,7.543258760416667,0.20635813194444444,-19.5637119200998
2024-03-18,PFY_SC16,roof_vpd,-0.8,below panel edge,21.6296875,-20.074656458333333,7.47471796875,0.24574634722222222,-19.820475031995702
2024-03-18,PFY_SC16,roof_vpd,-0.1,below panel edge,39.29149291666667,-0.1,8.162769559027778,0.271814875,-0.1
2024-03-18,PFY_SC17,roof,-1.2,below panel edge to center,17.902708333333333,-17.882447777777777,7.476144090277778,0.2104194236111111,-17.69519508328506
2024-03-18,PFY_SC17,roof,-0.8,below panel edge to center,27.208958333333335,-20.094953819444445,7.523886319444444,0.2725039236111111,-19.840623553695654
2024-03-18,PFY_SC17,roof,-0.1,below panel edge to center,28.216412083333335,-0.7783194236111111,8.012666392361112,0.24783938194444444,-0.7777852052956433
2024-03-18,PFY_SC18,control,-1.2,NA,38.337974861111114,-21.301538472222223,7.2499994999999995,0.2589536875,-21.006660794213616
2024-03-18,PFY_SC18,control,-0.8,NA,21.02423611111111,-21.316224375,7.45,0.22865629166666668,-21.020744027632947
2024-03-18,PFY_SC18,control,-0.1,NA,23.02953722222222,-0.8944907361111111,8.036309440972223,0.25517775,-0.8942829598538862
2024-03-18,PFY_SC3,irrigation,-1.2,NA,45.62922465277778,-13.780567083333334,7.482009239583333,0.26325441666666666,-13.688583464919823
2024-03-18,PFY_SC3,irrigation,-0.8,NA,59.095798611111114,-16.157741944444446,7.502150538194445,0.3056979444444444,-16.01496403113833
2024-03-18,PFY_SC3,irrigation,-0.1,NA,34.583900694444445,-7.1805095833333334,8.11908401388889,0.2955982916666667,-7.145954748778461
2024-03-18,PFY_SC4,irrigation,-1.2,NA,44.724270833333335,-12.681961736111111,7.449578621527778,0.3001983125,-12.609322211632291
2024-03-18,PFY_SC4,irrigation,-0.8,NA,18.338194444444444,-10.317120611111111,7.519234180555555,0.27850694444444446,-10.273586548706444
2024-03-18,PFY_SC4,irrigation,-0.1,NA,50.17412013888889,-0.1,8.1143643125,0.28877603472222224,-0.1
2024-03-18,PFY_SC6,roof_vpd,-1.2,not below panel,56.51663194444444,-13.723286944444444,6.982425815972222,0.23480530555555557,-13.632365039641273
2024-03-18,PFY_SC6,roof_vpd,-0.8,not below panel,43.655520833333334,-14.808889236111112,7.13701057638889,0.30906632638888887,-14.696265810660629
2024-03-18,PFY_SC6,roof_vpd,-0.1,not below panel,35.93097236111111,-3.1537776388888887,7.805541159722222,0.23807325694444445,-3.1453714947649316
2024-03-18,PFY_SC701,control,-1.2,NA,22.92361111111111,-20.90654465277778,7.243953145833333,0.2554476875,-20.62541432543077
2024-03-18,PFY_SC701,control,-0.8,NA,9.586111159722222,-18.999000069444445,7.408711222222222,0.16073103472222222,-18.779370109558208
2024-03-18,PFY_SC701,control,-0.1,NA,7.486666777777778,-1.9471342291666667,7.943771552083334,0.2302854513888889,-1.945323986100241
2024-03-18,PFY_SC901,irrigation,-1.2,NA,22.808333333333334,-17.439379930555557,7.535411534722223,0.30056008333333334,-17.26419016972298
2024-03-18,PFY_SC901,irrigation,-0.8,NA,24.09784722222222,-18.270731319444444,7.6927039652777784,0.2114424375,-18.072036526316545
2024-03-18,PFY_SC901,irrigation,-0.1,NA,45.33638875,-0.1,8.026204791666666,0.25091143055555554,-0.1
2024-03-19,PFY_SC1,control,-1.2,NA,64.50138888888888,-18.542088541666665,7.514404586805556,0.29749694444444447,-18.33594253039002
2024-03-19,PFY_SC1,control,-0.8,NA,62.981875,-18.535203819444444,7.4993038159722225,0.2897962986111111,-18.328624698877007
2024-03-19,PFY_SC1,control,-0.1,NA,10.254259020833333,-0.1,8.376898986111112,0.11474934027777778,-0.1
2024-03-19,PFY_SC10,irrigation_vpd,-1.2,NA,32.27638888888889,-14.640903125,7.61485871875,0.2534917013888889,-14.531776479809919
2024-03-19,PFY_SC10,irrigation_vpd,-0.8,NA,21.245798611111113,-15.928940416666666,7.621210298611111,0.2567178611111111,-15.790981131038405
2024-03-19,PFY_SC10,irrigation_vpd,-0.1,NA,NA,-0.3,8.174786826388889,NA,-0.2999999999999429
2024-03-19,PFY_SC11,roof,-1.2,below panel center,38.588183125,-14.958130486111111,7.15,0.27375877083333333,-14.842386603998163
2024-03-19,PFY_SC11,roof,-0.8,below panel center,34.41524305555556,-10.797558222222222,7.1841596701388895,0.0995355625,-10.751680742727261
2024-03-19,PFY_SC11,roof,-0.1,below panel center,33.727650555555556,-0.1,8.0106490625,0.30385005555555555,-0.1
2024-03-19,PFY_SC12,roof_vpd,-1.2,below panel edge,54.660208402777776,-15.275931319444444,7.251873329861111,0.29150451388888887,-15.15318558322238
2024-03-19,PFY_SC12,roof_vpd,-0.8,below panel edge,34.425625,-15.235273819444444,7.38332928125,0.25211836805555554,-15.112951219266007
2024-03-19,PFY_SC12,roof_vpd,-0.1,below panel edge,19.59599340277778,-0.1,8.032593697916667,0.3053407013888889,-0.1
2024-03-19,PFY_SC13,roof,-1.2,below panel edge to center,23.931412013888888,-15.875607430555556,7.475619649305556,0.2703650833333333,-15.73948339309348
2024-03-19,PFY_SC13,roof,-0.8,below panel edge to center,24.62638888888889,-13.294889375,7.411766774305556,0.24345459722222224,-13.211358334019666
2024-03-19,PFY_SC13,roof,-0.1,below panel edge to center,31.675532569444446,-0.3959490625,8.03107492013889,0.15868736111111112,-0.3959490616827041
2024-03-19,PFY_SC14,irrigation_vpd,-1.2,NA,11.914595,-17.128396527777777,7.599131440972222,0.14545872916666666,-16.9613036432178
2024-03-19,PFY_SC14,irrigation_vpd,-0.8,NA,23.78611111111111,-16.094815277777776,7.699999,0.24659277777777777,-15.95323239976053
2024-03-19,PFY_SC14,irrigation_vpd,-0.1,NA,34.489189861111115,-0.34721759027777777,8.326690663194444,0.24230979166666666,-0.34721759027025983
2024-03-19,PFY_SC15,irrigation_vpd,-1.2,NA,35.28131944444444,-20.70010375,7.410342583333334,0.24735339583333332,-20.42597175083786
2024-03-19,PFY_SC15,irrigation_vpd,-0.8,NA,35.13815972222222,-17.846097083333333,7.432877888888889,0.29640802083333334,-17.659700030696072
2024-03-19,PFY_SC15,irrigation_vpd,-0.1,NA,14.88153,-0.1,8.1257096875,0.24484129166666666,-0.1
2024-03-19,PFY_SC16,roof_vpd,-1.2,below panel edge,18.89306715277778,-18.564409027777778,7.612323451388889,0.20829368055555555,-18.357417372642622
2024-03-19,PFY_SC16,roof_vpd,-0.8,below panel edge,25.21732638888889,-14.750551527777777,7.560899975694444,0.26290609722222225,-14.63757478165461
