dates,globrad,tmax,tmin,tmean,vappres,windspeed,prec_Sion,precip_Sierre,precip_ctrl,irrig_mm,precip_irr,precip_irrstp
2003-04-27,25.8336,20.9,6.7,14.2,0.6648478151855564,2.4,0,NA,0,0,0,0
2003-04-28,21.168000000000003,25,7.4,15.8,0.9477915763064021,2.8,0,NA,0,0,0,0
2003-04-29,19.0944,24.7,10.7,17.8,0.9962961306432667,1.8,0,NA,0,0,0,0
2003-04-30,4.32,17.2,9.8,14.4,0.34745859952175645,2.2,7.6,NA,7.6,0,7.6,7.6
2003-05-01,24.624000000000002,20.3,6.2,13.3,0.5243461478606593,2.1,0,NA,0,0,0,0
2003-05-02,13.7376,21.9,9.1,14.9,0.5374318768662133,2.1,3.8,NA,3.8,0,3.8,3.8
2003-05-03,27.216,21,9.6,14.6,0.6839389530617208,3.5,0.6,NA,0.6,0,0.6,0.6
2003-05-04,26.4384,27.2,7.6,18,1.1290739484637928,2.9,0,NA,0,0,0,0
2003-05-05,15.552000000000001,26.8,12.1,19.8,1.1799509679374367,1.7,0,NA,0,0,0,0
2003-05-06,21.2544,28.7,14.4,21.5,1.4801551284814116,2.7,0,NA,0,0,0,0
2003-05-07,22.1184,29.5,12.6,21.7,1.5478870355042813,3.6,0,NA,0,0,0,0
2003-05-08,20.736,25.2,12.9,19.4,0.9429564027038312,2.6,0,NA,0,0,0,0
2003-05-09,13.910400000000001,20.5,11.9,15.7,0.42432270736596595,1.9,0.3,NA,0.3,0,0.3,0.3
2003-05-10,15.2064,19.7,10.2,15.1,0.35833616478602787,2.3,0.4,NA,0.4,0,0.4,0.4
2003-05-11,22.6368,23.4,12,17.1,0.5128160902123914,2.4,5.1,NA,5.1,0,5.1,5.1
2003-05-12,23.5008,22.9,12.6,17,0.600990480288074,2.4,1.5,NA,1.5,0,1.5,1.5
2003-05-13,21.7728,20.9,9.2,14.5,0.5784336789187366,4.7,0.1,NA,0.1,0,0.1,0.1
2003-05-14,28.080000000000002,16.5,5.6,11.1,0.6380685741011675,3.9,0,NA,0,0,0,0
2003-05-15,28.425600000000003,19.2,2.9,11.1,0.6380685741011675,2.5,0,NA,0,0,0,0
2003-05-16,27.043200000000002,21.8,4.9,14.4,0.8431222888869162,2.2,0,NA,0,0,0,0
2003-05-17,9.504000000000001,18.2,9,13.6,0.5284423607970254,1.7,0,NA,0,0,0,0
2003-05-18,19.1808,23.4,9,16,0.629648324815354,1.8,0,NA,0,0,0,0
2003-05-19,15.984,26.3,10.7,17.1,0.49128564367675653,2,12.2,NA,12.2,0,12.2,12.2
2003-05-20,19.44,18.3,8.5,12,0.34493713797445547,2.9,2,NA,2,0,2,2
2003-05-21,22.6368,17.6,7.4,11.7,0.44031939919744834,2.9,0,NA,0,0,0,0
2003-05-22,13.2192,16.5,5.7,12,0.40125340539885634,1.7,0,NA,0,0,0,0
2003-05-23,27.302400000000002,25.8,8.7,17.3,0.747304827247194,1.9,0,NA,0,0,0,0
2003-05-24,22.464000000000002,27.4,11.2,19.8,1.161405569620149,3.8,0,NA,0,0,0,0
2003-05-25,17.884800000000002,18.7,12.3,14.6,0.500443136386625,4.9,0,NA,0,0,0,0
2003-05-26,14.601600000000001,19.7,11.4,14.9,0.413278310374968,2.1,0,NA,0,0,0,0
2003-05-27,19.6128,22.2,11.4,16.9,0.5102225722924327,2.6,0,NA,0,0,0,0
2003-05-28,24.364800000000002,27.1,13.6,19.4,0.6308988881399734,2.3,1.1,NA,1.1,0,1.1,1.1
2003-05-29,18.3168,25.7,11.8,17.1,0.5597916099265035,1.9,0,NA,0,0,0,0
2003-05-30,29.6352,28.5,10,20.4,1.0513604068237468,2.3,0,NA,0,0,0,0
2003-05-31,27.648000000000003,30.2,13.4,21.9,1.2398125229410382,2.7,0,NA,0,0,0,0
2003-06-01,26.784000000000002,30.9,14.5,22.1,1.260368195599889,1.9,0,NA,0,0,0,0
2003-06-02,22.464000000000002,27.7,13.5,20.5,0.9610385901842644,2.5,0.4,NA,0.4,0,0.4,0.4
2003-06-03,25.92,29.7,13.1,21.9,1.0657111899322969,2.2,0.1,NA,0.1,0,0.1,0.1
2003-06-04,20.304000000000002,29.9,15.6,22.2,1.012843641279967,2,0,NA,0,0,0,0
2003-06-05,24.883200000000002,29.4,16.5,23,1.2042640432611507,3.3,0,NA,0,0,0,0
2003-06-06,20.4768,27.4,16.4,21.7,0.7817611290425666,2.6,0.6,NA,0.6,0,0.6,0.6
2003-06-07,28.2528,30.7,16.4,23,1.0124842892991879,2.5,10,NA,10,0,10,10
2003-06-08,21.3408,29.7,15.8,21.7,0.8026080924837012,2,1.2,NA,1.2,0,1.2,1.2
2003-06-09,28.2528,29.3,15.2,22.4,1.0578786867280041,2.5,0,NA,0,0,0,0
2003-06-10,28.080000000000002,31.6,16,24.5,1.3952068843148808,2.6,0,NA,0,0,0,0
2003-06-11,28.7712,32.8,17.7,25.6,1.5391747810414818,2.2,0,NA,0,0,0,0
2003-06-12,22.3776,33.1,17.7,24.1,1.1662710779119487,2.5,29.4,NA,29.4,0,29.4,29.4
2003-06-13,27.9936,31,15.1,23.1,0.9618805769183957,1.9,0,NA,0,0,0,0
2003-06-14,22.982400000000002,31.9,17.2,22.9,0.9447004911086405,2.1,7.6,NA,7.6,0,7.6,7.6
2003-06-15,21.3408,29.1,16.7,22.1,0.875849085077889,1.8,0.6,NA,0.6,0,0.6,0.6
2003-06-16,27.7344,31.3,15.8,23.5,1.194686230920953,2.1,0,NA,0,0,0,0
2003-06-17,22.982400000000002,29.2,17,22.1,0.873178813477042,2.7,2.5,NA,2.5,0,2.5,2.5
2003-06-18,26.006400000000003,24.9,15.7,20.1,0.746284680295424,3.9,5.9,NA,5.9,0,5.9,5.9
2003-06-19,29.808,28,12.6,20.7,0.9999185295473606,2.3,0,NA,0,3,3,3
2003-06-20,29.2896,32.3,14.5,23.2,1.338813006759485,2.3,0,NA,0,0,0,0
2003-06-21,30.067200000000003,32.3,14.8,23.5,1.4795505876855597,2.2,0,NA,0,3,3,3
2003-06-22,30.067200000000003,32.6,14.2,24.1,1.678586538493425,2.1,0,NA,0,0,0,0
2003-06-23,27.648000000000003,34.9,16.7,26.1,1.9487078314692519,2.6,0,NA,0,0,0,0
2003-06-24,22.032,33.4,17.6,24.3,1.4761947104053457,2,0.8,NA,0.8,3,3.8,3.8
2003-06-25,25.488000000000003,33.5,17.2,25.4,1.6056797997623882,2.3,0,NA,0,0,0,0
2003-06-26,23.587200000000003,29.4,18.7,23.3,0.941986242563049,2.3,7.5,NA,7.5,0,7.5,7.5
2003-06-27,28.3392,30.1,17.3,23.9,1.235717017312134,3.1,0,NA,0,2.9175,2.9175,2.9175
2003-06-28,24.105600000000003,27.5,16.7,22.3,1.102820493053066,3.3,0,NA,0,0,0,0
2003-06-29,28.3392,32.4,14.9,23,1.3057945012410133,2.2,0,NA,0,0,0,0
2003-06-30,23.5008,33.5,16.5,25.4,1.7945833056167866,2.4,0,NA,0,4,4,4
2003-07-01,8.7264,22.5,12.7,18.1,0.5920716423020987,3.1,2,NA,2,4,6,6
2003-07-02,27.043200000000002,24.7,13,18.8,0.8408037211285466,3.4,0,NA,0,0,0,0
2003-07-03,28.684800000000003,24,14.1,18.7,0.7901050634036548,3.9,1.4,NA,1.4,3,4.4,4.4
2003-07-04,16.9344,20.2,14.2,16.7,0.6297331052251507,3.8,0.6,NA,0.6,0,0.6,0.6
2003-07-05,30.7584,25.6,11.5,18.9,0.9469004377295971,3.3,0,NA,0,0,0,0
2003-07-06,29.980800000000002,27.4,11.5,20.1,1.06983215244882,3.3,0,NA,0,3,3,3
2003-07-07,29.376,29.3,13.1,21.4,1.2178297817525017,2.7,0,NA,0,0,0,0
2003-07-08,28.425600000000003,29.7,14.1,22.5,1.3133095418857264,2.9,0,NA,0,0,0,0
2003-07-09,18.403200000000002,28.3,15.6,21.3,0.9993334119499764,1.9,0,NA,0,3,3,3
2003-07-10,29.1168,32.3,14.2,23.2,1.384486798034862,2.2,0,NA,0,0,0,0
2003-07-11,28.166400000000003,31.6,15.1,23.9,1.5096591030777153,2.6,0,NA,0,0,0,0
2003-07-12,27.7344,32.7,15.9,24.6,1.555736029447648,2.2,0,NA,0,3,3,3
2003-07-13,28.3392,32.8,15.5,25.1,1.5804686303610764,2.6,0,NA,0,0,0,0
2003-07-14,28.3392,33.5,17.8,25.6,1.6413469827808518,2.7,0,NA,0,0,0,0
2003-07-15,24.192,34.1,19.1,25.5,1.530063270842112,3.1,0,NA,0,3,3,3
2003-07-16,20.563200000000002,32.8,18.4,23.5,1.0987625189491976,2.1,0.3,NA,0.3,0,0.3,0.3
2003-07-17,27.216,27.8,18.3,22.4,1.06603713418349,4.4,1.9,NA,1.9,3,4.9,4.9
2003-07-18,28.512,29,13.8,22.1,1.3004222696125975,3,0,NA,0,0,0,0
2003-07-19,27.9936,33.1,15,23.8,1.5894009033983165,2.2,0,NA,0,0,0,0
2003-07-20,26.6976,34.9,15.2,25.9,1.9660417067464484,2,0,NA,0,0,0,0
2003-07-21,14.601600000000001,27.6,16.7,21.9,0.7755423015843942,2.1,13.5,NA,13.5,0,13.5,13.5
2003-07-22,23.9328,29.7,14.7,22.2,0.9080667128716944,2.7,0,NA,0,0,0,0
2003-07-23,27.1296,30.7,16.8,23.5,1.1394574270584272,2.6,0,NA,0,0,0,0
2003-07-24,9.936,24.4,16.7,19.8,0.7302250587432072,2,0,NA,0,0,0,0
2003-07-25,24.7968,28.2,13.6,21.5,1.0605633268423333,2,0,NA,0,0,0,0
2003-07-26,17.366400000000002,32.4,16.4,23.9,1.4381959502693025,1.1,0,NA,0,0,0,0
2003-07-27,15.033600000000002,28.9,16,21.5,0.7001777303425113,2.5,19,NA,19,3,22,22
2003-07-28,24.105600000000003,27.4,16.3,20.9,0.910576572168869,3.1,0,NA,0,3,3,3
2003-07-29,27.648000000000003,29,13,21,1.1483602631846368,2.3,0,NA,0,3,3,3
2003-07-30,24.2784,28.9,13.3,21.2,1.1448596493426622,2.5,0.1,NA,0.1,3,3.1,3.1
2003-07-31,21.6,24.9,13.3,18.5,0.6969034618911155,2.8,1,NA,1,3,4,4
2003-08-01,26.784000000000002,28.9,12.9,21.3,0.9891620795128265,2.6,0,NA,0,3,3,3
2003-08-02,26.006400000000003,31.3,16.3,24.2,1.2127028148623544,2.7,0,NA,0,3,3,3
2003-08-03,25.5744,33.9,17.6,25.8,1.4741600110241175,2.5,0,NA,0,3,3,3
2003-08-04,25.488000000000003,35.1,19,27.4,1.7921122069559625,2.6,0,NA,0,3,3,3
2003-08-05,22.1184,37.2,17.6,24.9,1.1823664128359315,2.2,13.6,NA,13.6,3,16.6,16.6
2003-08-06,22.032,34.3,15.8,24.7,1.2901621236244696,1.6,0,NA,0,0,0,0
2003-08-07,23.9328,37,18.3,26.3,1.6695642733188754,1.5,0,NA,0,0,0,0
2003-08-08,23.5008,35,17.7,25.7,1.7107926472262414,1.9,0,NA,0,6,6,6
2003-08-09,24.7104,36,17.6,26.2,1.7860906834246963,1.9,0,NA,0,3,3,3
2003-08-10,24.105600000000003,36,18.2,26.4,1.8142173479385113,1.8,0,NA,0,3,3,3
2003-08-11,24.5376,36.4,18,26.4,2.0768469068781816,2,0,NA,0,3,3,3
2003-08-12,24.624000000000002,35.8,16.1,25.6,2.026964647410088,2,0,NA,0,3,3,3
2003-08-13,24.624000000000002,37.2,17,26.6,2.0909888909322154,1.9,0,NA,0,0,0,0
2003-08-14,11.923200000000001,29.7,18.3,23.8,1.3407795330343337,1.6,0.2,NA,0.2,5,5.2,5.2
2003-08-15,8.2944,22.9,17,18.8,0.43347134845746316,1.8,9,NA,9,5,14,14
2003-08-16,20.3904,29.7,14.5,21.8,0.7577123075028128,2.2,12.5,NA,12.5,5,17.5,17.5
2003-08-17,19.0944,28.5,15.5,21.5,0.6100813312175556,1.9,0.6,NA,0.6,2.505,3.105,3.105
2003-08-18,10.972800000000001,22.5,15.3,19,0.3683394238021742,1.4,4,NA,4,0,4,4
2003-08-19,22.6368,29.3,13.3,20.5,0.8400009843676064,2,0,NA,0,0,0,0
2003-08-20,20.563200000000002,29.9,14.8,21,0.8637666327432268,2.4,1.2,NA,1.2,5,6.2,6.2
2003-08-21,17.107200000000002,24.8,15.7,19.8,0.6143163192601587,1.9,0,NA,0,5,5,5
2003-08-22,23.241600000000002,28.7,14.1,21.3,0.8671060902670277,2.1,0,NA,0,5,5,5
2003-08-23,23.328000000000003,29.9,14.6,22.3,1.0866025446258154,2,0,NA,0,5,5,5
2003-08-24,18.4896,28.8,15.2,22,1.0191521627105107,1.9,0,NA,0,5,5,5
2003-08-25,19.526400000000002,30.9,15.1,20.6,0.7721251032702905,2.5,0.2,NA,0.2,1.2525,1.4525,1.4525
2003-08-26,22.032,29.7,13.9,21.2,0.9426769298119491,2.1,0,NA,0,0,0,0
2003-08-27,20.6496,30.6,14.6,21.7,1.0970714510897348,1.9,0,NA,0,0,0,0
2003-08-28,16.3296,29.1,16,22,1.061616836156782,2.1,4.9,NA,4.9,1.2525,6.1525,6.1525
2003-08-29,6.48,20.7,14.8,16.9,0.16234354572941062,1.4,22.5,NA,22.5,5,27.5,27.5
2003-08-30,14.083200000000001,21.9,14.4,17.1,0.27598117832040886,1.9,3.9,NA,3.9,5,8.9,8.9
2003-08-31,15.7248,19.6,9.7,14.7,0.4197364012731273,3.2,2.9,NA,2.9,5,7.9,7.9
2003-09-01,15.8976,20.7,8.2,13.8,0.5274403480956118,2.8,0,NA,0,5,5,5
2003-09-02,22.032,21.5,7.9,14.3,0.6348083058542494,2.3,0,NA,0,5,5,5
2003-09-03,20.9952,21.4,8,14.5,0.5253967799920901,2.3,0,NA,0,5,5,5
2003-09-04,20.9952,23.4,8.9,16.3,0.6827420027620288,2.3,0,NA,0,5,5,5
2003-09-05,12.528,21,10.2,15.9,0.5512869258977396,2.1,0,NA,0,5,5,5
2003-09-06,12.700800000000001,22.8,13.9,17.3,0.5114181576386634,1.7,0.1,NA,0.1,5,5.1,5.1
2003-09-07,13.4784,23.2,12.8,18.1,0.6045801981253823,1.9,0,NA,0,5,5,5
2003-09-08,14.5152,21,13.7,16.1,0.3563308107833643,1.9,5.1,NA,5.1,5,10.1,10.1
2003-09-09,5.7024,16.3,12.8,14.5,0.13259224731661584,1.2,3.6,NA,3.6,5,8.6,8.6
2003-09-10,13.4784,21.3,12.2,16,0.514669065501246,2.7,0,NA,0,0,0,0
2003-09-11,8.4672,19.5,9.7,14.7,0.4516363677698848,2.6,0,NA,0,5,5,5
2003-09-12,19.872,22.2,7.2,14.5,0.6198687562051789,2.3,0,NA,0,5,5,5
2003-09-13,17.0208,21.1,8.1,14.3,0.5497309040387313,2.1,0,NA,0,5,5,5
2003-09-14,19.6992,20.4,8,14,0.5439614780156855,3,0,NA,0,5,5,5
2003-09-15,19.3536,22.9,7.7,14.9,0.5646436174670346,2.4,0,NA,0,5,5,5
2003-09-16,18.6624,23.9,8.6,15.9,0.6365187861516662,2.3,0,NA,0,5,5,5
2003-09-17,18.3168,24.5,10.1,16.9,0.6455088604002747,2.3,0,NA,0,5,5,5
2003-09-18,18.0576,25.9,10.6,17.5,0.6825318689467013,2.1,0,NA,0,0,0,0
2003-09-19,17.7984,26.7,11.1,18.2,0.736361318152889,2,0,NA,0,0,0,0
2003-09-20,17.712,25.9,11,18,0.6836594550331222,2.1,0,NA,0,5,5,5
2003-09-21,16.9344,26.1,10.8,17.9,0.6196696628488151,2.2,0,NA,0,1.255,1.255,1.255
2003-09-22,15.4656,26.1,11.8,18.2,0.6881097218066884,1.8,0,NA,0,0,0,0
2003-09-23,10.8864,22.7,12.6,16.4,0.453077140647506,3.7,0.4,NA,0.4,1.2525,1.6524999999999999,1.6524999999999999
2003-09-24,15.984,19,9.3,13.7,0.4956974474434694,2.5,0,NA,0,5,5,5
2003-09-25,17.107200000000002,21.2,6.8,13.5,0.4038562853829385,1.7,0,NA,0,5,5,5
2003-09-26,16.5888,22.1,8.3,15.2,0.6051247868621659,2.4,0,NA,0,5,5,5
2003-09-27,15.033600000000002,22.6,9.2,15.6,0.5461412292312398,2.3,0,NA,0,4.8825,4.8825,4.8825
2003-09-28,6.912000000000001,19,11.2,14.6,0.2802481563765098,1.9,3.2,NA,3.2,4.8225,8.0225,8.0225
2003-09-29,16.5888,19.1,7.7,13.7,0.4091470994771494,2.8,0.1,NA,0.1,4.55,4.6499999999999995,4.6499999999999995
2003-09-30,16.1568,19.6,6.4,12.5,0.4015740335310154,1.9,0,NA,0,4.5024999999999995,4.5024999999999995,4.5024999999999995
2003-10-01,6.9984,21.1,9.6,14.6,0.4053589404731663,1.4,1.2,NA,1.2,4.215,5.415,5.415
2003-10-02,12.7872,23.7,10.7,16.3,0.6101890378908594,2,0,NA,0,2.6125,2.6125,2.6125
2003-10-03,8.1216,20.6,13.2,16,0.31573669621175715,1.7,7.6,NA,7.6,0,7.6,7.6
2003-10-04,5.184,16.6,11.3,13.6,0.22982552377858814,1.4,13.2,NA,13.2,0,13.2,13.2
2003-10-05,6.048,10,5.8,8,0.25526757227840974,4.6,0.4,NA,0.4,0,0.4,0.4
2003-10-06,15.552000000000001,15.1,2.1,7.9,0.3262804605863755,1.5,0,NA,0,0,0,0
2003-10-07,1.8144,10.1,5.3,7.8,0.12218857964540485,1.2,25.8,NA,25.8,0,25.8,25.8
2003-10-08,14.688,14.3,1.8,7.8,0.2985651380900762,2,0.8,NA,0.8,0,0.8,0.8
2003-10-09,7.6896,17.1,7.4,11.4,0.19891947221583928,2.3,2.6,NA,2.6,0,2.6,2.6
2003-10-10,14.1696,19.2,7,11.9,0.30490675998282607,1.9,0,NA,0,0,0,0
2003-10-11,13.5648,18.8,4.5,10.6,0.2771622698257295,1.8,0,NA,0,0,0,0
2003-10-12,14.1696,17.8,4.1,10,0.28106640672718675,2.1,0,NA,0,0,0,0
2003-10-13,12.96,18.9,7.8,12.3,0.41643597288392403,1.6,0,NA,0,0,0,0
2003-10-14,12.2688,18.1,7.4,11.9,0.29511617594668044,2.3,0,NA,0,0,0,0
2003-10-15,12.700800000000001,17.9,4.4,10.6,0.27844542848233017,2.2,0,NA,0,0,0,0
2003-10-16,13.0464,14.3,2.4,6.7,0.22566677328601303,2.4,0,NA,0,0,0,0
2003-10-17,10.4544,12.9,1,5.9,0.20142833730746657,1.8,0,NA,0,0,0,0
2003-10-18,10.6272,16.3,1.1,6.7,0.26508455027920297,2,0,NA,0,0,0,0
2003-10-19,10.972800000000001,15.1,0.3,7.4,0.3060320132442705,1.5,0,NA,0,0,0,0
2003-10-20,3.4560000000000004,11.6,7.5,9.2,0.12617102172070305,1.1,3.7,NA,3.7,0,3.7,3.7
2003-10-21,6.8256000000000006,10.1,4.1,7.8,0.27625244093743706,3.9,2.3,NA,2.3,4.525,6.825,6.825
2003-10-22,11.7504,11.7,0.3,4.6,0.21553145703237214,1.4,0,NA,0,0,0,0
2003-10-23,2.2464,5.1,0,3.1,0.10808616564132217,1.4,1,NA,1,0,1,1
2003-10-24,8.553600000000001,7.6,0.3,3.4,0.1714778229978715,3.1,0,NA,0,0,0,0
2003-10-25,11.0592,8.9,-2.1,2.8,0.22513174006953124,1.7,0,NA,0,0,0,0
2003-10-26,8.8992,8.2,-3.4,1.8,0.24318948092679546,1.4,0,NA,0,0,0,0
2003-10-27,10.5408,9.7,-0.9,3.1,0.22383801678912119,1.9,0,NA,0,0,0,0
2003-10-28,9.2448,14,-2.4,4.4,0.29654140743064,1.5,0,NA,0,0,0,0
2003-10-29,4.1472,11.1,1.1,5.7,0.27959202620989126,1.5,0,NA,0,0,0,0
2003-10-30,7.344,10.7,4.2,6.4,0.2596662983042041,2.5,2.5,NA,2.5,0,2.5,2.5
2003-10-31,5.6160000000000005,14.9,3.8,9.1,0.41542355039526024,2.3,1.5,NA,1.5,0,1.5,1.5
2003-11-01,6.912000000000001,13.3,5.4,7.8,0.15406386129203226,1.1,6.5,NA,6.5,0,6.5,6.5
2003-11-02,7.8624,13.5,2.8,7.6,0.19494929848700668,1.1,0,NA,0,0,0,0
2003-11-03,4.752000000000001,10.4,1.5,5.2,0.14657278179612523,1.6,0.2,NA,0.2,0,0.2,0.2
2003-11-04,9.072000000000001,13.5,0.4,5.5,0.20045555220022265,1.6,0,NA,0,0,0,0
2003-11-05,8.9856,14.5,-1,5,0.2724456525107701,1.3,0,NA,0,0,0,0
2003-11-06,8.64,13.4,-1.4,4.3,0.21271952235810385,1.4,0,NA,0,0,0,0
2003-11-07,6.8256000000000006,12,0.4,6.1,0.3356611278485469,2.9,0,NA,0,0,0,0
2003-11-08,4.0608,11,0,4.8,0.30063462461008417,1.7,0,NA,0,0,0,0
2003-11-09,7.430400000000001,15,1.3,5.9,0.2788290409950579,2.2,0,NA,0,0,0,0
2003-11-10,5.7888,12.5,1.4,5.5,0.2095259391776084,1.4,0,NA,0,0,0,0
2003-11-11,7.6896,12.4,-0.1,4.5,0.18611197186907522,1.5,0,NA,0,0,0,0
2003-11-12,5.0976,10,-0.9,4.4,0.16633200756732777,1.1,0.2,NA,0.2,0,0.2,0.2
2003-11-13,5.961600000000001,12.7,2.9,6.4,0.15155244919613403,1.2,0.4,NA,0.4,0,0.4,0.4
2003-11-14,5.0112000000000005,8.7,0,4.7,0.20503315044350176,1.6,0,NA,0,0,0,0
2003-11-15,6.566400000000001,12.2,-0.6,4.3,0.23274018328592536,2,0,NA,0,0,0,0
2003-11-16,4.4928,15.3,4.5,8.8,0.4093673361348616,1.7,2.1,NA,2.1,0,2.1,2.1
2003-11-17,5.7888,10.5,5,7.4,0.13957541144586674,1.7,1.9,NA,1.9,0,1.9,1.9
2003-11-18,6.8256000000000006,13.5,2.9,7.1,0.1964981937207532,1.3,0,NA,0,0,0,0
2003-11-19,6.3936,14.1,1.7,6,0.18498529166249886,1.8,0,NA,0,0,0,0
2003-11-20,6.2208000000000006,14.4,1.1,6.3,0.2559647271168171,2,0,NA,0,0,0,0
2003-11-21,5.961600000000001,12,0.9,5.5,0.22313151964368683,1.7,0,NA,0,0,0,0
2003-11-22,4.6656,18.3,2.1,9.6,0.45604448089292704,1.5,0,NA,0,0,0,0
2003-11-23,3.4560000000000004,17.6,6.8,11.7,0.6501267618244454,1.4,0,NA,0,0,0,0
2003-11-24,4.4928,17.1,6.9,11.2,0.5261384155658783,1.6,0,NA,0,0,0,0
2003-11-25,5.0976,12.9,3.9,7.4,0.19850725183412157,1.2,0,NA,0,0,0,0
2003-11-26,5.7024,11.3,1,5.2,0.20697853429392216,2,0,NA,0,0,0,0
2003-11-27,1.0368,7.9,2.6,4.5,0.13366223434233576,2.7,15.8,NA,15.8,0,15.8,15.8
2003-11-28,3.9744,6,1.9,3.9,0.15410688088948735,3.6,0,NA,0,0,0,0
2003-11-29,3.8880000000000003,7.3,1.3,3.5,0.16874990796604777,1.7,0,NA,0,0,0,0
2003-11-30,3.1968,9.2,1.7,5.6,0.2146384834326386,2.1,0,NA,0,0,0,0
2003-12-01,3.1968,15,3.6,9.7,0.5461075112522724,2,0,NA,0,0,0,0
2003-12-02,2.592,15.1,10.6,12.8,0.7775537390316978,6.1,0,NA,0,0,0,0
2003-12-03,5.0976,17.5,5.7,11.4,0.566988155499569,1.7,0,NA,0,0,0,0
2003-12-04,3.8016,17.4,2.3,8.8,0.41391586209191555,1.3,0,NA,0,0,0,0
2003-12-05,4.4928,9.5,-0.8,3.2,0.11888996073912825,1.8,0,NA,0,0,0,0
2003-12-06,4.9248,7.2,-2.2,1.8,0.15374047644797406,1.6,0,NA,0,0,0,0
2003-12-07,4.4928,6.4,-2.1,1.4,0.13785105581566598,2,0,NA,0,0,0,0
2003-12-08,4.6656,3.8,-5,-1.8,0.14096267195645112,1.6,0,NA,0,0,0,0
2003-12-09,4.5792,4,-5.9,-2.4,0.13484777810826323,1.3,0,NA,0,0,0,0
2003-12-10,4.6656,10.8,-5.3,1,0.23819278963577334,1.6,0,NA,0,0,0,0
2003-12-11,4.4064000000000005,7.3,-2.8,1.4,0.2553300344171941,2,0,NA,0,0,0,0
2003-12-12,4.2336,9.5,-0.1,3.6,0.2382398701387998,1.6,0,NA,0,0,0,0
2003-12-13,3.1104000000000003,7.5,-2.4,2.1,0.1599282845106825,1.6,0,NA,0,0,0,0
2003-12-14,2.3328,12.1,2,5.2,0.1758873381553502,3,1.9,NA,1.9,0,1.9,1.9
2003-12-15,2.2464,6.4,1.4,4.1,0.3216248037061859,4.5,0,NA,0,0,0,0
2003-12-16,4.32,4.2,-3.6,0.5,0.1858361694611063,2.3,0,NA,0,0,0,0
2003-12-17,4.5792,3,-4.8,-1.8,0.13127821357776367,1.5,0,NA,0,0,0,0
2003-12-18,4.2336,5.5,-5.4,-1.4,0.13353850085022856,1.8,0,NA,0,0,0,0
2003-12-19,3.5424,8.4,-0.2,3.4,0.27091930026147715,1.8,0,NA,0,0,0,0
2003-12-20,3.9744,8.3,-1,3.1,0.2276708595423596,2,0,NA,0,0,0,0
2003-12-21,1.8144,8.2,2.3,4.7,0.17329161669283416,2.1,9.8,NA,9.8,0,9.8,9.8
2003-12-22,2.592,2.8,-1.2,1,0.11018890822485912,2.9,0.6,NA,0.6,0,0.6,0.6
2003-12-23,4.4064000000000005,1,-6.9,-2.7,0.14798690744150064,1.5,0,NA,0,0,0,0
2003-12-24,4.4064000000000005,-0.3,-7.9,-5.2,0.11098043985288705,1.8,0,NA,0,0,0,0
2003-12-25,4.4064000000000005,2.7,-7.6,-3.6,0.11343492383309103,1.6,0,NA,0,0,0,0
2003-12-26,4.2336,6.1,-6.1,-0.8,0.1424375955790967,2.1,0,NA,0,0,0,0
2003-12-27,3.2832000000000003,6.4,-2.9,0.9,0.14870228678301226,1.7,0,NA,0,0,0,0
2003-12-28,1.9008,8.7,-2.1,2.6,0.13243380250030226,1,3.7,NA,3.7,0,3.7,3.7
2003-12-29,4.32,4.3,-2.4,1.1,0.14089134103295659,1.6,0,NA,0,0,0,0
2003-12-30,4.4928,4.2,-2.2,0.5,0.10310088853664115,1.1,0,NA,0,0,0,0
2003-12-31,2.9376,3.4,0.4,1.6,0.10126567647478134,0.9,0,NA,0,0,0,0
2004-01-01,3.8016,4,0,1.7,0.1484807979067483,1.2,2.4,NA,2.4,0,2.4,2.4
2004-01-02,2.6784000000000003,2.2,0.1,1.1,0.042533235028817104,0.8,0.2,NA,0.2,0,0.2,0.2
2004-01-03,3.8880000000000003,2,-0.6,0.3,0.14678289693277635,1.5,0,NA,0,0,0,0
2004-01-04,3.6288,1.2,-5.3,-1.4,0.1579189740345027,1.5,0,NA,0,0,0,0
2004-01-05,3.8880000000000003,1.1,-6.9,-2,0.13889760589813893,1.2,0,NA,0,0,0,0
2004-01-06,4.2336,3.9,-4.9,-0.6,0.11633227425498695,1.3,0,NA,0,0,0,0
2004-01-07,4.2336,4.9,-2.2,0.1,0.07048005256826707,1.1,0,NA,0,0,0,0
2004-01-08,4.8384,6.7,-2.9,1.4,0.11544177088011441,1.5,8.7,NA,8.7,0,8.7,8.7
2004-01-09,1.8144,5.9,0.6,3.8,0.06443213199954857,1.4,6.9,NA,6.9,0,6.9,6.9
2004-01-10,3.1104000000000003,8.7,3.5,6.6,0.29360685881244364,2.6,0,NA,0,0,0,0
2004-01-11,3.1104000000000003,8,2.4,5,0.17345414532840028,1.2,8.7,NA,8.7,0,8.7,8.7
2004-01-12,0.5184,6.3,4.4,6,0.03286540714815976,1.5,15.3,NA,15.3,0,15.3,15.3
2004-01-13,0.3456,6.6,4.2,5.7,0.057941768589549726,1.5,42.4,NA,42.4,0,42.4,42.4
2004-01-14,4.32,8.7,2.8,7.1,0.25524507637953503,3,5,NA,5,0,5,5
