date,meta,depth,VWC
2014-06-11,control,10,0.327897917933909
2014-06-12,control,10,0.325440353759279
2014-06-13,control,10,0.322152073498027
2014-06-14,control,10,0.319068529709635
2014-06-15,control,10,0.316877919108864
2014-06-16,control,10,0.314351219448241
2014-06-17,control,10,0.310617037539004
2014-06-18,control,10,0.308290157614522
2014-06-19,control,10,0.307594713852562
2014-06-20,control,10,0.306214330296166
2014-06-21,control,10,0.304314149841402
2014-06-22,control,10,0.301845984243534
2014-06-23,control,10,0.299654433573487
2014-06-24,control,10,0.305044423920781
2014-06-25,control,10,0.304879735733665
2014-06-26,control,10,0.303187718674576
2014-06-27,control,10,0.301575016785453
2014-06-28,control,10,0.299666898710145
2014-06-29,control,10,0.29688429698636
2014-06-30,control,10,0.296175939569732
2014-07-01,control,10,0.295000307835634
2014-07-02,control,10,0.292709100443262
2014-07-03,control,10,0.293196769307227
2014-07-04,control,10,0.292047293322291
2014-07-05,control,10,0.290421540341091
2014-07-06,control,10,0.289846026498033
2014-07-07,control,10,0.28685258172458
2014-07-08,control,10,0.306725371913105
2014-07-09,control,10,0.339869372123345
2014-07-10,control,10,0.35401434950203
2014-07-11,control,10,0.38487607882078
2014-07-12,control,10,0.389318311404633
2014-07-13,control,10,0.384290840430373
2014-07-14,control,10,0.377706986774488
2014-07-15,control,10,0.372183595045687
2014-07-16,control,10,0.366386622293805
2014-07-17,control,10,0.361418245001828
2014-07-18,control,10,0.356199482920095
2014-07-19,control,10,0.350581978447621
2014-07-20,control,10,0.34617988994805
2014-07-21,control,10,0.378694507810329
2014-07-22,control,10,0.388055633016453
2014-07-23,control,10,0.393240008534357
2014-07-24,control,10,0.395484806462692
2014-07-25,control,10,0.399955342514299
2014-07-26,control,10,0.401550982079502
2014-07-27,control,10,0.402875021765669
2014-07-28,control,10,0.406084712326389
2014-07-29,control,10,0.455142150724215
2014-07-30,control,10,0.431585636211623
2014-07-31,control,10,0.418981586113852
2014-08-01,control,10,0.407743135836988
2014-08-02,control,10,0.397871759294944
2014-08-03,control,10,0.398020171032957
2014-08-04,control,10,0.394943234062628
2014-08-05,control,10,0.388744793212758
2014-08-06,control,10,0.381973878136736
2014-08-07,control,10,0.376491811903978
2014-08-08,control,10,0.376703311317684
2014-08-09,control,10,0.411514941101954
2014-08-10,control,10,0.407689997409832
2014-08-11,control,10,0.434593370514774
2014-08-12,control,10,0.434345862804829
2014-08-13,control,10,0.431849125431604
2014-08-14,control,10,0.426052659189063
2014-08-15,control,10,0.413723436677632
2014-08-16,control,10,0.404297663338564
2014-08-17,control,10,0.395535808590542
2014-08-18,control,10,0.388637379377411
2014-08-19,control,10,0.38840302503655
2014-08-20,control,10,0.389058183540189
2014-08-21,control,10,0.383712878845301
2014-08-22,control,10,0.377253738478107
2014-08-23,control,10,0.370748997761525
2014-08-24,control,10,0.364295040439295
2014-08-25,control,10,0.357624328037281
2014-08-26,control,10,0.41663377443484
2014-08-27,control,10,0.435746266520468
2014-08-28,control,10,0.419978889788012
2014-08-29,control,10,0.407960349830315
2014-08-30,control,10,0.399869721751792
2014-08-31,control,10,0.391684948366992
2014-09-01,control,10,0.384480131229708
2014-09-02,control,10,0.377224957260515
2014-09-03,control,10,0.371029973436815
2014-09-04,control,10,0.365179627803322
2014-09-05,control,10,0.360816837643399
2014-09-06,control,10,0.356848752949286
2014-09-07,control,10,0.350010269897649
2014-09-08,control,10,0.342450048855632
2014-09-09,control,10,0.335182243932863
2014-09-10,control,10,0.330802588925905
2014-09-11,control,10,0.323904683608026
2014-09-12,control,10,0.315962824974962
2014-09-13,control,10,0.308825613767975
2014-09-14,control,10,0.301536514685984
2014-09-15,control,10,0.294127828877258
2014-09-16,control,10,0.286979187649333
2014-09-17,control,10,0.279202389788994
2014-09-18,control,10,0.272060127781334
2014-09-19,control,10,0.265300980343326
2014-09-20,control,10,0.258581675568694
2014-09-21,control,10,0.257912953187564
2014-09-22,control,10,0.270493290172889
2014-09-23,control,10,0.263150074614852
2014-09-24,control,10,0.257703485771295
2014-09-25,control,10,0.253885188222051
2014-09-26,control,10,0.248950569682196
2014-09-27,control,10,0.244821158768457
2014-09-28,control,10,0.24030571083813
2014-09-29,control,10,0.235697504274935
2014-09-30,control,10,0.232385908878081
2014-10-01,control,10,0.231173417149611
2014-10-02,control,10,0.228085791336717
2014-10-03,control,10,0.224230429377977
2014-10-04,control,10,0.221277254071585
2014-10-05,control,10,0.218284516971512
2014-10-06,control,10,0.272367204782252
2014-10-07,control,10,0.280531170131716
2014-10-08,control,10,0.276212314962179
2014-10-09,control,10,0.269789962450485
2014-10-10,control,10,0.26431982127193
2014-10-16,control,10,0.289794895360079
2014-10-17,control,10,0.295770853676245
2014-10-18,control,10,0.303135049625971
2014-10-19,control,10,0.306337476115039
2014-10-20,control,10,0.303832382766826
2014-10-21,control,10,0.30066438842279
2014-10-22,control,10,0.29720712598140703
2014-10-23,control,10,0.294652225845221
2014-10-24,control,10,0.278425514113421
2014-10-25,control,10,0.257722106815145
2014-10-26,control,10,0.254496377685981
2014-10-27,control,10,0.251272856591622
2014-10-28,control,10,0.247751104256573
2014-10-29,control,10,0.244162009396671
2014-10-30,control,10,0.240252185982472
2014-10-31,control,10,0.236059607241184
2014-11-01,control,10,0.231938417362585
2014-11-02,control,10,0.227679337605676
2014-11-03,control,10,0.223304479406067
2014-11-04,control,10,0.21766988586725
2014-11-05,control,10,0.249469023379448
2014-11-06,control,10,0.363352315634293
2014-11-07,control,10,0.362738766001462
2014-11-08,control,10,0.357800546037117
2014-11-09,control,10,0.353028134072571
2014-11-10,control,10,0.348100118616905
2014-11-11,control,10,0.343663911156798
2014-11-12,control,10,0.338828245007854
2014-11-13,control,10,0.337486883247442
2014-11-14,control,10,0.337530474983708
2014-11-15,control,10,0.339837666323615
2014-11-16,control,10,0.393958721879938
2014-11-17,control,10,0.384248400430254
2014-11-18,control,10,0.381325577737573
2014-11-19,control,10,0.37636591558114
2014-11-20,control,10,0.371113178191489
2014-11-21,control,10,0.366229389803254
2014-11-22,control,10,0.362067439178798
2014-11-23,control,10,0.358500736541503
2014-11-24,control,10,0.354817151265125
2014-11-25,control,10,0.351927820753041
2014-11-26,control,10,0.34949220938962
2014-11-27,control,10,0.347096379283898
2014-11-28,control,10,0.343398160602967
2014-11-29,control,10,0.339801048638229
2014-11-30,control,10,0.33683267589072
2014-12-01,control,10,0.334991982609649
2014-12-02,control,10,0.333874856345029
2014-12-03,control,10,0.332802075105994
2014-12-04,control,10,0.331693851698278
2014-12-05,control,10,0.330743735752807
2014-12-06,control,10,0.329727213226465
2014-12-07,control,10,0.328575013690471
2014-12-08,control,10,0.327503327026681
2014-12-09,control,10,0.326629020223848
2014-12-10,control,10,0.325759046970265
2014-12-11,control,10,0.324842014650891
2014-12-12,control,10,0.323817025749269
2014-12-13,control,10,0.322514010416667
2014-12-14,control,10,0.321092475272295
2014-12-15,control,10,0.319643328449821
2014-12-16,control,10,0.318571808641401
2014-12-17,control,10,0.322696690895468
2014-12-18,control,10,0.377347777673174
2014-12-19,control,10,0.388622064606598
2014-12-20,control,10,0.3934620328125
2014-12-21,control,10,0.389974697403221
2014-12-22,control,10,0.383658331147191
2014-12-23,control,10,0.378183091608187
2014-12-24,control,10,0.37360170348832
2014-12-25,control,10,0.369995558193456
2014-12-26,control,10,0.367524263164596
2014-12-27,control,10,0.364980937300599
2014-12-28,control,10,0.366547246195379
2014-12-29,control,10,0.365389359374788
2014-12-30,control,10,0.367105976516678
2014-12-31,control,10,0.368720465157338
2015-01-01,control,10,0.373311170454662
2015-01-02,control,10,0.365915962973249
2015-01-03,control,10,0.374208708309873
2015-01-04,control,10,0.412047231423611
2015-01-05,control,10,0.394423111798518
2015-01-06,control,10,0.381383832934154
2015-01-07,control,10,0.372136255413483
2015-01-08,control,10,0.364990183827136
2015-01-09,control,10,0.362951643717836
2015-01-10,control,10,0.374094702655039
2015-01-11,control,10,0.385989683740997
2015-01-12,control,10,0.377175182908692
2015-01-13,control,10,0.372516973465787
2015-01-14,control,10,0.378603145638328
2015-01-15,control,10,0.375641040461766
2015-01-16,control,10,0.372782928125
2015-01-17,control,10,0.373172360607468
2015-01-18,control,10,0.373769611714857
2015-01-19,control,10,0.370460808003129
2015-01-20,control,10,0.368222690027278
2015-01-21,control,10,0.365317687002778
2015-01-22,control,10,0.363129230071636
2015-01-23,control,10,0.360790085402859
2015-01-24,control,10,0.358806954212719
2015-01-25,control,10,0.357004414200068
2015-01-26,control,10,0.354882682769737
2015-01-27,control,10,0.354536571300439
2015-01-28,control,10,0.360157792276316
2015-01-29,control,10,0.363173087274636
2015-01-30,control,10,0.388732552221491
2015-01-31,control,10,0.389652090289474
2015-02-01,control,10,0.38647595118421
2015-02-02,control,10,0.384682887
2015-02-03,control,10,0.381935779583333
2015-02-04,control,10,0.377576547160088
2015-02-05,control,10,0.373893810640351
2015-02-06,control,10,0.371542843125
2015-02-07,control,10,0.371085142291667
2015-02-08,control,10,0.371460896458333
2015-02-09,control,10,0.370359074199561
2015-02-10,control,10,0.367894330833333
2015-02-11,control,10,0.365441123467105
2015-02-12,control,10,0.364341980129527
2015-02-13,control,10,0.363683009569895
2015-02-14,control,10,0.366425653541667
2015-02-15,control,10,0.394460948339912
2015-02-16,control,10,0.401462292754386
2015-02-17,control,10,0.399075911809211
2015-02-18,control,10,0.39468072066424
2015-02-19,control,10,0.388225528958333
2015-02-20,control,10,0.38303800724734
2015-02-21,control,10,0.379796874274123
2015-02-22,control,10,0.385198813541667
2015-02-23,control,10,0.394273981041667
2015-02-24,control,10,0.393784896092105
2015-02-25,control,10,0.391908469583333
2015-02-26,control,10,0.385848764754386
2015-02-27,control,10,0.3817692875
2015-02-28,control,10,0.378290000208333
2015-03-01,control,10,0.377243282916667
2015-03-02,control,10,0.403539286041667
2015-03-03,control,10,0.399858692489035
2015-03-04,control,10,0.391502794822368
2015-03-05,control,10,0.385332892708333
2015-03-06,control,10,0.379844824166667
2015-03-07,control,10,0.37571216125
2015-03-08,control,10,0.371935257445175
2015-03-09,control,10,0.368142707818726
2015-03-10,control,10,0.364434687291667
2015-03-11,control,10,0.360810717291667
2015-03-12,control,10,0.357360907384752
2015-03-13,control,10,0.354369135107456
2015-03-14,control,10,0.351460165416667
2015-03-15,control,10,0.348671864166667
2015-03-16,control,10,0.345416372708333
2015-03-17,control,10,0.341850674008772
2015-03-18,control,10,0.338361858351372
2015-03-19,control,10,0.335198340690789
2015-03-20,control,10,0.339225087591206
2015-03-21,control,10,0.336839326264387
2015-03-22,control,10,0.336665214141432
2015-03-23,control,10,0.337867654298246
2015-03-24,control,10,0.336216705462354
2015-03-25,control,10,0.333426719965278
2015-03-26,control,10,0.331212545624679
2015-03-27,control,10,0.328499981671619
2015-03-28,control,10,0.325450222792398
2015-03-29,control,10,0.323140444791667
2015-03-30,control,10,0.385332557475659
2015-03-31,control,10,0.410522865899123
2015-04-01,control,10,0.394919027421418
2015-04-02,control,10,0.384609903427896
2015-04-03,control,10,0.379610752545687
2015-04-04,control,10,0.376357476909722
2015-04-05,control,10,0.372418157881944
2015-04-06,control,10,0.367658937169225
2015-04-07,control,10,0.363051570557963
2015-04-08,control,10,0.35850376636972
2015-04-09,control,10,0.353712450173611
2015-04-10,control,10,0.3486024234375
2015-04-11,control,10,0.343635600985792
2015-04-12,control,10,0.339147257291667
2015-04-13,control,10,0.334023644965278
2015-04-14,control,10,0.328695119856445
2015-04-15,control,10,0.322780217679094
2015-04-16,control,10,0.317162166633772
2015-04-17,control,10,0.313211199552266
2015-04-18,control,10,0.309966285705409
2015-04-19,control,10,0.303809589768519
2015-04-20,control,10,0.296545571165936
2015-04-21,control,10,0.288264574164538
2015-04-22,control,10,0.279029588473516
2015-04-23,control,10,0.269996028061869
2015-04-24,control,10,0.261360673406433
2015-04-25,control,10,0.254541152044956
2015-04-26,control,10,0.251133215451389
2015-04-27,control,10,0.245189724376827
2015-04-28,control,10,0.240124578156067
2015-04-29,control,10,0.235767108320541
2015-04-30,control,10,0.231598520833333
2015-05-01,control,10,0.288019806597222
2015-05-02,control,10,0.384751842498173
2015-05-03,control,10,0.411071513669591
2015-05-04,control,10,0.407996541145833
2015-05-05,control,10,0.394719058899854
2015-05-06,control,10,0.386603395010965
2015-05-07,control,10,0.377292555727339
2015-05-08,control,10,0.368041017342836
2015-05-09,control,10,0.360414024700798
2015-05-10,control,10,0.351923736719664
2015-05-11,control,10,0.343622513002364
2015-05-12,control,10,0.334567047072368
2015-05-13,control,10,0.324491834089912
2015-05-14,control,10,0.3154111796875
2015-05-15,control,10,0.334713785416667
2015-05-16,control,10,0.381589953819444
2015-05-17,control,10,0.369949766018263
2015-05-18,control,10,0.358421509375
2015-05-19,control,10,0.350499930707237
2015-05-20,control,10,0.345223486979167
2015-05-21,control,10,0.338358504340278
2015-05-22,control,10,0.330350915897295
2015-05-23,control,10,0.321789827872807
2015-05-24,control,10,0.311313367023026
2015-05-25,control,10,0.300279803600146
2015-05-26,control,10,0.291598591239035
2015-05-27,control,10,0.279993677748538
2015-05-28,control,10,0.266263086635638
2015-05-29,control,10,0.252394158506944
2015-05-30,control,10,0.240036192986111
2015-05-31,control,10,0.229112203821155
2015-06-01,control,10,0.219245775736477
2015-06-02,control,10,0.211487339756944
2015-06-03,control,10,0.204075403125
2015-06-04,control,10,0.197289309232456
2015-06-05,control,10,0.191642829923246
2015-06-06,control,10,0.186813067043129
2015-06-07,control,10,0.182484055687134
2015-06-08,control,10,0.180837637023026
2015-06-09,control,10,0.180111821043494
2015-06-10,control,10,0.179529635866228
2015-06-11,control,10,0.177664861949927
2015-06-12,control,10,0.176158261070906
2015-06-13,control,10,0.174374272105263
2015-06-14,control,10,0.173249881856725
2015-06-15,control,10,0.171954860135234
2015-06-16,control,10,0.17078056552896
2015-06-17,control,10,0.169301599157529
2015-06-18,control,10,0.167867114806287
2015-06-19,control,10,0.176622499305556
2015-06-20,control,10,0.178508950694444
2015-06-21,control,10,0.175691520054825
2015-06-22,control,10,0.172006995347222
2015-06-23,control,10,0.170458142534722
2015-06-24,control,10,0.169374493079313
2015-06-25,control,10,0.16793013877924
2015-06-26,control,10,0.166047713541667
2015-06-27,control,10,0.164297186085526
2015-06-28,control,10,0.162441843402778
2015-06-29,control,10,0.160196349925073
2015-06-30,control,10,0.157754704166667
2015-07-01,control,10,0.155264381684942
2015-07-02,control,10,0.152821562953216
2015-07-03,control,10,0.150555130533626
2015-07-04,control,10,0.148153877256944
2015-07-05,control,10,0.145904512326389
2015-07-06,control,10,0.144524391175073
2015-07-07,control,10,0.143319885069444
2015-07-08,control,10,0.142313112106702
2015-07-09,control,10,0.141177741666667
2015-07-10,control,10,0.140002373611111
2015-07-11,control,10,0.138928075423977
2015-07-12,control,10,0.137739223029971
2015-07-13,control,10,0.136606341571637
2015-07-14,control,10,0.135498498263889
2015-07-15,control,10,0.134497834895833
2015-07-16,control,10,0.133480651041667
2015-07-17,control,10,0.132548522048611
2015-07-18,control,10,0.131813643576389
2015-07-19,control,10,0.132240064669225
2015-07-20,control,10,0.132491205902778
2015-07-21,control,10,0.132455386805556
2015-07-22,control,10,0.132261680456871
2015-07-23,control,10,0.132443809058845
2015-07-24,control,10,0.132589126909722
2015-07-25,control,10,0.142220290798611
2015-07-26,control,10,0.146513044892178
2015-07-27,control,10,0.178214254289108
2015-07-28,control,10,0.18039392880848
2015-07-29,control,10,0.173034213020833
2015-07-30,control,10,0.166688575131579
2015-07-31,control,10,0.158876169778874
2015-08-01,control,10,0.156897155568348
2015-08-02,control,10,0.173041520767544
2015-08-03,control,10,0.168806893576389
2015-08-04,control,10,0.162551733143275
2015-08-05,control,10,0.1573375625
2015-08-06,control,10,0.151711820486111
2015-08-07,control,10,0.14682564905519
2015-08-08,control,10,0.143327881597222
2015-08-09,control,10,0.142679690846126
2015-08-10,control,10,0.190033224044225
2015-08-11,control,10,0.200480517881944
2015-08-12,control,10,0.194308044270833
2015-08-13,control,10,0.184969491319444
2015-08-14,control,10,0.199844988368056
2015-08-15,control,10,0.302625913673246
2015-08-16,control,10,0.362788720659722
2015-08-17,control,10,0.351917561458333
2015-08-18,control,10,0.338082918229167
2015-08-19,control,10,0.335798492534722
2015-08-20,control,10,0.329904262847222
2015-08-21,control,10,0.318512507351974
2015-08-22,control,10,0.304603631770833
2015-08-23,control,10,0.291165786857892
2015-08-24,control,10,0.283215828125
2015-08-25,control,10,0.275586176909722
2015-08-26,control,10,0.262861586631944
2015-08-27,control,10,0.247453149789839
2015-08-28,control,10,0.231349799064327
2015-08-29,control,10,0.217023395486111
2015-08-30,control,10,0.203828600484284
2015-08-31,control,10,0.192643369499269
2015-09-01,control,10,0.186343223090278
2015-09-02,control,10,0.183593495486111
2015-09-03,control,10,0.178885799826389
2015-09-04,control,10,0.173942363125
2015-09-05,control,10,0.169594883333333
2015-09-06,control,10,0.166146977430556
2015-09-07,control,10,0.162874138585526
2015-09-08,control,10,0.160139582291667
2015-09-09,control,10,0.157441283234649
2015-09-10,control,10,0.155202932993421
2015-09-11,control,10,0.154132550520833
2015-09-12,control,10,0.152879184722222
2015-09-13,control,10,0.152283415451389
2015-09-14,control,10,0.166855677962354
2015-09-15,control,10,0.168446569523026
2015-09-16,control,10,0.165314232139985
2015-09-17,control,10,0.162351469270833
2015-09-18,control,10,0.161794889548611
2015-09-19,control,10,0.160425442361111
2015-09-20,control,10,0.158640117881944
2015-09-21,control,10,0.156944033680556
2015-09-22,control,10,0.155500310416667
2015-09-23,control,10,0.154726584375
2015-09-24,control,10,0.153884772638889
2015-09-25,control,10,0.152634431423611
2015-09-26,control,10,0.151495875347222
2015-09-27,control,10,0.150431321180556
2015-09-28,control,10,0.149607432118056
2015-09-29,control,10,0.148795191493056
2015-09-30,control,10,0.147898262611477
2015-10-01,control,10,0.146837580729167
2015-10-02,control,10,0.145807259722222
2015-10-03,control,10,0.145099489466374
2015-10-04,control,10,0.144508385416667
2015-10-05,control,10,0.143857194618056
2015-10-06,control,10,0.143837838888889
2015-10-07,control,10,0.145299701388889
2015-10-08,control,10,0.145913419097222
2015-10-09,control,10,0.14615953412098
2015-10-10,control,10,0.146267819943271
2015-10-12,control,10,0.145649256501583
2015-10-13,control,10,0.145647867534722
2015-10-14,control,10,0.145464896527778
2015-10-15,control,10,0.145356059486477
2015-10-16,control,10,0.145936364296418
2015-10-17,control,10,0.146249105555556
2015-10-18,control,10,0.146257686388889
2015-10-19,control,10,0.146388234623538
2015-10-20,control,10,0.146494664583333
2015-10-21,control,10,0.146257007291667
2015-10-22,control,10,0.145941916145833
2015-10-23,control,10,0.145723603645833
2015-10-24,control,10,0.145498747041301
2015-10-25,control,10,0.145248097048611
2015-10-26,control,10,0.144929856921815
2015-10-27,control,10,0.144665020586623
2015-10-28,control,10,0.144371214212354
2015-10-29,control,10,0.149242469618056
2015-10-30,control,10,0.153150867361111
2015-10-31,control,10,0.155800944618056
2015-11-01,control,10,0.156789144097222
2015-11-02,control,10,0.156605367361111
2015-11-03,control,10,0.155754615977705
2015-11-04,control,10,0.155263137995249
2015-11-05,control,10,0.15500866436769
2015-11-06,control,10,0.154619374539474
2015-11-07,control,10,0.154140954217836
2015-11-08,control,10,0.153634749652778
2015-11-09,control,10,0.153159575811404
2015-11-10,control,10,0.152799570659722
2015-11-11,control,10,0.152573237326389
2015-11-12,control,10,0.1523395734375
2015-11-13,control,10,0.152034573958333
2015-11-14,control,10,0.151778017523757
2015-11-15,control,10,0.151595897684576
2015-11-16,control,10,0.151343564199561
2015-11-17,control,10,0.15111982311769
2015-11-18,control,10,0.150959187891548
2015-11-19,control,10,0.150841411805556
2015-11-20,control,10,0.177878906573465
2015-11-21,control,10,0.328945851041667
2015-11-22,control,10,0.339110183835892
2015-11-23,control,10,0.337369359375
2015-11-24,control,10,0.333807654771564
2015-11-25,control,10,0.331344092236901
2015-11-26,control,10,0.344679149082602
2015-11-27,control,10,0.357006820849781
2015-11-28,control,10,0.351048649974143
2015-11-29,control,10,0.349790215277778
2015-11-30,control,10,0.3507202625
2015-12-01,control,10,0.350560594559576
2015-12-02,control,10,0.348380201516813
2015-12-03,control,10,0.345892482993499
2015-12-04,control,10,0.343348563037281
2015-12-05,control,10,0.34145571031981
2015-12-06,control,10,0.339860439192251
2015-12-07,control,10,0.338169575005482
2015-12-08,control,10,0.336418697831864
2015-12-09,control,10,0.334952561979167
2015-12-10,control,10,0.333902302737145
2015-12-11,control,10,0.332477212947734
2015-12-12,control,10,0.330984170807749
2015-12-13,control,10,0.329504513250552
2015-12-14,control,10,0.328064252212618
2015-12-15,control,10,0.32657162381579
2015-12-16,control,10,0.326696200623173
2015-12-17,control,10,0.330523911955409
2015-12-18,control,10,0.33164292433114
2015-12-19,control,10,0.331474816533688
2015-12-20,control,10,0.330759892701023
2015-12-21,control,10,0.329613335913743
2015-12-22,control,10,0.32871225183114
2015-12-23,control,10,0.327816621416301
2015-12-24,control,10,0.326698638988623
2015-12-25,control,10,0.325462415597588
2015-12-26,control,10,0.324291669027039
2015-12-27,control,10,0.323142828680556
2015-12-28,control,10,0.321866803298611
2015-12-29,control,10,0.320863334890351
2015-12-30,control,10,0.319915639583333
2015-12-31,control,10,0.318825029733187
2016-01-01,control,10,0.31780257442617
2016-01-02,control,10,0.316854409049708
2016-01-03,control,10,0.319593513194444
2016-01-04,control,10,0.334432410528143
2016-01-05,control,10,0.374063617346491
2016-01-06,control,10,0.374425474798977
2016-01-07,control,10,0.369934792213085
2016-01-08,control,10,0.371053085361842
2016-01-09,control,10,0.393024931487573
2016-01-10,control,10,0.39072025499269
2016-01-11,control,10,0.400008369195906
2016-01-12,control,10,0.39787680028326
2016-01-13,control,10,0.393486541319444
2016-01-14,control,10,0.382303996392544
2016-01-15,control,10,0.37667026875
2016-01-16,control,10,0.372203706724174
2016-01-17,control,10,0.368491705243056
2016-01-18,control,10,0.36258996968019
2016-01-19,control,10,0.35733949061769
2016-01-20,control,10,0.355975951893275
2016-01-21,control,10,0.35529756559576
2016-01-22,control,10,0.351261627637411
2016-01-23,control,10,0.348436019647295
2016-01-24,control,10,0.347651017708333
2016-01-25,control,10,0.3480269578125
2016-01-26,control,10,0.348671727083333
2016-01-27,control,10,0.34950294340095
2016-01-28,control,10,0.349770184327485
2016-01-29,control,10,0.348879535182749
2016-01-30,control,10,0.347565977430556
2016-01-31,control,10,0.389398441666667
2016-02-01,control,10,0.393115294214142
2016-02-02,control,10,0.382840427026681
2016-02-03,control,10,0.380313361631944
2016-02-04,control,10,0.379821197721126
2016-02-05,control,10,0.38857979024671
2016-02-06,control,10,0.382073277607822
2016-02-07,control,10,0.376520571063596
2016-02-08,control,10,0.378566720953947
2016-02-09,control,10,0.379059379303728
2016-02-10,control,10,0.394683502404971
2016-02-11,control,10,0.384133430555556
2016-02-12,control,10,0.378683381672149
2016-02-13,control,10,0.380970600829678
2016-02-14,control,10,0.401736944115691
2016-02-15,control,10,0.397477172048611
2016-02-16,control,10,0.391635348644006
2016-02-17,control,10,0.384887603993056
2016-02-18,control,10,0.380139567622441
2016-02-19,control,10,0.378158814861111
2016-02-20,control,10,0.374946771527778
2016-02-21,control,10,0.387485231204313
2016-02-22,control,10,0.386149039236111
2016-02-23,control,10,0.382463159685673
2016-02-24,control,10,0.382249262251462
2016-02-25,control,10,0.387807141429681
2016-02-26,control,10,0.384220876376286
2016-02-27,control,10,0.378463151310307
2016-02-28,control,10,0.383623643778112
2016-02-29,control,10,0.384817353517909
2016-03-01,control,10,0.377741598230994
2016-03-02,control,10,0.371924798918129
2016-03-03,control,10,0.371640502009456
2016-03-04,control,10,0.370128883638523
2016-03-05,control,10,0.37175237745614
2016-03-06,control,10,0.379786571392233
2016-03-07,control,10,0.374143326558845
2016-03-08,control,10,0.368981160069444
2016-03-09,control,10,0.364506382233187
2016-03-10,control,10,0.360880363996944
2016-03-11,control,10,0.357377966145833
2016-03-12,control,10,0.354212978625809
2016-03-13,control,10,0.350963845102339
2016-03-14,control,10,0.347566781375591
2016-03-15,control,10,0.344506616493056
2016-03-16,control,10,0.341636080555556
2016-03-17,control,10,0.338093828993056
2016-03-18,control,10,0.33485709619152
2016-03-19,control,10,0.33155386683114
2016-03-20,control,10,0.327931826909722
2016-03-21,control,10,0.324649529122807
2016-03-22,control,10,0.321246069817251
2016-03-23,control,10,0.317743102083333
2016-03-24,control,10,0.314345503819444
2016-03-25,control,10,0.311309911080044
2016-03-26,control,10,0.308643124777047
2016-03-27,control,10,0.304164666516813
2016-03-28,control,10,0.30156928034174
2016-03-29,control,10,0.296863460763889
2016-03-30,control,10,0.29224551659174
2016-03-31,control,10,0.285713768044591
2016-04-01,control,10,0.278465756509503
2016-04-02,control,10,0.271426255862573
2016-04-03,control,10,0.263284807118056
2016-04-04,control,10,0.255279885339096
2016-04-05,control,10,0.248239601529605
2016-04-06,control,10,0.248034241319444
2016-04-07,control,10,0.250420639232456
2016-04-08,control,10,0.249983607008547
2016-04-09,control,10,0.290259058177997
2016-04-10,control,10,0.305372481580775
2016-04-11,control,10,0.303136742881944
2016-04-12,control,10,0.2980665359375
2016-04-13,control,10,0.292957604166667
2016-04-14,control,10,0.289335585416667
2016-04-15,control,10,0.284599259027778
2016-04-16,control,10,0.28031867869152
2016-04-17,control,10,0.276136559406067
2016-04-18,control,10,0.275316654152047
2016-04-19,control,10,0.271607098611111
2016-04-20,control,10,0.264337338541667
2016-04-21,control,10,0.2563320546875
2016-04-22,control,10,0.2486299328125
2016-04-23,control,10,0.283602579608918
2016-04-24,control,10,0.302932611023392
2016-04-25,control,10,0.300347099479167
