date,Treatment,Total_Sap_Flow
2024-01-25,roof_vpd,0.08511842994470306
2024-01-26,control,0.06599620039306
2024-01-26,irrigation,0.12852546007883164
2024-01-26,irrigation_vpd,0.116288000305595
2024-01-26,roof,0.07572079727854757
2024-01-26,roof_vpd,0.06220001986423924
2024-01-27,control,0.031797099662190645
2024-01-27,irrigation,0.03380524832963559
2024-01-27,irrigation_vpd,0.051172326987353065
2024-01-27,roof,0.025352625635921975
2024-01-27,roof_vpd,0.0200905642082428
2024-01-28,control,0.075715401008475125
2024-01-28,irrigation,0.1255794583235839
2024-01-28,irrigation_vpd,0.11617629832132555
2024-01-28,roof,0.06772553124021453
2024-01-28,roof_vpd,0.0638867930730862
2024-01-29,control,0.10951636148668872
2024-01-29,irrigation,0.1837716769363997
2024-01-29,irrigation_vpd,0.15630252821025087
2024-01-29,roof,0.08866471792960373
2024-01-29,roof_vpd,0.09005464688653862
2024-01-30,control,0.09311717337528207
2024-01-30,irrigation,0.15376378652263148
2024-01-30,irrigation_vpd,0.13651835218969074
2024-01-30,roof,0.08214340201279087
2024-01-30,roof_vpd,0.07673428969051624
2024-01-31,control,0.08675127474663967
2024-01-31,irrigation,0.13631880951922218
2024-01-31,irrigation_vpd,0.13142155006939465
2024-01-31,roof,0.08312875596771932
2024-01-31,roof_vpd,0.07116626080521052
2024-02-01,control,0.06752474570683241
2024-02-01,irrigation,0.11560823046533897
2024-02-01,irrigation_vpd,0.10796137193349539
2024-02-01,roof,0.06649332413760094
2024-02-01,roof_vpd,0.059767037812577244
2024-02-02,control,0.07092045723334353
2024-02-02,irrigation,0.1160717351941385
2024-02-02,irrigation_vpd,0.10540752779079314
2024-02-02,roof,0.06871109402015364
2024-02-02,roof_vpd,0.0582420046553731
2024-02-03,control,0.07226238647700045
2024-02-03,irrigation,0.0997467635781602
2024-02-03,irrigation_vpd,0.10748487839768948
2024-02-03,roof,0.07202545428759166
2024-02-03,roof_vpd,0.05681462475265083
2024-02-04,control,0.07849607508144556
2024-02-04,irrigation,0.12063337577249093
2024-02-04,irrigation_vpd,0.11479869997236643
2024-02-04,roof,0.07394386304392182
2024-02-04,roof_vpd,0.06784373719801969
2024-02-05,control,0.10104685428358376
2024-02-05,irrigation,0.14909196169923164
2024-02-05,irrigation_vpd,0.1457701066016724
2024-02-05,roof,0.09078708020703684
2024-02-05,roof_vpd,0.07930001943792123
2024-02-06,control,0.12052900873669266
2024-02-06,irrigation,0.1918435944916121
2024-02-06,irrigation_vpd,0.17698436751131608
2024-02-06,roof,0.1076411201753075
2024-02-06,roof_vpd,0.09846178527966873
2024-02-07,control,0.0776401225584536
2024-02-07,irrigation,0.13365777140060536
2024-02-07,irrigation_vpd,0.11981961110360088
2024-02-07,roof,0.07844231791101841
2024-02-07,roof_vpd,0.0638698935608967
2024-02-08,control,0.15284741603616955
2024-02-08,irrigation,0.25442601188979724
2024-02-08,irrigation_vpd,0.18977124847338617
2024-02-08,roof,0.12480831581043249
2024-02-08,roof_vpd,0.11073538360795837
2024-02-09,control,0.17467083132459948
2024-02-09,irrigation,0.2848005354276428
2024-02-09,irrigation_vpd,0.21071847172579855
2024-02-09,roof,0.13730827348423588
2024-02-09,roof_vpd,0.13996440919578979
2024-02-10,control,0.3247408003927452
2024-02-10,irrigation,0.5111945357657675
2024-02-10,irrigation_vpd,0.39226947577956345
2024-02-10,roof,0.2487379563117645
2024-02-10,roof_vpd,0.25554372906042533
2024-02-11,control,0.17884491595097893
2024-02-11,irrigation,0.2956078194653205
2024-02-11,irrigation_vpd,0.22873130140832737
2024-02-11,roof,0.15875404081005443
2024-02-11,roof_vpd,0.14869827870881402
2024-02-12,control,0.17246348872263542
2024-02-12,irrigation,0.27369851781917903
2024-02-12,irrigation_vpd,0.22575999586376377
2024-02-12,roof,0.16313440653324024
2024-02-12,roof_vpd,0.14145207892579703
2024-02-13,control,0.15849650689190728
2024-02-13,irrigation,0.25252319229616355
2024-02-13,irrigation_vpd,0.21977285290003096
2024-02-13,roof,0.15674852971084297
2024-02-13,roof_vpd,0.12999046207181786
2024-02-14,control,0.20006370451037916
2024-02-14,irrigation,0.318489656106001
2024-02-14,irrigation_vpd,0.2497196105783342
2024-02-14,roof,0.18106973179193767
2024-02-14,roof_vpd,0.15925680051921284
2024-02-15,control,0.2603331655674626
2024-02-15,irrigation,0.4105025901131649
2024-02-15,irrigation_vpd,0.3133118762903979
2024-02-15,roof,0.21419683002574638
2024-02-15,roof_vpd,0.20450320196749824
2024-02-16,control,0.26733916391834606
2024-02-16,irrigation,0.42108986351135075
2024-02-16,irrigation_vpd,0.3207785817107303
2024-02-16,roof,0.22839965973684265
2024-02-16,roof_vpd,0.21117107531864246
2024-02-17,control,0.22683101700504754
2024-02-17,irrigation,0.33820377230440374
2024-02-17,irrigation_vpd,0.2791299359421462
2024-02-17,roof,0.2055880341606104
2024-02-17,roof_vpd,0.17547081329477043
2024-02-18,control,0.25335131200690114
2024-02-18,irrigation,0.39479097823888876
2024-02-18,irrigation_vpd,0.32499374397901676
2024-02-18,roof,0.22502574459389016
2024-02-18,roof_vpd,0.20136018752304816
2024-02-19,control,0.29867505840103364
2024-02-19,irrigation,0.4786412529433386
2024-02-19,irrigation_vpd,0.35683782068861775
2024-02-19,roof,0.24780193974181977
2024-02-19,roof_vpd,0.24083737637681754
2024-02-20,control,0.21562766188565616
2024-02-20,irrigation,0.34551094558581635
2024-02-20,irrigation_vpd,0.2911018892491626
2024-02-20,roof,0.21899962839831855
2024-02-20,roof_vpd,0.17440136852587004
2024-02-21,control,0.2802242180572828
2024-02-21,irrigation,0.46352894851460463
2024-02-21,irrigation_vpd,0.36402281556981164
2024-02-21,roof,0.24847176014708108
2024-02-21,roof_vpd,0.22467421528619694
2024-02-22,control,0.06250439134714562
2024-02-22,irrigation,0.12280636500588893
2024-02-22,irrigation_vpd,0.09097951629526962
2024-02-22,roof,0.07890459791942943
2024-02-22,roof_vpd,0.058962042224831535
2024-02-23,control,0.2984411963719566
2024-02-23,irrigation,0.5016964517475565
2024-02-23,irrigation_vpd,0.4265993870794641
2024-02-23,roof,0.27271700154929057
2024-02-23,roof_vpd,0.25508841222418555
2024-02-24,control,0.2801528364803973
2024-02-24,irrigation,0.4865553559211948
2024-02-24,irrigation_vpd,0.3802273510416583
2024-02-24,roof,0.268477977737066
2024-02-24,roof_vpd,0.22963340615431702
2024-02-25,control,0.3151330373364376
2024-02-25,irrigation,0.5601504677060506
2024-02-25,irrigation_vpd,0.40830262531836303
2024-02-25,roof,0.27445057426512887
2024-02-25,roof_vpd,0.2642578056720569
2024-02-26,control,0.3824948809381692
2024-02-26,irrigation,0.6599042864236916
2024-02-26,irrigation_vpd,0.45623502017449813
2024-02-26,roof,0.32235236861739947
2024-02-26,roof_vpd,0.312992162141007
2024-02-27,control,0.23411936598313685
2024-02-27,irrigation,0.400279616858109
2024-02-27,irrigation_vpd,0.29331643862837986
2024-02-27,roof,0.2089306192180608
2024-02-27,roof_vpd,0.185845252902024
2024-02-28,control,0.252388535707045
2024-02-28,irrigation,0.4151122214366129
2024-02-28,irrigation_vpd,0.34639523117221954
2024-02-28,roof,0.22755545753522807
2024-02-28,roof_vpd,0.20003936744465023
2024-02-29,control,0.3914534369794682
2024-02-29,irrigation,0.6453647548364715
2024-02-29,irrigation_vpd,0.5268760606805134
2024-02-29,roof,0.34927760058614404
2024-02-29,roof_vpd,0.3226530887861429
2024-03-01,control,0.031256369889937186
2024-03-01,irrigation,0.041992980572490346
2024-03-01,irrigation_vpd,0.030594406679228758
2024-03-01,roof,0.039591743102836155
2024-03-01,roof_vpd,0.02025969494263149
2024-03-02,control,0.4727338106671999
2024-03-02,irrigation,0.8302782668287622
2024-03-02,irrigation_vpd,0.6141508482102537
2024-03-02,roof,0.3646554649734205
2024-03-02,roof_vpd,0.37971320315240764
2024-03-03,control,0.4676215878706115
2024-03-03,irrigation,0.8460760153552664
2024-03-03,irrigation_vpd,0.5854448156552107
2024-03-03,roof,0.3959918556128751
2024-03-03,roof_vpd,0.3824402363678255
2024-03-04,control,0.24673333561150057
2024-03-04,irrigation,0.39704590761985115
2024-03-04,irrigation_vpd,0.32071685327187616
2024-03-04,roof,0.22259169868687498
2024-03-04,roof_vpd,0.19597359638903794
2024-03-05,control,0.23454485799058727
2024-03-05,irrigation,0.4038756242215995
2024-03-05,irrigation_vpd,0.32960581152761165
2024-03-05,roof,0.2159439175011378
2024-03-05,roof_vpd,0.191614779749397
2024-03-06,control,0.32647842859155035
2024-03-06,irrigation,0.5866332673229316
2024-03-06,irrigation_vpd,0.44234990780041367
2024-03-06,roof,0.29619627909402935
2024-03-06,roof_vpd,0.2568634030607486
2024-03-07,control,0.3937507036952378
2024-03-07,irrigation,0.6800559895759437
2024-03-07,irrigation_vpd,0.5254680095308731
2024-03-07,roof,0.3490164960154016
2024-03-07,roof_vpd,0.33032140624913103
2024-03-08,control,0.40444632946571807
2024-03-08,irrigation,0.759795485854028
2024-03-08,irrigation_vpd,0.5292662844477498
2024-03-08,roof,0.3534605255959243
2024-03-08,roof_vpd,0.35659785532795774
2024-03-09,control,0.5257665077226228
2024-03-09,irrigation,0.9580463562523613
2024-03-09,irrigation_vpd,0.6281400002920076
2024-03-09,roof,0.437280214700649
2024-03-09,roof_vpd,0.43940997208239146
2024-03-10,control,0.12569406959408524
2024-03-10,irrigation,0.2236475606904048
2024-03-10,irrigation_vpd,0.15445836314524822
2024-03-10,roof,0.1321956110122151
2024-03-10,roof_vpd,0.11428150590662048
2024-03-11,control,0.43431533438824677
2024-03-11,irrigation,0.6978635598378685
2024-03-11,irrigation_vpd,0.5793703493146617
2024-03-11,roof,0.3612325061027852
2024-03-11,roof_vpd,0.3572039682095747
2024-03-12,control,0.4142591432901178
2024-03-12,irrigation,0.7235027775429397
2024-03-12,irrigation_vpd,0.5237649635616266
2024-03-12,roof,0.3430637859489489
2024-03-12,roof_vpd,0.32032599764382713
2024-03-13,control,0.4116503801613078
2024-03-13,irrigation,0.6995128576462291
2024-03-13,irrigation_vpd,0.5369844608929681
2024-03-13,roof,0.35139440740973793
2024-03-13,roof_vpd,0.32645858272579664
2024-03-14,control,0.5069106607453201
2024-03-14,irrigation,0.8924803028739454
2024-03-14,irrigation_vpd,0.6397784768581236
2024-03-14,roof,0.4307024670063536
2024-03-14,roof_vpd,0.396301441291549
2024-03-15,control,0.41509846460060373
2024-03-15,irrigation,0.7214886079346878
2024-03-15,irrigation_vpd,0.5163231157986141
2024-03-15,roof,0.35497307678566753
2024-03-15,roof_vpd,0.31854887725212433
2024-03-16,control,0.45340708393833035
2024-03-16,irrigation,0.7853468501070755
2024-03-16,irrigation_vpd,0.6372625850629271
2024-03-16,roof,0.41209626903564406
2024-03-16,roof_vpd,0.39568951587429335
2024-03-17,control,0.2786796610487511
2024-03-17,irrigation,0.46780507318929143
2024-03-17,irrigation_vpd,0.3491854360162235
2024-03-17,roof,0.25191006028099877
2024-03-17,roof_vpd,0.21272387282560565
2024-03-18,control,0.13767911673291297
2024-03-18,irrigation,0.1910068336184738
2024-03-18,irrigation_vpd,0.1620098133054812
2024-03-18,roof,0.181820726720225
2024-03-18,roof_vpd,0.11444046260827792
2024-03-19,control,0.4939008986403099
2024-03-19,irrigation,0.8176525876252086
2024-03-19,irrigation_vpd,0.7139294779195545
2024-03-19,roof,0.5202026100123646
2024-03-19,roof_vpd,0.45622468665535404
2024-03-20,control,0.5318646771599582
2024-03-20,irrigation,0.9163031138975748
2024-03-20,irrigation_vpd,0.7557860799797058
2024-03-20,roof,0.5426455106734428
2024-03-20,roof_vpd,0.4676137417732271
2024-03-21,control,0.23732015650972355
2024-03-21,irrigation,0.40253724830104687
2024-03-21,irrigation_vpd,0.31050674365517744
2024-03-21,roof,0.21025129541458312
2024-03-21,roof_vpd,0.20260226357707384
2024-03-22,control,0.5425593504265023
2024-03-22,irrigation,0.9454457656603483
2024-03-22,irrigation_vpd,0.7808809104584166
2024-03-22,roof,0.47091529652901853
2024-03-22,roof_vpd,0.48591243337724643
2024-03-23,control,0.39611491966325185
2024-03-23,irrigation,0.7052737199208043
2024-03-23,irrigation_vpd,0.581250492619045
2024-03-23,roof,0.3059862911069997
2024-03-23,roof_vpd,0.35838561113749434
2024-03-24,control,0.35297401022215075
2024-03-24,irrigation,0.6452907843819193
2024-03-24,irrigation_vpd,0.5482497478755104
2024-03-24,roof,0.33464654926122617
2024-03-24,roof_vpd,0.3150767973339142
2024-03-25,control,0.46146885281978184
2024-03-25,irrigation,0.815666184653656
2024-03-25,irrigation_vpd,0.670482784009092
2024-03-25,roof,0.435616116207822
2024-03-25,roof_vpd,0.4288791364323069
2024-03-26,control,0.5681325313755855
2024-03-26,irrigation,1.000778048343104
2024-03-26,irrigation_vpd,0.7790653525016175
2024-03-26,roof,0.5323467927407626
2024-03-26,roof_vpd,0.5328547252675148
2024-03-27,control,0.10745241555571325
2024-03-27,irrigation,0.1701407000411452
2024-03-27,irrigation_vpd,0.12702115356448876
2024-03-27,roof,0.08758223485567214
2024-03-27,roof_vpd,0.10326712932418736
2024-03-28,control,0.16303766569238237
2024-03-28,irrigation,0.25422574861464864
2024-03-28,irrigation_vpd,0.22647202415882398
2024-03-28,roof,0.15518441531875782
2024-03-28,roof_vpd,0.14635023020419966
2024-03-29,control,0.5508150101768755
2024-03-29,irrigation,0.9992568017765119
2024-03-29,irrigation_vpd,0.8026131050714933
2024-03-29,roof,0.541385132878127
2024-03-29,roof_vpd,0.5085285150337293
2024-03-30,control,0.3384344261447333
2024-03-30,irrigation,0.5819113824292331
2024-03-30,irrigation_vpd,0.4767365651779537
2024-03-30,roof,0.34610787555711864
2024-03-30,roof_vpd,0.32512285097973864
2024-03-31,control,0.5429234832847804
2024-03-31,irrigation,0.9584741854847081
2024-03-31,irrigation_vpd,0.7946408755618894
2024-03-31,roof,0.4597352913025812
2024-03-31,roof_vpd,0.5018376221443825
2024-04-01,control,0.4491053363233797
2024-04-01,irrigation,0.8016541391008779
2024-04-01,irrigation_vpd,0.6756692943843158
2024-04-01,roof,0.40129754891010555
2024-04-01,roof_vpd,0.42233004251779943
2024-04-02,control,0.49813879182203236
2024-04-02,irrigation,0.8866058604078225
2024-04-02,irrigation_vpd,0.7682942412790227
2024-04-02,roof,0.5207828225469112
2024-04-02,roof_vpd,0.47232384788053605
2024-04-03,control,0.30265445461231627
2024-04-03,irrigation,0.5458570163681818
2024-04-03,irrigation_vpd,0.4537248515685535
2024-04-03,roof,0.29203224173398606
2024-04-03,roof_vpd,0.27963283284754575
2024-04-04,control,0.49102533942405924
2024-04-04,irrigation,0.8704843589156265
2024-04-04,irrigation_vpd,0.7244098723674841
2024-04-04,roof,0.510173912723765
2024-04-04,roof_vpd,0.454844690629085
2024-04-05,control,0.5991332914705978
2024-04-05,irrigation,1.0410326947713833
2024-04-05,irrigation_vpd,0.8613115757346355
2024-04-05,roof,0.5652747462632953
2024-04-05,roof_vpd,0.5527685240661212
2024-04-06,control,0.5884501099963353
2024-04-06,irrigation,1.004538431933394
2024-04-06,irrigation_vpd,0.8638840058676196
2024-04-06,roof,0.5755254165632142
2024-04-06,roof_vpd,0.5443100115682596
2024-04-07,control,0.58810904525227
2024-04-07,irrigation,0.9759129512567228
2024-04-07,irrigation_vpd,0.8371185256167757
2024-04-07,roof,0.5683173550134761
2024-04-07,roof_vpd,0.552013560229064
2024-04-08,control,0.616524486421884
2024-04-08,irrigation,0.9871721840059279
2024-04-08,irrigation_vpd,0.8555542740965281
2024-04-08,roof,0.5896126388511771
2024-04-08,roof_vpd,0.5830780898518468
2024-04-09,control,0.18113466732475583
2024-04-09,irrigation,0.2782509490603415
2024-04-09,irrigation_vpd,0.2467769517538244
2024-04-09,roof,0.18522901794092636
2024-04-09,roof_vpd,0.17469599944280603
2024-04-10,control,0.39107674412339344
2024-04-10,irrigation,0.6867552705060813
2024-04-10,irrigation_vpd,0.6391243709348955
2024-04-10,roof,0.47423961740651344
2024-04-10,roof_vpd,0.3601184133246054
2024-04-11,control,0.5059267274838966
2024-04-11,irrigation,0.852562783273806
2024-04-11,irrigation_vpd,0.7574955019447709
2024-04-11,roof,0.5635784606469216
2024-04-11,roof_vpd,0.4756158259737458
2024-04-12,control,0.5584193486190516
2024-04-12,irrigation,0.9225554135954354
2024-04-12,irrigation_vpd,0.8327407603718529
2024-04-12,roof,0.6164190486290267
2024-04-12,roof_vpd,0.5341697465236092
2024-04-13,control,0.6533106668361456
2024-04-13,irrigation,1.0394393062705445
2024-04-13,irrigation_vpd,0.9758793678727513
2024-04-13,roof,0.6807799858741937
2024-04-13,roof_vpd,0.6287141499946614
2024-04-14,control,0.6672707780685643
2024-04-14,irrigation,1.0338018661086077
2024-04-14,irrigation_vpd,0.9843085318811418
2024-04-14,roof,0.6963263296087511
2024-04-14,roof_vpd,0.6429966362882197
2024-04-15,control,0.570122369819942
2024-04-15,irrigation,0.8810172973041841
2024-04-15,irrigation_vpd,0.8161801041405394
2024-04-15,roof,0.5826986008588019
2024-04-15,roof_vpd,0.5505036120061069
2024-04-16,control,0.5527406615437782
2024-04-16,irrigation,0.8790755725581167
2024-04-16,irrigation_vpd,0.8226312919143137
2024-04-16,roof,0.5693563634683363
2024-04-16,roof_vpd,0.5304255164454738
2024-04-17,control,0.36109660414997324
2024-04-17,irrigation,0.6000178426770515
2024-04-17,irrigation_vpd,0.5738517830243761
2024-04-17,roof,0.40611145678779903
2024-04-17,roof_vpd,0.33569703549116037
2024-04-18,control,0.4030439368057009
2024-04-18,irrigation,0.6141219552839988
2024-04-18,irrigation_vpd,0.5946452261819
2024-04-18,roof,0.4145374674437492
2024-04-18,roof_vpd,0.37181846309380423
2024-04-19,control,0.34904036696858043
2024-04-19,irrigation,0.549529337382331
2024-04-19,irrigation_vpd,0.5036946589216064
2024-04-19,roof,0.3584741082117133
2024-04-19,roof_vpd,0.3237382058857704
2024-04-20,control,0.4451635269546293
2024-04-20,irrigation,0.6963760635171453
2024-04-20,irrigation_vpd,0.636781177004123
2024-04-20,roof,0.4444640291823569
2024-04-20,roof_vpd,0.4095615234145242
2024-04-21,control,0.23618639752792564
2024-04-21,irrigation,0.39240978705537366
2024-04-21,irrigation_vpd,0.3661789485526119
2024-04-21,roof,0.251227229231163
2024-04-21,roof_vpd,0.22324486542793015
2024-04-22,control,0.3544133900907711
2024-04-22,irrigation,0.605380590098127
2024-04-22,irrigation_vpd,0.5609198452133713
2024-04-22,roof,0.36205596138430834
2024-04-22,roof_vpd,0.3183177841482557
2024-04-23,control,0.4387213271441072
2024-04-23,irrigation,0.6877142588516447
2024-04-23,irrigation_vpd,0.6097160826147238
2024-04-23,roof,0.433886429124736
2024-04-23,roof_vpd,0.4190739185540237
2024-04-24,control,0.4355315977473917
2024-04-24,irrigation,0.7036721394886855
2024-04-24,irrigation_vpd,0.6324444435480857
2024-04-24,roof,0.456880512039113
2024-04-24,roof_vpd,0.4249832325326288
2024-04-25,control,0.45312591801661967
2024-04-25,irrigation,0.7412392489410055
2024-04-25,irrigation_vpd,0.6801658785062275
2024-04-25,roof,0.4774716638295003
2024-04-25,roof_vpd,0.4469413655979104
2024-04-26,control,0.4999429765307221
2024-04-26,irrigation,0.8048356133841551
2024-04-26,irrigation_vpd,0.721246930058421
2024-04-26,roof,0.5043393591728327
2024-04-26,roof_vpd,0.4917340469999137
2024-04-27,control,0.5555665647281335
2024-04-27,irrigation,0.8417787454024326
2024-04-27,irrigation_vpd,0.767684357830222
2024-04-27,roof,0.5518077429562677
2024-04-27,roof_vpd,0.545182930258387
2024-04-28,control,0.4711190875804227
2024-04-28,irrigation,0.69400680414696
2024-04-28,irrigation_vpd,0.6194808514863308
2024-04-28,roof,0.4542941434318646
2024-04-28,roof_vpd,0.47205692966456647
2024-04-29,control,0.5444154962285527
2024-04-29,irrigation,0.7979036762254813
2024-04-29,irrigation_vpd,0.7782811246601246
2024-04-29,roof,0.543745445441529
2024-04-29,roof_vpd,0.5389838633164686
2024-04-30,control,0.6154320534297113
2024-04-30,irrigation,0.8566762221053841
2024-04-30,irrigation_vpd,0.8287848556753714
2024-04-30,roof,0.5951822080030783
2024-04-30,roof_vpd,0.6306379803227521
2024-05-01,control,0.5122082179993657
2024-05-01,irrigation,0.7214025596214068
2024-05-01,irrigation_vpd,0.6993877125853296
2024-05-01,roof,0.5251186562779852
2024-05-01,roof_vpd,0.5263185720676328
2024-05-02,control,0.30928365969104904
2024-05-02,irrigation,0.45312001483901626
2024-05-02,irrigation_vpd,0.40929569908732044
2024-05-02,roof,0.31460672553359503
2024-05-02,roof_vpd,0.2761822356442346
2024-05-03,control,0.30548966858725235
2024-05-03,irrigation,0.434740038204259
2024-05-03,irrigation_vpd,0.415374006599285
2024-05-03,roof,0.32172362951946465
2024-05-03,roof_vpd,0.26307124121045544
2024-05-04,control,0.49652526882595094
2024-05-04,irrigation,0.7010624335384985
2024-05-04,irrigation_vpd,0.6787641922742587
2024-05-04,roof,0.48944146465765237
2024-05-04,roof_vpd,0.48984173018954646
2024-05-05,control,0.45865433250326093
2024-05-05,irrigation,0.6318572129399419
2024-05-05,irrigation_vpd,0.6089865394909671
2024-05-05,roof,0.4506906671780254
2024-05-05,roof_vpd,0.4657602929320054
2024-05-06,control,0.1318955623763475
2024-05-06,irrigation,0.18105403900544795
2024-05-06,irrigation_vpd,0.17367065898970954
2024-05-06,roof,0.1460894855499898
2024-05-06,roof_vpd,0.13232882495334844
2024-05-07,control,0.03096342399418406
2024-05-07,irrigation,0.03264352743107413
2024-05-07,irrigation_vpd,0.01950083841709609
2024-05-07,roof,0.017250435214195954
2024-05-07,roof_vpd,0.022082790973571804
2024-05-08,control,0.5940072094027585
2024-05-08,irrigation,0.8831105106415841
2024-05-08,irrigation_vpd,0.7882138124358437
2024-05-08,roof,0.5715756315943619
2024-05-08,roof_vpd,0.515128030804442
2024-05-09,control,0.6118117609165719
2024-05-09,irrigation,0.9716276067569272
2024-05-09,irrigation_vpd,0.8660295853008316
2024-05-09,roof,0.596570314770323
2024-05-09,roof_vpd,0.5467231485447235
2024-05-10,control,0.6224901084870554
2024-05-10,irrigation,1.00426587115602
2024-05-10,irrigation_vpd,0.9224433483471366
2024-05-10,roof,0.6091643577878108
2024-05-10,roof_vpd,0.5770034744486734
2024-05-11,control,0.6360782068109413
2024-05-11,irrigation,1.0105041370928987
2024-05-11,irrigation_vpd,0.9606198820052422
2024-05-11,roof,0.616464051884931
2024-05-11,roof_vpd,0.5974235393392665
2024-05-12,control,0.60828918855103
2024-05-12,irrigation,0.9446393805395217
2024-05-12,irrigation_vpd,0.9097202250253816
2024-05-12,roof,0.5834748054408662
2024-05-12,roof_vpd,0.5687492933388901
2024-05-13,control,0.5041713713579331
2024-05-13,irrigation,0.76827944343115
2024-05-13,irrigation_vpd,0.7275080840506681
2024-05-13,roof,0.4841819626646882
2024-05-13,roof_vpd,0.4576057928633805
2024-05-14,control,0.6185875331684805
2024-05-14,irrigation,0.9362279351418609
2024-05-14,irrigation_vpd,0.8922274988968382
2024-05-14,roof,0.5846715024970509
2024-05-14,roof_vpd,0.576154531524806
2024-05-15,control,0.5798121228919383
2024-05-15,irrigation,0.8784022596330768
2024-05-15,irrigation_vpd,0.8335516867538396
2024-05-15,roof,0.5305572081877664
2024-05-15,roof_vpd,0.5454835243427507
2024-05-16,control,0.14939841798585748
2024-05-16,irrigation,0.23463312307223536
2024-05-16,irrigation_vpd,0.20467138035233295
2024-05-16,roof,0.1614433419899553
2024-05-16,roof_vpd,0.12305357161400995
2024-05-17,control,0.729464427558688
2024-05-17,irrigation,1.0948463721087118
2024-05-17,irrigation_vpd,0.9616706665500903
2024-05-17,roof,0.6342475902828888
2024-05-17,roof_vpd,0.6280918122600806
2024-05-18,control,0.6492397694658699
2024-05-18,irrigation,1.0769032571359187
2024-05-18,irrigation_vpd,0.957184638355576
2024-05-18,roof,0.5980286589425425
2024-05-18,roof_vpd,0.5668219834033512
2024-05-19,control,0.6375488213189641
2024-05-19,irrigation,1.098971368843842
2024-05-19,irrigation_vpd,0.9993698433075784
2024-05-19,roof,0.5803661825600201
2024-05-19,roof_vpd,0.576938086140572
2024-05-20,control,0.6369183114082013
2024-05-20,irrigation,1.1119158363260708
2024-05-20,irrigation_vpd,1.006373647635482
2024-05-20,roof,0.5519704286583982
2024-05-20,roof_vpd,0.5798687389080676
2024-05-21,control,0.4783396685743862
2024-05-21,irrigation,0.8759139193888866
2024-05-21,irrigation_vpd,0.7394531608007016
2024-05-21,roof,0.45220185244795197
2024-05-21,roof_vpd,0.4032228884610713
2024-05-22,control,0.5782551040408236
2024-05-22,irrigation,1.0586819495011297
2024-05-22,irrigation_vpd,0.9273991859619953
2024-05-22,roof,0.5280418257082298
2024-05-22,roof_vpd,0.49452664259293205
2024-05-23,control,0.33902062180130743
2024-05-23,irrigation,0.6050535454136683
2024-05-23,irrigation_vpd,0.5021119009751458
2024-05-23,roof,0.30965369093103834
2024-05-23,roof_vpd,0.27766835515069566
2024-05-24,control,0.5361537244938298
2024-05-24,irrigation,0.9877110272474479
2024-05-24,irrigation_vpd,0.8580820170312833
2024-05-24,roof,0.4829604345712339
2024-05-24,roof_vpd,0.47074801925741516
2024-05-25,control,0.6065416397883057
2024-05-25,irrigation,1.1442459412526438
2024-05-25,irrigation_vpd,1.0220812978890006
2024-05-25,roof,0.5285189588717194
2024-05-25,roof_vpd,0.5379096664491153
2024-05-26,control,0.6280585075632603
2024-05-26,irrigation,1.2244970876702748
2024-05-26,irrigation_vpd,1.079955506555025
2024-05-26,roof,0.5238772970129764
2024-05-26,roof_vpd,0.5454332238863306
2024-05-27,control,0.3484034946025256
2024-05-27,irrigation,0.6440021266411105
2024-05-27,irrigation_vpd,0.5560347087414992
2024-05-27,roof,0.3163424468028671
2024-05-27,roof_vpd,0.29197710190477627
2024-05-28,control,0.6672278793564579
2024-05-28,irrigation,1.3028622913970527
2024-05-28,irrigation_vpd,1.0892708509507174
2024-05-28,roof,0.5499991776320234
2024-05-28,roof_vpd,0.5453154377480589
2024-05-29,control,0.558559498452425
2024-05-29,irrigation,1.0958712496417526
2024-05-29,irrigation_vpd,0.9391475685102192
2024-05-29,roof,0.46318158925070035
2024-05-29,roof_vpd,0.4669154839963071
2024-05-30,control,0.40713826129325037
2024-05-30,irrigation,0.7596714509787877
2024-05-30,irrigation_vpd,0.6188260147969075
2024-05-30,roof,0.36680121893244044
2024-05-30,roof_vpd,0.32012164678887006
2024-05-31,control,0.35865902017052453
2024-05-31,irrigation,0.684969511261091
2024-05-31,irrigation_vpd,0.6139277608898839
2024-05-31,roof,0.29133292594857824
2024-05-31,roof_vpd,0.30601868004942856
2024-06-01,control,0.6574832116982121
2024-06-01,irrigation,1.2671084034914837
2024-06-01,irrigation_vpd,1.0969568376786256
2024-06-01,roof,0.5468641492923136
2024-06-01,roof_vpd,0.5407098884573419
2024-06-02,control,0.253557089574873
2024-06-02,irrigation,0.4285695314055698
2024-06-02,irrigation_vpd,0.38190806131007426
2024-06-02,roof,0.21389867018786102
2024-06-02,roof_vpd,0.2117896621102054
2024-06-03,control,0.6159710186213061
2024-06-03,irrigation,1.1990333292450508
2024-06-03,irrigation_vpd,1.0171693856094814
2024-06-03,roof,0.5019460593577697
2024-06-03,roof_vpd,0.4939266498391108
2024-06-04,control,0.667577986011577
2024-06-04,irrigation,1.3643084429447032
2024-06-04,irrigation_vpd,1.2343607650425916
2024-06-04,roof,0.5333436122093573
2024-06-04,roof_vpd,0.5562530609042028
2024-06-05,control,0.6594002418253021
2024-06-05,irrigation,1.414365772374721
2024-06-05,irrigation_vpd,1.2818508188800213
2024-06-05,roof,0.4973909433868327
2024-06-05,roof_vpd,0.5378548095922994
2024-06-06,control,0.4759072946294804
