date,scenario,sf
2012-02-25,control,0.04224846025
2012-02-26,control,0.04170551025
2012-02-27,control,0.041160332583333334
2012-02-28,control,0.04061293025
2012-02-29,control,0.040063309
2012-03-01,control,0.03951147483333334
2012-03-02,control,0.03895743433333333
2012-03-03,control,0.03840119541666667
2012-03-04,control,0.9761490711666667
2012-03-05,control,0.41898893533333337
2012-03-06,control,0
2012-03-07,control,0
2012-03-08,control,0.85766688425
2012-03-09,control,2.4874716986666665
2012-03-10,control,11.88944513125
2012-03-11,control,9.246879558333333
2012-03-12,control,18.182785259583333
2012-03-13,control,20.375443671416665
2012-03-14,control,21.983881053333334
2012-03-15,control,22.633878741
2012-03-16,control,17.536375146166666
2012-03-17,control,15.80675676225
2012-03-18,control,3.6328192950833333
2012-03-19,control,17.8475848675
2012-03-20,control,24.674606293916668
2012-03-21,control,27.173207825916666
2012-03-22,control,25.97039031883333
2012-03-23,control,25.859855959166666
2012-03-24,control,10.098515116166666
2012-03-25,control,0.53961260675
2012-03-26,control,0.37132340708333333
2012-03-27,control,0.12912216716666666
2012-03-27,irrigation stop,0.0032632643333333333
2012-03-28,control,0.07272921933333333
2012-03-28,irrigation stop,0
2012-03-29,control,0.07632191025
2012-03-29,irrigation stop,0
2012-03-30,control,0.07501131241666667
2012-03-30,irrigation stop,0
2012-03-31,control,0.07368195375
2012-03-31,irrigation stop,0
2012-04-01,control,0.072333501
2012-04-01,irrigation stop,48.35701079733333
2012-04-02,control,0.07096561808333333
2012-04-02,irrigation stop,41.85508745
2012-04-03,control,0.06957797133333332
2012-04-03,irrigation stop,35.84581588066666
2012-04-04,control,0.06817022266666667
2012-04-04,irrigation stop,29.090356685666666
2012-04-05,control,0.06674203366666667
2012-04-05,irrigation stop,42.86294409083333
2012-04-06,control,0.06529306791666667
2012-04-06,irrigation stop,31.70146810716667
2012-04-07,control,0.06382298816666668
2012-04-07,irrigation stop,39.395691383666666
2012-04-08,control,0.06233146566666667
2012-04-08,irrigation stop,37.028094892
2012-04-09,control,0.06081817116666667
2012-04-09,irrigation stop,42.198047418
2012-04-10,control,0.059282782
2012-04-10,irrigation stop,27.025475101333335
2012-04-11,control,0.05772498858333333
2012-04-11,irrigation stop,40.316148921
2012-04-12,control,0.0561444875
2012-04-12,irrigation stop,19.46726791458333
2012-04-13,control,0.05454099208333334
2012-04-13,irrigation stop,27.159100569833335
2012-04-14,control,0.05291422875
2012-04-14,irrigation stop,2.5315400016666665
2012-04-15,control,0.05126395058333333
2012-04-15,irrigation stop,42.15804865816666
2012-04-16,control,0.04958993216666667
2012-04-16,irrigation stop,44.7670360615
2012-04-17,control,0.047891976333333336
2012-04-17,irrigation stop,38.291597523166665
2012-04-18,control,0.04616992875
2012-04-18,irrigation stop,33.637742736
2012-04-19,control,0.04442367466666666
2012-04-19,irrigation stop,21.24974525258333
2012-04-20,control,0.0426531525
2012-04-20,irrigation stop,20.701125901666668
2012-04-21,control,1.4822548808333333
2012-04-21,irrigation stop,23.300211724333334
2012-04-22,control,5.676050478083333
2012-04-22,irrigation stop,21.539563417666667
2012-04-23,control,1.3063069368333333
2012-04-23,irrigation stop,22.94982330375
2012-04-24,control,0
2012-04-24,irrigation stop,21.69464675625
2012-04-25,control,9.787056887333334
2012-04-25,irrigation stop,23.737170015
2012-04-26,control,25.388454262083332
2012-04-26,irrigation stop,39.5347509125
2012-04-27,control,30.03837108775
2012-04-27,irrigation stop,40.66715130233333
2012-04-28,control,10.479717547416668
2012-04-28,irrigation stop,17.336874726166666
2012-04-29,control,12.103386314583334
2012-04-29,irrigation stop,20.70030036458333
2012-04-30,control,19.66646886125
2012-04-30,irrigation stop,15.76247088025
2012-05-01,control,20.445482590333334
2012-05-01,irrigation stop,28.336770541916664
2012-05-02,control,35.50470740283333
2012-05-02,irrigation stop,25.446560900916666
2012-05-03,control,36.982091551500005
2012-05-03,irrigation stop,24.619090776916668
2012-05-04,control,20.608712195333332
2012-05-04,irrigation stop,25.00379818575
2012-05-05,control,27.304718214833333
2012-05-05,irrigation stop,31.885957285583334
2012-05-06,control,36.4322248805
2012-05-06,irrigation stop,40.723667754
2012-05-07,control,27.3747730545
2012-05-07,irrigation stop,32.747834248083336
2012-05-08,control,28.376094332500003
2012-05-08,irrigation stop,31.929639521250003
2012-05-09,control,42.78643153675
2012-05-09,irrigation stop,41.249408241333335
2012-05-10,control,43.94466849925
2012-05-10,irrigation stop,50.14475568
2012-05-11,control,1.346117167
2012-05-11,irrigation stop,3.256316921583333
2012-05-12,control,30.27256429325
2012-05-12,irrigation stop,40.99943532483333
2012-05-13,control,39.595834677666666
2012-05-13,irrigation stop,48.526456241000005
2012-05-14,control,35.29843462358333
2012-05-14,irrigation stop,46.9882691105
2012-05-15,control,21.060115734583334
2012-05-15,irrigation stop,24.891694046916665
2012-05-16,control,34.18766283158333
2012-05-16,irrigation stop,57.40950510416667
2012-05-17,control,31.856152198833335
2012-05-17,irrigation stop,27.425354325333334
2012-05-18,control,31.483139822250003
2012-05-18,irrigation stop,28.20412279275
2012-05-19,control,28.933781934
2012-05-19,irrigation stop,53.31393227816667
2012-05-20,control,27.315018153083333
2012-05-20,irrigation stop,28.1407913695
2012-05-21,control,21.51565634758333
2012-05-21,irrigation stop,20.93770521291667
2012-05-22,control,34.30131289925
2012-05-22,irrigation stop,29.382145901
2012-05-23,control,41.4731539405
2012-05-23,irrigation stop,50.60659420766667
2012-05-24,control,40.876340798583335
2012-05-24,irrigation stop,54.555499518
2012-05-25,control,40.113831968
2012-05-25,irrigation stop,53.29140348391667
2012-05-26,control,26.42331337125
2012-05-26,irrigation stop,37.52626765175
2012-05-27,control,40.147401257333335
2012-05-27,irrigation stop,54.519420266333334
2012-05-28,control,43.47924050783334
2012-05-28,irrigation stop,60.11218877433333
2012-05-29,control,40.33969740633333
2012-05-29,irrigation stop,55.418606698666665
2012-05-30,control,32.83272262625
2012-05-30,irrigation stop,47.923781648083335
2012-05-31,control,35.509880333666665
2012-05-31,irrigation stop,53.23207781725
2012-06-01,control,36.777074685
2012-06-01,irrigation stop,56.35046850225
2012-06-02,control,11.873878047833333
2012-06-02,irrigation stop,20.379119301583334
2012-06-03,control,31.327113784333335
2012-06-03,irrigation stop,47.40272671808333
2012-06-04,control,38.043859642166666
2012-06-04,irrigation stop,54.070946225
2012-06-05,control,1.3708704674166667
2012-06-05,irrigation stop,4.24755732225
2012-06-06,control,35.11030928941666
2012-06-06,irrigation stop,47.62274786708333
2012-06-07,control,7.316595981416667
2012-06-07,irrigation stop,12.678255100083334
2012-06-08,control,37.07425238208333
2012-06-08,irrigation stop,29.952188547583333
2012-06-09,control,31.985871223750003
2012-06-09,irrigation stop,28.642835283
2012-06-10,control,24.99940133333333
2012-06-10,irrigation stop,33.6709672725
2012-06-11,control,20.46419344325
2012-06-11,irrigation stop,29.722328281916667
2012-06-12,control,38.423666230916666
2012-06-12,irrigation stop,49.6812508555
2012-06-13,control,44.337287266749996
2012-06-13,irrigation stop,53.322114950166664
2012-06-14,control,48.11185660225
2012-06-14,irrigation stop,61.018403082333336
2012-06-15,control,45.0837831515
2012-06-15,irrigation stop,62.27997975041667
2012-06-16,control,40.53776241316666
2012-06-16,irrigation stop,60.926893561666674
2012-06-17,control,38.568432365666666
2012-06-17,irrigation stop,59.614447823166664
2012-06-18,control,26.02907655683333
2012-06-18,irrigation stop,45.28098642933333
2012-06-19,control,22.11526300675
2012-06-19,irrigation stop,38.64207575383333
2012-06-20,control,35.926775947083335
2012-06-20,irrigation stop,53.43695093325
2012-06-21,control,33.445759779666666
2012-06-21,irrigation stop,48.49205839
2012-06-22,control,41.781475994000004
2012-06-22,irrigation stop,62.213506387833334
2012-06-23,control,39.93350052783333
2012-06-23,irrigation stop,60.29894982025
2012-06-24,control,26.01116551125
2012-06-24,irrigation stop,41.13174508466667
2012-06-25,control,25.38863107975
2012-06-25,irrigation stop,40.12308153591667
2012-06-26,control,39.394606988666666
2012-06-26,irrigation stop,57.60406499891666
2012-06-27,control,39.30589100741667
2012-06-27,irrigation stop,62.76042102508333
2012-06-28,control,38.92062882775
2012-06-28,irrigation stop,64.44822428775001
2012-06-29,control,34.3884325385
2012-06-29,irrigation stop,59.078851548916674
2012-06-30,control,13.308759748333333
2012-06-30,irrigation stop,26.369132657833333
2012-07-01,control,5.280936806750001
2012-07-01,irrigation stop,9.456735723916667
2012-07-02,control,39.60558058425
2012-07-02,irrigation stop,52.81233912258333
2012-07-03,control,32.17409780333334
2012-07-03,irrigation stop,43.11067372725
2012-07-04,control,36.69527766691667
2012-07-04,irrigation stop,49.136219807749995
2012-07-05,control,26.9688047465
2012-07-05,irrigation stop,36.36832581325
2012-07-06,control,42.85784382308333
2012-07-06,irrigation stop,53.039929080166665
2012-07-07,control,38.10709813175
2012-07-07,irrigation stop,52.11066056425
2012-07-08,control,43.74848607
2012-07-08,irrigation stop,62.84132297266666
2012-07-09,control,34.97732552958334
2012-07-09,irrigation stop,50.53021280916667
2012-07-10,control,41.77546374533333
2012-07-10,irrigation stop,62.489932291916666
2012-07-11,control,37.547098624166665
2012-07-11,irrigation stop,59.11749148008334
2012-07-12,control,25.200778741666667
2012-07-12,irrigation stop,44.70578815741666
2012-07-13,control,32.34267926891667
2012-07-13,irrigation stop,42.55889520533333
2012-07-14,control,39.293387444416666
2012-07-14,irrigation stop,33.9908332185
2012-07-15,control,44.98205403833333
2012-07-15,irrigation stop,35.943488229416666
2012-07-16,control,43.5034286825
2012-07-16,irrigation stop,66.90572051166667
2012-07-17,control,48.20267685608333
2012-07-17,irrigation stop,76.72411762633334
2012-07-18,control,39.985594078666665
2012-07-18,irrigation stop,70.50673866716667
2012-07-19,control,30.380892156583336
2012-07-19,irrigation stop,58.548712226666666
2012-07-20,control,33.742321979416666
2012-07-20,irrigation stop,64.2884101835
2012-07-21,control,39.53955513475
2012-07-21,irrigation stop,76.00791628516667
2012-07-22,control,39.20732197383333
2012-07-22,irrigation stop,77.28103414433333
2012-07-23,control,35.98024553758333
2012-07-23,irrigation stop,66.956951333
2012-07-24,control,38.10593932483333
2012-07-24,irrigation stop,74.36663441716667
2012-07-25,control,37.50501447016667
2012-07-25,irrigation stop,69.66896837816667
2012-07-26,control,35.64767050366666
2012-07-26,irrigation stop,63.886042403833336
2012-07-27,control,11.677590758583333
2012-07-27,irrigation stop,21.35638537635
2012-07-28,control,34.814782317083335
2012-07-28,irrigation stop,55.06028585433334
2012-07-29,control,41.00429361383333
2012-07-29,irrigation stop,69.45379047683333
2012-07-30,control,46.75781973466667
2012-07-30,irrigation stop,71.039448287
2012-07-31,control,45.68789462375
2012-07-31,irrigation stop,70.47491282283333
2012-08-01,control,37.15778372566666
2012-08-01,irrigation stop,28.435537855916667
2012-08-02,control,43.15312814241667
2012-08-02,irrigation stop,34.853396694333334
2012-08-03,control,41.56696831325
2012-08-03,irrigation stop,34.4706120345
2012-08-04,control,22.414889321
2012-08-04,irrigation stop,28.331145006166665
2012-08-05,control,11.951351379666669
2012-08-05,irrigation stop,17.902009784166665
2012-08-06,control,44.729233497416665
2012-08-06,irrigation stop,52.25177290716667
2012-08-07,control,46.7284366125
2012-08-07,irrigation stop,54.38205418683333
2012-08-08,control,44.70195483933333
2012-08-08,irrigation stop,53.26874386275
2012-08-09,control,42.28328734758333
2012-08-09,irrigation stop,49.5716942555
2012-08-10,control,42.76962789625
2012-08-10,irrigation stop,51.82196520941666
2012-08-11,control,38.878688164833335
2012-08-11,irrigation stop,48.92589758058333
2012-08-12,control,38.235153968333336
2012-08-12,irrigation stop,47.064836243583336
2012-08-13,control,37.81952595916667
2012-08-13,irrigation stop,45.701097088
2012-08-14,control,36.248786079
2012-08-14,irrigation stop,44.244306806833336
2012-08-15,control,27.87233659675
2012-08-15,irrigation stop,35.50693459275
2012-08-16,control,35.87278974016667
2012-08-16,irrigation stop,40.835861859333335
2012-08-17,control,36.89274084866666
2012-08-17,irrigation stop,37.39284491958333
2012-08-18,control,36.778430204
2012-08-18,irrigation stop,33.12286782858334
2012-08-19,control,31.768148549583334
2012-08-19,irrigation stop,24.906901128416663
2012-08-20,control,39.46264985025
2012-08-20,irrigation stop,39.30300024675
2012-08-21,control,39.20092511208333
2012-08-21,irrigation stop,36.610008848583334
2012-08-22,control,25.71960111008333
2012-08-22,irrigation stop,24.3758911925
2012-08-23,control,19.475157260750002
2012-08-23,irrigation stop,22.533186614166667
2012-08-24,control,24.558394406166666
2012-08-24,irrigation stop,28.161743105166668
2012-08-25,control,38.78372724416667
2012-08-25,irrigation stop,40.821427319916666
2012-08-26,control,42.0318235775
2012-08-26,irrigation stop,45.575215602
2012-08-27,control,35.43507161866667
2012-08-27,irrigation stop,40.65386725425
2012-08-28,control,32.85872756725
2012-08-28,irrigation stop,38.4579548225
2012-08-29,control,0.5285466031666667
2012-08-29,irrigation stop,1.0217637515
2012-08-30,control,16.355054334333335
2012-08-30,irrigation stop,24.209864506333332
2012-08-31,control,16.04851557525
2012-08-31,irrigation stop,21.13093458275
2012-09-01,control,37.420417139
2012-09-01,irrigation stop,42.6228809495
2012-09-02,control,33.15996099308333
2012-09-02,irrigation stop,38.27939668891667
2012-09-03,control,36.473866483
2012-09-03,irrigation stop,39.38552120158333
2012-09-04,control,35.53193692016667
2012-09-04,irrigation stop,40.28059733633333
2012-09-05,control,37.154456349
2012-09-05,irrigation stop,42.915525017916664
2012-09-06,control,36.732846256916666
2012-09-06,irrigation stop,43.045966693416666
2012-09-07,control,36.83411400166666
2012-09-07,irrigation stop,44.882999829499994
2012-09-08,control,36.048252397
2012-09-08,irrigation stop,45.81500451549999
2012-09-09,control,33.477093472250004
2012-09-09,irrigation stop,44.209092215
2012-09-10,control,28.048088960333335
2012-09-10,irrigation stop,38.35785814325
2012-09-11,control,1.6644901853333334
2012-09-11,irrigation stop,1.89992227775
2012-09-12,control,32.36314852725
2012-09-12,irrigation stop,45.308167687
2012-09-13,control,32.896500309033335
2012-09-13,irrigation stop,42.238406974583334
2012-09-14,control,32.784970651250006
2012-09-14,irrigation stop,41.21354178066667
2012-09-15,control,34.964588030583336
2012-09-15,irrigation stop,42.25053048983333
2012-09-16,control,32.791227403916665
2012-09-16,irrigation stop,39.78285119416667
2012-09-17,control,26.41973301233333
2012-09-17,irrigation stop,33.88116388983333
2012-09-18,control,22.379693659333334
2012-09-18,irrigation stop,29.334992764166664
2012-09-19,control,30.98050184425
2012-09-19,irrigation stop,39.764439525499995
2012-09-20,control,31.560246150749997
2012-09-20,irrigation stop,40.033506675666665
2012-09-21,control,9.8502392545
2012-09-21,irrigation stop,12.580400948416667
2012-09-22,control,33.41061297066666
2012-09-22,irrigation stop,39.765786053
2012-09-23,control,2.4511842730833333
2012-09-23,irrigation stop,3.7465181315
2012-09-24,control,30.239499499750004
2012-09-24,irrigation stop,37.64544327825
2012-09-25,control,29.16201205675
2012-09-25,irrigation stop,34.554010277833335
2012-09-26,control,25.144413892000003
2012-09-26,irrigation stop,29.334674554
2012-09-27,control,30.347603057416666
2012-09-27,irrigation stop,36.178836550750006
2012-09-28,control,6.646218476416667
2012-09-28,irrigation stop,12.0735427945
2012-09-29,control,9.721566527250001
2012-09-29,irrigation stop,12.526919659
2012-09-30,control,23.269054784833333
2012-09-30,irrigation stop,27.092128922833332
2012-10-01,control,25.18022575275
2012-10-01,irrigation stop,29.5460559995
