dates,treatment,VPD,tmax,tmin,tmean,Es,Ea
2025-01-30,control,0.21841241898148148,10.360453333333334,1.0614666666666666,4.112810844907408,0.8366869468725145,0.6182745278910331
2025-01-30,irrigation_vpd,0.2602204861111111,10.44449,1.611987,4.633809194444444,0.8656731189527043,0.6054526328415931
2025-01-31,control,0.13828249537037038,5.82069,2.047283333333333,3.6389377499999997,0.7951858694018635,0.6569033740314931
2025-01-31,irrigation_vpd,0.15658325,5.640453,2.191967,3.753517951388889,0.8011810749113865,0.6445978249113865
2025-02-01,control,0.06969914351851851,6.36303,-1.21443,1.3353271064814816,0.6806277913754661,0.6109286478569477
2025-02-01,irrigation_vpd,0.03902141379310345,3.481346,-0.592327,1.0090253620689655,0.659285679994968,0.6202642662018646
2025-02-02,control,0.07845838425925923,5.128676666666666,-2.2283333333333335,0.006630182870370168,0.6169660949424546,0.5385077106831954
2025-02-02,irrigation_vpd,0.19915738775510206,8.16432,-1.123017,2.298753489795918,0.7316067168748035,0.5324493291197016
2025-02-03,control,0.14780830555555557,5.345363333333333,-2.71242,-0.43639788657407397,0.5983884167908867,0.45058011123533115
2025-02-03,irrigation_vpd,0.24482934579439253,8.04692,-1.55442,1.4775804392523366,0.6911223049223664,0.4462929591279739
2025-02-04,control,0.15037771527777777,5.580133,-3.31932,-0.3243520254629627,0.6065325981769375,0.45615488289915973
2025-02-04,irrigation_vpd,0.22942691304347826,8.727953,-2.70114,1.1479242536231886,0.6792429583110308,0.44981604526755253
2025-02-05,control,0.1590050648148148,6.2373,-2.80126,-0.11045451620370364,0.6156437040115529,0.456638639196738
2025-02-05,irrigation_vpd,0.22238519444444446,8.246686,-2.271007,1.1599989444444445,0.6777297000398003,0.45534450559535583
2025-02-06,control,0.07754578703703703,3.755256666666667,-4.26154,-1.5276913472222222,0.5527599716548375,0.4752141846178004
2025-02-06,irrigation_vpd,0.117399504,4.302446,-4.035773,-0.6416744720000002,0.5905163703818762,0.47311686638187617
2025-02-07,control,0.39710004398148147,9.167063333333333,-2.87867,3.384185981481482,0.8154787236346605,0.418378679653179
2025-02-07,irrigation_vpd,0.5218221379310345,9.386453,-2.333,5.356600939655172,0.917673939486558,0.39585180155552346
2025-02-08,control,0.5353656365740741,11.791843333333333,0.88029,6.281757958333333,0.9732270017663164,0.4378613651922423
2025-02-08,irrigation_vpd,0.545888326388889,11.84167,1.272447,6.379604229166667,0.979294002783124,0.43340567639423505
2025-02-09,control,0.1887679861111111,9.196999666666667,-1.6354133333333334,2.3957953333333335,0.7399969623926214,0.5512289762815102
2025-02-09,irrigation_vpd,0.22611563194444445,10.08204,-1.109753,3.0878136597222223,0.7788863817970693,0.5527707498526248
2025-02-10,control,0.2875264907407407,10.292506666666666,0.96207,5.309827023148149,0.909239226085,0.6217127353442592
2025-02-10,irrigation_vpd,0.3084428611111111,10.2642,1.252573,5.527337166666667,0.9217737781186258,0.6133309170075147
2025-02-11,control,0.3123373171296296,11.3126,3.296456666666667,7.090784224537037,1.021719121727851,0.7093818045982214
2025-02-11,irrigation_vpd,0.32622239583333335,11.04334,3.30586,7.2056841319444445,1.0282296342863522,0.7020072384530189
2025-02-12,control,0.23624000925925928,10.464843333333333,3.710506666666667,6.748326736111111,0.9957792003109699,0.7595391910517106
2025-02-12,irrigation_vpd,0.2509775902777778,10.36382,4.140813,6.920276138888889,1.0056664306269443,0.7546888403491664
2025-02-13,control,0.043022189814814815,6.64842,3.9295466666666665,5.2598922013888885,0.8899771901425315,0.8469550003277166
2025-02-13,irrigation_vpd,0.06412626388888888,6.805594,4.02842,5.380193868055556,0.8973328084678012,0.8332065445789123
2025-02-14,control,0.27234843981481477,5.91583,-2.25387,2.2327985023148145,0.7269554242837523,0.4546069844689373
2025-02-14,irrigation_vpd,0.29285568055555555,6.934,-2.223207,2.415872979166666,0.7369371627327777,0.44408148217722215
2025-02-15,control,0.2502083287037037,7.064006666666667,-5.392356666666667,-0.8365709606481485,0.5917159737386763,0.34150764503497266
2025-02-15,irrigation_vpd,0.28923838194444446,8.467733,-5.095813,-0.16607816666666558,0.6250434728171222,0.3358050908726778
2025-02-16,control,0.278984474537037,9.631146333333334,-2.6646733333333334,1.667809291666667,0.712587928853355,0.4336034543163179
2025-02-16,irrigation_vpd,0.3073559791666667,9.515266,-1.873427,2.2034175833333327,0.7366354434067933,0.4292794642401267
2025-02-17,control,0.14188149074074075,7.750452666666667,-3.1575533333333334,0.3580993333333331,0.6454689734815793,0.5035874827408385
2025-02-17,irrigation_vpd,0.1699972777777778,7.7396,-2.644373,1.068775576388889,0.6770682545254249,0.5070709767476471
2025-02-18,control,0.16892924537037035,8.60185,-3.669696666666667,0.5969392962962966,0.660816154325682,0.4918869089553116
2025-02-18,irrigation_vpd,0.025830930232558138,-1.41816,-3.441893,-2.4889183488372093,0.509553521954111,0.48372259172155285
2025-02-19,control,0.22213794675925927,9.865293,-2.2660633333333333,2.2527874143518525,0.7436233576281416,0.5214854108688823
2025-02-19,irrigation_vpd,0.3006118035714286,9.799,2.063807,4.737319589285714,0.871158197722005,0.5705463941505764
2025-02-20,control,0.3482298634259259,14.248876666666666,-0.05044666666666667,5.826772858796296,0.9608509070412321,0.6126210436153062
2025-02-20,irrigation_vpd,0.39940875694444444,15.06106,0.579567,6.4423949305555555,1.0042377567444591,0.6048289998000147
2025-02-21,control,0.6202169259259259,15.313166666666667,1.6628966666666667,9.212857321759259,1.2252654647888321,0.6050485388629061
2025-02-21,irrigation_vpd,0.6616416875000001,16.38695,1.68382,9.642447243055557,1.2589503652905847,0.5973086777905848
2025-02-22,control,0.8081492222222222,15.396716666666666,5.842533333333333,11.50318560648148,1.3827626358822858,0.5746134136600635
2025-02-22,irrigation_vpd,0.8192454652777778,15.33386,6.35458,11.579252534722222,1.3873903035707171,0.5681448382929394
2025-02-23,control,0.3237347708333333,11.798853333333334,4.16806,7.702761122685185,1.066501737708601,0.7427669668752676
2025-02-23,irrigation_vpd,0.3380503194444444,11.56748,4.681487,7.855366194444444,1.0750465039986357,0.7369961845541911
2025-02-24,control,0.2826125277777778,12.61025,2.0914566666666667,6.66491787962963,1.0046330887633177,0.7220205609855398
2025-02-24,irrigation_vpd,0.31159477083333337,12.46156,2.412493,7.0496564374999995,1.0278774156972537,0.7162826448639203
2025-02-25,control,0.22502760648148148,10.31612,3.4675433333333334,6.344135039351852,0.9648881939024663,0.7398605874209848
2025-02-25,irrigation_vpd,0.24736084027777777,10.24541,4.232333,6.536120506944444,0.9763192224108047,0.7289583821330269
2025-02-26,control,0.28822856481481485,8.841336333333333,-0.19827666666666666,5.20897325462963,0.8950270683923136,0.6067985035774988
2025-02-26,irrigation_vpd,0.29453575694444445,8.608946,0.205787,5.2271652430555555,0.8945562942579806,0.6000205373135361
2025-02-27,control,0.2538534861111111,10.883316666666667,-1.85387,3.2651609467592597,0.7995410252469266,0.5456875391358155
2025-02-27,irrigation_vpd,0.2644500763888889,10.83287,-1.428007,3.4676289513888894,0.8066225101916206,0.5421724338027316
2025-02-28,control,0.2983276921296296,10.685133333333333,-2.3623266666666667,2.7667649768518516,0.780315756692054,0.4819880645624243
2025-02-28,irrigation_vpd,0.31909171527777774,10.28689,-1.514787,3.2512830624999993,0.7990760769031136,0.47998436162533575
2025-03-01,control,0.2938233287037037,11.49557,-3.2461233333333332,2.4405950717592595,0.7691594810857585,0.47533615238205484
2025-03-01,irrigation_vpd,0.3081444861111111,11.21716,-2.82042,2.8222758958333336,0.7839513751422791,0.475806889031168
2025-03-02,control,0.35978803009259264,12.97067,-2.3744733333333334,3.2565015092592593,0.8204687937499139,0.46068076365732125
2025-03-02,irrigation_vpd,0.3841338541666666,12.61721,-1.71306,3.826524111111112,0.8442220396750512,0.46008818550838443
2025-03-03,control,0.50820625,14.445646666666667,-2.24631,4.411122060185185,0.8980915702923247,0.38988532029232464
2025-03-03,irrigation_vpd,0.5429421111111111,14.55822,-2.042306,4.9789003888888885,0.9256445296700964,0.38270241855898524
2025-03-04,control,0.5995504930555555,15.752393333333334,-1.5586433333333334,5.824453606481482,0.9892604481229553,0.3897099550673997
2025-03-04,irrigation_vpd,0.6350358125,15.34841,-0.718313,6.342552583333333,1.0166218135194403,0.3815860010194403
2025-03-05,control,0.7832638750000002,18.40375,-0.6183566666666667,8.461886173611113,1.1972484696983663,0.41398459469836646
2025-03-05,irrigation_vpd,0.808695375,18.41137,0.387333,8.835735090277778,1.2152092776969174,0.40651390269691745
2025-03-06,control,0.8216879560185185,16.68504,2.100433333333333,9.73541599074074,1.2726931515212867,0.45100519550276813
2025-03-06,irrigation_vpd,0.8486947986111111,16.35013,3.517727,10.12084773611111,1.2919825999222776,0.4432878013111664
2025-03-07,control,0.8284029560185185,16.371946666666666,2.5261,9.981634798611111,1.2692585208430065,0.44085556482448807
2025-03-07,irrigation_vpd,0.8322993194444445,16.00484,3.170613,10.03879854861111,1.2683738123197517,0.43607449287530714
2025-03-08,control,0.8269135625,17.571346666666667,1.5593933333333334,9.946669958333334,1.2913638770534532,0.4644503145534532
2025-03-08,irrigation_vpd,0.842468298611111,17.27615,2.324173,10.168250548611113,1.3012530418861592,0.4587847432750481
2025-03-09,control,0.9638771342592592,16.90197,7.567069666666667,12.357709310185186,1.4582134041196393,0.49433626986038
2025-03-09,irrigation_vpd,0.9618810277777777,16.53231,7.699173,12.31947401388889,1.452990002375463,0.4911089745976853
2025-03-10,control,0.49634546527777773,16.00664666666667,7.158893,10.477682189814814,1.2860406411431087,0.789695175865331
