dates,treatment,VPD,tmax,tmin,tmean
2024-02-15,roof,0.48106708425925926,15.130666666666666,2.033,8.141386353472223
2024-02-15,roof_vpd,0.4717177037037037,15.057,2.016,8.089528926157408
2024-02-16,control,0.41723421828703705,14.572,4.291,8.657293518287037
2024-02-16,irrigation,0.41486907638888887,14.350333333333333,4.398666666666666,8.602894683101852
2024-02-16,irrigation_vpd,0.41965639189814813,14.357666666666667,4.473,8.69702570324074
2024-02-16,roof,0.41936051712962963,14.58,4.334666666666667,8.633431032175926
2024-02-16,roof_vpd,0.4088134134259259,14.493333333333334,4.261666666666667,8.556644431018519
2024-02-17,control,0.27746191550925925,15.004333333333333,3.6763333333333335,8.027859952546295
2024-02-17,irrigation,0.27137586157407406,14.850333333333333,3.822,7.941465743518519
2024-02-17,irrigation_vpd,0.2784546145833333,14.963666666666667,3.973333333333333,8.06058889236111
2024-02-17,roof,0.2892109768518519,15.723666666666666,3.5246666666666666,8.076391209027777
2024-02-17,roof_vpd,0.27267343935185184,15.487666666666668,3.542666666666667,7.951677780092592
2024-02-18,control,0.3352145,13.935666666666666,2.4343333333333335,8.163216654861111
2024-02-18,irrigation,0.32824047037037035,13.834,2.612,8.10629560763889
2024-02-18,irrigation_vpd,0.3359246064814815,13.815333333333333,2.687333333333333,8.186412276157407
2024-02-18,roof,0.3413548513888889,13.971666666666668,2.465333333333333,8.23415974074074
2024-02-18,roof_vpd,0.3308588152777778,13.919333333333332,2.3766666666666665,8.14809906412037
2024-02-19,control,0.42312687106481484,14.811,5.287333333333334,9.638128703472223
2024-02-19,irrigation,0.42279249907407407,14.931333333333333,5.293333333333333,9.60040556875
2024-02-19,irrigation_vpd,0.42750969097222224,14.739333333333333,5.299333333333333,9.644556250925925
2024-02-19,roof,0.4264940789351852,15.05,5.241333333333333,9.63784654375
2024-02-19,roof_vpd,0.41730288541666666,14.831666666666667,5.235666666666667,9.611868514351851
2024-02-20,control,0.21087842662037037,11.566333333333333,2.759333333333333,6.226047455787037
2024-02-20,irrigation,0.20191836087962964,11.636,2.8623333333333334,6.140693985185186
2024-02-20,irrigation_vpd,0.20899997893518518,11.479,2.9926666666666666,6.229934724768518
2024-02-20,roof,0.21992269236111112,12.198,2.7903333333333333,6.325582409027778
2024-02-20,roof_vpd,0.20873427592592592,11.751333333333333,2.688,6.2508891180555555
2024-02-21,control,0.39133095046296296,12.836,0.20766666666666667,6.544468046759259
2024-02-21,irrigation,0.3850128104166667,12.531,0.24366666666666667,6.489381021527778
2024-02-21,irrigation_vpd,0.3906197576388889,12.565666666666667,0.4033333333333333,6.551857646064815
2024-02-21,roof,0.39587890324074076,12.762,0.081,6.603178490046297
2024-02-21,roof_vpd,0.38437210949074074,12.803,0.05,6.513086571759259
2024-02-22,control,0.11357036898148148,10.136333333333333,3.6323333333333334,6.117993753703704
2024-02-22,irrigation,0.11580411967592592,10.245,3.6113333333333335,6.123783567592593
2024-02-22,irrigation_vpd,0.11762307384259259,10.176333333333334,3.614,6.146223148148148
2024-02-22,roof,0.11770507592592593,10.122333333333334,3.564,6.111820141898148
