 

stn;time;pva200d0;gre000d0;tre200dn;tre200d0;tre200jx;rka150d0;ure200d0;fkl010d0
SIO;20001230;4.7;37;-4.4;-0.6;2.3;0.0;79.4;0.8
SIO;20001231;3.3;55;-6.4;-3.1;1.9;0.0;68.0;1.9
SIO;20010101;3.6;33;-5.0;-0.3;3.5;0.0;59.5;2.4
SIO;20010102;6.1;13;1.1;3.3;7.4;10.1;78.8;1.2
SIO;20010103;6.9;50;-0.2;2.6;7.0;0.8;93.7;1.4
SIO;20010104;6.0;8;-0.8;1.2;3.1;6.2;90.2;1.6
SIO;20010105;6.5;9;-1.2;1.5;3.2;7.4;94.4;1.8
SIO;20010106;7.6;17;1.4;3.6;5.5;17.8;96.6;1.6
SIO;20010107;6.3;28;-0.1;0.7;1.4;19.2;98.8;0.6
SIO;20010108;6.5;17;0.6;2.2;3.8;0.5;91.7;0.9
SIO;20010109;4.9;55;-2.6;0.5;4.2;0.0;78.4;1.5
SIO;20010110;5.6;41;0.5;3.0;6.2;0.0;74.1;2.5
SIO;20010111;6.3;52;1.6;4.3;9.1;0.0;77.1;1.7
SIO;20010112;8.0;41;1.9;4.8;7.8;2.8;92.9;1.1
SIO;20010113;7.0;16;0.9;2.7;3.8;1.7;94.6;1.9
SIO;20010114;5.6;50;-0.4;0.6;2.8;0.0;87.9;1.8
SIO;20010115;4.2;67;-4.9;-1.7;2.5;0.0;78.1;1.3
SIO;20010116;3.4;72;-6.3;-2.7;3.2;0.0;69.3;1.8
SIO;20010117;3.9;63;-4.9;-0.9;4.4;0.0;68.7;1.7
SIO;20010118;4.6;73;-0.6;1.5;7.3;0.0;69.4;1.5
SIO;20010119;5.0;35;-0.6;2.0;4.9;0.0;70.8;1.5
SIO;20010120;5.9;75;0.3;2.9;8.0;0.0;79.8;1.1
SIO;20010121;5.3;73;-1.4;2.8;7.1;0.0;72.8;1.3
SIO;20010122;5.0;65;-1.1;4.1;10.5;0.0;62.0;1.7
SIO;20010123;6.8;47;0.5;3.9;5.9;8.0;83.9;1.5
SIO;20010124;7.9;16;2.7;4.8;8.6;11.6;92.0;1.5
SIO;20010125;6.9;55;0.4;3.3;8.5;0.8;89.1;2.2
SIO;20010126;5.3;86;-1.2;2.1;8.2;0.0;76.5;1.3
SIO;20010127;5.2;87;-1.8;3.1;9.5;2.7;70.4;1.9
SIO;20010128;3.7;77;-2.8;1.0;7.8;0.0;58.6;1.8
SIO;20010129;4.6;92;-2.3;1.4;6.1;0.0;68.7;2.0
SIO;20010130;4.6;78;-2.1;1.8;6.4;0.0;68.4;1.2
SIO;20010131;3.9;96;-5.3;-0.7;4.1;0.0;68.5;1.4
SIO;20010201;3.7;96;-3.9;0.4;4.8;0.0;59.9;1.6
SIO;20010202;3.3;73;-7.3;-2.7;0.8;3.0;66.7;1.2
SIO;20010203;5.3;29;-4.8;-1.1;0.4;9.4;93.9;0.9
SIO;20010204;7.2;85;0.7;3.4;10.3;3.7;92.6;1.5
SIO;20010205;7.0;88;1.4;5.9;13.4;1.0;78.1;1.4
SIO;20010206;6.2;103;1.7;8.5;16.6;0.0;58.7;2.2
SIO;20010207;6.4;56;4.0;8.8;15.3;0.0;58.3;1.2
SIO;20010208;6.8;77;4.9;8.9;14.9;1.7;61.8;1.7
SIO;20010209;6.2;56;1.7;5.0;8.3;1.0;72.4;2.2
SIO;20010210;4.8;120;-2.4;2.7;10.4;0.0;67.1;1.4
SIO;20010211;4.5;122;-2.2;3.6;11.5;0.0;60.6;1.9
SIO;20010212;5.3;108;-0.5;5.3;14.4;0.0;62.9;1.7
SIO;20010213;6.5;114;1.0;5.4;11.3;0.0;73.1;1.9
SIO;20010214;6.2;124;-1.2;3.7;12.0;0.0;79.2;2.0
SIO;20010215;5.5;130;-2.4;3.3;11.7;0.0;73.9;1.6
SIO;20010216;5.1;133;-2.0;4.5;13.6;0.0;65.1;1.6
SIO;20010217;5.4;59;-0.6;3.2;6.3;0.0;71.2;1.8
SIO;20010218;5.4;134;-1.8;3.1;10.3;0.0;72.4;2.2
SIO;20010219;5.1;133;-2.1;2.7;10.0;0.0;71.1;1.8
SIO;20010220;5.0;135;-2.7;3.2;9.9;0.0;67.8;2.9
SIO;20010221;5.0;138;-1.9;3.7;10.4;0.0;64.5;1.5
SIO;20010222;6.5;45;3.9;7.1;9.9;0.0;63.9;4.2
SIO;20010223;6.8;33;3.5;7.0;9.1;0.0;67.8;4.7
SIO;20010224;4.2;98;-2.0;2.7;6.9;0.0;57.5;4.0
SIO;20010225;3.8;95;-3.4;-0.5;2.9;0.0;65.0;2.6
SIO;20010226;2.9;162;-4.2;-0.5;5.3;0.0;51.1;2.6
SIO;20010227;2.4;131;-5.2;1.7;8.4;0.0;37.0;4.0
SIO;20010228;3.1;115;1.1;4.4;7.5;0.0;37.7;2.3
SIO;20010301;4.7;115;-1.4;2.3;7.8;0.1;67.6;2.0
SIO;20010302;5.5;57;-1.3;1.5;5.9;18.5;83.1;1.1
SIO;20010303;6.6;119;0.0;2.8;6.8;20.2;89.1;1.2
SIO;20010304;7.6;36;2.3;3.6;4.6;33.7;95.6;1.1
SIO;20010305;7.8;73;3.2;5.9;9.5;2.0;85.0;1.1
SIO;20010306;6.8;171;1.4;7.6;15.5;0.0;68.5;1.7
SIO;20010307;8.9;77;5.5;9.2;14.6;1.1;77.4;1.4
SIO;20010308;8.9;48;6.2;9.7;15.2;5.2;76.0;1.5
SIO;20010309;8.3;132;4.6;8.2;13.2;1.9;77.7;1.4
SIO;20010310;8.4;89;3.6;7.4;11.5;5.2;82.1;1.3
SIO;20010311;9.9;72;4.9;9.0;12.7;5.0;86.5;1.2
SIO;20010312;9.7;88;6.0;9.7;15.9;8.3;82.0;2.5
SIO;20010313;6.3;137;5.3;8.6;12.9;0.1;59.4;3.6
SIO;20010314;7.2;98;6.1;8.7;12.6;1.6;65.9;3.1
SIO;20010315;8.0;107;5.9;9.3;14.6;0.0;69.4;1.2
SIO;20010316;7.1;170;3.5;11.7;21.0;0.0;56.3;2.7
SIO;20010317;9.1;56;7.0;9.1;11.5;1.3;78.3;2.2
SIO;20010318;8.0;136;3.2;9.3;15.4;1.2;70.9;1.5
SIO;20010319;7.7;193;6.1;9.2;14.4;0.2;68.8;3.7
SIO;20010320;8.7;74;4.1;8.9;12.8;5.0;77.3;1.0
SIO;20010321;10.7;32;7.7;8.7;10.0;20.0;95.4;1.2
SIO;20010322;8.2;101;8.2;12.2;17.1;7.9;61.3;2.8
SIO;20010323;8.4;149;8.2;15.2;22.4;0.0;50.8;2.1
SIO;20010324;8.7;82;11.6;16.9;21.6;0.0;46.8;1.5
SIO;20010325;9.5;150;7.9;11.5;16.9;11.1;72.6;3.4
SIO;20010326;8.6;182;6.8;9.9;14.8;0.2;71.8;2.7
SIO;20010327;8.0;211;4.4;9.3;16.0;0.0;69.9;1.8
SIO;20010328;7.0;196;3.1;9.3;17.3;0.0;62.5;1.6
SIO;20010329;8.0;52;5.1;7.5;10.9;1.8;77.6;2.5
SIO;20010330;6.6;192;2.3;7.2;12.6;0.5;66.9;3.4
SIO;20010331;6.0;245;-0.1;7.6;16.2;0.0;60.4;2.0
SIO;20010401;6.9;251;1.9;10.4;18.9;0.0;57.1;2.3
SIO;20010402;7.2;237;3.7;12.0;21.1;0.0;54.3;2.1
SIO;20010403;8.0;201;4.7;11.1;19.5;0.0;61.9;2.4
SIO;20010404;8.8;89;4.7;9.4;16.4;8.0;75.5;2.8
SIO;20010405;6.6;254;3.8;8.4;13.5;2.5;63.4;2.6
SIO;20010406;9.2;181;5.0;9.7;15.9;9.9;78.1;1.5
SIO;20010407;8.5;110;4.1;8.0;12.6;12.2;80.6;2.8
SIO;20010408;7.6;132;4.0;7.3;12.0;0.0;75.5;3.3
SIO;20010409;8.2;61;5.0;6.8;7.7;8.4;83.4;1.6
SIO;20010410;9.0;116;5.8;8.1;13.4;1.0;84.1;1.9
SIO;20010411;7.5;172;4.7;7.4;11.5;0.3;73.9;3.5
SIO;20010412;7.0;234;3.4;9.0;15.8;0.0;62.8;2.8
SIO;20010413;5.6;267;4.2;8.3;13.9;0.0;53.1;4.1
SIO;20010414;4.0;282;0.7;6.3;11.5;0.0;43.5;4.6
SIO;20010415;6.4;29;0.6;3.4;4.0;9.9;82.7;1.1
SIO;20010416;7.3;154;3.3;6.3;11.9;2.2;77.2;2.8
SIO;20010417;5.7;291;-0.2;6.9;13.6;0.0;61.0;1.8
SIO;20010418;6.1;273;1.6;8.4;15.2;0.0;57.4;2.5
SIO;20010419;6.9;214;3.4;6.4;11.3;0.0;71.8;4.6
SIO;20010420;5.3;245;1.4;4.8;9.5;0.0;62.8;4.9
SIO;20010421;5.3;168;1.5;3.8;7.1;0.0;67.1;5.0
SIO;20010422;5.8;281;1.4;6.5;12.3;0.0;61.5;4.3
SIO;20010423;6.9;69;1.2;4.7;7.4;0.4;80.2;2.0
SIO;20010424;8.3;157;2.8;9.7;16.8;0.2;71.1;1.2
SIO;20010425;9.4;70;2.8;9.2;15.2;5.1;81.3;2.1
SIO;20010426;7.2;298;2.4;9.7;17.0;0.0;64.6;2.1
SIO;20010427;6.8;281;3.8;12.4;19.9;0.0;49.2;2.2
SIO;20010428;9.3;253;8.8;14.0;20.0;0.0;59.7;2.1
SIO;20010429;8.8;234;8.5;15.4;22.6;0.0;52.4;2.9
SIO;20010430;8.3;172;10.6;15.4;21.5;0.0;48.4;3.7
SIO;20010501;10.1;153;8.9;15.1;21.3;0.0;61.2;3.8
SIO;20010502;9.9;239;7.7;16.8;24.0;0.0;55.9;3.9
SIO;20010503;11.6;240;10.2;15.5;21.8;1.5;67.5;2.8
SIO;20010504;11.5;215;8.5;13.6;18.8;0.0;74.6;3.0
SIO;20010505;11.1;263;9.4;13.0;17.8;0.0;75.8;4.1
SIO;20010506;11.2;221;10.5;12.8;16.3;0.0;75.9;4.0
SIO;20010507;10.7;254;10.0;12.9;17.6;0.0;72.5;3.3
SIO;20010508;11.6;253;10.8;14.4;20.2;0.0;71.8;3.2
SIO;20010509;11.9;260;11.2;16.8;22.8;0.0;63.8;1.8
SIO;20010510;12.3;250;11.7;17.3;25.2;0.7;64.9;1.8
SIO;20010511;10.7;310;9.0;17.0;25.4;0.1;59.0;1.8
SIO;20010512;10.1;316;8.5;17.4;25.6;0.0;53.9;2.2
SIO;20010513;10.7;267;10.2;18.2;25.1;0.0;53.5;2.1
SIO;20010514;11.8;200;11.4;17.7;23.9;0.2;60.7;2.4
SIO;20010515;12.8;165;11.1;14.0;20.8;0.5;80.9;1.6
SIO;20010516;10.5;201;9.6;16.4;22.6;0.1;59.6;1.9
SIO;20010517;13.6;97;10.2;13.9;17.8;13.1;85.9;1.6
SIO;20010518;10.2;329;7.4;13.8;18.4;1.3;66.5;4.1
SIO;20010519;9.2;341;4.7;13.8;21.8;0.0;60.8;2.5
SIO;20010520;11.0;253;7.2;15.4;22.0;0.0;64.6;2.3
SIO;20010521;11.9;288;9.9;17.6;24.0;0.0;60.3;2.8
SIO;20010522;14.1;257;12.1;18.4;23.3;0.0;67.7;2.9
SIO;20010523;13.5;241;12.2;19.7;26.7;0.0;61.2;1.7
SIO;20010524;15.0;231;13.5;18.7;24.1;0.0;70.4;2.6
SIO;20010525;13.9;243;12.5;17.9;24.5;0.0;69.6;2.6
SIO;20010526;11.9;325;10.0;19.1;27.4;0.0;57.3;2.3
SIO;20010527;12.4;323;11.7;20.6;29.2;0.0;53.5;2.4
SIO;20010528;13.3;324;14.3;22.0;30.7;0.0;53.0;2.1
SIO;20010529;13.5;336;13.6;22.7;30.2;0.0;51.6;2.6
SIO;20010530;14.1;332;14.4;23.2;31.4;0.0;52.1;2.4
SIO;20010531;15.3;145;15.7;19.5;24.3;6.0;67.4;1.8
SIO;20010601;9.0;346;12.1;17.7;23.1;0.0;46.1;4.1
SIO;20010602;10.6;168;9.7;13.8;18.7;2.2;68.1;2.7
SIO;20010603;9.1;162;5.7;10.5;15.6;4.5;72.1;2.8
SIO;20010604;7.2;358;2.6;12.3;20.7;0.0;54.1;2.6
SIO;20010605;9.3;338;6.1;16.6;24.5;0.8;51.4;2.2
SIO;20010606;12.5;247;11.9;15.3;20.9;5.0;73.7;2.9
SIO;20010607;11.5;347;9.5;17.3;23.6;0.0;60.2;2.6
SIO;20010608;13.7;174;11.3;16.5;22.4;11.1;74.7;1.8
SIO;20010609;15.9;69;13.4;14.6;16.4;15.1;95.6;0.7
SIO;20010610;14.1;87;10.8;13.6;16.4;9.4;90.3;1.9
SIO;20010611;9.1;303;8.1;13.4;19.8;0.4;61.9;2.4
SIO;20010612;9.2;359;6.1;15.2;23.0;0.0;55.9;2.4
SIO;20010613;11.5;245;9.9;16.1;22.6;1.7;65.9;2.6
SIO;20010614;12.1;327;10.8;16.7;24.0;1.5;67.1;1.9
SIO;20010615;13.2;273;13.4;19.2;28.3;13.6;63.5;1.8
SIO;20010616;15.3;91;12.5;14.8;17.3;15.3;91.1;1.5
SIO;20010617;11.9;275;10.8;14.9;20.8;0.3;72.2;3.4
SIO;20010618;10.8;281;9.7;13.6;18.5;1.0;70.2;4.5
SIO;20010619;10.6;362;7.1;15.1;22.6;0.0;64.0;2.2
SIO;20010620;11.3;353;8.4;16.6;23.4;0.0;61.7;2.8
SIO;20010621;11.7;347;9.8;19.1;27.3;0.0;56.2;2.4
SIO;20010622;12.8;349;11.9;20.5;28.0;0.0;56.2;2.5
SIO;20010623;13.6;347;12.5;20.2;26.9;0.0;59.5;2.5
SIO;20010624;13.4;340;12.4;21.1;28.9;0.0;55.8;2.1
SIO;20010625;14.8;341;14.1;22.1;29.3;0.0;57.3;2.4
SIO;20010626;15.4;337;14.7;23.1;30.4;0.0;56.5;2.0
SIO;20010627;18.6;236;16.7;21.2;28.7;11.7;76.1;2.1
SIO;20010628;18.1;105;14.2;17.7;21.0;7.6;89.9;1.5
SIO;20010629;15.8;339;13.2;20.4;26.7;0.0;68.5;2.3
SIO;20010630;15.6;311;14.8;22.0;27.9;0.0;61.3;2.7
SIO;20010701;14.6;338;15.5;21.7;27.7;0.0;57.6;2.7
SIO;20010702;14.3;342;12.5;21.4;28.7;0.0;58.1;2.6
SIO;20010703;16.3;331;15.0;22.4;28.9;0.0;62.2;2.6
SIO;20010704;15.5;282;15.1;22.3;28.6;0.0;59.1;2.1
SIO;20010705;14.8;273;17.0;24.0;31.9;0.0;51.7;1.9
SIO;20010706;14.8;274;17.2;25.1;31.4;0.0;48.3;3.4
SIO;20010707;15.0;65;14.3;16.2;19.2;8.4;81.6;1.9
SIO;20010708;14.9;214;13.2;17.2;22.9;0.1;77.1;2.1
SIO;20010709;14.1;317;12.6;19.4;26.2;0.0;65.0;2.5
SIO;20010710;14.4;229;13.6;19.6;27.4;0.0;64.7;1.7
SIO;20010711;14.4;307;14.4;19.6;25.6;0.0;64.8;3.3
SIO;20010712;13.2;300;13.7;20.4;25.9;0.0;55.9;2.1
SIO;20010713;16.3;224;16.1;20.2;24.3;0.1;68.9;2.4
SIO;20010714;17.1;166;16.9;21.7;28.5;1.1;67.6;1.8
SIO;20010715;16.1;66;10.9;15.0;18.0;42.5;93.8;2.6
SIO;20010716;11.6;277;8.1;14.0;19.4;0.8;74.4;2.2
SIO;20010717;12.6;321;10.9;17.6;23.8;0.0;65.2;2.1
SIO;20010718;14.3;106;12.0;15.5;19.1;6.3;82.1;1.1
SIO;20010719;12.8;260;11.5;16.5;22.0;0.1;70.0;2.7
SIO;20010720;11.6;174;10.6;14.8;18.6;0.3;70.1;4.2
SIO;20010721;12.2;328;7.8;16.5;24.0;0.0;66.5;2.1
SIO;20010722;14.8;324;11.1;20.1;27.9;0.0;65.3;2.0
SIO;20010723;15.4;284;14.2;20.5;28.3;0.0;66.0;2.1
SIO;20010724;15.7;244;14.6;19.7;26.4;0.2;70.4;1.9
SIO;20010725;16.1;288;13.2;21.1;28.2;0.0;65.6;2.1
SIO;20010726;17.4;307;16.0;22.4;29.4;0.0;65.6;2.4
SIO;20010727;16.2;289;15.6;22.5;29.7;0.0;61.6;1.8
SIO;20010728;16.8;233;16.0;21.5;27.8;0.0;66.9;1.9
SIO;20010729;18.0;252;15.4;22.0;28.8;0.0;69.7;1.8
SIO;20010730;18.5;294;16.4;23.2;29.7;0.0;66.3;2.3
SIO;20010731;18.8;287;17.0;24.2;30.7;0.0;63.8;2.6
SIO;20010801;19.9;289;17.5;24.5;30.5;0.0;65.9;2.3
SIO;20010802;19.2;212;18.1;24.9;32.4;0.0;62.5;1.5
SIO;20010803;19.2;108;17.7;20.7;24.9;14.3;79.3;1.6
SIO;20010804;17.1;208;17.2;19.9;24.0;2.2;74.5;3.7
SIO;20010805;12.7;310;13.2;18.8;23.8;0.0;60.1;3.6
SIO;20010806;14.5;151;12.5;17.3;20.4;0.0;73.7;1.3
SIO;20010807;16.1;287;13.9;20.0;26.6;0.0;70.7;1.7
SIO;20010808;17.5;90;15.2;17.5;20.6;12.4;87.7;1.1
SIO;20010809;18.1;58;15.7;17.3;19.2;14.5;92.0;1.0
SIO;20010810;13.3;300;12.8;17.7;22.2;0.7;67.4;3.8
SIO;20010811;11.5;301;10.1;16.6;23.5;0.0;63.7;2.7
SIO;20010812;11.9;297;9.3;17.5;25.5;0.0;62.6;2.1
SIO;20010813;13.0;286;11.2;19.0;27.4;0.0;62.6;1.9
SIO;20010814;15.1;280;12.7;21.0;28.9;0.0;63.4;1.9
SIO;20010815;15.7;262;14.8;22.3;32.0;0.1;61.6;1.9
SIO;20010816;16.5;180;16.5;21.1;26.2;0.0;66.9;1.8
SIO;20010817;16.1;126;15.3;18.8;23.6;0.3;75.3;2.2
SIO;20010818;15.2;272;12.0;20.3;28.0;0.9;66.1;2.1
SIO;20010819;16.9;249;14.5;20.7;27.4;1.8;71.7;1.6
SIO;20010820;17.8;171;15.7;18.7;23.5;5.8;83.8;1.6
SIO;20010821;17.2;251;14.4;20.3;26.5;0.0;74.5;2.0
SIO;20010822;16.9;272;15.3;21.2;27.3;0.0;68.5;2.1
SIO;20010823;15.8;227;14.1;20.5;27.0;0.0;67.3;2.0
SIO;20010824;16.1;266;14.1;21.3;28.6;0.0;65.4;2.3
SIO;20010825;15.9;263;14.4;21.9;29.5;0.0;62.8;1.9
SIO;20010826;15.7;256;14.5;22.3;30.3;0.0;61.2;1.8
SIO;20010827;15.6;252;15.5;22.3;31.2;0.0;60.5;1.6
SIO;20010828;16.5;247;14.7;21.8;29.0;0.0;64.4;2.3
SIO;20010829;17.3;249;14.5;21.6;28.5;3.1;68.8;2.0
SIO;20010830;17.4;144;15.1;18.9;24.1;3.2;80.5;2.3
SIO;20010831;14.1;120;12.4;15.4;19.2;0.6;80.7;2.4
SIO;20010901;11.3;170;9.4;13.2;17.9;0.0;75.4;3.0
SIO;20010902;11.0;260;7.2;14.5;21.4;0.0;68.9;2.2
SIO;20010903;12.0;253;8.7;16.3;23.4;0.0;66.9;2.1
SIO;20010904;13.5;64;9.4;13.2;16.3;11.9;88.4;1.9
SIO;20010905;9.8;260;6.5;12.1;17.7;0.0;70.6;4.5
SIO;20010906;9.4;214;4.9;12.2;18.2;0.0;68.4;1.9
SIO;20010907;13.0;146;11.4;15.3;20.3;0.4;75.9;2.4
SIO;20010908;12.4;145;13.1;17.0;20.9;2.1;64.6;3.0
SIO;20010909;9.8;235;8.0;13.5;18.7;2.8;65.4;3.6
SIO;20010910;8.3;216;7.1;11.0;17.5;0.0;65.2;2.9
SIO;20010911;7.4;243;3.6;10.1;18.0;0.0;63.7;2.2
SIO;20010912;8.5;218;3.3;11.1;19.3;0.0;66.2;2.2
SIO;20010913;10.7;133;6.9;12.6;18.0;0.0;74.2;1.3
SIO;20010914;11.4;91;9.4;12.0;16.5;3.9;81.6;2.6
SIO;20010915;10.0;227;6.1;12.8;18.4;0.0;69.7;2.6
SIO;20010916;9.7;84;6.3;11.0;15.1;1.2;75.7;2.3
SIO;20010917;8.7;191;5.0;9.0;14.0;1.6;76.6;3.3
SIO;20010918;8.1;199;3.5;9.7;15.5;0.0;69.4;1.6
SIO;20010919;8.7;143;7.3;12.1;18.2;0.0;63.5;1.3
SIO;20010920;10.0;157;9.5;13.8;19.2;0.0;64.4;1.6
SIO;20010921;11.7;191;9.4;14.2;21.0;0.0;73.5;1.9
SIO;20010922;11.2;53;8.6;11.8;14.8;0.1;81.4;1.0
SIO;20010923;13.3;106;10.9;13.4;18.9;3.6;87.1;1.4
SIO;20010924;13.6;81;11.6;13.4;17.3;1.3;88.5;1.7
SIO;20010925;11.5;171;10.8;13.4;18.3;7.8;76.2;2.8
SIO;20010926;9.9;198;6.8;12.1;18.6;0.0;72.5;1.9
SIO;20010927;10.0;160;5.2;11.2;18.9;0.0;77.0;1.5
SIO;20010928;10.6;192;6.0;12.8;21.5;0.0;74.1;1.9
SIO;20010929;13.0;59;9.7;13.3;17.4;2.9;84.6;1.2
SIO;20010930;13.7;156;10.0;14.4;20.9;0.3;84.5;1.4
SIO;20011001;12.7;163;9.1;15.5;24.0;0.0;75.0;1.6
SIO;20011002;12.9;181;9.7;16.2;25.8;0.0;72.7;2.1
SIO;20011003;12.1;174;9.9;16.5;25.7;0.7;68.3;2.0
SIO;20011004;12.8;176;9.5;14.2;20.0;1.8;80.2;1.6
SIO;20011005;11.8;132;8.5;13.7;21.5;0.0;77.1;1.4
SIO;20011006;13.9;157;12.4;16.7;24.5;0.3;75.5;1.2
SIO;20011007;14.7;75;10.4;15.2;20.1;1.7;85.6;1.3
SIO;20011008;12.1;159;8.6;14.2;21.5;0.0;76.3;2.4
SIO;20011009;12.8;108;11.5;13.9;18.6;0.0;80.8;1.6
SIO;20011010;13.1;148;10.0;14.1;20.5;0.1;82.7;1.6
SIO;20011011;11.8;157;8.9;13.9;21.9;0.0;76.1;1.7
SIO;20011012;10.8;152;7.8;13.8;23.0;0.0;71.7;1.6
SIO;20011013;11.5;149;7.2;14.2;23.2;0.0;73.2;1.6
SIO;20011014;11.4;130;7.1;14.1;22.5;0.0;72.8;1.6
SIO;20011015;11.2;139;7.8;14.4;21.6;0.0;70.0;1.8
SIO;20011016;12.2;133;9.7;14.8;21.6;0.0;73.9;1.9
SIO;20011017;11.1;137;7.6;13.1;22.7;0.0;76.5;1.6
SIO;20011018;10.9;99;7.7;13.4;21.2;0.0;72.6;1.7
SIO;20011019;10.4;131;9.2;14.8;24.1;0.0;65.1;1.7
SIO;20011020;11.1;93;8.1;15.8;24.5;1.1;65.3;2.4
SIO;20011021;11.4;92;9.8;13.8;20.0;0.3;74.3;2.0
SIO;20011022;8.9;122;5.1;10.2;17.1;0.0;73.7;1.2
SIO;20011023;9.7;68;6.1;10.7;14.9;0.2;75.2;1.5
SIO;20011024;10.7;106;8.9;12.2;18.4;0.4;77.4;2.0
SIO;20011025;10.5;100;6.0;11.3;17.5;0.0;79.3;1.8
SIO;20011026;8.3;123;4.1;8.9;17.3;0.0;75.8;1.5
SIO;20011027;8.2;109;2.8;8.6;16.4;0.0;75.2;1.4
SIO;20011028;8.3;112;3.1;9.2;17.2;0.0;74.2;1.6
SIO;20011029;8.5;112;3.4;9.2;17.3;0.0;75.0;1.5
SIO;20011030;8.1;115;4.7;10.1;19.7;0.0;68.5;1.4
SIO;20011031;7.8;103;3.0;10.1;18.1;2.2;65.6;2.0
SIO;20011101;7.9;79;2.3;7.3;13.0;0.0;78.6;1.7
SIO;20011102;6.8;111;0.2;5.0;12.2;0.0;80.2;1.5
SIO;20011103;6.8;105;-0.5;4.5;12.0;0.0;82.3;1.4
SIO;20011104;6.8;105;-0.2;5.0;13.6;0.0;79.8;1.2
SIO;20011105;7.2;54;0.1;4.7;9.3;0.0;84.6;1.1
SIO;20011106;7.8;45;4.8;7.3;11.6;0.0;77.0;1.1
SIO;20011107;9.4;38;5.7;7.5;9.7;2.6;90.3;0.8
SIO;20011108;8.5;49;4.4;8.4;14.6;5.4;78.7;3.1
SIO;20011109;4.9;87;-2.2;3.0;7.2;0.0;66.0;2.8
SIO;20011110;4.3;97;-4.0;0.4;8.3;0.0;70.7;1.6
SIO;20011111;5.1;46;-2.8;0.9;5.4;0.0;78.6;1.5
SIO;20011112;6.3;22;-0.1;2.6;4.2;0.0;85.8;0.9
SIO;20011113;6.7;50;2.6;4.5;6.7;0.0;80.2;0.6
SIO;20011114;5.8;39;-1.0;3.2;5.3;0.3;76.3;1.5
SIO;20011115;5.2;83;-2.7;1.3;9.3;0.0;79.7;1.6
SIO;20011116;5.1;80;-4.1;-0.4;5.9;0.0;85.9;1.5
SIO;20011117;5.1;74;-4.5;-0.4;6.1;0.0;85.4;1.4
SIO;20011118;5.4;73;-2.4;1.2;8.0;0.0;82.3;1.1
SIO;20011119;6.0;28;-2.2;1.1;2.8;0.0;91.2;1.0
SIO;20011120;5.5;56;0.1;2.5;5.1;0.0;75.3;1.2
SIO;20011121;4.8;69;-3.6;0.1;5.3;0.0;78.5;1.4
SIO;20011122;4.6;70;-5.9;-0.3;4.8;0.9;77.0;1.3
SIO;20011123;5.0;56;-4.7;1.9;5.5;0.0;71.4;2.7
SIO;20011124;3.8;41;-6.2;-1.6;1.4;0.0;70.6;0.7
SIO;20011125;5.2;75;-1.3;2.1;8.3;0.0;74.8;0.7
SIO;20011126;6.3;57;0.8;4.0;8.3;0.0;78.6;1.1
SIO;20011127;7.0;31;1.4;4.1;6.5;0.1;85.1;1.1
SIO;20011128;6.2;45;-1.9;2.8;6.9;0.0;83.5;1.2
SIO;20011129;5.8;61;-1.8;2.7;7.8;0.3;79.7;1.0
SIO;20011130;8.0;22;2.1;4.4;6.2;8.1;95.4;0.8
SIO;20011201;9.5;29;5.0;7.0;10.0;0.5;93.9;0.9
SIO;20011202;9.5;48;6.1;8.1;12.1;0.0;88.7;1.3
SIO;20011203;7.7;31;3.1;6.4;9.2;0.0;80.9;1.5
SIO;20011204;7.5;21;4.3;5.9;7.4;0.0;80.9;1.3
SIO;20011205;8.9;17;5.2;7.4;9.8;3.0;86.9;1.0
SIO;20011206;8.2;29;0.8;6.7;11.4;0.1;83.8;2.4
SIO;20011207;5.7;59;-2.1;2.4;8.2;0.0;79.6;0.7
SIO;20011208;4.6;54;-4.1;-1.2;3.5;0.0;83.1;1.4
SIO;20011209;4.1;58;-6.2;-2.6;1.9;0.0;81.8;1.5
SIO;20011210;4.0;50;-6.6;-3.5;1.1;0.0;84.1;1.5
SIO;20011211;3.7;50;-6.8;-3.9;1.0;0.0;80.3;1.3
SIO;20011212;3.8;51;-7.4;-3.2;2.0;0.0;79.1;1.4
SIO;20011213;3.7;40;-2.9;-0.5;1.7;0.0;63.1;2.0
SIO;20011214;2.3;51;-9.6;-3.3;4.1;0.0;49.3;2.4
SIO;20011215;2.5;49;-11.2;-8.5;-3.7;0.0;75.6;1.1
SIO;20011216;2.7;32;-11.5;-7.9;-5.1;0.0;78.1;1.3
SIO;20011217;2.7;46;-10.0;-7.8;-5.3;0.0;79.0;1.4
SIO;20011218;2.7;47;-11.3;-7.5;-1.6;0.0;77.9;1.5
SIO;20011219;2.6;49;-11.3;-7.8;-2.0;0.0;75.8;1.4
SIO;20011220;2.9;44;-11.7;-6.2;-0.9;0.0;75.2;1.7
SIO;20011221;2.6;45;-11.5;-7.0;-2.1;0.0;72.8;1.4
SIO;20011222;3.4;18;-5.9;-2.9;-1.2;0.0;68.8;1.3
SIO;20011223;3.3;49;-8.7;-3.6;1.2;0.0;69.4;1.9
SIO;20011224;1.7;52;-12.2;-8.1;-3.0;0.0;53.3;1.6
SIO;20011225;2.1;52;-11.3;-6.0;-0.9;0.0;53.6;1.4
SIO;20011226;4.4;36;-5.4;-1.7;4.4;2.0;79.5;2.3
SIO;20011227;3.5;53;-8.4;-3.7;-1.3;0.0;76.1;1.3
