date,sensor_loc,sapflow,month,year
2021-09-13,stem,1.6314166666666665,9,2021
2021-09-14,root,0.7290625,9,2021
2021-09-14,stem,1.5614166666666667,9,2021
2021-09-15,root,0.1517083333333333,9,2021
2021-09-15,stem,0.40941666666666665,9,2021
2021-09-16,root,0.511125,9,2021
2021-09-16,stem,0.5506666666666666,9,2021
2021-09-17,root,1.4508125,9,2021
2021-09-17,stem,1.1879166666666665,9,2021
2021-09-18,root,1.752375,9,2021
2021-09-18,stem,1.365,9,2021
2021-09-19,root,0.6066458333333333,9,2021
2021-09-19,stem,0.4614166666666667,9,2021
2021-09-20,root,0.21356250000000002,9,2021
2021-09-20,stem,-0.05033333333333334,9,2021
2021-09-21,root,1.3096666666666668,9,2021
2021-09-21,stem,1.1615833333333334,9,2021
2021-09-22,root,1.40325,9,2021
2021-09-22,stem,1.2285833333333334,9,2021
2021-09-23,root,1.6336041666666667,9,2021
2021-09-23,stem,1.4650833333333333,9,2021
2021-09-24,root,1.7830416666666666,9,2021
2021-09-24,stem,1.6235,9,2021
2021-09-25,root,1.6272541666666667,9,2021
2021-09-25,stem,1.5161666666666667,9,2021
2021-09-26,root,0.9625625,9,2021
2021-09-26,stem,1.0082499999999999,9,2021
2021-09-27,root,1.4473541666666667,9,2021
2021-09-27,stem,1.4202499999999998,9,2021
2021-09-28,root,1.5764166666666668,9,2021
2021-09-28,stem,1.4375833333333332,9,2021
2021-09-29,root,1.5916041666666667,9,2021
2021-09-29,stem,1.4975833333333335,9,2021
2021-09-30,root,1.5303541666666667,9,2021
2021-09-30,stem,1.4136666666666666,9,2021
2021-10-01,root,1.8008958333333334,10,2021
2021-10-01,stem,1.7110833333333333,10,2021
2021-10-02,root,1.7945833333333334,10,2021
2021-10-02,stem,1.7970833333333331,10,2021
2021-10-03,root,1.587875,10,2021
2021-10-03,stem,1.7524166666666665,10,2021
2021-10-04,root,0.35308333333333336,10,2021
2021-10-04,stem,0.36675,10,2021
2021-10-05,root,0.33668750000000003,10,2021
2021-10-05,stem,0.2726666666666666,10,2021
2021-10-06,root,1.2242291666666667,10,2021
2021-10-06,stem,1.2771666666666666,10,2021
2021-10-07,root,1.467125,10,2021
2021-10-07,stem,1.32925,10,2021
2021-10-08,root,1.3985208333333332,10,2021
2021-10-08,stem,1.1889166666666666,10,2021
2021-10-09,root,1.3736458333333335,10,2021
2021-10-09,stem,1.1619166666666665,10,2021
2021-10-10,root,1.1736250000000001,10,2021
2021-10-10,stem,1.0289166666666667,10,2021
2021-10-11,root,1.3946875,10,2021
2021-10-11,stem,1.3738333333333332,10,2021
2021-10-12,root,1.0963958333333332,10,2021
2021-10-12,stem,1.2626666666666666,10,2021
2021-10-13,root,1.3085833333333334,10,2021
2021-10-13,stem,1.44025,10,2021
2021-10-14,root,1.1570416666666667,10,2021
2021-10-14,stem,1.3110833333333334,10,2021
2021-10-15,root,1.1677083333333333,10,2021
2021-10-15,stem,1.4020833333333333,10,2021
2021-10-16,root,1.0796666666666668,10,2021
2021-10-16,stem,1.36,10,2021
2021-10-17,root,1.0349791666666668,10,2021
2021-10-17,stem,1.38075,10,2021
2021-10-18,root,1.0064791666666666,10,2021
2021-10-18,stem,1.4418333333333333,10,2021
2021-10-19,root,0.8327916666666667,10,2021
2021-10-19,stem,1.4115833333333332,10,2021
2021-10-20,root,0.8660208333333334,10,2021
2021-10-20,stem,1.4575833333333332,10,2021
2021-10-21,root,0.9131041666666666,10,2021
2021-10-21,stem,1.0824166666666666,10,2021
2021-10-22,root,0.9474583333333333,10,2021
2021-10-22,stem,0.971,10,2021
2021-10-23,root,0.7359791666666666,10,2021
2021-10-23,stem,0.7750833333333333,10,2021
2021-10-24,root,0.6807291666666667,10,2021
2021-10-24,stem,0.8814166666666666,10,2021
2021-10-25,root,0.5263125,10,2021
2021-10-25,stem,0.7821666666666667,10,2021
2021-10-26,root,0.352875,10,2021
2021-10-26,stem,0.6489999999999999,10,2021
2021-10-27,root,0.2676875,10,2021
2021-10-27,stem,0.5848333333333333,10,2021
2021-10-28,root,0.23754166666666668,10,2021
2021-10-28,stem,0.609,10,2021
2021-10-29,root,0.3076875,10,2021
2021-10-29,stem,0.8250833333333333,10,2021
2021-10-30,root,0.13077083333333336,10,2021
2021-10-30,stem,0.5028333333333334,10,2021
2021-10-31,root,0.1699166666666667,10,2021
2021-10-31,stem,0.59075,10,2021
2021-11-01,root,0.15220833333333336,11,2021
2021-11-01,stem,0.19024999999999997,11,2021
2021-11-02,root,0.29589583333333336,11,2021
2021-11-02,stem,0.17724999999999996,11,2021
2021-11-03,root,0.18445833333333334,11,2021
2021-11-03,stem,0.008333333333333349,11,2021
2021-11-04,root,0.14075,11,2021
2021-11-04,stem,0.02425000000000003,11,2021
2021-11-05,root,0.13979166666666668,11,2021
2021-11-05,stem,0.041749999999999954,11,2021
2021-11-06,root,0.13647916666666665,11,2021
2021-11-06,stem,0.013166666666666715,11,2021
2021-11-07,root,0.13583333333333333,11,2021
2021-11-07,stem,0.014666666666666658,11,2021
2021-11-08,root,0.13772916666666665,11,2021
2021-11-08,stem,3.333333333332862e-4,11,2021
2021-11-09,root,0.12320833333333334,11,2021
2021-11-09,stem,-0.021916666666666657,11,2021
2021-11-10,root,0.17681249999999998,11,2021
2021-11-10,stem,0.02691666666666671,11,2021
2021-11-11,root,0.18627083333333336,11,2021
2021-11-11,stem,-0.014166666666666657,11,2021
2021-11-12,root,0.1454791666666667,11,2021
2021-11-12,stem,-0.06049999999999998,11,2021
2021-11-13,root,0.07164583333333335,11,2021
2021-11-13,stem,-0.12508333333333332,11,2021
2021-11-14,root,0.06895833333333332,11,2021
2021-11-14,stem,-0.09341666666666668,11,2021
2021-11-15,root,0.07718749999999999,11,2021
2021-11-15,stem,-0.029083333333333294,11,2021
2021-11-16,root,0.03641666666666666,11,2021
2021-11-16,stem,-0.07208333333333333,11,2021
2021-11-17,root,0.014770833333333323,11,2021
2021-11-17,stem,-0.07699999999999999,11,2021
2021-11-18,root,0.005812500000000005,11,2021
2021-11-18,stem,-0.05350000000000004,11,2021
2021-11-19,root,-5.416666666666521e-4,11,2021
2021-11-19,stem,-0.04850000000000002,11,2021
2021-11-20,root,-0.0010000000000000035,11,2021
2021-11-20,stem,-0.020083333333333328,11,2021
2021-11-21,root,-0.010999999999999989,11,2021
2021-11-21,stem,-0.027249999999999962,11,2021
2021-11-22,root,-0.024500000000000008,11,2021
2021-11-22,stem,-0.036500000000000025,11,2021
2021-11-23,root,-0.028458333333333356,11,2021
2021-11-23,stem,-0.03841666666666664,11,2021
2021-11-24,root,-0.04210416666666668,11,2021
2021-11-24,stem,-0.04899999999999998,11,2021
2021-11-25,root,-0.03875,11,2021
2021-11-25,stem,-0.00950000000000005,11,2021
2021-11-26,root,-0.017874999999999985,11,2021
2021-11-26,stem,-0.05216666666666663,11,2021
2021-11-27,root,-0.009749999999999993,11,2021
2021-11-27,stem,-0.05708333333333335,11,2021
2021-11-28,root,-0.013666666666666678,11,2021
2021-11-28,stem,-0.0999166666666667,11,2021
2021-11-29,root,-0.030062499999999978,11,2021
2021-11-29,stem,-0.1424166666666667,11,2021
2021-11-30,root,-0.02414583333333334,11,2021
2021-11-30,stem,-0.017249999999999974,11,2021
2021-12-01,root,0.035520833333333335,12,2021
2021-12-01,stem,0.058666666666666714,12,2021
2021-12-02,root,0.032083333333333325,12,2021
2021-12-02,stem,-0.11175000000000003,12,2021
2021-12-03,root,0.021750000000000005,12,2021
2021-12-03,stem,-0.039166666666666655,12,2021
2021-12-04,root,0.041749999999999995,12,2021
2021-12-04,stem,-0.04841666666666666,12,2021
2021-12-05,root,0.11358333333333334,12,2021
2021-12-05,stem,-0.06074999999999999,12,2021
2021-12-06,root,0.078,12,2021
2021-12-06,stem,-0.13358333333333333,12,2021
2021-12-07,root,0.08391666666666667,12,2021
2021-12-07,stem,-0.020083333333333293,12,2021
2021-12-08,root,0.07760416666666668,12,2021
2021-12-08,stem,-0.08408333333333332,12,2021
2021-12-09,root,0.04320833333333332,12,2021
2021-12-09,stem,-0.15358333333333335,12,2021
2021-12-10,root,0.050499999999999996,12,2021
2021-12-10,stem,0.02824999999999999,12,2021
2021-12-11,root,0.04187500000000001,12,2021
2021-12-11,stem,-0.04291666666666671,12,2021
2021-12-12,root,0.06008333333333333,12,2021
2021-12-12,stem,-0.021666666666666615,12,2021
2021-12-13,root,0.06245833333333334,12,2021
2021-12-13,stem,0.0035833333333332874,12,2021
2021-12-14,root,0.047375000000000014,12,2021
2021-12-14,stem,-0.010083333333333354,12,2021
2021-12-15,root,0.058499999999999996,12,2021
2021-12-15,stem,-0.002583333333333352,12,2021
2021-12-16,root,0.04902083333333335,12,2021
2021-12-16,stem,-0.03649999999999996,12,2021
2021-12-17,root,0.017270833333333332,12,2021
2021-12-17,stem,-0.09025,12,2021
2021-12-18,root,0.04593749999999998,12,2021
2021-12-18,stem,-0.0249166666666667,12,2021
2021-12-19,root,0.04947916666666667,12,2021
2021-12-19,stem,0.010083333333333333,12,2021
2021-12-20,root,0.029395833333333336,12,2021
2021-12-20,stem,-0.04891666666666669,12,2021
2021-12-21,root,0.019499999999999997,12,2021
2021-12-21,stem,-0.013666666666666709,12,2021
2021-12-22,root,0.043208333333333314,12,2021
2021-12-22,stem,-0.003833333333333345,12,2021
2021-12-23,root,0.026145833333333337,12,2021
2021-12-23,stem,0.011666666666666626,12,2021
2021-12-24,root,0.021979166666666668,12,2021
2021-12-24,stem,5.833333333333099e-4,12,2021
2021-12-25,root,0.01125000000000001,12,2021
2021-12-25,stem,-0.004249999999999962,12,2021
2021-12-26,root,0.008708333333333325,12,2021
2021-12-26,stem,-0.013666666666666643,12,2021
2021-12-27,root,0.005395833333333334,12,2021
2021-12-27,stem,-0.01641666666666669,12,2021
2021-12-28,root,-0.005812500000000006,12,2021
2021-12-28,stem,-0.04549999999999997,12,2021
2021-12-29,root,0.004645833333333331,12,2021
2021-12-29,stem,-0.03658333333333333,12,2021
2021-12-30,root,0.01708333333333333,12,2021
2021-12-30,stem,-0.02566666666666666,12,2021
2021-12-31,root,0.028312500000000004,12,2021
2021-12-31,stem,0.010166666666666702,12,2021
2022-01-01,root,0.022770833333333344,1,2022
2022-01-01,stem,0.020916666666666698,1,2022
2022-01-02,root,0.03316666666666668,1,2022
2022-01-02,stem,0.027083333333333338,1,2022
2022-01-03,root,0.019041666666666655,1,2022
2022-01-03,stem,0.006083333333333287,1,2022
2022-01-04,root,0.013999999999999995,1,2022
2022-01-04,stem,-2.49999999999995e-4,1,2022
2022-01-05,root,0.035708333333333335,1,2022
2022-01-05,stem,4.1666666666660603e-4,1,2022
2022-01-06,root,0.002385416666666651,1,2022
2022-01-06,stem,0.008916666666666608,1,2022
2022-01-07,root,-0.00941666666666668,1,2022
2022-01-07,stem,-0.01566666666666666,1,2022
2022-01-08,root,7.083333333333447e-4,1,2022
2022-01-08,stem,-0.030250000000000006,1,2022
2022-01-09,root,0.015166666666666674,1,2022
2022-01-09,stem,0.011250000000000017,1,2022
2022-01-10,root,-0.01918750000000001,1,2022
2022-01-10,stem,-0.02208333333333333,1,2022
2022-01-11,root,-0.028854166666666674,1,2022
2022-01-11,stem,-0.001833333333333343,1,2022
2022-01-12,root,-0.013354166666666663,1,2022
2022-01-12,stem,0.010583333333333354,1,2022
2022-01-13,root,-0.008166666666666657,1,2022
2022-01-13,stem,0.023166666666666696,1,2022
2022-01-14,root,0.009333333333333329,1,2022
2022-01-14,stem,0.0325,1,2022
2022-01-15,root,-0.0037083333333333334,1,2022
2022-01-15,stem,-0.001333333333333282,1,2022
2022-01-16,root,0.0023750000000000125,1,2022
2022-01-16,stem,-0.005999999999999971,1,2022
2022-01-17,root,-0.002145833333333331,1,2022
2022-01-17,stem,-0.011083333333333317,1,2022
2022-01-18,root,-2.499999999999959e-4,1,2022
2022-01-18,stem,-0.010916666666666658,1,2022
2022-01-19,root,-0.004583333333333326,1,2022
2022-01-19,stem,-0.01516666666666666,1,2022
2022-01-20,root,0.002729166666666672,1,2022
2022-01-20,stem,-0.01708333333333334,1,2022
2022-01-21,root,-0.009895833333333331,1,2022
2022-01-21,stem,-0.032,1,2022
2022-01-22,root,-0.002895833333333338,1,2022
2022-01-22,stem,0.009250000000000001,1,2022
2022-01-23,root,-0.005479166666666671,1,2022
2022-01-23,stem,-0.016166666666666663,1,2022
2022-01-24,root,-0.0038958333333333466,1,2022
2022-01-24,stem,-0.012333333333333318,1,2022
2022-01-25,root,-0.004479166666666644,1,2022
2022-01-25,stem,-0.006333333333333389,1,2022
2022-01-26,root,-0.0014999999999999979,1,2022
2022-01-26,stem,-0.006916666666666704,1,2022
2022-01-27,root,-0.0026874999999999994,1,2022
2022-01-27,stem,-0.006999999999999992,1,2022
2022-01-28,root,-0.00995833333333333,1,2022
2022-01-28,stem,-0.013333333333333327,1,2022
2022-01-29,root,-0.00989583333333332,1,2022
2022-01-29,stem,-0.015916666666666645,1,2022
2022-01-30,root,-0.0072916666666666624,1,2022
2022-01-30,stem,-0.010166666666666642,1,2022
2022-01-31,root,0.011291666666666663,1,2022
2022-01-31,stem,-0.013499999999999977,1,2022
2022-02-01,root,-4.375000000000037e-4,2,2022
2022-02-01,stem,-0.01974999999999997,2,2022
2022-02-02,root,-0.02639583333333334,2,2022
2022-02-02,stem,-0.028666666666666667,2,2022
2022-02-03,root,-0.023729166666666662,2,2022
2022-02-03,stem,-0.01783333333333334,2,2022
2022-02-04,root,-0.007416666666666662,2,2022
2022-02-04,stem,-0.008833333333333356,2,2022
2022-02-05,root,0.004020833333333336,2,2022
2022-02-05,stem,-0.007083333333333384,2,2022
2022-02-06,root,-0.004833333333333322,2,2022
2022-02-06,stem,-0.013916666666666648,2,2022
2022-02-07,root,-0.005104166666666663,2,2022
2022-02-07,stem,-0.02183333333333331,2,2022
2022-02-08,root,-0.01593750000000002,2,2022
2022-02-08,stem,-0.012011904761904803,2,2022
2022-02-09,root,-0.015437499999999991,2,2022
2022-02-09,stem,-0.0049166666666666334,2,2022
2022-02-10,root,-0.010499999999999992,2,2022
2022-02-10,stem,-0.002916666666666644,2,2022
2022-02-11,root,0.0034166666666666555,2,2022
2022-02-11,stem,-0.0034999999999999597,2,2022
2022-02-12,root,-0.01006250000000002,2,2022
2022-02-12,stem,-0.013083333333333336,2,2022
2022-02-13,root,-0.007520833333333326,2,2022
2022-02-13,stem,-0.008583333333333353,2,2022
2022-02-14,root,-1.8749999999998542e-4,2,2022
2022-02-14,stem,-0.0025833333333333966,2,2022
2022-02-15,root,0.005729166666666666,2,2022
2022-02-15,stem,-0.01683333333333331,2,2022
2022-02-16,root,-9.791666666666803e-4,2,2022
2022-02-16,stem,-0.023749999999999966,2,2022
2022-02-17,root,-0.028749999999999994,2,2022
2022-02-17,stem,-0.038416666666666655,2,2022
2022-02-18,root,-0.015583333333333345,2,2022
2022-02-18,stem,-0.009583333333333353,2,2022
2022-02-19,root,0.025124999999999988,2,2022
2022-02-19,stem,0.01400000000000002,2,2022
2022-02-20,root,-9.999999999999913e-4,2,2022
2022-02-20,stem,-0.01433333333333331,2,2022
2022-02-21,root,0.019999999999999983,2,2022
2022-02-21,stem,-0.006666666666666651,2,2022
2022-02-22,root,-0.009791666666666666,2,2022
2022-02-22,stem,-0.02908333333333333,2,2022
2022-02-23,root,-0.015020833333333337,2,2022
2022-02-23,stem,-0.015583333333333312,2,2022
2022-02-24,root,-0.005645833333333316,2,2022
2022-02-24,stem,-0.004000000000000056,2,2022
2022-02-25,root,0.020895833333333343,2,2022
2022-02-25,stem,0.0104166666666667,2,2022
2022-02-26,root,0.007458333333333338,2,2022
2022-02-26,stem,-0.004916666666666652,2,2022
2022-02-27,root,0.008229166666666678,2,2022
2022-02-27,stem,-0.005500000000000004,2,2022
2022-02-28,root,0.005854166666666665,2,2022
2022-02-28,stem,-0.003416666666666679,2,2022
2022-03-01,root,0.007604166666666678,3,2022
2022-03-01,stem,0.001750000000000008,3,2022
2022-03-02,root,0.006812500000000019,3,2022
2022-03-02,stem,0.0023333333333333227,3,2022
2022-03-03,root,0.010187499999999997,3,2022
2022-03-03,stem,0.010916666666666689,3,2022
2022-03-04,root,0.01993750000000001,3,2022
