date,depth,SWP
2025-06-02,-0.8,-1
2025-06-02,-1.5,-1
2025-06-03,-0.15,-5.083941847222222
2025-06-03,-0.5,-1.9035856319444444
2025-06-03,-0.8,-1
2025-06-03,-1.5,-1
2025-06-04,-0.15,-18.002545534722223
2025-06-04,-0.5,-4.545829854166667
2025-06-04,-0.8,-1
2025-06-04,-1.5,-1
2025-06-05,-0.15,-12.721183298611113
2025-06-05,-0.5,-5.449503166666666
2025-06-05,-0.8,-1
2025-06-05,-1.5,-1
2025-06-06,-0.15,-14.038798458333334
2025-06-06,-0.5,-2.7682269930555554
2025-06-06,-0.8,-1
2025-06-06,-1.5,-1
2025-06-07,-0.15,-22.52759263888889
2025-06-07,-0.5,-6.660050618055555
2025-06-07,-0.8,-1
2025-06-07,-1.5,-1
2025-06-08,-0.15,-27.183199791666667
2025-06-08,-0.5,-11.982456715277777
2025-06-08,-0.8,-1
2025-06-08,-1.5,-1
2025-06-09,-0.15,-34.865709861111114
2025-06-09,-0.5,-14.423267430555555
2025-06-09,-0.8,-1
2025-06-09,-1.5,-1
2025-06-10,-0.15,-47.584073402777776
2025-06-10,-0.5,-17.36141138888889
2025-06-10,-0.8,-1
2025-06-10,-1.5,-1
2025-06-11,-0.15,-60.66837375
2025-06-11,-0.5,-19.809833680555556
2025-06-11,-0.8,-1
2025-06-11,-1.5,-1
2025-06-12,-0.15,-72.44939847222221
2025-06-12,-0.5,-21.902540833333333
2025-06-12,-0.8,-1
2025-06-12,-1.5,-1
2025-06-13,-0.15,-84.73796291666667
2025-06-13,-0.5,-24.785035694444446
2025-06-13,-0.8,-1
2025-06-13,-1.5,-1
2025-06-14,-0.15,-97.82210805555556
2025-06-14,-0.5,-27.969093194444444
2025-06-14,-0.8,-1
2025-06-14,-1.5,-1
2025-06-15,-0.15,-108.41311048611112
2025-06-15,-0.5,-29.90251465277778
2025-06-15,-0.8,-1
2025-06-15,-1.5,-1
2025-06-16,-0.15,-111.025216875
2025-06-16,-0.5,-30.935527569444446
2025-06-16,-0.8,-1.0221742361111112
2025-06-16,-1.5,-1
2025-06-17,-0.15,-114.78256965277778
2025-06-17,-0.5,-32.298990208333336
2025-06-17,-0.8,-1.1585549375
2025-06-17,-1.5,-1
2025-06-18,-0.15,-124.40236083333333
2025-06-18,-0.5,-33.85019548611111
2025-06-18,-0.8,-1.3171636388888888
2025-06-18,-1.5,-1.0007056666666667
2025-06-19,-0.15,-137.9066490972222
2025-06-19,-0.5,-35.37399159722222
2025-06-19,-0.8,-1.5789301666666669
2025-06-19,-1.5,-1.0689983402777776
2025-06-20,-0.15,-157.37893125
2025-06-20,-0.5,-37.15819194444444
2025-06-20,-0.8,-1.908701923611111
