date,depth,messvar_name,SWP
2018-07-15,-0.15,PsiSoil15_kPa_Avg,-60.87128444444444
2018-07-15,-0.45,PsiSoil45_kPa_Avg,-16.07405222222222
2018-07-16,-0.05,PsiSoil05_kPa_Avg,-12.635853125
2018-07-16,-0.15,PsiSoil15_kPa_Avg,-46.576964930555555
2018-07-16,-0.45,PsiSoil45_kPa_Avg,-11.027511875
2018-07-17,-0.05,PsiSoil05_kPa_Avg,-12.050627777777779
2018-07-17,-0.15,PsiSoil15_kPa_Avg,-45.04630798611111
2018-07-17,-0.45,PsiSoil45_kPa_Avg,-14.219415833333334
2018-07-18,-0.05,PsiSoil05_kPa_Avg,-12.332718333333334
2018-07-18,-0.15,PsiSoil15_kPa_Avg,-50.20642763888889
2018-07-18,-0.45,PsiSoil45_kPa_Avg,-18.72851326388889
2018-07-19,-0.05,PsiSoil05_kPa_Avg,-12.941535
2018-07-19,-0.15,PsiSoil15_kPa_Avg,-54.76257701388889
2018-07-19,-0.45,PsiSoil45_kPa_Avg,-22.041159166666667
2018-07-20,-0.05,PsiSoil05_kPa_Avg,-11.9989030625
2018-07-20,-0.15,PsiSoil15_kPa_Avg,-58.99625576388889
2018-07-20,-0.45,PsiSoil45_kPa_Avg,-20.760593611111112
2018-07-21,-0.05,PsiSoil05_kPa_Avg,-9.751677125
2018-07-21,-0.15,PsiSoil15_kPa_Avg,-53.90289951388889
2018-07-21,-0.45,PsiSoil45_kPa_Avg,-10.172834097222223
2018-07-22,-0.05,PsiSoil05_kPa_Avg,-9.66129620138889
2018-07-22,-0.15,PsiSoil15_kPa_Avg,-44.47640701388889
2018-07-22,-0.45,PsiSoil45_kPa_Avg,-10.23687625
2018-07-23,-0.05,PsiSoil05_kPa_Avg,-9.574299541666667
2018-07-23,-0.15,PsiSoil15_kPa_Avg,-35.658445694444445
2018-07-23,-0.45,PsiSoil45_kPa_Avg,-10.233497708333333
2018-07-24,-0.05,PsiSoil05_kPa_Avg,-9.586063666666666
2018-07-24,-0.15,PsiSoil15_kPa_Avg,-29.898745277777778
2018-07-24,-0.45,PsiSoil45_kPa_Avg,-10.443931597222223
2018-07-25,-0.05,PsiSoil05_kPa_Avg,-9.770230111111111
2018-07-25,-0.15,PsiSoil15_kPa_Avg,-28.342960972222222
2018-07-25,-0.45,PsiSoil45_kPa_Avg,-10.7445625
2018-07-26,-0.05,PsiSoil05_kPa_Avg,-10.1099803125
2018-07-26,-0.15,PsiSoil15_kPa_Avg,-30.072202083333334
2018-07-26,-0.45,PsiSoil45_kPa_Avg,-11.104300555555556
2018-07-27,-0.05,PsiSoil05_kPa_Avg,-10.743031736111112
2018-07-27,-0.15,PsiSoil15_kPa_Avg,-34.58949277777778
2018-07-27,-0.45,PsiSoil45_kPa_Avg,-11.771828194444444
2018-07-28,-0.05,PsiSoil05_kPa_Avg,-10.969346826388888
2018-07-28,-0.15,PsiSoil15_kPa_Avg,-40.49820375
2018-07-28,-0.45,PsiSoil45_kPa_Avg,-12.95079625
2018-07-29,-0.05,PsiSoil05_kPa_Avg,-9.708969965277777
2018-07-29,-0.15,PsiSoil15_kPa_Avg,-44.686079375
2018-07-29,-0.45,PsiSoil45_kPa_Avg,-14.43009
2018-07-30,-0.05,PsiSoil05_kPa_Avg,-10.043870569444444
2018-07-30,-0.15,PsiSoil15_kPa_Avg,-49.76708416666666
2018-07-30,-0.45,PsiSoil45_kPa_Avg,-16.717858194444446
2018-07-31,-0.05,PsiSoil05_kPa_Avg,-10.688328013888889
2018-07-31,-0.15,PsiSoil15_kPa_Avg,-55.80267548611111
2018-07-31,-0.45,PsiSoil45_kPa_Avg,-19.504167569444444
2018-08-01,-0.05,PsiSoil05_kPa_Avg,-11.081500298611111
2018-08-01,-0.15,PsiSoil15_kPa_Avg,-47.72681819444445
2018-08-01,-0.45,PsiSoil45_kPa_Avg,-18.544101909722222
2018-08-02,-0.05,PsiSoil05_kPa_Avg,-9.516246361111111
2018-08-02,-0.15,PsiSoil15_kPa_Avg,-13.866626041666667
2018-08-02,-0.45,PsiSoil45_kPa_Avg,-10.241491291666666
2018-08-03,-0.05,PsiSoil05_kPa_Avg,-9.313570305555556
2018-08-03,-0.15,PsiSoil15_kPa_Avg,-13.282852152777778
2018-08-03,-0.45,PsiSoil45_kPa_Avg,-10.220280972222222
2018-08-04,-0.05,PsiSoil05_kPa_Avg,-9.587445666666667
2018-08-04,-0.15,PsiSoil15_kPa_Avg,-15.263598541666667
2018-08-04,-0.45,PsiSoil45_kPa_Avg,-11.133530972222221
2018-08-05,-0.05,PsiSoil05_kPa_Avg,-9.800462034722223
2018-08-05,-0.15,PsiSoil15_kPa_Avg,-17.946199166666666
2018-08-05,-0.45,PsiSoil45_kPa_Avg,-12.684911805555556
2018-08-06,-0.05,PsiSoil05_kPa_Avg,-9.856629055555556
2018-08-06,-0.15,PsiSoil15_kPa_Avg,-23.097205416666668
2018-08-06,-0.45,PsiSoil45_kPa_Avg,-16.04755951388889
2018-08-07,-0.05,PsiSoil05_kPa_Avg,-9.44034717361111
2018-08-07,-0.15,PsiSoil15_kPa_Avg,-33.253991041666666
2018-08-07,-0.45,PsiSoil45_kPa_Avg,-19.364061944444444
2018-08-08,-0.05,PsiSoil05_kPa_Avg,-9.849236791666666
2018-08-08,-0.15,PsiSoil15_kPa_Avg,-45.04116277777778
2018-08-08,-0.45,PsiSoil45_kPa_Avg,-22.954351041666666
