date,depth,SWC
2020-07-04,150,0.2657361111111111
2020-07-05,800,0.47262499999999996
2020-07-05,500,0.4185833333333333
2020-07-05,150,0.2613888888888889
2020-07-06,800,0.47165277777777775
2020-07-06,500,0.41743749999999996
2020-07-06,150,0.2584930555555556
2020-07-07,800,0.471
2020-07-07,500,0.4164236111111111
2020-07-07,150,0.25629861111111113
2020-07-08,800,0.47080555555555553
2020-07-08,500,0.41536805555555556
2020-07-08,150,0.2543680555555556
2020-07-09,800,0.46972916666666664
2020-07-09,500,0.41411805555555553
2020-07-09,150,0.2527152777777778
2020-07-10,800,0.4692361111111111
2020-07-10,500,0.4141875
2020-07-10,150,0.25161805555555555
2020-07-11,800,0.47154166666666664
2020-07-11,500,0.41391666666666665
2020-07-11,150,0.2545138888888889
2020-07-12,800,0.46813194444444445
2020-07-12,500,0.41375694444444444
2020-07-12,150,0.25475694444444447
2020-07-13,800,0.46703472222222225
2020-07-13,500,0.41296527777777775
2020-07-13,150,0.25353472222222223
2020-07-14,800,0.4660763888888889
2020-07-14,500,0.4120486111111111
2020-07-14,150,0.25193055555555555
2020-07-15,800,0.4661805555555556
2020-07-15,500,0.41080555555555553
2020-07-15,150,0.251
2020-07-16,800,0.4669930555555556
2020-07-16,500,0.4093263888888889
2020-07-16,150,0.25161805555555555
2020-07-17,800,0.47052777777777777
2020-07-17,500,0.4065416666666667
2020-07-17,150,0.26485416666666667
2020-07-18,800,0.4691111111111111
2020-07-18,500,0.4117638888888889
2020-07-18,150,0.2637638888888889
2020-07-19,800,0.47009027777777773
2020-07-19,500,0.41229166666666667
2020-07-19,150,0.2596805555555556
2020-07-20,800,0.47034027777777776
2020-07-20,500,0.4116944444444444
2020-07-20,150,0.25709027777777776
2020-07-21,800,0.47086805555555555
2020-07-21,500,0.4107847222222222
2020-07-21,150,0.25525
2020-07-22,800,0.4717361111111111
2020-07-22,500,0.40972916666666664
2020-07-22,150,0.25380555555555556
2020-07-23,800,0.47204166666666664
2020-07-23,500,0.4087361111111111
2020-07-23,150,0.25275694444444446
2020-07-24,800,0.47288888888888886
2020-07-24,500,0.40715972222222224
2020-07-24,150,0.25172916666666667
2020-07-25,800,0.4713194444444444
2020-07-25,500,0.40631944444444446
2020-07-25,150,0.251
2020-07-26,800,0.46960416666666666
2020-07-26,500,0.406
2020-07-26,150,0.250625
2020-07-27,800,0.4684861111111111
2020-07-27,500,0.4054652777777778
2020-07-27,150,0.25
2020-07-28,800,0.46747916666666667
2020-07-28,500,0.40481944444444445
2020-07-28,150,0.24920138888888888
2020-07-29,800,0.4668611111111111
2020-07-29,500,0.40403472222222225
2020-07-29,150,0.24879166666666666
2020-07-30,800,0.46581944444444445
2020-07-30,500,0.40325
2020-07-30,150,0.24778472222222223
2020-07-31,800,0.46545138888888893
2020-07-31,500,0.4023333333333334
2020-07-31,150,0.24729861111111112
2020-08-01,800,0.46400694444444446
2020-08-01,500,0.4015
2020-08-01,150,0.24664583333333334
2020-08-02,800,0.4636805555555556
2020-08-02,500,0.4003333333333334
2020-08-02,150,0.24603472222222222
2020-08-03,800,0.4682638888888889
2020-08-03,500,0.3974722222222222
2020-08-03,150,0.24886805555555555
2020-08-04,800,0.47402083333333334
2020-08-04,500,0.4005694444444445
2020-08-04,150,0.2863819444444444
2020-08-05,800,0.4762083333333333
2020-08-05,500,0.4092083333333333
2020-08-05,150,0.27013888888888893
2020-08-06,800,0.47496527777777775
2020-08-06,500,0.4090972222222222
2020-08-06,150,0.26283333333333336
2020-08-07,800,0.47394444444444445
2020-08-07,500,0.40841666666666665
2020-08-07,150,0.2590138888888889
2020-08-08,800,0.47299305555555554
2020-08-08,500,0.4074861111111111
2020-08-08,150,0.25640277777777776
2020-08-09,800,0.4719097222222222
2020-08-09,500,0.4065416666666667
2020-08-09,150,0.25440972222222225
2020-08-10,800,0.47210416666666666
2020-08-10,500,0.40513888888888894
2020-08-10,150,0.25347916666666664
2020-08-11,800,0.47270138888888885
2020-08-11,500,0.40398611111111116
2020-08-11,150,0.25474305555555554
2020-08-12,800,0.47084027777777776
2020-08-12,500,0.4033611111111111
2020-08-12,150,0.25354166666666667
2020-08-13,800,0.4689513888888889
2020-08-13,500,0.40256250000000005
2020-08-13,150,0.25190972222222224
2020-08-14,800,0.4691875
2020-08-14,500,0.4012638888888889
2020-08-14,150,0.2507083333333333
2020-08-15,800,0.4677013888888889
2020-08-15,500,0.40024305555555556
2020-08-15,150,0.24960416666666665
2020-08-16,800,0.4660694444444445
2020-08-16,500,0.39950694444444446
2020-08-16,150,0.24854861111111112
2020-08-17,800,0.47052083333333333
2020-08-17,500,0.39574305555555556
2020-08-17,150,0.25099305555555557
2020-08-18,800,0.4722152777777778
2020-08-18,500,0.39939583333333334
2020-08-18,150,0.2544375
2020-08-19,800,0.47175694444444444
2020-08-19,500,0.4018541666666667
2020-08-19,150,0.25349305555555557
2020-08-20,800,0.47026388888888887
2020-08-20,500,0.4019444444444445
2020-08-20,150,0.2520486111111111
2020-08-21,800,0.46910416666666666
2020-08-21,500,0.4014166666666667
2020-08-21,150,0.25075000000000003
2020-08-22,800,0.46829166666666666
2020-08-22,500,0.4005902777777778
2020-08-22,150,0.2495
2020-08-23,800,0.46740972222222227
2020-08-23,500,0.4
2020-08-23,150,0.24853472222222223
2020-08-24,800,0.4660416666666667
2020-08-24,500,0.3995902777777778
2020-08-24,150,0.2474861111111111
2020-08-25,800,0.4648402777777778
2020-08-25,500,0.3987916666666667
2020-08-25,150,0.2460763888888889
2020-08-26,800,0.4638402777777778
2020-08-26,500,0.3977361111111111
2020-08-26,150,0.24491666666666667
2020-08-27,800,0.46277083333333335
2020-08-27,500,0.39670833333333333
2020-08-27,150,0.24384722222222222
2020-08-28,800,0.4637361111111111
2020-08-28,500,0.3951041666666667
2020-08-28,150,0.24347916666666666
2020-08-29,800,0.47561805555555553
2020-08-29,500,0.43445833333333334
2020-08-29,150,0.3355208333333333
2020-08-30,800,0.4769236111111111
2020-08-30,500,0.4445763888888889
2020-08-30,150,0.3264861111111111
2020-08-31,800,0.47461805555555553
2020-08-31,500,0.44719444444444445
2020-08-31,150,0.2959236111111111
2020-09-01,800,0.4747708333333333
2020-09-01,500,0.4380763888888889
2020-09-01,150,0.2865555555555555
2020-09-02,800,0.4726944444444444
2020-09-02,500,0.42886805555555557
2020-09-02,150,0.27761111111111114
2020-09-03,800,0.47107638888888886
2020-09-03,500,0.42640277777777774
2020-09-03,150,0.27133333333333337
2020-09-04,800,0.47031249999999997
2020-09-04,500,0.42414583333333333
2020-09-04,150,0.26693055555555556
2020-09-05,800,0.46954861111111107
2020-09-05,500,0.42230555555555555
2020-09-05,150,0.2634722222222222
2020-09-06,800,0.47101388888888884
2020-09-06,500,0.4201597222222222
2020-09-06,150,0.261875
2020-09-07,800,0.4739583333333333
2020-09-07,500,0.41630555555555554
2020-09-07,150,0.26943055555555556
2020-09-08,800,0.4721388888888889
2020-09-08,500,0.4169791666666666
2020-09-08,150,0.26747916666666666
2020-09-09,800,0.472
2020-09-09,500,0.41759722222222223
2020-09-09,150,0.26369444444444445
2020-09-10,800,0.4725833333333333
2020-09-10,500,0.41706944444444444
2020-09-10,150,0.2613611111111111
2020-09-11,800,0.47609027777777774
2020-09-11,500,0.4192708333333333
2020-09-11,150,0.2612777777777778
2020-09-12,800,0.4744583333333333
2020-09-12,500,0.4191875
2020-09-12,150,0.26084722222222223
2020-09-13,800,0.47333333333333333
2020-09-13,500,0.41849305555555555
2020-09-13,150,0.25961805555555556
2020-09-14,800,0.4721180555555555
2020-09-14,500,0.4176597222222222
2020-09-14,150,0.2579930555555556
2020-09-15,800,0.47091666666666665
2020-09-15,500,0.41674999999999995
2020-09-15,150,0.256625
2020-09-16,800,0.4697986111111111
2020-09-16,500,0.41584027777777777
2020-09-16,150,0.25524305555555554
2020-09-17,800,0.4683819444444445
2020-09-17,500,0.4150625
2020-09-17,150,0.25377777777777777
2020-09-18,800,0.46663888888888894
2020-09-18,500,0.41425694444444444
2020-09-18,150,0.2526875
2020-09-19,800,0.4653263888888889
2020-09-19,500,0.4132986111111111
2020-09-19,150,0.2516527777777778
2020-09-20,800,0.4638541666666667
2020-09-20,500,0.41232638888888884
2020-09-20,150,0.250625
2020-09-21,800,0.4630277777777778
2020-09-21,500,0.41140277777777773
2020-09-21,150,0.24968055555555554
2020-09-22,800,0.46161111111111114
2020-09-22,500,0.4104513888888889
2020-09-22,150,0.24888194444444445
2020-09-23,800,0.4608611111111111
2020-09-23,500,0.4091111111111111
2020-09-23,150,0.248
2020-09-24,800,0.461
2020-09-24,500,0.4125347222222222
2020-09-24,150,0.25806944444444446
2020-09-25,800,0.47528472222222223
2020-09-25,500,0.4454513888888889
2020-09-25,150,0.31
2020-09-26,800,0.4765555555555555
2020-09-26,500,0.44833333333333336
2020-09-26,150,0.28165277777777775
2020-09-27,800,0.4761875
2020-09-27,500,0.44553472222222223
2020-09-27,150,0.2772291666666667
2020-09-28,800,0.47762499999999997
2020-09-28,500,0.4461527777777778
2020-09-28,150,0.28196527777777775
2020-09-29,800,0.47925694444444444
2020-09-29,500,0.4451527777777778
2020-09-29,150,0.28966666666666663
2020-09-30,800,0.4791111111111111
2020-09-30,500,0.44747916666666665
2020-09-30,150,0.30546527777777777
2020-10-01,800,0.4769583333333333
2020-10-01,500,0.4465763888888889
2020-10-01,150,0.29449305555555555
2020-10-02,800,0.47546527777777775
2020-10-02,500,0.44047916666666664
2020-10-02,150,0.28338888888888886
2020-10-03,800,0.4782152777777778
2020-10-03,500,0.4389513888888889
2020-10-03,150,0.3054791666666667
2020-10-04,800,0.47891666666666666
2020-10-04,500,0.4441041666666667
2020-10-04,150,0.2939583333333333
2020-10-05,800,0.48030555555555554
2020-10-05,500,0.4445277777777778
2020-10-05,150,0.28401388888888884
2020-10-06,800,0.47859027777777774
2020-10-06,500,0.43994444444444447
2020-10-06,150,0.2805416666666667
2020-10-07,800,0.47970138888888886
2020-10-07,500,0.43235416666666665
2020-10-07,150,0.2753125
2020-10-08,800,0.4777083333333333
2020-10-08,500,0.42725
2020-10-08,150,0.27250694444444445
2020-10-09,800,0.4766944444444444
2020-10-09,500,0.42488888888888887
2020-10-09,150,0.26847916666666666
2020-10-10,800,0.476
2020-10-10,500,0.42319444444444443
2020-10-10,150,0.26509722222222226
2020-10-11,800,0.4752847222222222
2020-10-11,500,0.42159722222222223
2020-10-11,150,0.26261111111111113
2020-10-12,800,0.4746388888888889
2020-10-12,500,0.4201736111111111
2020-10-12,150,0.2607361111111111
2020-10-13,800,0.4735972222222222
2020-10-13,500,0.41911805555555554
2020-10-13,150,0.25931944444444444
2020-10-14,800,0.4726180555555555
2020-10-14,500,0.41841666666666666
2020-10-14,150,0.2581041666666667
2020-10-15,800,0.472
2020-10-15,500,0.4177152777777778
2020-10-15,150,0.256875
2020-10-16,800,0.47112499999999996
2020-10-16,500,0.41696527777777775
2020-10-16,150,0.2558125
2020-10-17,800,0.4706597222222222
2020-10-17,500,0.41616666666666663
2020-10-17,150,0.25498611111111114
2020-10-18,800,0.46952083333333333
2020-10-18,500,0.41502083333333334
2020-10-18,150,0.25474305555555554
2020-10-19,800,0.46849305555555554
2020-10-19,500,0.4145625
2020-10-19,150,0.2543888888888889
2020-10-20,800,0.4673680555555556
2020-10-20,500,0.414
2020-10-20,150,0.254
2020-10-21,800,0.4664027777777778
2020-10-21,500,0.4135625
2020-10-21,150,0.254
2020-10-22,800,0.46569444444444447
2020-10-22,500,0.41302083333333334
2020-10-22,150,0.2536597222222222
2020-10-23,800,0.4655972222222222
2020-10-23,500,0.4127708333333333
2020-10-23,150,0.2532152777777778
2020-10-24,800,0.4716111111111111
2020-10-24,500,0.4119513888888889
2020-10-24,150,0.26134722222222223
2020-10-25,800,0.4722986111111111
2020-10-25,500,0.41272916666666665
2020-10-25,150,0.2613402777777778
2020-10-26,800,0.4752847222222222
2020-10-26,500,0.4149236111111111
2020-10-26,150,0.2595138888888889
2020-10-27,800,0.4769305555555555
2020-10-27,500,0.4155
2020-10-27,150,0.2597777777777778
2020-10-28,800,0.4776319444444444
2020-10-28,500,0.4150277777777778
2020-10-28,150,0.2594722222222222
2020-10-29,800,0.48015277777777776
2020-10-29,500,0.4137083333333333
2020-10-29,150,0.2603958333333333
2020-10-30,800,0.48277777777777775
2020-10-30,500,0.4358958333333333
2020-10-30,150,0.27858333333333335
2020-10-31,800,0.48234027777777777
2020-10-31,500,0.4466388888888889
2020-10-31,150,0.28328472222222223
2020-11-01,800,0.4812708333333333
2020-11-01,500,0.4454236111111111
2020-11-01,150,0.29280555555555554
2020-11-02,800,0.4809791666666666
2020-11-02,500,0.4440486111111111
2020-11-02,150,0.2993472222222222
2020-11-03,800,0.4802083333333333
2020-11-03,500,0.43874305555555554
2020-11-03,150,0.2817986111111111
2020-11-04,800,0.4801944444444444
2020-11-04,500,0.43432638888888886
2020-11-04,150,0.2739652777777778
2020-11-05,800,0.4782986111111111
2020-11-05,500,0.4272222222222222
2020-11-05,150,0.2696041666666667
2020-11-06,800,0.4777430555555555
2020-11-06,500,0.4246736111111111
2020-11-06,150,0.2663125
2020-11-07,800,0.47688194444444443
2020-11-07,500,0.4227986111111111
2020-11-07,150,0.26375000000000004
2020-11-08,800,0.4759722222222222
2020-11-08,500,0.42151388888888885
2020-11-08,150,0.2617361111111111
2020-11-09,800,0.47501388888888885
2020-11-09,500,0.4203194444444444
2020-11-09,150,0.2601527777777778
2020-11-10,800,0.4740625
2020-11-10,500,0.41932638888888885
2020-11-10,150,0.258625
2020-11-11,800,0.4726180555555555
2020-11-11,500,0.41836805555555556
2020-11-11,150,0.25711805555555556
2020-11-12,800,0.4714791666666666
2020-11-12,500,0.4175625
2020-11-12,150,0.2558402777777778
2020-11-13,800,0.4702222222222222
2020-11-13,500,0.4169305555555555
2020-11-13,150,0.254875
2020-11-14,800,0.46925694444444443
2020-11-14,500,0.41609722222222223
2020-11-14,150,0.254
2020-11-15,800,0.46795138888888893
2020-11-15,500,0.4157847222222222
2020-11-15,150,0.25309027777777776
2020-11-16,800,0.4678263888888889
2020-11-16,500,0.4147361111111111
2020-11-16,150,0.25285416666666666
2020-11-17,800,0.46645138888888893
2020-11-17,500,0.41422916666666665
2020-11-17,150,0.252
2020-11-18,800,0.46556250000000005
2020-11-18,500,0.4139861111111111
2020-11-18,150,0.25169444444444444
2020-11-19,800,0.46519444444444447
2020-11-19,500,0.41327777777777774
2020-11-19,150,0.251
2020-11-20,800,0.4643402777777778
2020-11-20,500,0.41299305555555554
2020-11-20,150,0.2505277777777778
2020-11-21,800,0.46263194444444444
2020-11-21,500,0.41354166666666664
2020-11-21,150,0.25
2020-11-22,800,0.462
2020-11-22,500,0.4132361111111111
2020-11-22,150,0.24975
2020-11-23,800,0.462
2020-11-23,500,0.4120625
2020-11-23,150,0.249
2020-11-24,800,0.46167361111111116
2020-11-24,500,0.41199305555555554
2020-11-24,150,0.249
2020-11-25,800,0.461
2020-11-25,500,0.41149305555555554
2020-11-25,150,0.2481597222222222
2020-11-26,800,0.46050694444444445
2020-11-26,500,0.411
2020-11-26,150,0.248
2020-11-27,800,0.46
2020-11-27,500,0.411
2020-11-27,150,0.24788194444444445
2020-11-28,800,0.45958333333333334
2020-11-28,500,0.411
2020-11-28,150,0.247
2020-11-29,800,0.459
2020-11-29,500,0.411
2020-11-29,150,0.247
2020-11-30,800,0.459
2020-11-30,500,0.411
2020-11-30,150,0.24670138888888887
2020-12-01,800,0.45850694444444445
2020-12-01,500,0.4110347222222222
2020-12-01,150,0.246
2020-12-02,800,0.4589375
2020-12-02,500,0.4110486111111111
2020-12-02,150,0.246
2020-12-03,800,0.4589930555555556
2020-12-03,500,0.4112222222222222
2020-12-03,150,0.24521527777777777
2020-12-04,800,0.45825000000000005
2020-12-04,500,0.41107638888888887
2020-12-04,150,0.245
2020-12-05,800,0.45733333333333337
2020-12-05,500,0.4106319444444444
2020-12-05,150,0.245
2020-12-06,800,0.45664583333333336
2020-12-06,500,0.40982638888888884
2020-12-06,150,0.24495138888888887
2020-12-07,800,0.456
2020-12-07,500,0.409
2020-12-07,150,0.245
2020-12-08,800,0.45589583333333333
2020-12-08,500,0.40854861111111107
2020-12-08,150,0.2449861111111111
2020-12-09,800,0.4550138888888889
2020-12-09,500,0.408
2020-12-09,150,0.24431944444444445
2020-12-10,800,0.455
2020-12-10,500,0.4078472222222222
2020-12-10,150,0.244
2020-12-11,800,0.455
2020-12-11,500,0.4070625
2020-12-11,150,0.244
2020-12-12,800,0.455
2020-12-12,500,0.407
2020-12-12,150,0.244
2020-12-13,800,0.455
2020-12-13,500,0.40668055555555555
2020-12-13,150,0.244
2020-12-14,800,0.455
2020-12-14,500,0.4055416666666667
2020-12-14,150,0.2437638888888889
2020-12-15,800,0.4558263888888889
2020-12-15,500,0.40411111111111114
2020-12-15,150,0.243
2020-12-16,800,0.45584722222222224
2020-12-16,500,0.40414583333333337
2020-12-16,150,0.24334722222222221
2020-12-17,800,0.45515972222222223
2020-12-17,500,0.40395833333333336
2020-12-17,150,0.24349305555555556
2020-12-18,800,0.45513194444444444
2020-12-18,500,0.40513888888888894
2020-12-18,150,0.243
2020-12-19,800,0.4552291666666667
2020-12-19,500,0.4060208333333334
2020-12-19,150,0.2434861111111111
2020-12-20,800,0.4559722222222222
2020-12-20,500,0.40603472222222226
2020-12-20,150,0.244
2020-12-21,800,0.45631944444444444
2020-12-21,500,0.4059930555555556
2020-12-21,150,0.244
2020-12-22,800,0.4574166666666667
2020-12-22,500,0.4057152777777778
2020-12-22,150,0.244
2020-12-23,800,0.45738194444444447
2020-12-23,500,0.4085972222222222
2020-12-23,150,0.24422222222222223
2020-12-24,800,0.4594652777777778
2020-12-24,500,0.41825
2020-12-24,150,0.245
2020-12-25,800,0.45905555555555555
2020-12-25,500,0.42035416666666664
2020-12-25,150,0.24533333333333332
2020-12-26,800,0.45908333333333334
2020-12-26,500,0.41856944444444444
2020-12-26,150,0.246
2020-12-27,800,0.459
2020-12-27,500,0.4171736111111111
2020-12-27,150,0.24653472222222222
2020-12-28,800,0.45931944444444445
2020-12-28,500,0.41609027777777774
2020-12-28,150,0.247
2020-12-29,800,0.4604652777777778
2020-12-29,500,0.4152361111111111
2020-12-29,150,0.247
2020-12-30,800,0.461
2020-12-30,500,0.415
2020-12-30,150,0.247
2020-12-31,800,0.46192361111111113
2020-12-31,500,0.41482638888888884
2020-12-31,150,0.247
2021-01-01,800,0.4622013888888889
2021-01-01,500,0.41415277777777776
2021-01-01,150,0.247
2021-01-02,800,0.463
2021-01-02,500,0.414
2021-01-02,150,0.24692134831460674
2021-03-07,800,0.479
2021-03-07,500,0.41705479452054794
2021-03-07,150,0.248
2021-03-08,800,0.47899305555555555
2021-03-08,500,0.41722916666666665
2021-03-08,150,0.248
2021-03-09,800,0.4781875
2021-03-09,500,0.4172430555555555
2021-03-09,150,0.248
2021-03-10,800,0.478
2021-03-10,500,0.4170555555555555
2021-03-10,150,0.248
2021-03-11,800,0.4781319444444444
2021-03-11,500,0.4157430555555555
2021-03-11,150,0.248
2021-03-12,800,0.479
2021-03-12,500,0.41520138888888886
2021-03-12,150,0.248
2021-03-13,800,0.4789305555555555
2021-03-13,500,0.4151875
2021-03-13,150,0.248
2021-03-14,800,0.4787708333333333
2021-03-14,500,0.4157152777777778
2021-03-14,150,0.248
2021-03-15,800,0.479
2021-03-15,500,0.41541666666666666
2021-03-15,150,0.248
2021-03-16,800,0.479
2021-03-16,500,0.4151319444444444
2021-03-16,150,0.248
2021-03-17,800,0.479
2021-03-17,500,0.415
2021-03-17,150,0.248
2021-04-02,800,0.47690123456790123
2021-04-02,500,0.45346913580246917
2021-04-02,150,0.25996296296296295
2021-04-03,800,0.47833333333333333
2021-04-03,500,0.45097916666666665
2021-04-03,150,0.27609722222222227
2021-04-04,800,0.48251388888888885
2021-04-04,500,0.4504236111111111
2021-04-04,150,0.27337500000000003
2021-04-05,800,0.4835625
2021-04-05,500,0.44850694444444444
2021-04-05,150,0.2705
2021-04-06,800,0.48432638888888885
2021-04-06,500,0.4428611111111111
2021-04-06,150,0.2682013888888889
2021-04-07,800,0.48266666666666663
2021-04-07,500,0.43800694444444443
2021-04-07,150,0.2660208333333334
2021-04-08,800,0.4815277777777778
2021-04-08,500,0.4350625
2021-04-08,150,0.2636597222222222
2021-04-09,800,0.481
2021-04-09,500,0.4272916666666667
2021-04-09,150,0.2615
2021-04-10,800,0.48162499999999997
2021-04-10,500,0.42459027777777775
2021-04-10,150,0.2597916666666667
2021-04-11,800,0.4797708333333333
2021-04-11,500,0.4229583333333333
2021-04-11,150,0.25859027777777777
2021-04-12,800,0.4792708333333333
2021-04-12,500,0.4273402777777778
2021-04-12,150,0.2580277777777778
2021-04-13,800,0.48212499999999997
2021-04-13,500,0.43011805555555555
2021-04-13,150,0.259
2021-04-14,800,0.4824791666666666
2021-04-14,500,0.4289513888888889
2021-04-14,150,0.259
2021-04-15,800,0.48293749999999996
2021-04-15,500,0.42764583333333334
2021-04-15,150,0.25806944444444446
2021-04-16,800,0.4825763888888889
2021-04-16,500,0.42622916666666666
2021-04-16,150,0.2578680555555556
2021-04-17,800,0.48202083333333334
2021-04-17,500,0.4247916666666667
2021-04-17,150,0.2569444444444445
2021-04-18,800,0.4821736111111111
2021-04-18,500,0.42354166666666665
2021-04-18,150,0.256
2021-04-19,800,0.48241666666666666
