date,depth,messvar_name,SWC
2020-06-06,-0.5,EC1_50cm,0.36561805555555554
2020-06-06,-0.5,EC2_50cm,0.2942222222222222
2020-06-06,-0.5,EC3_50cm,0.4004375
2020-06-06,-0.15,EC1_15cm,0.24461805555555555
2020-06-06,-0.15,EC2_15cm,0.3099513888888889
2020-06-06,-0.15,EC3_15cm,0.3595069444444444
2020-06-07,-1.5,EC1_150cm,0.1904236111111111
2020-06-07,-1.5,EC2_150cm,0.41336805555555556
2020-06-07,-1.5,EC3_150cm,0.2517013888888889
2020-06-07,-0.8,EC1_80cm,0.29572916666666665
2020-06-07,-0.8,EC2_80cm,0.4613263888888889
2020-06-07,-0.8,EC3_80cm,0.2934513888888889
2020-06-07,-0.5,EC1_50cm,0.375625
2020-06-07,-0.5,EC2_50cm,0.30230555555555555
2020-06-07,-0.5,EC3_50cm,0.41884722222222226
2020-06-07,-0.15,EC1_15cm,0.28029166666666666
2020-06-07,-0.15,EC2_15cm,0.31731944444444443
2020-06-07,-0.15,EC3_15cm,0.40986805555555555
2020-06-08,-1.5,EC1_150cm,0.2147361111111111
2020-06-08,-1.5,EC2_150cm,0.4439513888888889
2020-06-08,-1.5,EC3_150cm,0.44430555555555556
2020-06-08,-0.8,EC1_80cm,0.30116666666666664
2020-06-08,-0.8,EC2_80cm,0.4751736111111111
2020-06-08,-0.8,EC3_80cm,0.3608402777777778
2020-06-08,-0.5,EC1_50cm,0.4041736111111111
2020-06-08,-0.5,EC2_50cm,0.3539861111111111
2020-06-08,-0.5,EC3_50cm,0.4537916666666667
2020-06-08,-0.15,EC1_15cm,0.3001388888888889
2020-06-08,-0.15,EC2_15cm,0.33463888888888893
2020-06-08,-0.15,EC3_15cm,0.4034166666666667
2020-06-09,-1.5,EC1_150cm,0.25161805555555555
2020-06-09,-1.5,EC2_150cm,0.44249305555555557
2020-06-09,-1.5,EC3_150cm,0.44459027777777776
2020-06-09,-0.8,EC1_80cm,0.4380486111111111
2020-06-09,-0.8,EC2_80cm,0.47454166666666664
2020-06-09,-0.8,EC3_80cm,0.35297222222222224
2020-06-09,-0.5,EC1_50cm,0.40928472222222223
2020-06-09,-0.5,EC2_50cm,0.36911805555555555
2020-06-09,-0.5,EC3_50cm,0.4537847222222222
2020-06-09,-0.15,EC1_15cm,0.29277777777777775
2020-06-09,-0.15,EC2_15cm,0.34025694444444443
2020-06-09,-0.15,EC3_15cm,0.37927777777777777
2020-06-10,-1.5,EC1_150cm,0.25558333333333333
2020-06-10,-1.5,EC2_150cm,0.44566666666666666
2020-06-10,-1.5,EC3_150cm,0.4470277777777778
2020-06-10,-0.8,EC1_80cm,0.44153472222222223
2020-06-10,-0.8,EC2_80cm,0.47780555555555554
2020-06-10,-0.8,EC3_80cm,0.40377083333333336
2020-06-10,-0.5,EC1_50cm,0.45239583333333333
2020-06-10,-0.5,EC2_50cm,0.40121527777777777
2020-06-10,-0.5,EC3_50cm,0.45347916666666666
2020-06-10,-0.15,EC1_15cm,0.30396527777777776
2020-06-10,-0.15,EC2_15cm,0.3446180555555555
2020-06-10,-0.15,EC3_15cm,0.39219444444444446
2020-06-11,-1.5,EC1_150cm,0.25650694444444444
2020-06-11,-1.5,EC2_150cm,0.44345833333333334
2020-06-11,-1.5,EC3_150cm,0.4473680555555556
2020-06-11,-0.8,EC1_80cm,0.4372916666666667
2020-06-11,-0.8,EC2_80cm,0.4769513888888889
2020-06-11,-0.8,EC3_80cm,0.37949305555555557
2020-06-11,-0.5,EC1_50cm,0.45716666666666667
2020-06-11,-0.5,EC2_50cm,0.39134722222222224
2020-06-11,-0.5,EC3_50cm,0.45379861111111114
2020-06-11,-0.15,EC1_15cm,0.30299305555555556
2020-06-11,-0.15,EC2_15cm,0.34610416666666666
2020-06-11,-0.15,EC3_15cm,0.38175000000000003
2020-06-12,-1.5,EC1_150cm,0.25648611111111114
2020-06-12,-1.5,EC2_150cm,0.4367986111111111
2020-06-12,-1.5,EC3_150cm,0.44517361111111114
2020-06-12,-0.8,EC1_80cm,0.43397916666666664
2020-06-12,-0.8,EC2_80cm,0.4704722222222222
2020-06-12,-0.8,EC3_80cm,0.31350694444444444
2020-06-12,-0.5,EC1_50cm,0.45038194444444446
2020-06-12,-0.5,EC2_50cm,0.35138888888888886
2020-06-12,-0.5,EC3_50cm,0.4545416666666667
2020-06-12,-0.15,EC1_15cm,0.28670138888888885
2020-06-12,-0.15,EC2_15cm,0.3359375
2020-06-12,-0.15,EC3_15cm,0.3658194444444444
2020-06-13,-1.5,EC1_150cm,0.25440277777777776
2020-06-13,-1.5,EC2_150cm,0.4341111111111111
2020-06-13,-1.5,EC3_150cm,0.3152361111111111
2020-06-13,-0.8,EC1_80cm,0.4304236111111111
2020-06-13,-0.8,EC2_80cm,0.46932638888888883
2020-06-13,-0.8,EC3_80cm,0.3002847222222222
2020-06-13,-0.5,EC1_50cm,0.43147916666666664
2020-06-13,-0.5,EC2_50cm,0.3359375
2020-06-13,-0.5,EC3_50cm,0.4452083333333333
2020-06-13,-0.15,EC1_15cm,0.27690972222222227
2020-06-13,-0.15,EC2_15cm,0.3302013888888889
2020-06-13,-0.15,EC3_15cm,0.3624861111111111
2020-06-14,-1.5,EC1_150cm,0.2546319444444444
2020-06-14,-1.5,EC2_150cm,0.4328402777777778
2020-06-14,-1.5,EC3_150cm,0.27253472222222225
2020-06-14,-0.8,EC1_80cm,0.42586805555555557
2020-06-14,-0.8,EC2_80cm,0.4712430555555555
2020-06-14,-0.8,EC3_80cm,0.29584027777777777
2020-06-14,-0.5,EC1_50cm,0.4169722222222222
