DRAIN,INFEXP,IDEPTH_m,RSSA,ths1,thr1,ksat1,alpha1,npar1,ths2,thr2,ksat2,alpha2,npar2,ths3,thr3,ksat3,alpha3,npar3,ths4,thr4,ksat4,alpha4,npar4,ths5,thr5,ksat5,alpha5,npar5,CINTRL,FRINTLAI,GLMAX,CVPD,R5,T1,T2,PSICR,FXYLEM,MXKPL,MXRTLN
0.478825,0.28014750000000005,0.19266624999999998,436.13250000000005,0.51721,0.032328749999999996,-0.408225,0.7730250000000001,1.1651637499999998,0.20981,0.18156500000000003,-0.23722499999999996,0.6683250000000001,1.18358375,0.5026900000000001,0.10030500000000003,0.4633750000000001,1.050525,1.2736325,0.48191,0.19137500000000005,0.13297500000000007,1.3768250000000002,1.2033525,0.38819000000000004,0.12444500000000001,-0.03131749999999994,0.5,1.31205125,0.44411750000000005,0.09766550000000002,0.006016375000000001,2.1139375000000005,76.41125,6.5287500000000005,28.677875,-1.2628749999999997,0.27793,21.914925000000004,2833.55
0.8174250000000001,0.0531225,0.51205625,501.3025,0.31597,0.11881125000000001,0.41652500000000015,0.764725,1.1803837499999998,0.40663000000000005,0.09991500000000002,0.07402500000000012,0.9234249999999999,1.15092125,0.57829,0.18656500000000004,-0.320225,0.588825,1.2682475,0.5710500000000001,0.07093500000000001,-0.12322499999999997,1.4555250000000002,1.2379725,0.27395,0.057675000000000004,-0.21637249999999997,0.5,1.27769375,0.7049025,0.13074950000000005,0.008242075000000001,1.6936875,103.14875,7.99575,25.535375000000002,-1.380925,0.19735000000000003,28.029475,2276.45
0.437275,0.8301825,0.8892537500000002,250.27550000000002,0.50575,0.14191875,0.11092500000000005,0.542975,1.1783062499999999,0.24301,0.06700500000000001,0.12677500000000008,0.878025,1.15024375,0.5893900000000001,0.15932500000000005,0.16747500000000004,0.597825,1.2593725,0.53519,0.041865000000000006,-0.18817499999999998,1.241975,1.2393725,0.31829,0.13152500000000003,-0.022477499999999984,0.5,1.36926875,0.18095250000000002,0.08580350000000002,0.009543025000000004,1.7413125,196.16375000000002,6.50625,25.575875,-1.925125,0.23781000000000002,20.710875,2660.85
0.7075250000000001,0.7308225000000002,0.35815625,678.6335000000001,0.45853,0.03518625,-0.17122499999999996,1.302425,1.18037375,0.32127,0.073405,0.4076750000000001,1.0789750000000002,1.1843487499999998,0.44675,0.12288500000000002,0.38427500000000014,0.605225,1.2565825,0.44065,0.07573500000000001,-0.421425,1.078675,1.2493025,0.35425,0.038245,0.38312250000000014,0.5,1.29178625,0.47806750000000003,0.0456005,0.001180225,2.9678125000000004,120.32375,7.55525,24.887375,-3.380425,0.3618300000000001,18.216525,2914.95
0.698775,0.4702275,0.24249375,522.9115,0.40625,0.12114375,-0.10647499999999999,1.1378750000000002,1.18169625,0.42237,0.03368500000000001,-0.11662499999999998,1.067475,1.19969625,0.37021000000000004,0.010235000000000001,-0.110825,0.682125,1.2846525,0.5243500000000001,0.08332500000000001,0.21357500000000007,0.745075,1.2270025,0.42019,0.19020500000000004,0.39651250000000005,0.5,1.32762875,0.7376625000000001,0.10309250000000002,0.009984025000000004,2.8334375,71.94125,7.05075,23.138375,-3.908425,0.3885900000000001,8.834825,3279.65
0.5459250000000001,0.19406250000000003,0.37188374999999996,658.9355,0.24849000000000002,0.05275875,-0.379725,1.3038250000000002,1.15867375,0.35381,0.063155,-0.497325,0.920575,1.19073625,0.27375,0.050305,-0.181525,1.280125,1.2835125,0.57565,0.15454500000000004,-0.31942499999999996,0.581425,1.2947925,0.37809000000000004,0.06263500000000001,0.7418575000000001,0.5,1.29351125,0.23572750000000003,0.0874145,0.002006875,2.4601875,128.22125000000003,5.02275,24.966124999999998,-1.0873749999999998,0.43617000000000006,11.724775000000001,2347.75
0.5791750000000001,0.5492925000000001,0.62059375,513.7975000000001,0.56001,0.08207625,-0.342125,0.8396250000000001,1.1522887499999999,0.36367,0.19606500000000004,0.2769250000000001,0.617525,1.1827462499999999,0.40639000000000003,0.0066949999999999996,-0.299825,1.262975,1.2898075,0.24755000000000002,0.16219500000000003,0.22307500000000013,1.367575,1.2249875,0.28561000000000003,0.12375500000000002,0.05311750000000004,0.5,1.27581125,0.7182725000000001,0.15396950000000004,0.0060568750000000015,0.8573124999999999,155.27375,13.895750000000001,26.778125,-3.136675,0.4035500000000001,16.580075,3916.1500000000005
0.8023250000000001,0.2858175,0.47448375,474.30350000000004,0.22147,0.01645875,-0.149625,0.957525,1.19255875,0.56585,0.046145000000000005,0.025875000000000092,1.381925,1.18381125,0.51761,0.007245000000000001,0.2244250000000001,0.551975,1.2568025,0.36311,0.09030500000000001,-0.008575,1.1125250000000002,1.2193775,0.23399,0.009485,0.4294025,0.5,1.3802937499999999,0.6415175000000001,0.11026550000000003,0.006024475000000001,1.0353125,95.64875,13.39525,21.375875,-3.308575,0.49531000000000003,12.578075,3976.55
0.47957500000000003,0.6781725000000001,0.33834875,48.0035,0.53003,0.08755125000000001,-0.15187499999999998,0.798125,1.15603375,0.30169,0.18331500000000003,0.14127500000000004,1.204675,1.17232625,0.5908500000000001,0.0015350000000000001,0.13522500000000004,0.951825,1.2397325,0.48179,0.16175500000000004,0.15207500000000007,1.492375,1.2845625,0.5021500000000001,0.024105,-0.40961749999999997,0.5,1.33493375,0.2645675,0.0538715,0.005496625000000001,1.7905625,138.30125,6.30025,20.996375,-1.8289749999999998,0.28593,10.923225,2120.45
0.6486250000000001,0.0308025,0.9370862500000001,429.3705,0.53955,0.03214125,0.3948750000000001,1.2238250000000002,1.18272125,0.36175,0.13680500000000004,0.049875000000000114,0.705775,1.18218625,0.48563000000000006,0.062485000000000006,0.2335750000000001,0.592525,1.2184774999999999,0.42443000000000003,0.15033500000000002,-0.264425,0.656725,1.2262025,0.48471000000000003,0.036835,0.2931625000000001,0.5,1.30876625,0.5817375000000001,0.19551350000000003,0.007111225000000001,2.9831875000000005,146.88875000000002,8.03425,31.791875,-3.786025,0.48247000000000007,18.400525000000002,3152.75
