DRAIN,INFEXP,IDEPTH_m,RSSA,ths1,ksat1,ths2,ksat2,ths3,ksat3,FRINTLAI,GLMAX,CVPD,R5,PSICR,FXYLEM,MXKPL,MXRTLN,MAXROOTDEPTH,BETAROOT
0.4149,0.89886,0.47614999999999996,280.92,1.00615,0.212675,1.28628,0.08689999999999998,1.35615,0.11215,0.14991000000000002,0.012299000000000001,2.0449200000000003,188.995,-1.10425,0.67525,20.6268,2604.65,-1.8629,0.977428
0.2899,0.5865,0.5387500000000001,170.12,1.3124500000000001,0.325325,1.3042,0.21689999999999998,1.29795,0.28895000000000004,0.14993,0.019461,2.6634,181.265,-1.29277,0.71315,14.0292,1746.95,-1.3902999999999999,0.974812
0.3573,0.8788200000000002,0.31665,179.8,1.06395,-0.133075,1.3006,0.4697,1.26423,0.05485000000000001,0.10027000000000001,0.018599,1.91028,164.455,-1.15813,0.43515,22.578000000000003,2229.3500000000004,-1.6923,0.98766
0.6071,0.76026,0.47755000000000003,222.12,1.49055,0.45582500000000004,1.15612,0.29090000000000005,1.2711299999999999,-0.05605,0.16905,0.014511,2.3696400000000004,175.335,-1.13053,0.57175,20.7924,1387.85,-1.7673,0.95414
0.5537,0.7777800000000001,0.45175,154.12,1.00765,0.249575,1.1442800000000002,0.25150000000000006,1.35213,0.32985,0.14403000000000002,0.016873,1.91676,156.135,-1.2706300000000001,0.46865,15.994800000000001,4109.450000000001,-1.6777,0.9798439999999999
0.5307000000000001,0.49446,0.76275,252.76000000000002,1.21375,0.08127500000000004,1.17228,0.06469999999999998,1.39605,0.19165000000000001,0.14605,0.014125,1.8481200000000002,190.29500000000002,-1.22257,0.5568500000000001,19.3116,881.1500000000001,-1.3669,0.9601879999999999
0.2697,0.33498,0.63035,435.8,1.04155,0.48087500000000005,1.1854,-0.17669999999999997,1.39797,-0.03015000000000001,0.10413,0.011947000000000001,1.74444,150.655,-1.16431,0.54985,18.517200000000003,3232.8500000000004,-1.9711,0.975996
0.4053,0.7977000000000001,0.38655,385.96,1.23635,0.32142500000000007,1.18116,0.04469999999999996,1.22841,0.24395000000000003,0.15095000000000003,0.013417,1.93716,156.205,-1.2910300000000001,0.67725,17.163600000000002,3425.4500000000003,-1.8261,0.967364
0.033900000000000007,0.5511,0.7865500000000001,415.64,1.19595,-0.147325,1.1442,-0.39049999999999996,1.36899,0.38895,0.15303,0.017619000000000003,2.4814800000000004,182.29500000000002,-1.28713,0.71055,14.5548,4006.85,-1.7368999999999999,0.965804
0.8713000000000001,0.68922,0.30635,489.56,1.10245,-0.184825,1.26204,0.2803,1.28853,0.02975,0.11295000000000001,0.019457000000000002,2.4954,150.595,-1.15981,0.77525,16.182000000000002,4377.65,-1.8049,0.96122
0.9309000000000001,0.49734,0.52855,110.2,1.19285,0.36387499999999995,1.35492,0.14129999999999998,1.33383,0.30895000000000006,0.12179000000000001,0.011091,2.65956,157.905,-1.2813700000000001,0.48035,15.6948,4149.950000000001,-1.2885,0.9716359999999999
0.3811,0.6390600000000001,0.57145,367.08000000000004,1.08435,-0.051624999999999976,1.34196,-0.18630000000000002,1.31511,0.39385000000000003,0.12327,0.011763,1.60524,183.225,-1.13335,0.33735,13.4124,2848.55,-1.9031,0.950324
0.3527,0.7719,0.45415,481.72,1.34515,0.14427500000000004,1.19156,0.3449,1.37793,0.0004499999999999921,0.19253,0.011123000000000001,2.4946800000000002,182.385,-1.01533,0.62185,21.0492,1613.75,-1.7199,0.967884
0.2405,0.6940200000000001,0.35565,240.35999999999999,1.38895,0.11877500000000002,1.35676,0.1259,1.34613,0.17184999999999997,0.11227000000000001,0.017703,1.89588,172.29500000000002,-1.21879,0.34135,15.318000000000001,4091.4500000000003,-1.0085,0.958332
0.9675,0.7399800000000001,0.72355,277.88,1.2561499999999999,0.407825,1.2638800000000001,-0.4853,1.37025,0.36085,0.13013000000000002,0.014169000000000001,2.47452,176.275,-1.15291,0.38695,17.0244,4237.25,-1.5441,0.96002
0.6007,0.42498,0.48124999999999996,200.2,1.30135,0.21222500000000005,1.41588,0.31710000000000005,1.4771100000000001,0.08274999999999999,0.11181,0.018667000000000003,1.56516,194.005,-1.09753,0.66885,21.392400000000002,4669.25,-1.5829,0.984172
0.9531000000000001,0.8128200000000001,0.53005,314.2,1.05935,-0.11627500000000002,1.21524,-0.4951,1.48755,-0.039150000000000004,0.15783000000000003,0.017201,2.2251600000000002,155.955,-1.15423,0.51535,21.4692,4651.25,-1.3462999999999998,0.956924
0.2153,0.54066,0.43095,189.64,1.38525,0.23802500000000004,1.33412,-0.29510000000000003,1.2784499999999999,0.19575,0.14963,0.014151,1.5622800000000001,195.995,-1.01149,0.7724500000000001,15.9276,4720.55,-1.0274999999999999,0.9829479999999999
0.4801,0.52566,0.79695,193.24,1.09425,-0.157525,1.1784400000000002,-0.17009999999999997,1.37565,0.29855,0.13221,0.017273,1.78284,154.295,-1.29955,0.7214499999999999,22.4724,2201.45,-1.8281,0.967996
0.6647000000000001,0.31338,0.33965,295.0,1.25925,0.111425,1.1919600000000001,-0.007099999999999995,1.40889,0.29485000000000006,0.14903,0.014679000000000001,1.6040400000000001,192.735,-1.19539,0.62085,12.7668,3962.7500000000005,-1.2938999999999998,0.95638
0.3609,0.49746,0.65515,447.56,1.07955,-0.054175,1.42292,-0.4921,1.33551,-0.05695,0.12479000000000001,0.011537,2.0178000000000003,158.765,-1.2541900000000001,0.63105,18.6876,2676.65,-1.9307,0.9805079999999999
0.8519,0.7714200000000001,0.68925,100.6,1.27675,0.313775,1.1982000000000002,-0.1179,1.37751,0.31775,0.17247,0.013473,1.5402,178.655,-1.06177,0.51545,17.1996,2087.15,-1.1657,0.972492
0.2721,0.84738,0.31165,310.28000000000003,1.42895,0.107375,1.25628,0.19669999999999999,1.26567,-0.010650000000000007,0.17281000000000002,0.019910999999999998,2.3050800000000002,191.985,-1.21585,0.77125,21.8052,3294.95,-1.1004999999999998,0.9803
0.6893,0.8050200000000001,0.48614999999999997,445.16,1.29935,-0.031375000000000014,1.41596,0.09210000000000007,1.34511,-0.05335,0.18963000000000002,0.010157,2.40612,191.735,-1.12435,0.32965,15.3276,2925.05,-1.6285,0.984764
0.4859,0.31062,0.63695,194.28,1.2720500000000001,0.386675,1.17188,-0.012899999999999967,1.3267499999999999,0.08975,0.15157,0.015893,1.9014000000000002,173.865,-1.19893,0.5407500000000001,17.982,3541.55,-1.3877,0.9641959999999999
0.6413,0.5295000000000001,0.61695,101.24,1.23695,0.188975,1.3734,0.2987000000000001,1.4037899999999999,0.23265,0.12949,0.018413,2.56476,192.075,-1.05325,0.75485,12.1164,3075.3500000000004,-1.5523,0.955164
0.9749,0.7900200000000001,0.62085,468.04,1.13685,0.09717500000000001,1.1002,0.4917,1.47231,-0.06505,0.16161,0.019723,2.58036,158.635,-1.2727300000000001,0.40235,23.478,1038.65,-1.9873,0.965676
0.8851,0.7786200000000001,0.34345,276.76,1.40265,0.19272500000000004,1.3824400000000001,0.31510000000000005,1.31871,0.17124999999999999,0.11367000000000001,0.015335,1.73676,162.885,-1.18195,0.32015,13.1676,3828.65,-1.3359,0.958028
0.1951,0.4485,0.50705,282.6,1.32935,0.4180250000000001,1.18028,0.11950000000000005,1.2964499999999999,0.25405,0.18463000000000002,0.018947,1.9304400000000002,183.435,-1.2949300000000001,0.6428499999999999,15.9876,982.85,-1.5295,0.96746
0.4789,0.76518,0.77625,383.40000000000003,1.32805,0.437825,1.28468,0.14849999999999997,1.49601,0.31905000000000006,0.17423,0.019151,2.56212,166.135,-1.23367,0.55995,19.6692,4839.35,-1.6669,0.980748
0.5801000000000001,0.8655000000000002,0.77875,330.20000000000005,1.04285,0.06687500000000002,1.11236,0.39990000000000003,1.43019,0.29795000000000005,0.11519000000000001,0.013605,2.26332,156.635,-1.00879,0.79745,19.0068,3209.45,-1.8227,0.98986
0.7105,0.8421000000000001,0.71835,164.2,1.47415,-0.143425,1.36964,0.45830000000000004,1.28085,0.24425,0.14543,0.010155,2.49852,174.995,-1.23361,0.44484999999999997,19.4052,997.25,-1.2303,0.983828
0.06870000000000001,0.41358,0.56565,214.92000000000002,1.19365,0.16032500000000005,1.47884,-0.3371,1.27935,0.0028499999999999914,0.14153000000000002,0.019669,2.4906,182.865,-1.24903,0.61555,15.1644,2439.95,-1.0867,0.98782
0.0041,0.8483400000000001,0.39685,288.20000000000005,1.16525,0.41217499999999996,1.20852,0.16749999999999998,1.22331,0.025849999999999984,0.13951000000000002,0.018709,1.8366,157.005,-1.09939,0.6898500000000001,18.9996,3393.05,-1.1517,0.9661959999999999
0.5551,0.7739400000000001,0.38005,283.08,1.39355,0.14217500000000005,1.40556,-0.29369999999999996,1.25001,-0.05595,0.14733000000000002,0.011635,1.68324,184.635,-1.23787,0.64935,22.6884,1793.75,-1.0305,0.964532
0.0709,0.58662,0.55925,463.16,1.12475,-0.127375,1.2707600000000001,-0.4745,1.35561,0.14195,0.11795,0.014965,2.6799600000000003,198.815,-1.1620300000000001,0.6192500000000001,22.038,2269.85,-1.5559,0.982644
0.9523,0.67242,0.6717500000000001,215.07999999999998,1.35095,0.006425000000000014,1.45612,-0.1647,1.29381,-0.07345,0.15675,0.013981,1.69932,167.495,-1.09549,0.5145500000000001,23.523600000000002,1187.15,-1.8233,0.953932
0.13749999999999998,0.74682,0.5661499999999999,310.2,1.28715,-0.117475,1.1235600000000001,-0.2471,1.4837099999999999,0.39654999999999996,0.10713,0.015347000000000001,2.54676,180.085,-1.12447,0.61025,13.7532,2478.65,-1.1486999999999998,0.950892
0.6469,0.5040600000000001,0.37155,438.76,1.28605,-0.187825,1.1222800000000002,-0.2047,1.33899,0.24045000000000002,0.14241,0.011693,2.18148,184.705,-1.23337,0.41795,13.9524,938.75,-1.5070999999999999,0.9683959999999999
0.9045000000000001,0.6480600000000001,0.7181500000000001,197.16,1.37955,0.308825,1.49292,0.06169999999999998,1.32957,0.29825,0.15109,0.012519,2.12724,160.425,-1.03159,0.43435,17.1732,4662.95,-1.2201,0.951044
