scen,twd_pd_cor,twd_md_cor,min_pd_psi,min_md_psi,plfl_mean,plfl_max
1,-0.35358759550996666,-0.5569797567642408,-13850.176151338945,-15331.802393119582,0.7165638851022563,3.4879850444347107
2,-0.41601559174201413,-0.466952910781061,-2478.904448453815,-2478.904449164996,0.37874476856059375,3.0827102646046582
3,-0.3885600961999168,-0.5764110894178596,-4466.707488456716,-4846.335228970442,0.41759347381433,2.3979666712945775
4,-0.3852109276232657,-0.4311172154707107,-1427.1015536577863,-1427.1015536577863,0.23011008264465044,2.329009700774224
5,-0.45151563681229095,-0.5009351703475983,-2214.9042033998403,-2214.904308911755,0.2800992117831418,2.8363396281107263
6,-0.322007008694854,-0.3637798488521507,-1941.4911578560689,-1959.4773078098792,0.03942345100431328,0.27238711720238573
7,-0.4622204884679603,-0.5176360503333851,-1596.8958434923748,-1596.8990164011393,0.25635325368817524,2.1169162613873507
8,-0.32355040318246575,-0.37545131543085575,-1258.0717541415204,-1268.3350718301535,0.026097183102037336,0.15826701808796323
9,-0.4815141524222243,-0.5151303452879985,-1562.275228664221,-1566.1895434787677,0.025087131425638558,0.1786722692992607
10,-0.43438794408479103,-0.49351193580923486,-1924.5165315034315,-1924.5165315034317,0.35517395575917093,3.1512976692039696
11,-0.4385769961037534,-0.6132767308350151,-1474.0424802405043,-1532.8050059237853,0.5926931324314751,2.9421970792203376
12,-0.47885658741754916,-0.595810057012159,-319.5184070386668,-319.51840703866685,0.15518416672448965,0.8041423260180929
13,-0.4299868741145847,-0.5830953370349709,-1361.7782200602378,-1372.853300303491,0.27026174160494665,1.5864294081315202
14,-0.41995424490330924,-0.5702949670286711,-3078.8478995625956,-3078.8478995625956,0.6460962119011403,3.2224817361766576
15,-0.46493884188103,-0.531615409101194,-1244.9044061500829,-1244.904425862142,0.3035919648576856,2.27059354784627
16,-0.47244668467809586,-0.5610767121925029,-497.9230130157855,-497.9230130157855,0.13243588448021779,0.769736784136512
17,-0.42199593209343256,-0.5691446904911369,-2589.6277847822257,-2589.6277847822257,0.5902788426191056,3.1921300202208793
18,-0.4505685200267712,-0.47852435833661405,-2288.9267611662353,-2300.406726999824,0.022324687371192448,0.17581812164946653
19,-0.40033856897960984,-0.45090462016927874,-1930.8880098018763,-1930.8938813929467,0.37999934711393996,2.8461898135150694
20,-0.4184290064762424,-0.5246087507903185,-256.3765736179529,-256.3765736179529,0.07020459493779754,0.404960820654336
21,-0.48827059234882475,-0.6049360338776019,-408.0734894552986,-408.0734894552986,0.19948086203561832,0.9375735527229351
22,-0.46335162670044033,-0.5275357465683633,-1166.002067641412,-1166.002067641412,0.25716487171763763,2.029256843519492
23,-0.44441073148710447,-0.503683332555625,-2196.129707112982,-2196.129707112982,0.3458884018017937,2.912730318447592
24,-0.4423244821200452,-0.5439888754520972,-1863.0918825559625,-1867.5154385274996,0.3871553235885667,2.687009790714947
25,-0.4764964575433259,-0.5502610428280587,-1112.9184702384398,-1112.9184702384398,0.29470200304507477,2.186659148915951
26,-0.4161020360977143,-0.6100141863907793,-5392.698046007467,-5401.868887189764,0.6753473434696359,3.4879867404584357
27,-0.4344679646789498,-0.5019568201277368,-2711.6918069393178,-2712.2541226424687,0.4330161523695623,2.9528367442268264
28,-0.4678123155735764,-0.5192374255790254,-1203.7109600041558,-1203.9796464065712,0.18978510026211495,1.0819118045398795
29,-0.4199138697141066,-0.5527017959003193,-2225.254582484739,-2225.254582484739,0.5908105357511423,2.942088584239785
30,-0.4373385204505702,-0.6100202820682665,-1190.2169676818546,-1218.50165534066,0.4736901384573981,2.4016201355192557
31,-0.4139848004894853,-0.46598244412643686,-1311.2611631452833,-1311.2611631452835,0.2519786906343294,2.405922868410109
32,-0.4014657144390527,-0.45001379274186776,-2170.196952805647,-2170.1969528056475,0.3700348332038785,2.913202552249297
33,-0.4294082326409732,-0.4917806778444889,-1605.4875787912574,-1605.4875787912574,0.36178957860079364,3.151066279118505
34,-0.4310408663463839,-0.5470335108856861,-1814.3139841688667,-1814.3139841688667,0.480729417216457,2.797009456165693
35,-0.4586400338891156,-0.5185689147643017,-2024.9110320284742,-2024.9110320284747,0.22336696597906341,2.181087849097574
36,-0.4706206153746528,-0.5302934636387264,-1180.4988662131536,-1180.4988662131536,0.1871297290794836,1.4112803039828477
37,-0.47007796606943186,-0.5504640997315968,-836.64039141071,-836.64039141071,0.2512453226929568,1.886268296168582
38,-0.4779739965827742,-0.570737027986507,-674.825174825177,-674.825174825177,0.24393038710370388,1.5673153159484918
39,-0.5032817104410239,-0.6184721877812214,-218.68268903752414,-218.68268903752414,0.14018179784968912,0.6717879811787144
40,-0.435050998757239,-0.4955698554651014,-2848.279257820119,-2848.279257820119,0.4386124378895392,3.07450243429533
41,-0.44548572904806927,-0.4870705076093034,-1287.2193171777424,-1291.383656751287,0.08173005669507757,0.4874872762190175
42,-0.46765779542937425,-0.5333195507086739,-1049.6641074856084,-1049.6641074856084,0.18430712264996857,1.5309024025428286
43,-0.41875110671285454,-0.5447730794121278,-2762.0412408695825,-2789.8245695180594,0.6363882466831983,3.15184498009582
44,-0.4510516853081281,-0.5014456666080396,-894.7909527073356,-894.7909527073358,0.11893073336029641,0.6466033125065493
45,-0.451334419978548,-0.49560286301864614,-1396.010863356369,-1397.0529283007486,0.18277815263897185,1.1653089861048058
46,-0.4377320099067551,-0.4891518141564446,-887.3140632323647,-891.3000285188415,0.03364138314335366,0.1648879195944383
47,-0.4731671613494635,-0.5121122766818322,-1471.231636764564,-1473.2939295050342,0.09485873807853419,0.5888456305011895
48,-0.31548646776704325,-0.3781882700798584,-763.4203308509026,-767.4511842353717,0.033771711266959985,0.1680336383899762
49,-0.4548776470278138,-0.53022496497928,-763.6054421768715,-763.6054421768715,0.22984450284415897,1.6301258365556348
50,-0.489370872170082,-0.5665129927153774,-1012.9044272839684,-1012.9044379782664,0.23520206838344726,1.5039668540719497
