scen,twd_pd_cor,twd_md_cor,min_pd_psi,min_md_psi,plfl_mean,plfl_max
1,-0.7877273572835837,-0.7944066267944939,-2717.2195624507926,-2717.219562450793,0.4875141634303186,3.381921403263573
2,-0.5646408213321613,-0.5077896212968569,-3265.861377896132,-3324.688587331176,0.6041220993921153,2.673382093072993
3,-0.7804474741215244,-0.7841379768121013,-1344.3002184809154,-1344.3002184809154,0.11761539220384055,0.993204854357736
4,-0.7644710944684174,-0.7771515551233081,-992.5007885349421,-994.1275154700191,0.15953624019237825,0.6692729175761154
5,-0.7803330459028984,-0.7934508718190014,-1308.3579417787876,-1308.358615114665,0.34935407012614955,1.818243283575637
6,-0.6978058003147873,-0.704461912224226,-380.68246230586107,-380.6824623058611,0.25649048372640465,0.9940857867149935
7,-0.7595897483609133,-0.7636432193084939,-890.3498997102778,-890.3498997102778,0.45485989132984267,1.654528879567394
8,-0.7615917485625744,-0.7732408246424856,-1099.7189556891349,-1100.2002791567884,0.20268444427974727,0.8111661336692398
9,-0.7843383037256326,-0.7943089804470534,-1596.32536567963,-1596.32536567963,0.27289320126274474,2.457033018139044
10,-0.7579395988263398,-0.765176847143748,-2122.3213690238717,-2122.3334098675805,0.10400594143762011,0.75813040127408
11,-0.7815861121169855,-0.7928580450438478,-1266.9278119753797,-1266.9278119753797,0.23638247605237767,1.894271211918045
12,-0.785806900019272,-0.7956226136525304,-1458.3486340426762,-1458.3524078214327,0.32143497794025616,1.7521489219140802
13,-0.7710880701771999,-0.7838333248627334,-1547.891786497683,-1547.891786497685,0.381991733056411,2.4923433774296626
14,-0.7597626117533837,-0.7650299039896753,-682.981090100113,-682.9810901001132,0.262182085977798,0.9251738699514745
15,-0.7485877579188976,-0.756199926007899,-650.9695290858745,-650.9695290858745,0.3347693380597253,1.1950917899657079
16,-0.7734531699964012,-0.7830429906894577,-1200.5900437845507,-1201.570250825874,0.17905786465818704,0.8617779336227865
17,-0.7723340545737198,-0.7839129462365209,-1745.6344485164539,-1747.156417677391,0.3793341853409827,2.487280049470637
18,-0.7328269838250473,-0.7600358193002065,-490.28585571092856,-490.28585571092856,0.048473592459116435,0.4206849499369684
19,-0.7897575989445624,-0.7945944856441549,-2895.618386785508,-2895.618386785508,0.44689638067192616,3.3731225269092793
20,-0.7571632784525543,-0.733048718874216,-895.1707891637216,-895.170789163722,0.4747414212058384,1.8437440506029248
21,-0.7753588834269521,-0.7871077408458614,-1197.4040014789102,-1197.8237440724479,0.23949523765922393,1.1187235440472947
22,-0.5626565337081706,-0.5846352073738594,-2392.9590497824647,-2653.8019075638567,0.33909872574024985,1.5166477901727458
23,-0.7729256800113526,-0.772101149540204,-1531.904409953198,-1531.904409953198,0.067920476718319,0.4483358280512147
24,-0.762047118780467,-0.7769268595447417,-2306.124206020402,-2320.1495668252514,0.622283844652813,2.842226381047425
25,-0.6614230348961025,-0.6881479986074467,-261.1700417872071,-261.17004178720714,0.07625318033155054,0.2937498015040331
26,-0.7666062144859319,-0.7643597162766106,-1468.2007483436435,-1474.2098543679876,0.01639844823804664,0.10444058781749975
27,-0.7645429909324964,-0.7766977222291106,-1731.372097066994,-1739.406272642593,0.38964254102471463,2.002744571980214
28,-0.7561361035238333,-0.7746630235998837,-2046.5433494941892,-2057.9182212207716,0.29989312999153517,1.8704771583784747
29,-0.794614456657841,-0.7972521045880481,-1951.1012307051865,-1951.1722718561143,0.250871162243593,1.6766888587051625
30,-0.79001331153646,-0.7952681850206641,-2877.288752261966,-2877.288752261966,0.4541630457293432,3.3276362920183407
31,-0.760657987667039,-0.7736214659370777,-2057.105331888041,-2075.8725341426402,0.6287672349078955,2.765349401090805
32,-0.7571662288359785,-0.7817528696384514,-748.0069324090138,-748.0069324090138,0.16931243465987997,1.2291661275019756
33,-0.7532937491397955,-0.7623722332027842,-947.0446191884818,-950.3024254699992,0.05587146488101879,0.19716689303611248
34,-0.7763297909413884,-0.7712872316747073,-1464.8820064486988,-1473.2393567940433,0.06447251361658125,0.42402364786070307
35,-0.7276553969133642,-0.7560590899673546,-570.1271398538386,-570.1271398538386,0.3091949053566269,1.207255563508133
36,-0.7671124142834612,-0.7759817843616222,-1102.49067335,-1104.592168338859,0.11753667084061062,0.5495318570165547
37,-0.7881826607098834,-0.7777729892302656,-2216.6886246911317,-2227.6203847266884,0.07601633163152896,0.6300728470552721
38,-0.658752733346963,-0.6875026977407909,-3788.0375721533314,-3866.6476743857147,0.561662494775915,3.6261421890389016
39,-0.7719033055856082,-0.7688468223124785,-1527.913284305735,-1534.4573349734194,0.03968143121497691,0.2634943233913959
40,-0.7462563633943733,-0.7469187241754841,-1093.25132208369,-1123.8083466510811,0.3286739285655028,1.4495441253921213
41,-0.7657176226548473,-0.7674933051250077,-1065.533608941972,-1065.533608941972,0.061210046753477326,0.3398146288356315
42,-0.7360395918201508,-0.7604134994696494,-2503.620027593301,-2658.1370022752494,0.6809560989614368,3.298546144295849
43,-0.7549431752754014,-0.7632026381455136,-1043.8766132652229,-1046.4681964247955,0.04564382827954246,0.19726579777030745
44,-0.748639148318015,-0.7514902073523081,-1939.283981964772,-1940.3261797450311,0.0391050358432401,0.3068620813162948
