scen,twd_pd_cor,twd_md_cor,min_pd_psi,min_md_psi,plfl_mean,plfl_max
1,-0.8072242017348834,-0.8073759032654229,-2496.3516499909533,-2496.354370632301,0.3492829630898385,2.8508297379609573
2,-0.7975717049900903,-0.7992230749221495,-1776.4633897613846,-1776.4633897613846,0.24736404335824305,2.357176915126077
3,-0.7958508502105357,-0.7990731503420861,-2136.339581582045,-2136.346263785711,0.2849860285545309,2.2851822348672743
4,-0.801135506809011,-0.7996313258071639,-1968.6896847523003,-1968.6896847523003,0.25795083912270983,1.9172273237970965
5,-0.8009777943011368,-0.8010134372857404,-2006.3501960862582,-2006.5893952146025,0.26910657343731625,1.830535348853722
6,-0.8015646764110863,-0.8050245497096491,-2250.3108164111095,-2250.3108164111095,0.3709151524035065,3.0120601410664984
7,-0.7952578828657284,-0.8023244941440566,-2073.0206481608016,-2073.020648160808,0.4272337954053343,3.2480280528250662
8,-0.7846914288725029,-0.7934891242143794,-2041.964614400567,-2043.3241240425455,0.45938061116291995,3.2664713403567163
9,-0.7981525426433134,-0.7971826636891163,-1821.8456133099119,-1821.8456133099123,0.240715673457459,1.7217602425044314
10,-0.8053622566453836,-0.8031547748376507,-2268.5609532539092,-2268.5609532539092,0.2924974333858558,2.3473899619849994
11,-0.7985973295202148,-0.8023911629878152,-1839.9747660603507,-1839.9747660603512,0.32910960161017067,2.3424039861354395
12,-0.790926230460868,-0.793748567967495,-1945.9251617884145,-1946.0372020799964,0.2192528888416586,1.4336544541758918
13,-0.796414440848455,-0.802819432866252,-1892.1142319896614,-1892.1142319896614,0.38091155590163867,2.965856366874108
14,-0.7982336019901259,-0.7996014649930446,-1888.8752606402588,-1888.8752606402588,0.23420660087963854,2.2078071946892917
15,-0.8015005601244681,-0.801968755591907,-2259.732797011923,-2259.732797011923,0.27979001898016603,2.2994863630057814
16,-0.8070265020049396,-0.8042270626890914,-2395.314057826513,-2395.314057826513,0.2882681609650583,2.1404421004876073
17,-0.8029387872869751,-0.8062825225002355,-2407.480574213084,-2407.480574213093,0.4225834864326403,3.266758351907909
18,-0.8066073455310864,-0.8077271256270213,-2452.146921883097,-2452.146921883097,0.37430490013306844,3.030844104169105
19,-0.7930410047671812,-0.799687713793621,-2005.359149964641,-2005.3591499878796,0.36158976112788443,2.968753789299024
20,-0.7957506385971411,-0.8029641053202853,-1754.2951769819917,-1754.2951769819927,0.38850542413522354,3.2796630805949976
21,-0.797206165373349,-0.8035373866052032,-2029.7660361141156,-2029.7660361141156,0.40526614808434724,3.179906353733622
22,-0.7986265106099345,-0.8031100777171384,-2263.788259648083,-2263.788259648084,0.36826067672524615,3.2102086802000356
23,-0.798409980346042,-0.8011167525631154,-2043.3162275227328,-2043.3300877216313,0.29771667693243226,2.1410578467078363
24,-0.8047651001775188,-0.8055319205865744,-2104.8539375763667,-2104.853937576367,0.3424863349140464,2.585211181817377
25,-0.8019185969972918,-0.8063752096289678,-2154.0771540771457,-2154.077154077151,0.41968082058305906,3.268236041046173
26,-0.7902616439548718,-0.7979969837604324,-2167.752156722057,-2167.8246727390806,0.43976661578733983,3.2666641595766897
