scen,swc_nse10,swc_rmse10,swc_nse40,swc_rmse40,swc_nse60,swc_rmse60,swc_nse80,swc_rmse80,swp_nse10,swp_nse80
1,0.4705564280349993,0.058159820333665006,-0.43296497735993356,0.06467624467741076,0.3097618968879505,0.056787137836085286,-0.33966955294440604,0.06962982823439196,-0.3516494850280014,-1.8794515439712338
2,0.479321108260801,0.05767640758267716,0.0022839860550714075,0.053967273664677046,0.32345842891661625,0.056220895508333105,0.1046851393488043,0.05692255387434102,0.21844776168236213,-0.4893273166246408
3,0.45669547619185336,0.05891622023031762,-0.013524655224056437,0.05439314448786316,0.274321836519856,0.05822674898993687,0.25647734438873093,0.05187326491105076,-0.9210978965297925,0.1573200886877334
4,-0.08746939203340598,0.083353096350589,-1.2232610611938242,0.08056051579625928,0.35328651350000095,0.05496756188336603,-0.44074304380765206,0.07220873652333888,-1.199494259187896,-0.5476576852956854
5,0.519548306424026,0.05540361218244606,-0.3004300458681384,0.06161273744710014,0.4288784718788302,0.05165528720976887,-0.15607838741629942,0.06468299509879898,0.15991532995347113,-0.18690294892307158
6,-1.7080114257386896,0.13153413178874204,0.36289842912937675,0.04312522215081343,-0.3139614295424893,0.07835050925997301,-0.4884870446213132,0.07339542840548824,-0.34547657278089705,-0.49716146561424224
7,0.38740250555446687,0.06256058835269418,0.24957216875078347,0.04680383865257333,-0.43823555712242035,0.08197199896184847,-0.5212198777208283,0.07419804733162061,-3.8433471795189993,-0.47813948221539126
8,0.4467177823719899,0.059454752076547476,-0.4639910982615747,0.0653726703332982,0.4432117844973288,0.05100297773962958,0.1476238287445627,0.055540799925427736,0.15706602778813405,-0.23139903159790065
9,0.4159910430034687,0.061083367329096486,-0.1064488147471967,0.05683196486437315,0.3710260272678936,0.054208432880085616,0.12976098593553298,0.056119753528278915,-1.2840093361068958,-0.11497991559886778
10,0.11791048687991157,0.07507054102182058,0.19856349835064369,0.04836838276144269,0.3121530276416604,0.056688691174989196,0.2939679029356749,0.05054855006414565,-0.17673778947240293,-0.13280605804860102
11,0.3711234321353494,0.06338637605293253,0.060017776168570625,0.05238257309068965,-0.5554972978995099,0.08524818585306376,-0.39402344659012023,0.07102831621086698,-7.708796396965285,-0.5073615057785361
12,0.012978131782327429,0.07941025740320024,-0.09822903990028675,0.056620469858867255,0.28182450332970876,0.05792496857307153,0.2759934758412639,0.051187948004436885,-1.522207714569161,-0.021167269442498693
13,0.3329143325956252,0.06528358888306185,-0.19364291286478363,0.0590288359785663,0.11255888775160128,0.06439027609476135,0.01872062986193823,0.059592665951304476,0.03182737068964614,-0.36876244348012155
14,0.15199592808924445,0.07360582505779346,-0.20582215627719314,0.05932921977540679,0.2502005934655388,0.05918655487027655,-0.27056226932643956,0.06781011133801536,0.1626318078506952,-0.9815279204405216
15,0.40818491938790713,0.06149024594772346,0.39906614987605404,0.04188324684498094,-0.2319324806056906,0.07586543774105986,-0.19440389603836583,0.06574641639416291,-0.12356482490538445,-0.4460165753015979
16,0.539220531868714,0.054257499598883555,0.15443655301541892,0.0496821186389489,-1.1315072211082802,0.09979158469005184,-1.8455622117556927,0.10148001499528624,-0.06965992737127902,-0.5925809823387385
