scen,swc_nse10,swc_rmse10,swc_nse40,swc_rmse40,swc_nse60,swc_rmse60,swc_nse80,swc_rmse80,swp_nse10,swp_nse80
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.3693237761222683,0.09353330724458918,-2.7381428269477905,0.10446118611197108,-0.5546570955710448,0.08522515932671587,-0.9694847479717399,0.08442533473348898,-1.537578050966551e15,-0.6500168208256685
3,0.011154572102115123,0.07948358025693181,0.17454261072476385,0.04908788687694097,-0.09380110849468326,0.07148578567512703,-0.2744602409888648,0.06791404936615664,-0.601007161996213,-0.7438181575316336
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-2.047876836120495,0.13954424264766344,-6.494658814166515,0.14791184037329214,-2.0373054883797437,0.11912276147973189,-2.7756874415174315,0.11689461312921286,-5.908590738639685e60,-0.6620795124813459
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.687044966003395,0.10381892926152465,-3.5663700758868178,0.1154549506654976,-0.43287228558294055,0.08181901681909619,-1.737731243359149,0.09953868210604525,-92.84232262946513,-1.0389146946386423
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.12173635514991199,0.0846561695585569,-0.9137756752474115,0.074743343699865,-0.04613736540467106,0.06991089665275624,-1.5158090125132087,0.09541909969602827,-4.959972476604245,-12.97414648859858
10,-5.033817085964656,0.19634022599680334,-11.270922294949528,0.1892629522829654,-4.023984826625809,0.1532056122313185,-5.63870607908164,0.15500232083372265,-3.1128049138871753e8,-0.3888766625125397
11,-0.05859015893276287,0.08223887154834393,-0.13194860293453092,0.05748312383801905,-1.554358986758416,0.10924246252532614,-2.1282939503802907,0.10640211425946045,-0.4029160376523777,-0.7165055190946343
12,-3.4841581135800945,0.16925974222320192,-10.326407708719932,0.18183316686070752,-4.098316368341992,0.15433481506018562,-6.468535827928612,0.1644046945651568,-47.34712450170634,-1.3332422754427653
13,-2.848549446713406,0.15680566611940064,-2.4439701320452545,0.10026669397829796,-3.6057493770393023,0.14669005322310347,-4.937199083939596,0.14658424219258412,-0.6975106734095,-0.7664431592694267
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.07361650908236572,0.07693228286590756,0.4039586073676401,0.041712403764574045,-0.27250159011696184,0.07710449232069759,-0.4555535005046456,0.07257893091891317,-0.6580064749288488,-0.7109496798150008
17,0.012628377392192025,0.0794243257977411,-2.617301916731821,0.10275888578543868,-0.15711967318577824,0.07352578227482684,-0.7185482925663833,0.07886373665510624,-0.8886215580108003,-0.21960292736297582
18,0.0011086651373655165,0.07988630593550555,-1.8446703674797233,0.09112614152694785,0.22541356395426881,0.06015690150177819,-0.20087584201864206,0.06592430111315492,-9.422988043315204,-0.233286011421878
19,-3.776556064394878,0.1746910503628005,-3.733652604501893,0.11755069430379748,-4.385582109507571,0.15862324895163657,-5.185386164951584,0.1496166373055145,-0.6079208245373864,-0.7034258954021197
20,-2.302093518255652,0.14524724402169212,-1.493474685338657,0.08531580423679047,-2.6469834293196897,0.1305321255928206,-3.662288679693212,0.12989608462388536,-0.681254996271198,-0.7233060556204913
21,-1.9741182771265908,0.13784541786863605,-5.19483554138719,0.1344751068368223,-1.191840921016885,0.10119406232652475,-1.834463620138092,0.10128191958849388,-615.8064546615826,-0.5429066404029901
22,0.17595580106597375,0.07255852899145825,0.03006694895935591,0.053210566979484716,-0.11303242825600934,0.07211148248600796,0.04452318907932473,0.058803957623294746,-3.2152616325727044,-0.5776920227696323
23,0.008949887738957885,0.07957213739420678,0.20421434687568307,0.04819756080480261,-0.19669433852325624,0.07477253993032756,-0.54497619181332,0.07477516429335315,-0.6799855473587484,-0.7511809080748248
