scen,twd_pd_cor,lwp_pd_cor,twd_md_cor,lwp_md_cor,min_pd_psi,min_md_psi,plfl_mean,plfl_max
366,-0.7574625796912373,0.661608385244384,-0.780304960006741,0.8076148622853498,-3073.1014632465512,-3073.1014632465512,0.43493740805741393,3.288652333015015
367,-0.7550656190525349,0.6629452334753597,-0.8040982302337103,0.8254600146215281,-1704.3528649745547,-1707.0828661322587,0.2814616249727368,1.5796160123643803
368,-0.7405783365244208,0.6399476929963102,-0.7677817382962766,0.7939278688674061,-2333.206974981052,-2333.206974981052,0.42109362062665956,3.0801449499395703
369,-0.7523320528168581,0.6654252173362178,-0.790245835398944,0.811755269882602,-4773.306747625587,-4796.9996326621085,0.9754153467275846,4.243412009586448
370,-0.7224317774371412,0.6245574568065035,-0.7709168820367672,0.7903735907220537,-1276.7141585040097,-1276.7141585040097,0.4137736027470138,2.8547235389009655
371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,-0.7244011031813404,0.6738064340848103,-0.7213689378730447,0.7491326993186993,-2129.437452862092,-2130.695390811761,0.17886187039767645,0.9090352434729553
373,-0.750963163221542,0.6594541960116724,-0.7611041080107063,0.788781424383185,-3350.9499998462074,-3350.9499999592645,0.394380077309743,3.297420386270246
374,-0.6046146096116336,0.47888822704193706,-0.6095685761364232,0.6281240002730981,-6937.566137566139,-6937.56613756614,0.8907458504479655,3.2780000000000005
375,-0.7358086583172061,0.6420229385097967,-0.7508032906134267,0.7794410496992686,-2809.263521288848,-2809.263521288848,0.556995641768864,3.5754447318005695
376,-0.758119868350004,0.6634962811431568,-0.7820889222764438,0.8059626074542049,-3911.8272556590746,-3926.6653561170765,0.7252993683060255,4.10498487143622
377,-0.7242505158595106,0.6267632829115662,-0.744858892653976,0.7728854882850584,-2322.1556886227563,-2322.1556886227563,0.5579639975800508,3.5152690587088853
378,-0.7232312847087393,0.6832222729880074,-0.7262083140754825,0.7523560801844024,-1849.7743338341224,-1851.7788704027341,0.03779282399729393,0.18672654388586202
379,-0.6556725905579285,0.5603976063705999,-0.7008555853750817,0.7163552402005272,-402.95219211280045,-402.95219211280045,0.2574995806212148,0.8380887598094522
380,-0.7083505568090087,0.6158549285049033,-0.7407832414537427,0.7638240413070467,-1393.3265925176956,-1393.3265925176956,0.32003601387627423,2.8543076786267183
381,-0.7221061316683932,0.6233212464430004,-0.7638179528504387,0.7866401544001251,-1487.847045662565,-1487.847045662565,0.48837629549649936,3.133896562824131
382,-0.7177526392062907,0.6137494367555179,-0.7520551509112082,0.7735687363315146,-2463.2356071678114,-3403.6064785647113,0.42846152047477093,2.939014194240613
383,-0.7345334282955649,0.6346688068405963,-0.7887615494470009,0.8084812682614403,-1307.6205287713863,-1307.6205287713863,0.44074418088851336,2.0229120366482376
384,-0.767865739468801,0.6908254161423109,-0.8021414354330423,0.8275345892435645,-2596.9452204935906,-2596.9478858544344,0.11711109358678165,0.9311891277842714
385,-0.6677738714344852,0.5874133503064791,-0.737643581250096,0.7544865437380096,-549.8956158663894,-549.8956158663894,0.2583131388220428,1.2487458046834397
386,-0.7432088428552865,0.6818540576152683,-0.7729439170246226,0.7973221482183982,-1605.2909434603287,-1605.8105624869543,0.22024260958016809,1.2079321716814877
387,-0.7458607285271637,0.6398928379354556,-0.7874202462804032,0.8085422242192917,-1948.2080849211673,-2347.014151702853,0.23549351713640077,1.75858149216469
388,-0.6893438944667976,0.6046948228415066,-0.7529041673751381,0.7716371343890726,-759.6552824768609,-759.6552824768609,0.09654686967499301,0.7129226325218652
389,-0.7533057760937544,0.6559792859399902,-0.7896296732128911,0.8145801637086175,-2258.2051282051316,-2258.2051282051316,0.3778138153567825,2.3356636653360945
390,-0.7395782271897335,0.6518833729809603,-0.7644719600137014,0.7925479725144937,-2215.0511446663427,-2215.0511446663427,0.42498860639288627,2.5217291096824725
391,-0.7250952630699683,0.6402551627722314,-0.774617611599385,0.7945418348159462,-1253.7764350453178,-1253.7764350453178,0.22304632044471254,1.2637211962934456
392,-0.7499892356036574,0.6485841859960355,-0.7748565071422145,0.8017534075379041,-2813.1738874730513,-2813.1738874730513,0.6256445598448163,3.952703684463801
393,-0.7542575546654579,0.6507082432304407,-0.7883239508489183,0.8146822732074077,-3387.998065535334,-3448.7848905892433,0.8299297121163127,4.104992892300108
394,-0.7482844754462181,0.6808173185498183,-0.7738882275059414,0.8004716443911796,-2015.4793442666926,-2016.371718246661,0.2357787935180831,1.4532414007318033
395,-0.7461677412232546,0.642030048705257,-0.7928783697048598,0.8147484851252648,-2229.414597951021,-2252.827977841649,0.5241403811281513,2.6436456926248306
396,-0.5745652884121825,0.44507288706052744,-0.5221298961540047,0.5363116479812845,-13880.173819659869,-13880.173819659869,1.0977115026989297,4.359762596755156
397,-0.754604903660358,0.6682778005668768,-0.800760994448847,0.8223620386807992,-1642.9499964052814,-1642.949999078127,0.268930541028346,1.7984726513004152
398,-0.7653893729574864,0.6787927392651877,-0.7645568682142189,0.7909003257244257,-3618.7242973866,-3618.8196267088965,0.4982034582880448,3.8184675023344594
399,-0.7476038175264799,0.6482746940144642,-0.7968963748538735,0.8177967067638333,-1598.4094962310942,-1656.3977267635823,0.28950099267110374,1.2814535131769973
400,-0.7465303149143009,0.6462305476408431,-0.7939222811678651,0.8142813953845661,-1510.526624700385,-1582.6115601622578,0.5525937307202493,2.3320974533932812
401,-0.7663592147463061,0.6881874508753316,-0.7991731501966696,0.8247523924861483,-2508.9310986320643,-2508.9409245668244,0.15836068460976505,1.2348447823327715
402,-0.7523215992326572,0.6487733647974825,-0.7846887808965944,0.8103252535221502,-2501.5940488841684,-2501.5940488841684,0.6861293275184263,3.9202951557628665
403,-0.744112421245425,0.6477598580694907,-0.7965145097004646,0.816359857344466,-1429.3539856441291,-1429.3539856441291,0.5369477847697445,2.51849363556501
404,-0.7248087402648656,0.6255749925464235,-0.7735237301471298,0.7933477243781001,-1308.7893193081877,-1308.7893193081877,0.5178522248196844,3.3372675599053347
405,-0.6817854986463425,0.631789331285756,-0.6441185992409121,0.6710282648529965,-1197.2241028487572,-1199.0555560773098,0.04916572936409982,0.21214807076535575
406,-0.7482979210328283,0.6488475628493735,-0.7857150607270269,0.8104226233099469,-2173.4089787863854,-2173.4089787863854,0.38322653565858655,2.401120997465068
407,-0.7125400960191652,0.6064746701708899,-0.743499402910354,0.7621559117068766,-3038.743750401693,-3270.9132996053813,0.6973513676734234,3.7222993349509195
408,-0.6670183415601746,0.5867184929834088,-0.7129038739799628,0.732254581684998,-775.182631958023,-775.182631958023,0.13283556753980105,0.9028766550934628
409,-0.7068627439703998,0.6184173256517002,-0.7696153290349069,0.7879423848131129,-872.3124897423289,-872.3124897423289,0.28017589986116936,1.4738428478525667
410,-0.7343876489489941,0.6332646061248829,-0.7798281789221729,0.8002852636051245,-1510.141661300708,-1510.1416613007082,0.39401764868359257,2.581177722227262
411,-0.748926429573253,0.6575578252608864,-0.7586925027216912,0.7864172744100324,-3298.0565710987266,-3298.0565710987266,0.4830063372375933,3.4097742998738343
412,-0.7405147159968755,0.6376140757650585,-0.7877351564859848,0.8089466478367184,-1632.486072423401,-1632.486072423401,0.5884756444916837,3.6326306787169638
413,-0.7584954937525565,0.6809050370679121,-0.8054523235970477,0.827479327862904,-1660.949351590076,-1660.949744434799,0.17859294597589423,1.1499766158203253
414,-0.7270278058367708,0.6300101808842876,-0.7816264076006425,0.8000799642533668,-1192.33449477352,-1192.33449477352,0.4311237188106829,2.4942608447438337
415,-0.7491059328261853,0.6571284184066235,-0.7865202174582557,0.8112458036734013,-1968.9499994374698,-1968.9499997188573,0.35920355761991474,2.41207993902087
416,-0.7428377581769152,0.6400540242698293,-0.7919067227327866,0.8127705849571552,-1635.3614585541695,-1635.3614585541695,0.6158925134014244,3.2975969406204166
417,-0.7464755679332578,0.642086929720054,-0.7924042323438079,0.8144828687534084,-2381.0022051468995,-2419.6632632333312,0.5540756924140098,3.0826867809240537
418,-0.5390962468484648,0.4795846384455517,-0.6118417482482892,0.6231831565414138,-253.66346639717045,-253.66346639717045,0.059503093139842894,0.2210940662852956
419,-0.7269707211104217,0.6343057301635804,-0.7743330154358681,0.7946318119732843,-1317.1225937183403,-1317.1225937183403,0.36608700704124963,1.9764196059850145
420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,-0.5748636887977612,0.508241711808376,-0.6255584724564489,0.6387584478643266,-274.4781688010489,-274.4781688010489,0.21893575376017202,0.8006967385552755
422,-0.7509491781977363,0.6535937276303929,-0.7867328035733865,0.8125611739713962,-2267.7875860311296,-2270.3371723671144,0.46364506644398507,3.1299842165201186
423,-0.7175538844690523,0.6111439918969575,-0.6740814781249691,0.6902557142620241,-652.2948539638396,-652.2948539638396,0.6759656651588444,1.8760000000000008
424,-0.679626077124804,0.5894786756770879,-0.7452830196881416,0.7622268849732825,-564.7189349112439,-564.7189349112439,0.24231329521793332,0.9296769674186783
425,-0.6373296289965625,0.5689439588175185,-0.6398568765343129,0.6678884752942453,-831.9162851536955,-831.9162851536955,0.06926504022922837,0.48155558513324087
426,-0.6897325988995592,0.6093264154070398,-0.7032064893787777,0.7302150168642104,-1586.5483804415176,-1586.5483804415176,0.2654855298099996,2.1362050066327885
427,-0.6107835333240468,0.5325106224942313,-0.6558013367559035,0.6718427304020579,-409.99046256557125,-409.99046256557125,0.04427246684762572,0.3477899509193075
428,-0.7358814161376279,0.6288467362101813,-0.7753906460664499,0.7951389731251652,-1374.2629205688547,-1374.2629205688547,0.8194623755402887,3.888603717445178
429,-0.7607868274593325,0.6725961156900346,-0.797990471866233,0.8226574168195077,-2229.9499756176374,-2229.9499926841936,0.23211537721586034,1.9218222483170901
430,-0.7640262070486495,0.6710310225238743,-0.778509988036945,0.8051978968100973,-3472.4531619764184,-3472.8658820910705,0.3683015839786443,2.8932766638781002
431,-0.724412107408198,0.6506260757384229,-0.7819464365320276,0.8060921743690449,-6011.697039038532,-6103.440859738106,0.8020065104642176,4.257539247619098
432,-0.7525566943700688,0.6562651892329637,-0.7907556841040524,0.815385411677976,-2094.7889764930324,-2098.1865588470437,0.42723888756168577,2.8377086848226303
433,-0.7085957447226859,0.5950784458257767,-0.7352903941729503,0.750744578923753,-3665.2179156847446,-3665.2179156847446,0.8888504521779906,4.158220508920054
434,-0.5676677657522685,0.4934737272667693,-0.6242832399378996,0.6368216656860746,-265.965671872584,-265.965671872584,0.1250510386306735,0.4796027196873076
435,-0.7429933247966047,0.6790445006225787,-0.7690425584662414,0.7946425036137813,-1753.474082667382,-1753.9625634160006,0.2451035679938201,1.3786965770182908
436,-0.7179533444744444,0.6206828459283732,-0.7426999490393815,0.769477338163693,-1905.1463168516668,-1905.1463168516668,0.49448838902591064,3.7145937517534175
437,-0.6939502018795429,0.6079695138271841,-0.7602196219451014,0.7774561161981847,-712.5497590613877,-712.5497590613877,0.3720217587402379,1.6269924048050295
438,-0.6066832834087981,0.5227475281287361,-0.6161187137884145,0.6290276582263405,-277.593143256953,-277.593143256953,0.24891045089779226,0.8075897480890406
439,-0.7492596341335044,0.6474085631567181,-0.7946413511579388,0.816368194922136,-1978.1658623100934,-2010.5768561756413,0.6438664754110284,3.246526087245853
440,-0.7506776192731166,0.6628064667672097,-0.7921044002858271,0.8150684547543612,-1763.949949598236,-1763.9499823891554,0.31007073239618865,2.2102927643436328
441,-0.7587480089482505,0.6593944767693067,-0.7884009236567524,0.8145850530681522,-2964.17425034612,-2966.811444632525,0.42619952174942466,3.1475978028529594
442,-0.7529150442253933,0.6468526639735264,-0.7868335465993099,0.8125797306687923,-2737.91208791209,-2737.91208791209,0.7967323274404892,4.104992555276201
443,-0.7273707496385916,0.6286371671873889,-0.7647174061956462,0.7896850826024918,-1748.9167067886433,-1748.9167067886433,0.45947188083262347,2.940986778667425
444,-0.7414369133342689,0.6417852783982306,-0.7886411841833492,0.8097619226956629,-1633.301064859633,-1633.301064859633,0.4244417426364144,2.5489533956592054
445,-0.5712896795720945,0.437621236656504,-0.5335675383410027,0.5427331863678884,-26373.807619568677,-26373.807619568677,0.9478022228566766,4.301568022751642
446,-0.7270308225357476,0.6234791771485444,-0.5528257728236996,0.5665460816051721,-646.6117796073469,-646.611779607347,0.5554551011405278,1.0210000000000004
447,-0.7485157994983306,0.649056929557877,-0.7819002852925054,0.8076905053702327,-2349.198868991517,-2349.198868991517,0.4127445134946788,2.620756591353385
448,-0.7211308045291158,0.6288568869937644,-0.780136054462239,0.7992764372037988,-1042.8873452129276,-1042.8873452129276,0.20461015942203883,1.2126082173562107
449,-0.70572541254627,0.616894955180544,-0.7694504872313587,0.7871323858586651,-827.338129496404,-827.338129496404,0.4002000940826834,1.8533616853921393
450,-0.7245982078581952,0.6252585718772938,-0.7708917125626592,0.7921687065251027,-1397.1397139713993,-1397.1397139713993,0.5460642849818191,3.4903994874390976
451,-0.7187923262146219,0.6219465420046281,-0.7629520738682634,0.7840962684449452,-1338.217086256706,-1338.217086256706,0.40790128403909465,2.952575722221195
452,-0.7662118403169376,0.7006735569884255,-0.7875562226017698,0.8147243814406984,-3146.0937197984736,-3146.7811590687256,0.11470906335404742,1.0010328275239957
453,-0.7535857343803061,0.6610677800884869,-0.7636253131956832,0.7893411678259218,-3033.226152197218,-3033.226152197218,0.509826956941367,3.360154845670738
454,-0.7312703269701942,0.6317964290043064,-0.7826764640674402,0.8020415671275227,-1338.9536325316171,-1338.9536325316171,0.5368899825073353,3.4053899845377784
455,-0.6254001887245539,0.5532405769153308,-0.5445329351460116,0.571108473963023,-2004.5158053186174,-2004.5158053186174,0.09944415292166209,0.46125285436035135
456,-0.6802627999083882,0.5651656824590986,-0.7164092845496438,0.7342678306216082,-5727.40888883267,-5874.259023815349,0.48700055693259425,3.1973591866626854
457,-0.7265288972575954,0.6276809896970919,-0.7784203914364978,0.7973655639504391,-1256.0439560439543,-1256.0439560439543,0.5190653811782098,3.226102317930967
458,-0.7430161621475443,0.6536917418093179,-0.7841925768300273,0.8073065282987795,-1651.9499913151212,-1651.949997640327,0.38271939646886427,2.4097787585444994
459,-0.7394573043315265,0.6375080986921603,-0.7853493424543873,0.8060926948821142,-1596.1399711399754,-1596.1399711399754,0.44792243505342344,2.9943682542505554
460,-0.7137201621999577,0.6226238075503207,-0.7326977787469964,0.76138722006644,-2060.8073051779643,-2060.8073051779643,0.42068280500965805,2.558076034974274
461,-0.7518574579513867,0.6532960371631945,-0.7841301448890818,0.8109033434511989,-2476.168057901756,-2476.3403806694546,0.5181304035051029,3.5782784399416663
462,-0.7534654110267383,0.6600862356237936,-0.7949512862702285,0.8183064689042537,-1939.708229694814,-1942.2136761396976,0.37209892231161995,2.3960419558159876
463,-0.7099449064701536,0.6160768403921325,-0.7704509595530963,0.7883015762365645,-780.4742497221207,-780.4742497221207,0.48063567166749915,1.3931021327594666
464,-0.5689859821368193,0.5017687475324604,-0.5374670506685563,0.5484986296151585,-214.2573733633119,-214.2573733633119,0.2695815416231911,0.8254520759236315
465,-0.7308498791980845,0.6322896990173258,-0.7801910857341912,0.8000499183511793,-1388.081163125101,-1388.081163125101,0.37303066947497504,2.4686409113499175
466,-0.7229716653996867,0.6262578124574083,-0.7586318641256505,0.7813756314850274,-1563.2819702357451,-1563.2819702357451,0.33827409770536904,2.8565171061143815
467,-0.7399197862077229,0.6336861539057189,-0.7784063334289824,0.7976884369490371,-1806.3234914522823,-2011.131622114124,0.6076252397491465,3.6521470075056865
468,-0.7445747734509608,0.6527879254313079,-0.7898950273734371,0.8118581648936968,-1706.2029587334582,-1706.2029587334582,0.24381101219565043,1.5194023187622774
469,-0.6338722602034719,0.5200683732425355,-0.6416886390077295,0.6608430472690732,-9597.673149675094,-9747.357770803912,0.9346934002382524,4.26739323205798
470,-0.7369403307239576,0.6359284218247151,-0.766323212752447,0.7931395642735733,-2240.0631745196124,-2240.0631745196124,0.654395770416311,4.0229144031974435
471,-0.7187291457136474,0.6250091169649323,-0.7770223342863287,0.7949275623348154,-1035.2288173991885,-1035.2288173991885,0.47142761101189196,2.4616085156770753
472,-0.7038065481764817,0.6270292436046832,-0.7566760440989504,0.7798846520065762,-6814.051073659042,-6814.051073659042,0.7651174506327068,4.2018051222362685
473,-0.7071933459640156,0.6170071843258923,-0.7640186587292892,0.7867916441941764,-7117.174161323431,-7117.174161323432,0.5269796745874232,3.83507348334058
474,-0.7483838566806761,0.6510243798373394,-0.7650848996686453,0.7922540606434725,-3012.920908379017,-3012.920908379017,0.5324859282118465,3.47955067627415
475,-0.7334892470581293,0.6218666749991006,-0.7801059888551124,0.8029793476931966,-2370.7587908698406,-2370.7587908698406,0.8662949907763129,3.8430000000000004
476,-0.7591062574313915,0.656568638864465,-0.7866609789405308,0.8125814319514091,-2975.8428457658656,-2975.8428457658656,0.7627922570333276,4.104994410998102
477,-0.7200212016992953,0.6262827380754133,-0.7403603309976727,0.7680178656444243,-2135.2268442880527,-2135.2268442880527,0.40466756685957644,2.9810585410122763
478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,-0.7545957872229945,0.6694868511731608,-0.7893571788400211,0.8145397045669038,-2092.940699899612,-2092.9439290309338,0.26635694533535326,2.0091824613370037
480,-0.7545617881876496,0.6674908767664058,-0.800672884847654,0.822315694138937,-1650.9499991193736,-1650.9499998004596,0.2777694942625492,1.8649491643371443
481,-0.762532628131185,0.6681803516888095,-0.7994046930403194,0.8239590641636743,-2518.2412045906876,-2522.47466688657,0.25942332511273186,1.6570044151991556
482,-0.6966083100815271,0.6074738269877028,-0.7598234881656414,0.7776883978244317,-745.9765115267516,-745.9765115267516,0.19105626176514215,0.9940899261916606
483,-0.7524969031252392,0.6532784534696447,-0.7916786300178197,0.8166579216620987,-2216.1502927123133,-2223.160030292279,0.4814186128851455,3.1278800980589216
484,-0.730876596696535,0.6683344809446731,-0.7542370616865549,0.7801114859242093,-1643.2407724831517,-1643.2407724831517,0.22051963517706907,1.0877397245213358
485,-0.7442934658505636,0.6479188329423482,-0.7888606687252153,0.8109975298460343,-1648.1788869815232,-1650.1623551498449,0.485797978564013,3.002872253793347
486,-0.731379167665423,0.6343183034816682,-0.7838172604484943,0.8029448170220053,-1275.5037115588566,-1275.5037115588566,0.3067472116081512,1.996156137598745
487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,-0.6850695114070251,0.6041064382256,-0.7397675532920235,0.7586979785845943,-846.7930029154527,-846.7930029154527,0.1465639379792743,1.444269704994574
489,-0.767459294514329,0.6770217297776973,-0.7848207879472293,0.8103771340784731,-3610.8675769806337,-3614.6908658484344,0.30025649897561724,2.4040740725621603
490,-0.5584394330859243,0.4799624065432676,-0.5706841404408897,0.5810079670126008,-222.88461538461559,-222.88461538461559,0.15341834579145186,0.5338566635375057
491,-0.6436951888354637,0.5602330660932525,-0.710184266675139,0.7341037759220252,-5864.181943036105,-6281.143224703581,0.16265257953937798,0.8379045061754594
492,-0.6794634723847415,0.614418493783372,-0.6570926801809076,0.6841784954559679,-1876.1844598863,-1876.1844598863,0.18789871323227345,1.1195395334315055
493,-0.7208670616063801,0.6505500336854313,-0.7307894875902805,0.7596792083866387,-2272.659399731228,-2272.659399731228,0.23650515095587965,1.2595200465293592
494,-0.7181860668254314,0.627382191632941,-0.7467987425810675,0.7695205106382251,-1502.8749028749044,-1502.8749028749044,0.22677557999244247,2.220871098461641
495,-0.7302140282674671,0.6383525271581204,-0.7832826219645334,0.8029766960188264,-1306.5510157498284,-1306.5510157498284,0.22953364698139975,1.3868428007120246
496,-0.7251147875930009,0.6368277147635656,-0.7412548296910912,0.7700360381632372,-2393.726784977298,-2393.726784977298,0.3648323524334642,2.2226104860419174
497,-0.7576710287080703,0.6681336922987132,-0.7569868250619962,0.7841124879399888,-3598.141181677371,-3598.141181677371,0.6826715969311206,3.920301898709996
498,-0.7263995635887155,0.6303927535783976,-0.7851827128985089,0.804131974462393,-1070.1719312275095,-1070.1719312275095,0.560094036229588,2.1884868886493116
499,-0.7468418919459803,0.6421956240456749,-0.7933378534157962,0.8147823928380669,-2007.4454533240475,-2160.639314804863,0.2928428076168329,1.80663717404811
500,-0.7361796239770728,0.636274512363881,-0.7607410371828388,0.7880279675374715,-2403.0005173305767,-2403.0005173305767,0.6688107209564648,4.0873936222276415
501,-0.7563108885052047,0.6599230163372227,-0.7946835152065204,0.8194526000581916,-2291.078674428527,-2297.4801370623863,0.40630438748466874,2.65324910010721
502,-0.7390595814171312,0.6373464699658589,-0.7880546892704455,0.8080833761478534,-1499.466192170822,-1499.4661921708234,0.4761155891919398,3.125001081160928
503,-0.5309230803883839,0.468694169064201,-0.5133993315417644,0.5229544876348728,-187.2926767032407,-187.2926767032407,0.2011168281267989,0.6698506046938688
504,-0.7451393000746074,0.7103082147024693,-0.7254424401384062,0.7516277806930629,-3769.6851146931162,-3772.246940589368,0.061021824400318544,0.3716262083825403
505,-0.711774367698102,0.6249560394214034,-0.7266371305338916,0.7525159712419944,-1818.1818181818196,-1818.1818181818196,0.3365846601997292,2.937922216486368
506,-0.7452552914858476,0.6393374673701923,-0.789704424315227,0.8116659950152706,-2393.6978168566575,-2410.522182169976,0.6693994807901594,3.6058372656563327
507,-0.7245162923592504,0.6255145140221147,-0.7706713606110611,0.7914292351977454,-1370.5695160759394,-1370.5695160759394,0.45439815338269846,2.92105541500187
508,-0.7462723710490006,0.6411825988917732,-0.7887377986844952,0.811601849399709,-2400.6061598683004,-2486.290129319721,0.7712508931717521,3.7804299800288255
509,-0.7429661696775162,0.6461660775569577,-0.7844311392837234,0.8102374930148677,-4384.842883376938,-4512.584873991915,0.8543634935501172,4.266462547755967
510,-0.7084170710124137,0.6468858137486403,-0.7206903825263534,0.7441077368546557,-5492.249685798079,-5492.249685798079,0.9708374971294342,2.6220000000000008
511,-0.6352802600063022,0.5561813449471372,-0.7057087068200698,0.7212692543596524,-422.23127035830623,-422.23127035830623,0.11329430413081874,0.5453047802948607
512,-0.6549509817792382,0.5785478832224307,-0.7252875216607688,0.7422835242273813,-522.1795692045215,-522.1795692045215,0.17374084706356996,1.0917949239889928
513,-0.724912621208395,0.6802650836107629,-0.7402366804026733,0.7647797241077718,-1409.611380631091,-1410.7506137435696,0.09400015896741944,0.42576686083200044
514,-0.740757175436611,0.6385099889655894,-0.7735594032814118,0.7992831711362574,-2161.364381764516,-2161.364381764516,0.5544437532085075,3.512564617614506
515,-0.7348891772909032,0.6326785473573827,-0.778613365785783,0.8013440358347895,-1668.5283440379815,-1668.5283440379815,0.5623894054454001,3.688861032315374
516,-0.7103939062848623,0.6100430834984572,-0.7668922712952434,0.7848821634734414,-793.996840442338,-793.996840442338,0.3621857770054909,1.0586042117720305
517,-0.6687077520873665,0.5874833828439907,-0.7375444357151881,0.7547265033502266,-573.4997029114683,-573.4997029114683,0.19885138824945223,1.1777303711068052
518,-0.4561313219026113,0.4066362036850312,-0.5001141591119928,0.5065738435029938,-165.34164159862547,-165.34164159862547,0.09710030181970296,0.4227289951041857
519,-0.7164377696381746,0.6080425302969464,-0.747687947065339,0.7656204512533196,-813.7548056386183,-813.7548056386183,0.4736342595633583,1.9050000000000002
520,-0.7271035338975648,0.6322833162281803,-0.7819315131920533,0.8007726947033073,-1104.7167012755854,-1104.7167012755854,0.24868313810939,1.3057281428137915
521,-0.7455698559938893,0.6520720644899556,-0.7846706271929608,0.8092956199819891,-4275.4393769844055,-4461.626700739773,0.6900374740994459,3.932869161898344
522,-0.7415129946237349,0.6367933631201634,-0.7860582298221317,0.8101069926674206,-2893.4908009097185,-2914.990976048628,0.5295501381343045,3.0807596888365927
523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,-0.7613046571912286,0.6620858386312025,-0.7884093551154401,0.8148689020417192,-3151.0354905565264,-3155.760542924564,0.39287292552108444,2.9841397890850607
525,-0.7179930473012739,0.6215165885398531,-0.7602177646387589,0.7828690631536034,-1426.5025343953707,-1426.5025343953707,0.41681903396578357,3.0189258484974175
526,-0.739672110038894,0.6312180030003894,-0.7876529227571532,0.808619661589116,-1829.698375870074,-1829.698375870074,0.6641713332458196,3.5404945540454427
527,-0.6881107333778717,0.6021629811187811,-0.7332229019678921,0.7523022412338944,-958.1650616133376,-958.1650616133376,0.2019969332072891,1.978089684469834
528,-0.7469189547257112,0.6468187752535209,-0.7720041514651719,0.7994582824577888,-2699.4625878462175,-2699.4625878462175,0.4754585627045194,3.437312009839434
529,-0.749618241197333,0.6486387132598594,-0.7745181285549838,0.8019781582854771,-2856.8752341701065,-2856.8752341701065,0.6124831984803156,3.8627527455275015
530,-0.6989971681160455,0.6478182752431747,-0.6652307958662915,0.6939118191250516,-2778.5382030981937,-2782.5231724538935,0.11109840772434353,0.6690830927677143
531,-0.7658048389737693,0.6896868483919236,-0.7919191920487578,0.8186186783271859,-2920.8365498169014,-2920.888979307265,0.14905261810166523,1.3550372842421754
532,-0.7471792514490775,0.6415843285539591,-0.7927927591706972,0.8126339731736952,-1990.7441513267786,-2093.4906011247517,0.7618825930123667,3.468544610160786
533,-0.7308959249334313,0.6324786468994754,-0.7558708426204652,0.7826632233437806,-2190.0768693221503,-2190.0768693221507,0.4726233535454709,3.85128761744688
534,-0.7444784292037121,0.6775902175036926,-0.7781596674725834,0.8020418489457011,-1574.8757313409942,-1575.2528640473774,0.249537411411108,1.4087036068095644
535,-0.6980898906941572,0.6032634402018212,-0.7194634654729235,0.7410154924085127,-4735.708885913897,-4850.4630899953845,0.9761455403774446,4.301413738893186
536,-0.7129144139529227,0.6236145462649156,-0.7690165336889938,0.7873491657140669,-1040.930685832624,-1040.930685832624,0.29798604624438485,1.8561478611244042
537,-0.7390577565866131,0.6383560393011707,-0.792330048817544,0.8118834670602546,-1412.9469007827433,-1412.9469007827433,0.5692872252777892,2.908303151515982
538,-0.7213056415595657,0.6236243416819598,-0.7454331250702292,0.7721755386384019,-1987.5241987524246,-1987.5241987524246,0.5069587725509925,3.7484283397247355
539,-0.5691978388179899,0.4979635317718878,-0.6308345014267904,0.643786990887156,-273.747604708459,-273.747604708459,0.12898407381166674,0.4772431288080135
540,-0.7542666104411028,0.6604911478600758,-0.7950071299757063,0.8185424614953898,-2000.389256420109,-2003.0075565181687,0.3635742174202455,2.344662044135726
541,-0.7365529172835354,0.6382495208496703,-0.7886164360206999,0.808042662886882,-1386.9124423963149,-1386.9124423963149,0.3854651124864125,2.277964853597082
542,-0.7492486283502137,0.6453854912572553,-0.7821325408522879,0.8087380660158554,-2592.6680244399186,-2592.6680244399186,0.6156483374849822,3.854809558602804
543,-0.7613838413421861,0.6621038731229115,-0.7886450620562248,0.814787549876105,-3148.5415597938627,-3151.3713163208754,0.3983680034534637,3.127377792762294
544,-0.7593695364716704,0.6703422502456923,-0.7932543358812422,0.8187793136683051,-2390.9499859222105,-2390.9499957376624,0.2520810317931055,2.1519123695088545
545,-0.7330764848566709,0.6377100874086891,-0.7554611119368568,0.7839667552295311,-2389.0644319274666,-2389.0644319274666,0.45308623843366075,2.824230656766296
546,-0.6682458105734034,0.5852616109659087,-0.7324610175724569,0.7486060698693301,-493.11570064401684,-493.11570064401684,0.37125670891852675,1.211613431074492
547,-0.721894229500829,0.6259984045855387,-0.7492202496645058,0.7771258539934081,-1989.2750335155315,-1989.2750335155315,0.5141794384633499,3.072274972203467
548,-0.7425659809452222,0.6429369490338369,-0.7913628297590957,0.812130047384491,-1566.693744922829,-1566.693744922829,0.56633642092932,2.97671020355474
549,-0.711711713877763,0.6208628500027443,-0.7730311239984551,0.7908166448768205,-924.8730964467013,-924.8730964467013,0.4305174910219807,2.200011493373048
550,-0.670155402442755,0.587433704891733,-0.7166981972229991,0.7335107107573382,-667.5797835912907,-667.5797835912907,0.09864831989580779,0.9714341971765567
