scen,swc_nse15,swc_rmse15,swc_cor15,swc_nse50,swc_rmse50,swc_cor50,swc_nse80,swc_rmse80,swc_cor80,swp_nse15,swp_nse50,swp_nse80,et_cor,et_nse,max_ET
1,-2.4305633247933183,0.025551305250275217,0.660229589349373,-0.8801618294859541,0.027953593094032305,0.6870093324146289,-73.60082546686924,0.07577179177707608,0.6482596449184692,-4.151294416866323,-0.14068291968172253,0.26762700030608266,0.7081554015207909,0.164608940095621,4.316837145196402
2,-3.1270884714459575,0.028025428371702504,0.6635240797786043,-1.1655795675790595,0.030000403497896587,0.66727660846004,-16.219637883234007,0.03640388617575101,0.6385175807563972,-5.4502703297927715,-0.9583534269803378,0.08088396104786966,0.7020506847605876,0.24075188874745146,4.125367726579096
3,-3.340181130643389,0.028739836781795012,0.6660184821117417,-0.5646040105940544,0.025500121099719407,0.6386115088296687,-45.316899782739725,0.05970428225251884,0.6409533096887597,-2.586274527866354,0.3313576046985617,-1.1711973470193855,0.6949304118530059,0.2782654159573579,3.873207914233392
4,-3.048340119927264,0.02775676614137626,0.6641398272031279,-0.9545493018081639,0.028501212627749326,0.6515636326542551,-24.04470674530486,0.04390295131105512,0.6257480447585251,-4.444083625832973,-0.357739117227974,0.24094962433570477,0.6922339369987939,0.27866030523123897,3.9500934579039635
5,-3.709901855737809,0.029938931655093252,0.657070948480712,-0.6227425447103714,0.025969574537787705,0.6537762803742211,-70.56401276372212,0.07421352887014677,0.6235380351310494,-5.2975954989041085,-0.8574855040266915,0.14173891822542284,0.6935278031515151,0.2658065819727521,3.9471026196396006
6,-8.08625997843065,0.041583682815178824,0.6430129761378924,-10.300371586034306,0.06853089214390311,0.6442082948907409,-6.533879428798504,0.024079367411632652,0.6193941507238829,-5.478967118195327,-1.0075179558438974,0.04670290770274865,0.6960163417617831,0.27822743889219026,3.9398346980774703
7,-19.213611538249545,0.06202293700365192,0.6538702044968674,-1.3077881629138197,0.030969770998650784,0.6497036935744025,-16.94375456895677,0.03716142856414216,0.6348904900736199,-5.746787777695946,-0.9130189371202839,0.1358960165015256,0.6925851807181753,0.28806199618656414,3.883864088647851
8,-4.3284054623297985,0.031844101722210146,0.6627897710887404,-2.0492521115778617,0.03559890913016232,0.6578984512782197,-16.296864521674003,0.036485426935708484,0.649616993107813,-4.400324596145398,-0.18380328689906,0.28279522779248056,0.7015819855385177,0.266056910535451,4.033236685834192
9,-3.0824011389868122,0.027873288399360697,0.6622648424570432,-14.641420639051484,0.0806265582214525,0.6294729108291781,-252.31532976730406,0.13962605799135597,0.6312831981785747,-0.9496956249529553,-1.5933323369964532,-8.633667064127373,0.6879124847846648,0.2824047641518286,3.8581825636695672
10,-4.385601316640616,0.03201455506091474,0.6712778540500844,-0.9302655158642463,0.028323606321581065,0.655921147667028,-81.67784428653077,0.07976829564247949,0.6406148844725921,-2.6188131645651462,0.24730113538733844,-0.822313886230422,0.6909679865129871,0.27847730652874747,3.8422975224461267
11,-10.388543915143654,0.04655480056628028,0.6689488959953922,-7.666200335009101,0.06001425033255853,0.6534361308022976,-175.34403705237418,0.1164973724335516,0.6381899233522429,-3.090152171696663,0.2898898703720305,-0.3392784320736988,0.6942595552338512,0.26706211340514296,4.024175017212206
12,-5.442611096888984,0.03501558031107175,0.6564076482552139,-5.674660949299587,0.05266894610006695,0.6567244760325079,-149.58492163972073,0.10765308609609132,0.6496004390650553,-4.045035344229791,0.051900835590853456,0.2009272235453241,0.7007069098159501,0.24348474059968184,4.164010783025756
13,-6.323694259363654,0.03733322201013099,0.6788014419870325,-8.230594437217526,0.06193766920467028,0.6411864156517605,-7.753533396579581,0.02595538272420511,0.6384089881911074,-3.6287231558259343,0.059796314913850734,0.08674629717026494,0.6853642305038251,0.28829131571891586,3.8041313300406268
14,-4.851054930372146,0.03336932776868884,0.6535476720058406,-0.2712300699206862,0.022985401906799888,0.6672436897888885,-30.463875005876908,0.049208694644706695,0.6405582268458556,-5.3994079357651,-0.866434770318576,0.13946581293763816,0.6973258027137004,0.24341587960358768,4.164023827608329
