DRAIN,INFEXP,IDEPTH_m,RSSA,ths1,thr1,ksat1,alpha1,npar1,ths2,thr2,ksat2,alpha2,npar2,ths3,thr3,ksat3,alpha3,npar3,ths4,thr4,ksat4,alpha4,npar4,ths5,thr5,ksat5,alpha5,npar5,CINTRL,FRINTLAI,GLMAX,CVPD,R5,T1,T2,PSICR,FXYLEM,MXKPL,MXRTLN
0.8203250000000001,0.23784750000000004,0.7438437500000001,633.0145000000001,0.22655,0.00621375,-0.428575,1.4959275,1.1663887499999999,0.5651174999999999,0.072788,0.06767500000000004,0.548975,1.1966062499999999,0.49074500000000004,0.11758475000000002,0.08526000000000006,1.081325,1.2318375,0.39820999999999995,0.061282500000000004,0.008524999999999991,0.5331,1.256758,0.5259425,0.07981125,0.7326625,1.053125,1.35170225,0.30740125,0.14182175000000002,0.0077979500000000005,1.5374375,173.007,14.513675,34.449775,-2.2718249999999998,0.3490500000000001,8.71315,2052.65
0.44827500000000003,0.7075575000000001,0.69786875,360.96650000000005,0.33397,0.13101375,0.14357500000000012,0.7492425,1.15174625,0.5579324999999999,0.046196,0.1902250000000001,0.7167250000000001,1.15951125,0.47950500000000007,0.15959175000000003,0.47102000000000005,0.909875,1.2285525,0.44235,0.1269145,0.464345,1.2794600000000003,1.2257419999999999,0.5373325,0.06852375,0.6139625,0.576025,1.29812925,0.35426125,0.14305675,0.00330485,1.4960625,149.637,9.703625,31.003475,-2.202475,0.17001,10.215250000000001,3913.15
0.9741750000000001,0.5364675000000001,0.15659375,486.2105,0.28987,0.07032375,-0.179475,1.2842925000000003,1.1875562499999999,0.40376249999999997,0.035884,-0.251975,1.2203750000000002,1.16959375,0.445405,0.05037525,0.14250000000000013,1.1087250000000002,1.2683375000000001,0.36890999999999996,0.10765750000000002,0.4344950000000001,1.1950600000000002,1.244722,0.5330075,0.08285624999999999,0.42541249999999997,1.209425,1.32328425,0.35112625000000003,0.19148825000000003,0.005318450000000001,2.8519375000000005,175.82100000000003,12.440975000000002,24.040675,-2.011975,0.30229000000000006,8.37115,3465.15
0.18782500000000002,0.3200625,0.15205625,259.6345,0.58415,0.14654625000000002,-0.049375,1.3612875,1.16026125,0.3662175,0.15571600000000002,0.45357500000000006,0.519375,1.1802487499999998,0.456205,0.019503250000000003,0.13178000000000012,0.9949749999999999,1.2195575,0.51587,0.049711500000000006,0.049144999999999994,0.7852600000000001,1.223378,0.5081425,0.04806375,0.5202875,0.620475,1.36309025,0.6334137500000001,0.14676825000000002,0.0067668500000000005,0.6133125,178.539,14.373675000000002,33.386375,-1.9318749999999998,0.4745100000000001,24.14185,3050.75
0.9585250000000001,0.20634750000000002,0.7090437500000001,772.6155000000001,0.23849,0.11837625,-0.33152499999999996,1.1040225000000001,1.17377625,0.3596475,0.159284,-0.196025,1.119725,1.1623237499999999,0.359365,0.07859525000000002,-0.11173999999999998,0.794925,1.2854425,0.5859300000000001,0.12262350000000002,0.016655000000000003,0.72366,1.2143899999999999,0.5814075,0.14735625,0.4449625,1.3147250000000001,1.28648125,0.5773687500000001,0.09940925,0.004186550000000001,1.2176875,173.901,8.541275,30.536125000000002,-1.633375,0.10325000000000001,9.28195,3449.05
0.9479250000000001,0.3237525,0.50751875,806.4745,0.33047,0.07207875,-0.06642499999999996,0.8418075,1.17973125,0.3214875,0.11102000000000002,-0.444575,0.522675,1.15023375,0.47176500000000005,0.13448275,-0.20701999999999998,1.286775,1.2130975,0.49523,0.05851050000000001,0.23298500000000003,0.60106,1.228554,0.5572375,0.15655875,0.3259375,0.736325,1.3726192499999998,0.6235412500000002,0.19824825000000001,0.00445085,1.1353125,144.84900000000002,13.878425,33.425375,-1.6590749999999999,0.33553,16.103050000000003,3825.4500000000003
0.190275,0.5061825000000001,0.40758125,961.8535000000002,0.34807,0.08152125,-0.461175,0.8089575,1.15922875,0.5597924999999999,0.017764,-0.268875,0.580075,1.19975125,0.5254350000000001,0.013808250000000001,0.2228600000000001,1.3791250000000002,1.2290375,0.32265,0.14523350000000002,0.283925,0.94066,1.242854,0.5583325,0.17352375,0.3565375,1.346275,1.34735375,0.7302137500000001,0.10977675,0.00242345,2.0126875,75.033,11.856475,32.430225,-1.6978749999999998,0.26059,10.37725,2043.35
0.834725,0.8328375000000001,0.43413125,627.7715000000001,0.30113,0.03700875,-0.257675,1.0308975,1.15057375,0.5912325,0.10185200000000003,-0.08507499999999996,0.988125,1.18439375,0.5270050000000001,0.09816225000000002,-0.08005999999999996,1.143325,1.2995875000000001,0.47185,0.0764585,0.007444999999999993,0.67534,1.263558,0.5860825,0.04133625,0.32566249999999997,0.6339250000000001,1.3154647499999998,0.45469125000000005,0.19902175000000003,0.0065613500000000005,0.8834375000000001,160.32300000000004,14.823075,29.479225,-2.048425,0.41051000000000004,17.260450000000002,3011.3500000000004
0.6731750000000001,0.1773675,0.07109375000000001,123.65950000000001,0.21397000000000002,0.11469375000000001,-0.490675,0.6707175,1.1763012499999999,0.5823825,0.030244,-0.444775,0.674975,1.1900662499999999,0.380245,0.046388750000000006,0.25374000000000013,1.4470750000000001,1.2292375,0.20027,0.12424050000000003,0.33438500000000004,1.16934,1.249978,0.5683275,0.04402125,0.7079125000000001,0.620175,1.26634425,0.6380887500000001,0.13066775,0.005903750000000001,2.0035625,105.84899999999999,13.724775000000001,31.958975000000002,-1.959925,0.45067,13.42645,3465.65
0.7593250000000001,0.1896525,0.39734375,677.5555,0.21745,0.07279125,-0.33957499999999996,1.0268025,1.18723625,0.3804075,0.024163999999999998,-0.136475,0.675975,1.16459875,0.396275,0.00331925,0.02646000000000004,0.851425,1.2402975,0.44947000000000004,0.023321500000000002,-0.019315,0.6879,1.21861,0.5097575,0.16558875,0.4150875,1.454325,1.33124025,0.27143125,0.19890475000000002,0.007669850000000001,0.6134375,70.437,11.949575000000001,29.540325000000003,-2.254125,0.39241000000000004,14.38405,2759.55
0.083675,0.5371425000000001,0.6062187500000001,750.3695000000001,0.41293,0.14375625,-0.020724999999999993,0.8204775,1.18622375,0.3374625,0.07746,-0.347375,1.4861250000000001,1.1906937499999999,0.513665,0.15403275000000002,0.15242000000000006,0.517525,1.2793075,0.25211,0.15570550000000002,0.40539500000000006,1.12262,1.241754,0.5241625,0.04794375,0.7480375,0.613075,1.3438047499999999,0.23760625000000002,0.09946775000000001,0.005035850000000001,0.7268125,158.733,12.706625,34.323025,-2.460475,0.11931,24.266050000000003,3364.55
0.150225,0.47999250000000004,0.6381687500000001,626.7425000000001,0.22979,0.05541375,0.2990750000000001,1.4601075,1.19027625,0.32366249999999996,0.06292400000000001,-0.238425,0.7328749999999999,1.1525362499999998,0.358965,0.00559725,0.18982000000000016,1.3069250000000001,1.2360975,0.46239,0.11630950000000002,0.33048500000000003,0.50882,1.207158,0.5496274999999999,0.16085625,0.5446875,0.604925,1.26609075,0.42829125,0.13116825000000001,0.00700685,0.6051875,84.267,11.719625,32.833875,-2.033725,0.19293000000000002,17.970550000000003,2110.35
0.884175,0.0343125,0.19705625,45.161500000000004,0.5018100000000001,0.11957625000000001,0.08282500000000004,0.9597525,1.18311875,0.5499525000000001,0.15022800000000003,0.27522500000000005,1.3089250000000001,1.17728375,0.46555500000000005,0.13143975000000002,-0.27454,1.442075,1.2219575,0.23185,0.1433435,0.185555,1.0063,1.22099,0.5962925,0.07480125,0.6596375000000001,1.2295250000000002,1.31274125,0.30553125000000003,0.12257525000000001,0.0038733500000000002,1.6685625000000002,158.073,12.831925000000002,26.029675,-1.815375,0.31879,24.859150000000003,3253.3500000000004
0.544475,0.18335250000000003,0.6306687500000001,110.8215,0.23737000000000003,0.045866250000000004,0.23897500000000005,1.3478325,1.1655387499999998,0.4833225,0.047628000000000004,-0.237875,0.848875,1.15071375,0.421095,0.08819175000000003,0.3408200000000002,1.2674250000000002,1.2626025,0.5157499999999999,0.15615350000000003,0.056194999999999995,0.64066,1.206882,0.5024625,0.11392125,0.4670625,1.209175,1.3419652499999999,0.4837862500000001,0.17979475,0.00235445,2.9428125000000005,64.737,10.499875,30.163025,-1.6123249999999998,0.4815100000000001,24.752050000000004,2977.25
0.249975,0.5820975000000002,0.21948125000000002,177.16750000000002,0.31963,0.06712875,-0.23707499999999998,0.7865025,1.1577312499999999,0.5543775,0.043844,-0.213225,0.677475,1.19072875,0.5100150000000001,0.0063792499999999995,0.36254000000000014,1.226525,1.2362625,0.28979,0.10306550000000003,0.429095,1.1783800000000002,1.20899,0.5221125,0.09370125,0.3839125,0.5977250000000001,1.29303325,0.6071787500000001,0.18104925000000002,0.005179250000000001,0.7721875,91.35300000000001,8.665175,34.685725000000005,-1.9903749999999998,0.16347,19.61665,3979.55
0.241075,0.4721625000000001,0.6783687500000001,183.2925,0.42891,0.12588375000000002,-0.483075,0.7013625,1.15351375,0.5306025,0.024700000000000003,0.37332500000000013,1.360125,1.1864712499999999,0.40019499999999997,0.08984075000000001,0.13350000000000012,1.114925,1.2554325,0.58273,0.10496250000000001,0.23271500000000003,0.5539000000000001,1.208022,0.5781525,0.16329375000000002,0.44823749999999996,0.674525,1.34399325,0.44407625000000006,0.07132925000000001,0.00254585,0.7910625,136.983,13.611375,28.893575,-2.096425,0.4325500000000001,16.999450000000003,3449.8500000000004
0.5509250000000001,0.6968025000000001,0.37304375,925.2015000000001,0.38478999999999997,0.03067875,-0.045825000000000005,1.0380525,1.1798087499999999,0.3732975,0.06734,-0.14397499999999996,0.663625,1.16044625,0.46894500000000006,0.04412775,0.3679400000000002,1.099075,1.2453525,0.54175,0.04668750000000001,0.36192500000000005,1.1465400000000001,1.260314,0.5817075,0.11556375,0.6559375000000001,1.1444750000000001,1.32855575,0.28551125,0.12674175000000001,0.00275375,2.9823125,165.81300000000002,11.608675000000002,32.854675,-2.442825,0.36739,15.76375,3150.8500000000004
0.8140750000000001,0.2932425,0.25863125,242.3865,0.43301,0.06410625,0.42347500000000005,1.1804775,1.17766625,0.4761225,0.12670800000000002,0.0681250000000001,1.0649250000000001,1.16407625,0.390575,0.15012275000000003,-0.11985999999999997,0.7711749999999999,1.2331275,0.23607,0.0222225,0.158465,0.88842,1.208478,0.5831975,0.12728625000000002,0.4044875,1.4075250000000001,1.32830875,0.42122375,0.17566725000000002,0.006321350000000001,1.8916875000000002,75.921,9.714475,30.753225,-2.324925,0.49599000000000004,7.26955,3399.3500000000004
0.6903250000000001,0.8431875000000001,0.21063125,230.8715,0.23013,0.12138375000000001,-0.307925,0.6426375,1.15565875,0.5892075,0.031324000000000005,-0.376075,0.733075,1.18805125,0.541135,0.02138175,0.35414000000000007,1.4812750000000001,1.2354175,0.5781700000000001,0.06359250000000001,0.16581499999999996,1.2321400000000002,1.247278,0.5355525,0.09021375000000001,0.37658749999999996,1.471425,1.26874275,0.23229875,0.15033025,0.0040830499999999995,1.4103125,165.44100000000003,9.275925,28.642675,-1.8211749999999998,0.43127000000000004,22.856650000000002,2831.15
