scen,swp_nse20,swp_nse80,swp_nse110,swp_nse160,trans_cor,max_trans
1,-2.8208960024930894e60,-0.15097343022742082,-0.5354588532678966,-0.34881034552397683,0.4128732173504832,5.216048942389962
2,0.5774949413597181,0.4969729236711987,0.7687889687877215,0.1706513358138011,0.6090572288285446,7.13980900511784
3,0.5670476878210947,0.40144953052693266,0.7454708918384869,-0.3351029417046798,0.7023061657897594,6.404799277677703
4,-0.31120174281964563,-0.6067855897148207,-0.5714751309918349,-0.6229674461240777,0.743306194306198,3.2551769645057407
5,-2.165218037740811,-1.607389078675284,-5.856466435302706,-10.101360716209712,0.56295641274676,9.824007046530772
6,0.08389963951293145,0.09536688318601771,0.39644161515097287,0.33432438802661524,0.7817631551224816,3.7533619397411915
7,-1.7763053747371678,-0.17222755583227678,-10.622593089425202,-3.555659752195224,0.7334135716229355,4.555422230349814
8,0.2818860458005832,0.39846385506586113,-1.0134432855758675,-4.780825854055249,0.7384348618364199,5.184155757403516
9,0.3889140024842963,0.7437063975214036,0.7974401527158146,-0.7108119524084195,0.7361201856402416,5.114676523573825
10,-1635.4939650749996,-0.6967306743428427,-3.989085428873863,-9.73546980277377,0.6270057276986397,7.131544996099955
11,-0.023213050128651158,0.11241599752697029,-0.12372666774959318,-0.9401953130632401,0.7535435321744568,3.4336287003792005
12,0.0374149442737145,0.3750157642114653,-0.8050018768305303,-3.5621560497291123,0.6764184938387615,5.756910545858673
13,-0.10592938142220376,-0.1352549282397173,-0.5417126120698592,-1.8913935947121918,0.7552963668639292,2.9245548780730672
14,0.6741924377460933,0.8443502246421088,0.17052706253890182,-1.6490773627734248,0.7771462808658177,4.9862809863964
15,-0.13242912144666574,0.22208759408991585,-0.43025450961924605,-2.6594670692221367,0.7784179931041266,3.8194052993681833
16,0.6001506969533734,0.5694595483900625,0.49990921151492695,0.08350084596341689,0.6557013194299203,5.555550204966283
17,0.16501411200425986,0.15359206275979043,0.07327723584990486,0.52551975786166,0.579967770392944,4.906378777098922
18,0.6007430418681365,0.3033993588886983,-0.17538291156150687,-0.48987450061870885,0.6573743526887207,7.198381596509793
19,0.1969711948263264,0.20978513207444027,0.5338834487312718,0.5498945137386537,0.7332265185367756,3.9199457671186217
20,0.267733456709889,0.21619250840749848,-1.3807250628545313,-3.865706970082253,0.7583404889471326,3.0347401398170963
21,-0.15615245483699014,-0.09278445247642875,0.0034801244641317064,-0.38187806510073496,0.7445122001892739,3.008325138857814
22,0.5606652868830195,0.5218810615039995,0.5880768981448874,0.35393080437273294,0.6033957535774197,6.837228266226563
23,0.6652405778031751,0.31149173141027653,0.26231553898823357,-1.0223269964293045,0.6647318002337754,6.087876476923332
24,-576.7949423268448,-0.05701089295502082,-5.099235643052512,-9.999933705405581,0.7470606705820847,6.70174504266438
25,-7.349085988066113,-19.71980916181313,-1.6564864747300603,-1.7920637631638066,0.7609374435926213,3.539014368723783
26,-0.16198355411754273,-0.5241526310533369,-0.42162730458330966,-0.5074235508140479,0.738647720733532,3.28472372709553
27,-1.8169205068529473,-0.10210492819284656,-2.570108461106904,-9.71659228225581,0.678184072187473,6.496556550008133
28,0.28650988877409933,0.08346447789459299,0.3638285809413153,0.3483400927668604,0.7516645276566649,3.6101194368456717
29,0.4401460519463887,0.45865885738796786,-0.561424917631717,-4.4399191821358235,0.7403466566452358,5.317265469800297
30,-95602.14392303079,-1.575748606538376,-6.343761413442001,-5.600500195463125,0.627172801000686,5.283654080859291
31,0.6307263736152046,0.7097110357774343,0.5929894858505369,0.2763722257530917,0.7795206426682958,4.550505440889106
32,-209.2230035299291,-1.8620003186060465,-7.5287577606328835,-14.594147088806762,0.5415576975029027,5.788964234592737
33,0.40878984378467786,0.5629332345040312,0.6093668753599424,0.30040746527731665,0.6222755183926079,6.238088062099422
34,0.08863824769754047,-0.05155794885321896,-0.10897539257762756,-0.6486225343106602,0.7624116544290617,3.8247737995366715
35,0.23825549685315572,-0.12932911060958951,-1.184901148867716,-1.543983902260461,0.7707194167032483,2.9466756934142793
36,-1.4403225968805553,-0.45582532484399807,-2.8263059840305966,-3.305839111122503,0.6370239488359941,5.527621529808627
37,0.4682573652756562,0.17281505031240119,0.3340492968825194,0.6065028252021432,0.604033325839099,5.113863174443856
38,0.43071893039390674,0.34821574571190894,0.10015008153529137,-3.5591659691436197,0.7543480361275159,4.838860522881611
39,0.024704131388432415,0.582245915261236,-0.38362718761066517,-3.1260767121249557,0.621927467021106,5.183727884213226
40,0.47875147161644027,-0.07685554244114878,-0.48933984610044656,-5.54652957926579,0.7386465729075647,5.033478274793494
41,-0.31496113635660494,-0.2877926319721873,-2.631180732872088,-7.398570973951282,0.6136657915343001,8.412479925852423
42,0.6031035488369823,0.5026799237001814,0.7950764432666502,-0.5949185169542628,0.76124985106447,4.451809593750549
43,0.5890339348140745,0.7385085246871996,0.7367323789274395,0.1427105854101206,0.6929028761407694,6.321190565793695
