DRAIN,INFEXP,IDEPTH_m,RSSA,ths1,thr1,ksat1,alpha1,npar1,ths2,thr2,ksat2,alpha2,npar2,ths3,thr3,ksat3,alpha3,npar3,FRINTLAI,GLMAX,CVPD,R5,PSICR,FXYLEM,MXKPL,MAXROOTDEPTH,BETAROOT,scen
0.2572330357142857,0.5438017857142857,0.9700535714285714,242.80714285714285,0.5985792857142856,0.009279017857142857,0.15975357142857155,0.9258178571428571,1.25891875,0.19832607142857142,0.02741623214285714,-0.013272321428571404,0.8562821428571429,1.22538125,0.20786732142857142,0.0027516071428571433,0.37912321428571427,0.8694896428571429,1.243746875,0.1706569642857143,0.008895523214285715,2.025151785714286,104.88125,-1.1138392857142856,0.30771964285714287,14.403607142857144,-1.8412767857142855,0.9402990178571429,2132
0.2216776785714286,0.5715982142857143,0.884325,503.27857142857147,0.5795892857142857,0.006986160714285716,0.24707500000000016,0.9392392857142857,1.2447901785714286,0.20210892857142856,0.03481183928571429,-0.003977678571428556,0.8991821428571429,1.2336848214285714,0.20123303571428572,0.0038651785714285715,0.3422575,0.8662239285714286,1.2632709821428572,0.17938732142857142,0.009396441071428572,2.3098303571428573,109.00625,-1.0254821428571428,0.33118035714285715,14.863107142857142,-1.5902410714285713,0.9426738392857142,2563
0.24315982142857143,0.5618232142857142,0.9164535714285714,315.8357142857143,0.5663335714285714,0.01659776785714286,0.34196071428571445,0.9701821428571429,1.263525892857143,0.2043367857142857,0.035263125,-0.05754910714285713,0.9217392857142858,1.2507330357142856,0.20740767857142856,0.0058855357142857155,0.3046767857142857,0.8210889285714286,1.2515379464285714,0.17355589285714287,0.009427408928571428,2.2288839285714284,109.04675,-1.0514607142857142,0.32718035714285715,14.873464285714286,-1.4774017857142856,0.9481124107142856,3146
0.22271160714285715,0.5943160714285715,0.909675,241.6357142857143,0.5882621428571428,0.023369196428571434,-0.07572499999999997,1.0404535714285714,1.26549375,0.20820892857142856,0.036235803571428575,-0.09277232142857142,0.8838250000000001,1.25036875,0.20140660714285713,0.007234107142857144,0.27196750000000003,0.8330782142857143,1.261215625,0.1780480357142857,0.009446769642857143,2.2927589285714287,101.90575,-1.0653821428571428,0.3957017857142857,14.298392857142858,-1.4612767857142857,0.9362704464285715,3655
0.24200803571428572,0.5750589285714286,0.9495464285714286,490.72142857142865,0.5901092857142857,0.01226919642857143,0.035703571428571446,0.9762178571428572,1.2426366071428572,0.20460392857142856,0.03631008928571429,-0.061261607142857125,0.9644535714285715,1.23965625,0.1987194642857143,0.0056955357142857155,0.3012667857142857,0.8152132142857144,1.2424799107142857,0.17392482142857144,0.009465619642857142,2.4289732142857146,98.99975,-1.0711892857142857,0.30113035714285713,14.296607142857143,-1.8670982142857142,0.9441877678571429,4721
0.31663839285714285,0.5153410714285714,0.8976964285714286,289.85,0.5880578571428572,0.013077232142857146,0.1524250000000001,0.9296535714285714,1.2496258928571429,0.20362464285714285,0.036875589285714286,-0.046625892857142845,0.9400464285714286,1.24625625,0.2047944642857143,0.0026573214285714286,0.35234607142857144,0.8529746428571429,1.2482504464285713,0.1762480357142857,0.009492826785714286,2.490294642857143,109.85475,-1.0391821428571428,0.3383696428571429,13.581035714285715,-1.5815625,0.9427820535714285,4889
0.3115169642857143,0.5376196428571428,0.9534035714285715,212.49285714285713,0.5992207142857142,0.02241026785714286,0.31324642857142865,0.9114964285714287,1.2301491071428572,0.1994132142857143,0.037131875,-0.09268660714285713,0.9511607142857144,1.2483223214285715,0.20741410714285713,0.0025408928571428574,0.39145107142857144,0.9230525,1.2467763392857143,0.17707375,0.0086850625,2.3772410714285717,111.94325,-1.082675,0.35541607142857146,14.593678571428573,-1.638455357142857,0.9437270535714286,5473
0.27802410714285714,0.5291160714285714,0.8883964285714286,347.59285714285716,0.5960264285714285,0.023660267857142862,-0.014567857142857132,0.9458607142857143,1.2338580357142857,0.1985925,0.03381130357142857,-0.0831455357142857,0.9291392857142857,1.2418508928571428,0.20266982142857143,0.001827678571428572,0.3954896428571429,0.9366232142857143,1.2522022321428572,0.1765905357142857,0.009445051785714285,2.394205357142857,105.21925,-1.0717964285714285,0.3133625,14.223392857142857,-1.8542589285714284,0.9377704464285714,5688
0.23275625,0.5555946428571429,0.9689107142857143,402.32142857142856,0.5864692857142857,0.006115625000000001,0.26261071428571436,0.9405392857142858,1.24160625,0.20931178571428571,0.03449658928571429,-0.007068749999999985,0.972325,1.2485616071428571,0.20822410714285716,0.0018741071428571433,0.37761464285714286,0.8653432142857143,1.262146875,0.1795094642857143,0.008378773214285715,2.0097767857142856,107.76175,-1.1244464285714286,0.39683392857142863,14.19925,-1.590455357142857,0.9442011607142857,6135
0.28279732142857145,0.5346017857142857,0.8733178571428571,423.4357142857143,0.5798464285714285,0.002246875,0.21889642857142866,1.0650678571428571,1.2651883928571428,0.20514392857142857,0.03413630357142857,-0.08082589285714285,0.8942321428571429,1.25505625,0.20223589285714286,0.0028008928571428573,0.2524032142857143,0.8404517857142857,1.2605129464285714,0.1780469642857143,0.009147258928571428,2.4870625,101.80975,-1.0683107142857142,0.3737125,14.458678571428571,-1.5249910714285713,0.9488575892857143,7751
0.32903482142857143,0.5485660714285714,0.9170178571428572,563.6642857142858,0.579555,0.006667410714285714,-0.0749535714285714,0.9712392857142857,1.2462044642857142,0.19973964285714285,0.03353598214285714,-0.04047589285714284,0.9472464285714286,1.23595625,0.2036919642857143,0.00381125,0.2743796428571429,0.9589496428571429,1.2434513392857143,0.17919767857142857,0.0093207625,2.3454196428571428,98.61575,-1.0458607142857144,0.3730875,14.472035714285715,-1.4194910714285713,0.9481177678571429,8030
0.21875803571428573,0.5479910714285714,0.8965821428571429,409.17857142857144,0.5706078571428572,0.007753125,0.20021071428571435,0.9157107142857143,1.23308125,0.19516035714285715,0.037229839285714286,-0.03597589285714284,0.8960964285714286,1.2361901785714287,0.20562053571428573,0.007178035714285716,0.3089275,0.8139853571428571,1.245034375,0.17840553571428572,0.008928533928571429,2.408794642857143,100.17225,-1.0653392857142856,0.30266607142857144,14.713392857142857,-1.6370982142857142,0.9410966964285714,8255
