scen,swc_nse10,swc_rmse10,swc_nse80,swc_rmse80,swp_nse10,swp_nse80,iso_rmse5,iso_rmse20,iso_rmse40,iso_rmse_xy,trans_cor,trans_nse,max_trans,ann_trans
1,0.6918567937730307,0.01922117439424942,0.5605140892845871,0.022818240946137887,0.613550458484861,0.4561948748689776,5.5319818514839225,3.103772302297244,3.048719000505555,3.3995288049875754,0.7381485450688495,-1.2676737038540198,3.044236107408076,242.1107126757054
2,0.6278990410505625,0.02112195024105316,0.38699570104363235,0.026948924855105548,0.6125232003942158,0.5237036373583495,5.609858171572732,2.8612865297610024,2.8674858393858433,3.4690321346604684,0.7028993753332329,-3.2713395009830615,4.090334060826654,283.2999453864005
3,0.0891207306308952,0.03304715136284825,0.0893773390204331,0.03284572936052892,0.2571924173231923,0.05008888753634266,5.604247424820761,2.8354082277515844,2.8587226678468998,3.1762960224434362,0.8154559230134059,-0.25761378196797224,2.5322279110318577,216.72089451618425
4,0.5737967327747387,0.02260539019591299,0.42651150733418686,0.026065858737798174,0.3529179849480022,0.47206507149579535,5.522325550356441,2.864414796220188,3.0021444094219505,3.287910067046695,0.5970736764387621,-3.8698125581350418,3.9659181209602705,275.703234980538
5,0.6727375420231195,0.019808505688207977,0.37080520554229324,0.02730248918559403,0.5721947276826681,0.5702698267933309,5.429928971093326,2.8492024024338507,2.8472979293565133,3.4950822319395254,0.6779680878264063,-3.917874427262533,3.7870335959208803,296.772709383247
6,0.5949607596332722,0.022036984718032643,0.4260169388994085,0.026077095731207492,-1.661125981976208,0.46139798732610027,5.4772984796656585,2.8396225159285566,3.1864196160912757,3.2589557276382286,0.5752456548955075,-5.315707534898962,4.419436780341565,292.3831390190826
7,0.8121074221884885,0.015009230698688243,0.49342423399759805,0.02449807095670743,0.702014949110217,0.4457833107606437,5.721524413136504,2.904497639752802,2.670501462648468,3.2484139276771193,0.706698211485994,-2.148296552458517,3.494813159524292,259.15110378950686
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.6461917469338422,0.020596223700562487,0.5719344212551689,0.022519815953542723,0.6106825279559415,0.5071897015950737,5.345546177982342,2.8703240889759973,2.8713213455148354,3.3348065562217784,0.6808429201117541,-2.747686110049005,3.768275531173031,263.10088563446186
10,0.6473395980147991,0.020562786657480098,0.5619820865008245,0.022780099640064288,0.644801702257757,0.49274877259563465,5.332120867201009,2.920381426359799,2.867529807704248,3.5846475322992397,0.6181293747389187,-3.4317583083371614,3.791306995497749,271.2451814824964
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.7970251244922869,0.015600005892818953,0.5505045692496784,0.02307662666033009,0.6390030806200355,0.4191881584015945,5.538267839741338,2.833062808409148,2.581871299655401,3.057139911580949,0.7093198607916169,-3.0316930362334347,3.4185090346231886,293.30111423552415
13,0.3957386696407733,0.026916341007120887,0.4346294212466403,0.025880715910046138,0.4777597257341283,0.3530307708250281,5.648473470350427,2.9467741503237894,2.7255438602176354,3.3764206768441647,0.7805806502995497,-1.8665489026176258,3.1112146454766614,269.18054930262747
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.6707394697861468,0.01986888321817468,0.5668494969341329,0.02265317577525783,0.6279915894624011,0.49751386009964327,5.3460122362338724,2.9013247965251305,2.68113715635222,3.321117573457314,0.6406253851246493,-4.277204948657964,4.244651140203657,294.0038555208321
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.768562988968788,0.016657891402594823,0.39639349701142645,0.02674155381655515,0.6465680558129301,0.54556665668397,5.4743486410280155,2.892174588077455,2.6858867496333407,3.4163796563140973,0.6882734287339735,-3.1664818933870773,3.5652005950028682,284.68839107621744
18,0.406942574744493,0.026665638945537282,0.5623793114328237,0.02276976801239907,0.5774753439596753,0.5243840666270674,5.338100954765264,3.009185392401204,3.3754695968494226,3.3734393734869736,0.6353958244217585,-3.413321936278737,3.743577468701752,278.13831073021026
19,0.7442740455933785,0.017510196695231413,0.5992314542224203,0.021789963243441297,0.5171191695375317,0.3810547238564871,5.489918814203335,2.8480104952226872,2.824361980416486,3.1817117277130627,0.7247334008312236,-2.3109156952704897,3.3360873859870153,269.55854369886697
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.7552769621608718,0.017129356499774758,0.4339850605697171,0.025895460015365242,0.6630498513631331,0.5270330441126717,5.418144376882097,2.953369850033749,2.74055962854485,3.3554977939723583,0.6794209087887159,-3.809980401621507,4.16151675710171,292.1262639509098
22,0.757257152625617,0.017059914156115703,0.5478839532724473,0.023143798742839623,0.5692979616741468,0.4429180683793017,5.642529999564565,2.7822140948263354,2.624761037167919,3.2925149443873156,0.6014986629228182,-6.122899906091176,4.7237209752142695,315.34344530150236
23,0.6348561986905248,0.02092356038884659,0.42002355318328843,0.026212887389958497,0.6551399146513706,0.5871101495377316,5.41080030777041,2.8723318778335885,2.7847846239951632,3.6083554264922486,0.6488151374350635,-3.5215378529938075,3.776570046955429,285.9045303862885
24,0.4679211087984939,0.025257574080739104,0.2988986964202306,0.02882040441246306,0.28710368508681483,0.19902058926595245,5.698506475540976,2.8870002670200776,2.640048281744767,3.4487468390033613,0.81134941621015,-0.7861886669496712,2.7587859184489067,234.7840682505328
25,0.7854498009485353,0.016038660017537443,0.3160487613368276,0.028465725267270484,0.6820946084719901,0.5008177637341996,5.552886051670556,2.924944846262248,2.794893253945607,3.416256772149181,0.6702645857175126,-2.8664933589952066,3.594137017647273,276.77797217167785
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.7007344361391405,0.01894226872853765,0.4870771318708982,0.024651066560464497,0.6803867417564413,0.4054661853757575,6.0868858016278935,2.8841546262226645,2.597844543556953,3.230290709563387,0.6274158888840923,-4.8047869247934525,4.2943019879838555,307.19654707386303
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.41896915972937976,0.026393878485006746,-0.3164456789325991,0.039492184289174115,0.6675081400292266,0.5041642243015498,5.447465627705466,3.0578121405662926,2.961709774999979,3.6438520932936496,0.6781551844680755,-3.8587178564519187,4.260790322194095,290.811229314712
32,0.7613773572507772,0.016914510974529465,0.4933731815235608,0.024499305377801057,0.5717619300669432,0.29626842064238723,5.540668223521428,2.8056666598879643,2.567587285155487,3.0023035055109326,0.7275429243163994,-2.3436798783783868,3.582242098870519,268.1270966296879
33,0.5247479020625778,0.02387072677659145,0.2855558268771863,0.02909335676111551,0.714479220797374,0.46664117495137003,5.7157456021201645,3.0417476806194665,2.7593199354576337,3.4473398875744516,0.734699882703289,-2.186532158277053,3.3774384373737654,268.5111559580451
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.7443137994911849,0.01750883561784933,0.5625751417202082,0.022764672836050236,0.5979341452629521,0.4026590016907454,5.630394311809471,2.792394047367561,2.578419360530423,3.0294761210600853,0.700578289280746,-3.2508943057843984,3.5765259872253985,286.7560494798388
