scen,nse10,rmse10,nse40,rmse40,nse60,rmse60,nse80,rmse80
1,-1.1149266324349965,0.1304186979916144,-2.9313079684192074,0.15457082602110928,-1.8169482261897922,0.13714539813842722,-0.9983683274875779,0.13117108690920623
2,0.2901949908931294,0.07555474376473366,-1.023076333691034,0.11088304130786386,-0.2503038372332298,0.09136915092685448,0.3444186156505785,0.07513004600499759
3,-8.973424908344446,0.28321377198860953,-8.340395010615973,0.23825477648633364,-6.3894498824567325,0.2221252149532054,-4.747629210312301,0.222456305302924
4,-7.171120071609428,0.25634981201636453,-4.715645270850989,0.1863767044420484,-3.381384707792132,0.17103992646931387,-2.841639568895807,0.18186899053761918
5,-1.762568598143786,0.1490557529113814,-3.8268709991896275,0.17127415776473637,-2.5219242385015566,0.15334930492587387,-1.3863717298415486,0.1433406587519604
6,-0.38081177916965614,0.10538030439750912,-2.128831468606482,0.13789549556452274,-1.1090284273777145,0.11866783631673634,-0.25286333930132,0.1038609280513725
7,-0.9331900259051948,0.12468938417547892,-2.6458770385553607,0.14885382647092446,-1.5281733912115274,0.129925750801618,-0.5926965683143763,0.11710268971346474
8,-4.193986638112895,0.20438198893421874,-5.780198201544908,0.20299259206563508,-4.221626100383097,0.1867216568467712,-4.2712158798813356,0.2130373492620725
9,-0.23351440551113845,0.09960114246847379,-2.002294853302982,0.1350783245924826,-1.016799524054878,0.11604412874091831,-0.14969350474108034,0.09949273903812518
10,-2.4113295009296265,0.16563573611895377,-4.590114163684503,0.18431867217922565,-3.1507299692079016,0.1664769257910466,-1.8893742043700694,0.1577256202285301
11,0.5882989179332676,0.057541769282406924,0.055253910765190484,0.07577336006737903,0.5102467485004931,0.05718478216685121,0.7921415803458405,0.042304265469886096
12,0.4539645115572172,0.06626781359978946,-0.700411597936901,0.1016567038061291,0.01465055011382499,0.0811123429593024,0.5818484326156597,0.060002205327236026
13,-2.4353783695437716,0.16621855233871533,-4.700645440102462,0.1861319853011529,-3.255972095072079,0.1685742332515742,-1.9713916554804927,0.15994854653551024
14,0.49264314319100466,0.06387765643286566,-0.597484875757889,0.09853201675718257,0.13813297880071707,0.07585984283715362,0.7548621452928136,0.04594153892065188
15,-8.8531948687186,0.281501519299907,-6.229732154133711,0.2096139096770003,-4.621184318193968,0.1937339441185894,-3.434904574775543,0.19540806673763952
16,0.19189811853680627,0.08061674631624184,-1.1012066604380277,0.11300388613000713,-0.3700577846970867,0.09564477491609283,0.10927452094483203,0.08757341505208885
17,-0.13400233820346874,0.09549907876065497,-1.763809229844774,0.12960239460760356,-0.8321668085315679,0.11060488606264574,-0.08261787052257508,0.09654681338706007
18,-2.266920677861911,0.16209197055346827,-3.738463681779389,0.16969840977476983,-2.515265399600925,0.1532042689509493,-1.574843108236041,0.14889349833587787
