DRAIN,INFEXP,IDEPTH_m,RSSA,ths1,thr1,ksat1,alpha1,npar1,ths2,thr2,ksat2,alpha2,npar2,ths3,thr3,ksat3,alpha3,npar3,FRINTLAI,GLMAX,CVPD,R5,PSICR,FXYLEM,MXKPL,MAXROOTDEPTH,BETAROOT
0.6021919642857143,0.38532857142857146,0.3194125,327.4925,0.5751928571428572,0.08867678571428572,0.013846428571428593,1.1646625000000002,1.2138725,0.15716607142857142,0.07377285714285715,-0.3330125,0.8806232142857142,1.2794073214285715,0.23729464285714286,0.029468750000000005,0.32604017857142864,1.0116375,1.2797875,0.0502325,0.007852017857142856,1.873607142857143,103.8875,-1.9109642857142854,0.22726875000000002,11.856839285714287,-1.7898749999999999,0.9326725
0.6926205357142857,0.44175714285714285,0.6680125000000001,490.59250000000003,0.33265,0.09315178571428573,0.14233214285714296,1.1259375,1.2556225,0.19958392857142856,0.0769157142857143,0.17238750000000003,1.049180357142857,1.2477151785714287,0.23079464285714285,0.001491964285714286,0.0473616071428572,0.9848946428571428,1.2768553571428571,0.12042250000000002,0.003420589285714286,2.1710357142857144,155.35250000000002,-2.8778928571428573,0.13641875,19.131017857142858,-1.1313749999999998,0.9479917857142857
0.2000044642857143,0.46458571428571427,0.7843375,801.1475000000002,0.24880714285714287,0.04740535714285715,0.07106071428571431,0.8563375000000001,1.2539075,0.20305535714285716,0.058535714285714295,0.1086625,1.2380839285714287,1.2040955357142857,0.1836875,0.031015178571428575,0.024299107142857157,1.0941482142857142,1.2092125,0.10531750000000001,0.010692375,1.4875357142857144,170.97250000000003,-2.6229642857142856,0.31900625000000005,16.331482142857144,-1.1005535714285712,0.9175010714285714
0.5056026785714286,0.1418714285714286,0.7717125,372.2225,0.21897857142857144,0.04654107142857143,0.2640035714285715,0.8677625,1.1824625,0.22799464285714288,0.0029900000000000005,0.09308749999999999,0.9540053571428571,1.193723392857143,0.19218392857142857,0.02096875,0.014441964285714315,1.4656875,1.2357517857142857,0.0777275,0.005860232142857143,1.526107142857143,157.3875,-2.754035714285714,0.33628125000000003,7.907982142857143,-1.0634464285714285,0.9423710714285715
0.8082544642857143,0.6808142857142858,0.43908749999999996,807.9375000000001,0.25635,0.0707232142857143,-0.18428214285714287,0.9385125000000001,1.1631874999999998,0.21120178571428572,0.05357571428571429,-0.2032875,0.7436946428571428,1.2322544642857143,0.21409464285714286,0.028038392857142866,0.2799955357142858,0.6003696428571428,1.2858553571428573,0.18565750000000003,0.007041160714285715,1.4353928571428571,148.00250000000003,-1.5172499999999998,0.12500625,8.585553571428571,-1.8534464285714285,0.9367503571428571
0.4536383928571429,0.20481428571428573,0.6068125,934.6725000000001,0.21516428571428572,0.013926785714285718,0.2605964285714287,0.8049625,1.2143975,0.15820892857142857,0.034652857142857145,-0.2089125,0.8336625,1.2156748214285713,0.15659464285714286,0.02940803571428572,0.41079017857142863,1.0148839285714286,1.2631232142857143,0.12704750000000004,0.004354803571428572,0.7316071428571429,70.2675,-1.9386071428571428,0.17523125,16.097732142857144,-1.7686964285714286,0.9494210714285715
0.5301383928571429,0.4151571428571429,0.9087375,553.7675000000002,0.28385000000000005,0.08560892857142859,0.35516071428571444,0.9497625000000001,1.2494325,0.16786607142857143,0.07288142857142858,0.07306250000000003,1.1847589285714286,1.2531101785714287,0.15634464285714286,0.020286607142857144,-0.04226339285714287,1.0277410714285715,1.2800517857142857,0.1271775,0.004599160714285714,2.2575357142857144,140.97750000000002,-2.7101785714285715,0.26205625,22.816375,-1.0999821428571428,0.9392275
0.5569508928571429,0.4819285714285715,0.6222875,600.3875000000002,0.2563642857142857,0.016026785714285716,0.2142892857142858,1.3726625000000001,1.1759374999999999,0.19655178571428572,0.019824285714285718,-0.4351875,1.0659267857142858,1.21695625,0.24791607142857144,0.01817589285714286,0.02555803571428572,1.4228410714285715,1.2860553571428572,0.1604125,0.009086375,0.51525,166.7425,-2.1024642857142855,0.44795625000000006,19.56451785714286,-1.3190535714285714,0.9331889285714285
0.4049419642857143,0.7486142857142858,0.4797375,848.1175000000001,0.5727214285714286,0.09882678571428573,-0.12443214285714284,1.2218625,1.1688725,0.20585535714285716,0.07086142857142858,-0.13828749999999995,0.7088196428571428,1.2091098214285714,0.19575892857142857,0.021027678571428572,-0.2169330357142857,1.0258446428571428,1.296405357142857,0.0877875,0.0019894107142857144,1.2016071428571429,139.5275,-1.77175,0.36720624999999996,16.21733928571429,-1.8453035714285715,0.9565567857142857
0.7491383928571429,0.19464285714285717,0.4099125,132.7175,0.21355000000000002,0.0017660714285714287,0.27028214285714297,1.0259625,1.2465675,0.1903267857142857,0.018195714285714287,-0.4659375,0.6404196428571428,1.1775198214285714,0.1899232142857143,0.003554464285714286,0.1577455357142858,1.085694642857143,1.2916910714285714,0.08906250000000002,0.009331125000000003,1.4869642857142857,170.5025,-1.85675,0.42279374999999997,14.600517857142858,-1.6865535714285715,0.9388396428571428
0.2555848214285714,0.6713571428571429,0.5410125,461.3675,0.22342142857142858,0.06734107142857144,-0.15248214285714287,1.1685875000000001,1.1976875,0.16849107142857142,0.04009000000000001,-0.026612499999999983,0.7502517857142857,1.203074107142857,0.1957625,0.048591964285714294,0.019558035714285715,0.8969839285714286,1.2826517857142858,0.060047500000000004,0.007839839285714287,1.12725,69.2175,-1.9582499999999998,0.38084375000000004,7.019125,-1.956767857142857,0.9631782142857143
