scen,swc_nse15,swc_rmse15,swc_cor15,swc_nse50,swc_rmse50,swc_cor50,swc_nse80,swc_rmse80,swc_cor80,swp_nse15,swp_nse50,swp_nse80,et_cor,et_nse,max_ET
1,-42.185003405905945,0.09065606186820895,0.6336660091821381,-46.10891124174376,0.1399237889986567,0.5996402626763825,-519.560155799824,0.2001571932900847,0.5936708112776761,-1.1793985011022667,-3.6457840513550295,-13.865683312224546,0.6687603289251208,0.2361945231199526,3.9643554836501513
2,-3.9021708749584327,0.030543907289027884,0.6057472188645542,-9.759075155085496,0.06686941039312373,0.6921920525285751,-184.34518400067932,0.11943356436540219,0.645103167071548,-5.822114241364429,-1.1701878961150745,-0.015266262377015893,0.6955434469119721,-0.28736483481750685,5.182626109858257
3,-23.053029386868953,0.06765739326408038,0.6155917474274906,-4.599477822817652,0.048240720743617065,0.6957380460085688,-153.03537274259597,0.10887946358131385,0.6295616823150707,-3.8898372421135647,-0.23996814987024417,0.22472737953428534,0.6924599996277279,-0.15020878406615767,4.518525066996209
4,-7.329723804870257,0.03981490380962794,0.6392500795128254,-18.383290094922597,0.08975399143188773,0.6757536784223771,-286.49892993318883,0.1487489322395331,0.6200198784187991,-3.0403924265010396,0.1061211616492338,-0.3037984886146057,0.6959724066703138,0.00021425783529316345,4.8182262936060205
5,-23.61284012053676,0.06844019455583412,0.6504927116667056,-3.938978016362406,0.04530629723421822,0.6710339182052534,-126.19596526060243,0.09894011443665267,0.6361332815570645,-0.8299194718106837,-1.0259131360488087,-6.754940021682714,0.6795449652649912,0.10809063766121074,4.5290942684279205
6,-16.129022011774147,0.05709481286753015,0.535470167754898,-47.57340919614986,0.14208208330066666,0.5961948985909288,-530.9738624140366,0.20233960036637513,0.5792010621900189,-1.4656531677432847,-3.434285826952369,-12.962848510039318,0.6956693308558044,0.03784789598401872,4.392696676251701
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-126.22583528830027,0.15560302139252713,0.6431051077663966,-9.123607083818072,0.06486458798651376,0.685896461549524,-207.28392234091393,0.12660871891637537,0.6399452165173405,-5.438618804475632,-1.0204796822428182,0.1695210008490008,0.6984059032072737,0.02783061768497963,4.920824274883987
9,-10.641863578029277,0.04706972088664318,0.5946804473981411,-2.8369087630958645,0.03993289162301836,0.6710658849973762,-125.77394888049743,0.09877584413124313,0.6097201343690917,-5.390770698808785,-0.9328185757142315,0.20755283631592336,0.7026339002883912,-0.44846692556922996,5.384708293589078
10,-16.217892459980497,0.05724273366580971,0.6042463223666323,-10.534643000953219,0.06923761541724223,0.6066876142604846,-220.15746875993236,0.1304627551797363,0.5357893349544467,-6.78048904451071,-1.9255843081782538,-0.4072101422700036,0.6804151930078854,0.23086687369454872,4.3120023813052315
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-37.89546744427547,0.08603593201702195,0.677118379945222,-10.24955785912158,0.06837663909506714,0.6237334320307318,-196.70519348980534,0.12335159785710006,0.6035195967028233,-5.280994166018944,-0.7493738670839947,0.202308457675895,0.64806807289047,0.18504671285059493,3.714453858683846
13,-8.139581960131263,0.04170551956882907,0.6715346426275427,-55.34559082116124,0.15302767921391147,0.6395875001881183,-602.98255014086,0.215599592845203,0.5700695306261241,-4.961907656770392,-0.7866017614725542,0.20739705517670248,0.6780752765329451,0.25520097182889256,3.849054939912204
14,-3.5260294253470184,0.029348712687931773,0.6038162942546397,-82.56151597215315,0.18635591351180017,0.6186449072924904,-803.9606745188893,0.248898954627995,0.6090763763670058,-3.013993363552644,0.006869732912580528,-0.7780395941538778,0.6791661709596584,0.16714591441533722,4.184585852092432
15,-319.9518944430409,0.24714415391405534,0.5847670922807254,-3.093557153830261,0.04124681820067815,0.6755050503793429,-117.86754772192484,0.09564612774501087,0.6126057922346824,-4.558579811493235,-0.5770994213128371,0.23524245727697324,0.7011110187301554,-0.13531353410968272,4.875534590786913
16,-9.429572765723679,0.04455163320792492,0.6678726678123221,-5.894962714522137,0.05353107739662211,0.6492852303436114,-168.27386277875172,0.11413811425395923,0.5906569595970022,-5.8370301917459,-1.3457658637668555,-0.015997899315432607,0.680976685795612,0.21876883444262107,4.194823588571902
17,-1.7180786904714274,0.022743713868826437,0.6102488873283984,-0.6264276603149086,0.025999045205845422,0.6828062137560295,-78.30995588770145,0.07812672056108312,0.6176966459650249,-3.991748867928453,-0.2897787855585048,0.10834758540313894,0.6937757367596814,-0.30270581743510094,4.710591201838305
18,-84.32966207204045,0.12743255273139373,0.6720242846646534,-7.019150880808326,0.05773035335600318,0.6202488942221381,-182.49952925374086,0.11883742090440459,0.595468768541564,-5.122515688196226,-0.7897456346285108,0.20921594349362416,0.650764644508585,0.1973492371895239,3.750960099690548
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,-65.33278270855554,0.11235553665899961,0.6372782773217333,-4.165461451325348,0.04633344431009798,0.6497976784631094,-142.51315160127362,0.10509488796161151,0.577387950804368,-5.9662623448246555,-1.4109958830564548,-0.05177296234502049,0.6821024274065675,0.13503174641141336,4.381010051619143
21,-4.542682149754133,0.032478080751211946,0.6411694272599278,-10.039171924867077,0.06773424150391238,0.6587418864578904,-200.33010619004796,0.12447728347262942,0.622457249916929,-4.23759855452784,-0.143373038435044,0.2837284970076871,0.6818853039880106,0.1423204295775935,4.949652130763307
22,-98.56404812326957,0.1376517202385625,0.4851906852476963,-6.7446118954617,0.0567335360435843,0.6185177991703503,-179.3945417213545,0.11782770995405102,0.52700920752127,-7.4193761506568965,-1.3949023900804094,-0.041686371294400004,0.7028909058487371,-0.5556411043599636,5.084407560521528
23,-173.68813847443823,0.18233165691214528,0.5930712136901338,-0.9638067876762502,0.028568629164056093,0.6033801190866923,-81.00494372249497,0.07944302232724984,0.6237414836612561,-6.182030332052071,0.2253348406588329,-0.1896605197182939,0.6904384615473136,0.23148602528147388,4.059845620054874
24,-18.225805595653526,0.06048847610724869,0.6145333071558596,-50.70778672823299,0.14659460842161348,0.6967289058335024,-568.1070245925758,0.20928240322093639,0.6336300018240241,-2.5921046047391774,-1.504272885926912,-6.191405739068869,0.7067667847538941,-0.3002393763412263,4.957752298016624
25,-71.81416428060871,0.11771676123992594,0.6690492566318667,-0.7891421452646983,0.02726857520056695,0.6178002551061251,-79.46881249017444,0.07869543435688751,0.6059427047282006,-5.626170999845576,-0.9712143731762892,0.12402408494634587,0.6383935970303176,0.1848892455869049,3.9867457145673724
26,-30.117190748806113,0.07695388698479308,0.663699266018467,-21.14167455378377,0.09592797015477794,0.5973880010791359,-297.60497296226674,0.15159478405738677,0.5880984044948059,-4.713221615280438,-0.43448990892869954,0.2709923595802408,0.6404523653756191,0.19447759112429286,3.8358663419050156
27,-37.182286428254855,0.08524351230713118,0.6328107668201793,-6.781770063374898,0.056869475176795324,0.6448636881668431,-174.58187538797577,0.11624534809975831,0.5785020347666838,-6.275710819706034,-1.3482802561429557,-0.00023024471456856155,0.6897894803267152,0.22726864292726012,4.407954210831304
28,-1.167049094369744,0.020307887333334957,0.6378759853652886,-0.15756727127235948,0.02193376281869867,0.6243292783274286,-31.87130766218467,0.05029724890713612,0.5758697454872973,-6.297805207458381,-1.418888037061377,-0.19366559129717098,0.6828693295804837,0.23005754786217425,4.155444150957262
29,-6.095980523299263,0.03674824283227774,0.6312009003432452,-7.461195815393715,0.05930016425179879,0.6258032579777701,-181.9603235358525,0.11866269304843251,0.6181119967091186,-0.6965286491716922,-6.186245637213121,-21.914958495279194,0.6715884790483497,0.21810596543525052,4.265564930592516
30,-10.689107095961315,0.04716513034280668,0.5938593683035074,-39.306945637811744,0.12942851494483051,0.6388461525669095,-475.5130106354671,0.19150191540831352,0.6219755949809617,-3.068007213587327,-19.276073232727715,-51.50214805553012,0.6973782924164735,0.009108245461160513,4.831435929920813
31,-117.72483030023892,0.1503145942494062,0.5849651970430271,-6.40506751158723,0.0554759227175511,0.684868547590612,-153.22336997872804,0.10894588597557016,0.6381651301206855,-3.8053889814358897,0.017110112637568786,0.27784692490862506,0.69964902088975,-0.3598933671701159,5.181172218588122
32,-66.01050967299452,0.11292805045008837,0.6102327774900913,-42.968586533673,0.13517963690037396,0.6241167386428799,-505.45486564931565,0.1974268037601091,0.6122460672403048,-5.168872233421141,0.1786238395406019,-0.03584316563512191,0.6852242930117682,0.044853168899823714,4.796079872650678
33,-0.6762396081789448,0.0178606976774509,0.6451211667867126,-0.0682605026601546,0.02107068278688115,0.6763174395839452,-48.90629381525111,0.061974552592355306,0.620137867836168,-4.4878491250063774,-0.5712165601677524,0.21391889204441317,0.6904002602203021,0.01488850035279854,4.879390143445303
34,-52.71867739425429,0.10110974749737169,0.6522687721564875,-0.13548324072909335,0.0217235294790774,0.6651296592874156,-30.778379403030932,0.049454021524744506,0.6275367993203324,-4.732683453996394,-0.4968332758158893,0.243526363696281,0.6915996213511281,0.16520683447209195,4.619538951331722
35,-41.868758338936814,0.09032351341252645,0.6244100516864771,-20.157102220848888,0.09377090673155275,0.6803004396853655,-287.17643373348415,0.1489240957868157,0.6177311953208728,-5.624511253078956,-1.0668544791939731,0.12001349515664383,0.6992581549414305,-0.14417024902730446,4.643129659432605
36,-30.561583649603403,0.07750143847565344,0.6317276855571821,-6.005176722238663,0.05395722068717856,0.6581969815441889,-170.04288342156786,0.11473297245079746,0.6341360422025176,-5.349951349103378,-0.7166158824409403,0.2659494987799149,0.7034356674156859,0.07043132854142586,4.481789324584067
37,-3.5743572323744734,0.029504985731077252,0.6641994164563451,-2.3700910146050376,0.03742491634421891,0.627894010993687,-12.59708437171598,0.032348834410541004,0.5832917374666595,-6.057885007926475,-1.4794687764672432,-0.23701848932743386,0.6815583580257594,0.2454586845236143,4.163992902343843
38,-10.694639467166018,0.04717629048273294,0.5909933096126779,-1.5444920892089393,0.03251925412054688,0.5714417852836828,-102.82907096220806,0.08939129413038034,0.5136374966440208,-7.169755057456877,-1.7434802770728002,-0.28016573229022934,0.6749893553203558,0.2722499462818293,3.679510829947983
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,-17.160347116758707,0.05878850860824975,0.6110772876160292,-27.735763529616847,0.10928269433706496,0.6266362251215314,-377.85353163387924,0.17075420626585888,0.6074015646066367,-5.197421628094794,-20.049642631180717,-53.716152846563226,0.6711019460309882,0.1859776205053183,4.19488663499641
41,-32.899433012842835,0.08032053403624294,0.5239337880437166,-55.60892582485195,0.15338485508383423,0.6138889832588739,-604.231162283764,0.21582233213119267,0.5906567990306059,-6.748513994267608,-0.11696541326972976,0.10429957820823865,0.6825632712354446,0.2515179417532073,4.031644799146318
42,-6.37534923796063,0.0374646487367018,0.6592163242596536,-21.438614018001417,0.09656906740910856,0.6206655136358992,-316.215743537135,0.15624751081940907,0.617305943036859,-4.361117960834599,0.15420711045896363,-0.09746347916041542,0.6761135221427867,0.281465651698524,3.814524045961618
43,-5.502826605275233,0.03517883532739835,0.635048276261062,-19.73552035955498,0.0928319541381554,0.6875882618997896,-311.4558595997444,0.15507081786185567,0.6373032722639671,-2.6208896740418184,0.15014586777130667,-0.9733147439647256,0.6909705933570481,-0.0031125121616428775,4.556385758136171
44,-17.98861450055266,0.06011419129282401,0.6716740595694736,-43.636959177866025,0.13620320402483369,0.6406458269138552,-511.7124170416055,0.19864272229214175,0.5906884189116167,-4.4743844407457205,-0.463004096986108,0.25793897195358795,0.6734717831702093,0.259921058642968,3.8394846160882397
45,-25.19853216294449,0.07061042897195896,0.6412708351450003,-7.12983606933887,0.05812740266371436,0.6796277886908628,-154.23313618786284,0.1093019616825083,0.6405230789422031,-6.056943403896526,-1.26127265941561,-0.04955493430831148,0.698523521473178,0.045797671592100575,4.517774399739961
46,-278.76689429498,0.2307429979844388,0.36795369344443024,-29.486682016857323,0.1125628560310882,0.46260893526880636,-378.9660974968231,0.1710047464033578,0.40248249517417667,-7.827578766687216,-12.602466040111311,-30.53041036618456,0.6990040402005983,-0.7582276278808151,5.5031317602315575
47,-88.08802962775363,0.13020871320304045,0.6309969267185787,-0.402870061556301,0.02414619740666829,0.6867502669452504,-43.24390539971826,0.05835290320414538,0.6252545914912947,-5.10284694507239,-0.8618464407551292,0.2306143031650747,0.683433856779074,-0.10174762915897273,4.52049169984919
48,-136.11524958777912,0.16153745985360943,0.6762046513021377,-0.6460449953815943,0.02615537039870442,0.6093304903350882,-29.2581472194068,0.04825662074765616,0.5978888013017336,-5.557637088326088,-1.037990587334881,0.0526712948328919,0.6478911438226012,0.2043854926160913,3.6227560471892497
49,-7.2297140968356075,0.03957516589879644,0.6225559079884729,-137.07578253044846,0.23955143673730395,0.5349754553941888,-1183.9504139596424,0.3019853182164599,0.5587773336493086,-111.73088976571582,-652.461165469935,-1321.5517968944305,0.6543756287669108,0.19709357292722185,3.841296916909192
50,-16.740468866508166,0.05810492125857764,0.5293205672995613,-4.1287726100941216,0.04616860427774562,0.6383108815398857,-112.64144862793222,0.0935199188336874,0.5585676761730879,-5.966975042181701,-1.5379890126817113,-0.2828067800246761,0.7036623264717179,-0.6111220838912788,5.467870803243644
51,-17.323381986247856,0.0590518064779692,0.6542079982593056,-80.21759130961337,0.18372365470994909,0.6088754045211245,-786.8391339780127,0.24623768267534,0.6163712838926363,-2.9473998802208494,-0.13681506005773691,-1.952741314967556,0.6716207197741395,0.24528589178387605,4.148618470231005
52,-27.443678207217935,0.07357381034270664,0.5650208083267619,-97.7122662687807,0.20254689254717867,0.6253177580168602,-912.6931244671586,0.2651770403115303,0.6010635265231848,-5.146103181519978,-14.6388547844084,-38.91176667518771,0.6871311599474103,0.05838260373738313,4.5753514370449135
53,-8.705493586908586,0.0429773055076799,0.6718624929814934,-29.092104685768824,0.11183205496176153,0.6406076382624724,-362.00947904710193,0.1671455133670004,0.6158105799338738,-4.878213158633469,-0.5674767754540744,0.24762759559637226,0.6814868488866357,0.2835934515326942,3.908761594860549
54,-50.93473049641485,0.09941669268375557,0.597685082324695,-21.923162836726867,0.09760617480234365,0.5393077764904503,-311.37925644011614,0.15505180774824864,0.5548185143778838,-2.2839889306642407,-11.95509919610307,-32.51628383900659,0.6415570304971482,0.15520358802411183,4.254320950469051
55,-1.9914354177538112,0.023859986069205925,0.5981074914764288,-10.669960084353363,0.06964255704847415,0.6795691765682073,-195.08675926272835,0.12284567617090861,0.6189781771323265,-5.722034556163792,-1.0449026530775773,0.07340860422449502,0.7005819459566892,-0.018933235741735333,5.009201740493627
56,-123.78868672097808,0.15410544263813447,0.6617971923304805,-2.9902202972132215,0.04072287770162187,0.6435292594684145,-112.49926621576978,0.09346139683530043,0.6429243287366024,-3.884116711553493,-0.03001588891602669,0.18514677677679958,0.6912908190437645,0.2751636258158676,3.9980320891589933
57,-13.099647915667065,0.05180056588228659,0.5967935776615079,-108.44977301877428,0.21327868577203304,0.5942983071239609,-987.3109749974258,0.27579256227415994,0.5785890718282011,-92.31310444394131,-194.7823018354799,-404.3745008422267,0.6553078136636361,0.19044370167141167,4.182810028723572
58,-9.007219460535023,0.04364023515992957,0.6725593368523775,-28.576872359131638,0.1108705359391795,0.6192900914710332,-377.3288700885858,0.170635929416564,0.6054510395878283,-2.076270417615783,-0.40798697088846825,-3.3969133716003777,0.649285322374785,0.19706254950319102,3.601417288507222
59,-28.4879095076255,0.07491216743283327,0.641644828067762,-23.790808931900408,0.10150451779720207,0.667912713851413,-347.4954378872583,0.16376997744708743,0.6065407577180019,-4.837641270101625,-0.6871624169368757,0.23796639072619552,0.6850383624981136,0.1380496273068026,4.520400619737757
60,-4.917999735598206,0.033559682300706745,0.6630123447380668,-2.2065911142405708,0.0365057954232473,0.6619605519862359,-23.17647180798576,0.04313523832008048,0.6248371210215504,-3.2579801885635904,0.10467041554004908,-0.22959648162235902,0.679305561437042,0.18291912259284726,4.120820291133833
61,-4.17422383769251,0.03138000268039608,0.6370037439073343,-1.4015067158233094,0.03159234955769638,0.6322151048782311,-63.153255618182484,0.07026597728244766,0.5889749623925085,-6.108669041858738,-1.5707640244236822,-0.2676347421049987,0.6781351232832697,0.1079727888119908,4.770731481128266
62,-9.457122212150662,0.044610435395232885,0.6529003040347354,-72.48014429094754,0.17475315431109023,0.5389206214555856,-728.5412259163442,0.23695215343529952,0.5827015960199893,-4.09097023197129,-1.0241324559481977,-6.8183378611933705,0.666312356839054,0.25583557374310817,3.763067495681115
63,-75.80112485985183,0.12089662040946528,0.6319814033469704,-5.842066586933685,0.05332534470997031,0.6375103799196224,-151.4393055279424,0.10831390695785123,0.5868136575506918,-6.460394200875023,-1.6290746361024677,-0.2747371200413191,0.6831527628601535,0.15940108002117048,4.169596429086792
64,-8.74481861951709,0.04306428590701717,0.602487649152302,-23.140423484687183,0.1001641858938908,0.6044679027602146,-339.8339521726817,0.16195977541691145,0.5523653472007358,-6.984899213505356,-1.9750476107560804,-0.4350813853984048,0.6923110298136794,0.18876559516288804,4.392228995781066
65,-14.042206903722319,0.05350398740111011,0.5930223384699037,-4.397962998632849,0.047364720073590154,0.6986178939547338,-131.31952790897677,0.10091313817905305,0.6448721691639767,-3.171500740347585,0.12863008517522423,-0.15710359128072038,0.7002676084728104,-0.3796955205415675,5.226473590869137
66,-13.302958829235196,0.052172700220192283,0.636489051483355,-28.653953882306226,0.1110149141015838,0.6395327053256884,-379.22988072934123,0.17106409427537927,0.617400996490926,-0.9501381059396472,-2.989697926492636,-11.947377631264665,0.6775913210610784,0.23315668886163676,4.050502566594105
67,-60.787046487759255,0.10843739801726791,0.6242749625724855,-3.84108727205469,0.04485506385532923,0.6544509023329487,-133.41219498801073,0.10170799131412839,0.5848958631995913,-5.5655546127101765,-1.0179987579592744,0.14883656142579393,0.697464345269782,0.24780796900470636,4.305396229908951
68,-2.6308054234486264,0.026286445129309836,0.6529899620800789,-67.78204978212206,0.16907429313009695,0.5899985004488042,-683.3200916690313,0.22949085615990195,0.5904241978553795,-1.652532494729754,-5.854101506822087,-19.41297763468838,0.662875231063852,0.2265246558481776,4.237927241538708
69,-18.49548530835026,0.06091123365363117,0.6652209115327735,-0.2290548384674611,0.022600895838265075,0.6515451230267494,-45.95745215522515,0.060115713077948385,0.6199981541666577,-4.424823453395186,-0.3965304912211365,0.2605516780368079,0.676990572528913,0.22093628924131792,4.25161442240908
70,-37.53294037475867,0.0856340423516673,0.6471611607046318,-18.67833035139421,0.09043450105613685,0.6356776848469667,-300.11491953520573,0.15223057149653382,0.6250452669962248,-5.4866506636007095,-0.2803811485223038,0.29225023106595527,0.6925866967839501,0.25295275530701633,4.030773040673894
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,-3.014830903606426,0.02764165227386464,0.6710846226349166,-54.79729510224304,0.15228130725603625,0.6085336200401436,-597.9713952674264,0.21470333079134626,0.5447826161635568,-5.973581146820393,-1.5073884812322147,-0.12534366950204578,0.6630700029908481,0.23793075610140058,3.971760590703634
74,-98.66998860746533,0.1377249344811641,0.6691537995658182,-27.00940872919514,0.10789268322368371,0.6278401013607441,-374.6861666302318,0.1700389218447073,0.6034386366555695,-5.143469419382818,-0.7042747384652102,0.258509301035067,0.6684835241467527,0.24155073628295198,4.313297088977244
75,-27.74093806896135,0.07395726454809733,0.4835551803814331,-8.601729096306928,0.06317056301635873,0.6126125354869747,-197.2836383161515,0.12353191679095617,0.5897814879983996,-7.414177799979456,-0.7632391376114107,0.23018369810842654,0.6664479392112115,0.25569952352526504,4.202869991496382
76,-61.82069735124362,0.10934067400091242,0.5941538447483952,-10.800768185017574,0.07003177966579438,0.6420696127263852,-223.73831761076607,0.1315147014288328,0.5388651866505382,-6.217322253393825,-1.6578403445004009,-0.21805490396929006,0.7012304060086402,-0.0466218253100823,4.555205059125257
77,-7.48729017605581,0.040189712134692204,0.6395257730484283,-10.960340641944391,0.07050368192237558,0.6186914810480546,-224.32863567950676,0.13168731238168055,0.6280907199611985,-2.018271554671181,-0.5387878264911379,-6.209864097947938,0.6944064833870607,0.18586720204082363,4.321881449841096
