scen,swc_nse15,rmse_nse15,swc_nse50,rmse_nse50,swc_nse80,rmse_nse80,swp_nse15,swp_nse50,swp_nse80,et_cor,et_nse,max_ET
7414,-4.868033640060218,0.0334177085915459,-34.71916841874057,0.12184022520535913,-434.62546258828314,0.18310169680898894,-13.256731414311377,-2.0402562520288274,-1.2488958923967322,0.6946281432363284,-1.2561981538149083,6.3864329531323065
7415,-96.70620033478136,0.1363613940214436,-139.6794839334961,0.2417995045026112,-1200.8839044528477,0.30413541904585917,-7.151861569416143,-2.4628381506590826,-0.8322150000554276,0.572783937987251,-0.3507431343241991,5.662258072214622
7416,-94.70644402143553,0.1349587230118158,-26.603870425557012,0.10710876539679975,-312.1325479868564,0.15523864615725586,-29.45235228835666,-1.5160522106362104,-0.2991897510716699,0.6893700669290977,-0.2313588105581248,5.20482341072689
7417,-41.717798417350096,0.0901643385712488,-152.1824684635507,0.25231586292392305,-1242.4057772043266,0.3093443448651884,-164.22707077040712,-85.63446239696209,-3.5774344605569963,0.6795748125661415,-3.246324056519521,7.107841645045258
7418,-68.98752272283257,0.11540926651848349,-163.87810209723878,0.26177098860100306,-1369.9033966749516,0.3248173111090577,-311.6839154734324,-597.8909279937346,-1206.824651047759,0.5863119731187916,-5.061953539197349,8.063398642777681
7419,-88.36534590914714,0.13041121481645046,-51.1255234517207,0.14718557131246252,-569.2860184702826,0.20949907161736997,-63.375859719576994,-7.751719548523251,-16.68202049795203,0.6846240348781099,-0.2786967020433955,5.449940293230501
7420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7422,-95.87697850562827,0.13578151895206714,-27.99180060142555,0.1097684717625687,-383.422271802859,0.17200457999286087,-6.376067638803537,-0.21560125869354296,-0.04106751557617727,0.6839680575633872,-0.20580536221514767,5.615942588422714
7423,-110.49321047128313,0.14566478788126913,-160.00479552843692,0.25867796109198904,-1341.9182020366918,0.32148485682465056,-431.184464880693,-61.34658032587512,-133.23843184623286,0.6541806170636782,-4.716269465232736,8.0975008553218
