scen,twd_pd_cor,twd_md_cor,min_pd_psi,min_md_psi,plfl_mean,plfl_max
1,-0.6166205804940151,-0.6267122559587589,-2196.902325802851,-2196.9031635344527,0.3433718115688913,2.9132089312849674
2,-0.6452171933342824,-0.6658692929309594,-1739.9044499969248,-1739.9044499984268,0.2771421925558037,2.614311478981443
3,-0.6895404989652604,-0.7032730069691835,-924.9490917768081,-925.160674098099,0.17488604965158858,0.8368507941073553
4,-0.5946888270569457,-0.6027696830225716,-1979.0343074968198,-1979.0343074968198,0.3845929502281117,2.859686096399555
5,-0.6424354836834895,-0.6761582569976503,-1438.3947430180715,-1438.3947430180715,0.3006981148374543,2.686477861912945
6,-0.6426760243377097,-0.6955673962795685,-1468.8916486886224,-1471.2667268063897,0.34023261503487207,2.6347657031866984
7,-0.666517098061241,-0.6964019125904636,-901.7612524461832,-901.7612524461833,0.23232573327865366,1.7979379078579545
8,-0.6688257598311744,-0.6988309143359517,-882.6064246539574,-882.6064246539576,0.228894031475824,1.7097426023269027
9,-0.6714080950815609,-0.717380516307538,-1103.8499898501616,-1103.9937320944205,0.2970107843731592,2.0713753017069867
10,-0.6194200073827073,-0.739242213270771,-1335.9499352295697,-1350.3287563016856,0.4832747526309655,2.360150342438158
11,-0.6306089064838463,-0.6522911338723723,-1660.6931530008471,-1660.6931530008474,0.30808993591171513,2.9615689918615296
12,-0.6472974614438313,-0.6988843749183785,-1424.5187088917783,-1426.8145468172538,0.3919882952771197,2.9025560059823436
13,-0.6667261158991074,-0.7175590936109154,-347.8810879190391,-347.8810879190391,0.10249931588449139,0.5257028127655511
14,-0.6217752357689826,-0.6361095727118711,-1227.9635258358685,-1227.9635258358685,0.2722000415190368,2.41549712952219
15,-0.6412509565395996,-0.6597817080458508,-1325.359553859706,-1325.359553859706,0.26323580622035453,2.478073201884048
16,-0.6270139222082728,-0.6549978450349423,-1855.2825552825552,-1855.2825552825552,0.3304315054189277,2.9116739853140507
17,-0.6292943831382481,-0.6296180871366718,-1947.970464337945,-1948.4274068350212,0.24657793962914207,1.7313046374364511
18,-0.6336647684651777,-0.6780478468079217,-1749.8587584258803,-1752.2067727766187,0.39980538348951095,2.9111322475742445
19,-0.6701526557940628,-0.6991888854907192,-923.1693879595318,-923.1693879595318,0.2863757886624288,1.9727478090242185
20,-0.6114313774260075,-0.6490842041347725,-2428.8047922111755,-2429.4312762069712,0.37459518898174765,2.9126614691092643
21,-0.6298373496086556,-0.6518848300176379,-1811.1888111888118,-1811.1888111888118,0.2624140886953196,2.684695717514228
22,-0.6617024138196005,-0.7113364364868917,-1196.8099476060547,-1196.8099476060547,0.30154113635392377,2.181667989939909
23,-0.6558328127923742,-0.7460361360230418,-989.0725929916307,-992.9836782624118,0.3322326622668312,1.8253564915120992
24,-0.6708131549892904,-0.7162047372403336,-935.1616994292987,-935.1616994292987,0.30146459986437374,2.21818893324112
25,-0.6319049435639492,-0.6609242955530015,-1907.6353015533632,-1907.6353015533632,0.37714484686989713,2.9126942955457293
26,-0.6626254088205739,-0.6900761802711289,-991.8885558102644,-991.8885558102644,0.2034119612658282,1.5840713518945388
27,-0.6269405134834288,-0.7076008781314581,-1517.4517447299747,-1522.4625299609684,0.4213459322998275,2.509827734623639
28,-0.6584547285568539,-0.7468478343679171,-948.7194430506969,-952.7569324813007,0.28482714473026466,1.566306162105369
29,-0.6525296065382393,-0.667994903242182,-1363.794100636206,-1363.794100636206,0.21514379540974107,1.6103308155923615
30,-0.649150716109473,-0.6736417347852289,-1607.4879021835923,-1607.4879021835923,0.30449689277803077,2.772402527421838
31,-0.6935563447515535,-0.7520286314368224,-330.0888185910697,-330.08881859106975,0.15921872903877007,0.8116628622854595
32,-0.6281799656890947,-0.6486382011680251,-1539.3079838611127,-1539.3079838611127,0.34136989609232776,2.728883315760895
33,-0.6840318630072514,-0.7269180036482592,-672.225484439225,-672.225484439225,0.22561048701861383,1.550570523390496
34,-0.6839183199576865,-0.7137291027155049,-825.2056754501037,-825.2056754501039,0.22500621003854337,1.326597443038847
35,-0.6316374271865045,-0.6330451774663114,-1684.3916171410713,-1684.3916171410713,0.22565783048137206,1.5707077112666308
36,-0.6431478972250908,-0.6651319796391825,-1697.904449295357,-1697.9044496274705,0.30626533260785493,2.8575441766704666
37,-0.637471570134266,-0.6995443199763577,-1487.6952374565208,-1490.752344793365,0.36033206972388254,2.5362474242990096
38,-0.6507768776355036,-0.6847563572538956,-1488.1913487479248,-1488.1913487479248,0.34956271533981714,2.891062551803052
39,-0.6106959548661652,-0.6258976535146624,-1692.4274435672244,-1692.4274435672244,0.35386064252826377,2.7721975374949874
40,-0.6154012124488123,-0.6189721612861646,-1657.0558154716605,-1657.0558154716605,0.2925306206121191,1.8987837100946598
41,-0.634088966404875,-0.6577258920108904,-1904.6556289580535,-1904.6556289580535,0.37094733224535587,2.912839762928435
42,-0.6882449644071306,-0.713458075871073,-1019.8787627052552,-1019.887506162068,0.15536724763548634,0.850992134081046
43,-0.6161251234257178,-0.6643767452213986,-2155.1714998412194,-2158.552580449505,0.4342898180928035,2.988243608387773
44,-0.6933174193728107,-0.7523303157329504,-590.8099461974706,-590.8099461974706,0.2432193426540833,1.3301097341316073
45,-0.6840077314385861,-0.729808699223374,-943.9818274410286,-944.1073431393316,0.21148667044999403,1.1915427184627363
46,-0.6031807741626818,-0.6660230444295377,-2398.3806279823866,-2406.323536571812,0.5582476815442544,3.1515200563139807
47,-0.6052648978891236,-0.5991805374310613,-1977.9858224770148,-1980.3630555917941,0.24712052208365212,1.6839821669051687
