scen,swc_nse10,swc_rmse10,swc_nse40,swc_rmse40,swc_nse60,swc_rmse60,swc_nse80,swc_rmse80,swp_nse10,swp_nse80
1,0.7834089307095884,0.04205363321727099,0.7473728630103129,0.04032260508335078,0.8283340689159686,0.03521389987264236,0.9271235783663795,0.025049200455062395,0.8448741196810581,0.8216864538074182
2,0.7734623115494947,0.0430084194124778,0.7681981367192801,0.038624871141033836,0.8589247696917579,0.031922540916892395,0.9289724344055365,0.024729413315379284,0.8746445142108631,0.7856916672084386
3,0.7797493093339266,0.04240742369821467,0.7629132190273755,0.03906269946324225,0.8674381431921703,0.030944349507464372,0.9256184214370698,0.025306555896539292,0.8400516654546427,0.8341804274386074
4,0.7803753724805952,0.042347109201992514,0.7719604016773634,0.03831013795902804,0.871327071684278,0.030487068086090384,0.9298624441718735,0.02457398913792067,0.8557062122491386,0.8071203676395474
5,0.7712175975774533,0.04322097482794017,0.7620718672630655,0.03913194913863179,0.8630816592255969,0.031448713357322404,0.9237698906382301,0.02561908529897985,0.870566641232238,0.8061536196565764
6,0.7698434039133824,0.04335058503331863,0.7566123455822076,0.03957836550790117,0.8664720082398627,0.031056908818731705,0.9282225007171702,0.024859621386519905,0.843376486857961,0.816529983653093
7,0.7749817826436893,0.04286394014001939,0.7479284203273089,0.040278243562994503,0.8703999341057544,0.030596706427126048,0.9232407901851201,0.02570784045202662,0.8292600671482024,0.8377007520170261
8,0.7613086292364001,0.044147041944259724,0.755953871914289,0.03963186803345949,0.8810831845680726,0.02930850752906179,0.9158102488169566,0.026923403578470822,0.8572731673656472,0.8186103504172024
9,0.7864112170908643,0.04176115200133582,0.7774054823905698,0.037849993921540356,0.8648673717308546,0.031242960530415583,0.9325005180192035,0.024107410784191,0.869125787442769,0.7522933114578529
10,0.7723115344761522,0.04311751915684288,0.7798091746807669,0.037645077182302936,0.8675751293075329,0.03092835681542963,0.9356992106364938,0.023529272554846457,0.8343929181132895,0.7758772162772992
11,0.7686026131762302,0.04346728102407823,0.747693881369278,0.04029697756877282,0.8735709402814649,0.03022007392131129,0.923571598858813,0.02565238418015975,0.8295447654011228,0.8282593634682165
12,0.7628468052023745,0.04400456575733691,0.7582623171180046,0.03944398270794612,0.8896180172333767,0.02823716969557305,0.9151864187897446,0.027022968127544476,0.8674980544376281,0.7788208408982992
13,0.7698063219460356,0.04335407713448283,0.7596049105102717,0.039334295701428254,0.849929315373895,0.032924561548145756,0.9349939862514651,0.023657950346400107,0.8241932706754619,0.8274017392389292
14,0.7703670096009708,0.043301245718700275,0.7271740482458817,0.041903608323211355,0.8651357749184425,0.031211917404816825,0.9115161945843724,0.02760147202966075,0.833190711067658,0.8428534518446575
15,0.7684658399027915,0.043480125343853544,0.7466440755895072,0.040380725213181694,0.8641743205210128,0.031322975550025195,0.9184691092031092,0.026494848588521885,0.808487496676893,0.8385712452194971
16,0.7827770131104421,0.042114935551019674,0.7752788682721081,0.038030368968894904,0.8691918712133444,0.03073897876233832,0.929955515771234,0.024557679047700266,0.8494887071468971,0.7940164294297842
17,0.7626017733423522,0.04402729312742395,0.7589133732917486,0.03939083095641478,0.8305552861239921,0.03498533853687616,0.9327614279979815,0.024060773730258465,0.8013103389398313,0.7888530305807996
18,0.7676799316406848,0.04355385623828325,0.754971178824595,0.03971158008679043,0.8827193257795882,0.02910618566366338,0.9261868792116525,0.025209668335220547,0.8676303646613851,0.8008535876537458
