scen,swc_nse10,swc_rmse10,swc_nse40,swc_rmse40,swc_nse60,swc_rmse60,swc_nse80,swc_rmse80,swp_nse10,swp_nse80,iso_rmse5,iso_rmse20,iso_rmse40,iso_rmse_xy,trans_cor,trans_nse,max_trans,ann_trans
6253,-52.48604362711732,0.21657980648692116,-68.61888410398593,0.17130661472443023,-51.728389717640766,0.18860637411919184,-63.82388879880199,0.1804126536939592,-7.2293400848547655,-0.5596931455200758,3.98298832653666,3.23703308073077,2.9538134212567955,3.450699501360971,0.7724791817001114,-10.31553586408784,8.112862838000279,715.3870637446898
6254,-9.77880736124831,0.09722614790380621,-68.96701892011913,0.1717343968378598,-52.04142655099736,0.1891654028853266,-66.50397452501151,0.1841043822753362,-1.6732892482584356,-0.5806696567796963,3.941065834647423,3.408700808370682,2.795395927267311,3.59733765291093,0.7838706211364862,-7.810017598337346,7.286623404652914,678.6272519193644
6255,-22.88987860697202,0.14474537497912957,-166.67668083589422,0.2658562889431858,-117.92881291811194,0.28325504501284776,-159.10973778929136,0.28353607773479894,-0.4626659360494976,-0.7411040467293226,3.8750606158233047,3.569597221567436,2.8677230805093124,3.286443330513515,0.7506961781495657,0.2769281509755974,2.7833747232908808,292.76297845819806
6256,-99.15852196391366,0.2963750755822369,-85.20558454142933,0.19062431868036306,-63.60176459668334,0.20876433297304567,-80.63717066826773,0.20246195519335144,-138.01018362386282,-0.608619180245318,3.8965993154603553,3.2966391251416027,3.3360684368430435,3.409286815796456,0.7650438758826129,-6.869780873677586,7.0791095642926605,624.9447954868567
6257,-12.948479774195036,0.11060153711372875,-105.67322368813181,0.21205001807469342,-75.26780486145297,0.22683221575702478,-95.88138877026272,0.22055638352194043,-0.2601906383917889,-0.5462059368032777,3.953902121628507,3.586403600878147,2.9053034553705253,3.3990192406108903,0.746787832473195,-2.869442129051787,5.569646857532568,493.17127134738183
6258,-59.271756056464866,0.2299082982004288,-42.25118859060043,0.1350235827114731,-31.3341419760284,0.14769465620044359,-37.083797336457124,0.1382832496377438,-278.4749359998672,-3.353859979588715,3.910001258323008,3.4752387826036304,2.9232582162147445,3.317345568201622,0.7764724532423944,-7.379475270772522,6.745591907469207,675.0857217837221
6259,-94.87505602997753,0.2899683114675045,-64.10930607766299,0.16566552354138409,-52.01560024193827,0.18911934417884446,-70.77216944626882,0.18983552646907573,-0.2010125063781849,-0.7407143337139779,3.950917659990861,3.0551164976114484,2.844928813395424,3.4744742794250008,0.7785699826951745,-5.8448786824067955,6.267346379040714,636.2778073311192
6260,-65.40464102466369,0.2413220138439931,-66.49131358345116,0.1686687181474052,-51.80915837516752,0.1887507712321234,-73.04178671584869,0.19281370473941495,-0.5544678713145226,-0.7220856565747307,3.892274376874029,3.3196068196349007,2.820075790002922,2.029714881185755,0.779918472496428,0.16993237403774109,0.8729075507659545,154.21875939641697
6261,-66.51359511729264,0.24332870324503225,-13.229539006949867,0.0774472531682193,-10.155703077205976,0.08675261705812845,-8.443494190900186,0.06885980886757605,-20.120689358009336,-18.63041806159778,NaN,NaN,NaN,5.647038643480142,0.7632688563217471,-10.266627432863036,8.12144060401002,710.4118999168655
6262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6263,-4.815805036099644,0.07141717116940519,-0.5711014480155996,0.025734321266637723,-1.19809834835084,0.03850859483985092,-2.0565317597940314,0.03917544249038177,-8.610802862167592,-2.0164118470571473,NaN,NaN,NaN,3.5991440806195887,0.7517440307830738,-6.683542911680606,7.281314862522668,605.0069328254981
6264,-39.88705223283512,0.18936103764986947,-59.65785344401054,0.15990208353289692,-47.66419336132199,0.1811919405554448,-63.24030501473874,0.1795987258690884,-0.23059750585432837,-0.7132800486786328,3.9441932415236542,3.1864292101471494,3.115064855267353,3.623494053416395,0.7696412771719634,-2.958368340441923,5.684893723137202,504.17958245260996
6265,-52.868746430166745,0.21735326023073395,-36.941608351709895,0.12646445370443576,-25.40322653728765,0.1334635316349888,-22.525370979313,0.10868452070799725,-0.27899388024325145,-1.3364014721151287,3.9565150393138144,3.263058956885956,2.8039195829686903,3.4457660097039255,0.7980248243067546,-13.4425457999232,7.3939467097729885,855.8875132588356
6266,-64.07283358971641,0.23888978712498676,-62.00272403731098,0.16296347151776014,-50.14948888002208,0.185761094349726,-66.97376299385655,0.18474390133757018,-0.5207030499193486,-0.7152868115129023,3.956483161005165,3.0998705117853738,2.8790392285597965,3.671856315288595,0.7496857433653378,-2.7684334455304236,5.774188332287704,483.5406904304143
6267,-57.69443974487448,0.2268799955448565,-2.1652313039697026,0.03652694326350179,-3.950518561673676,0.057790900053318765,-6.032485939828914,0.059422906525096464,-0.2652560020136605,-0.6240615982693414,3.9315819396745217,3.2319102280684864,2.872589386050163,3.79451391217632,0.7554417128944366,-1.9718965171087763,5.250579679840805,452.35601349290295
6268,-5.4251731033194455,0.07506545831689508,-177.92920961700628,0.27463205441236077,-130.70385717492405,0.2980803577990961,-179.79722494409978,0.30129736548583314,-0.5463162500376009,-0.7427212109986661,3.857484663848163,3.24746234546832,2.818255241182596,3.2346324905323875,0.7404111112136363,0.3163581292214569,2.0701173432644637,152.89250219398713
6269,-53.08632145658214,0.21779176111591692,-59.50051869251737,0.15969457132972487,-44.810159888845774,0.17579843944288012,-56.84865024233964,0.17043000991359533,-0.24963057697574187,-0.5809513412798257,3.9624289322084874,3.3370120328288126,3.8265026541766596,3.487666357735736,0.7844447938336474,-8.559468633774962,6.271607000507917,713.5044610696046
6270,-9.734310720682561,0.09702525781917606,-36.49425732717931,0.12571670268757698,-28.89067826973957,0.1420044639483349,-37.02884601279185,0.1381834487877204,-7.413944524486457,-0.550291005398692,3.9622895596209853,3.4184429279538957,2.7938116946846407,3.7399854523104246,0.765924352399312,-5.1720616662124925,6.6460557540925596,584.5571377912065
6271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6272,-45.26034606819245,0.20141980115788902,-7.068252429595942,0.05831769398413652,-6.365830725277129,0.07049283531038374,-6.736799465318265,0.06232755983258311,0.13317355821965227,-0.15247327416497014,3.947817232838442,3.194566459708873,2.832551465471224,3.505957846118259,0.7793960713346609,-16.515671394554545,9.395161829972857,879.2933400855921
