date,PLPSI_pd,PLPSI_md,PLFL,PLRF,RWU,PLSTOR,cap
2024-01-01,0.0,0.0,0.0,0.0,0.0,9.80717068,2.0
2024-01-02,-50.510585387734075,-54.3373718203579,0.007653572865247646,0.09180814922453184,0.0,9.891325256359284,2.0
2024-01-03,-54.3373718203579,-59.24315630562633,0.009811568970536859,0.0,0.0014432690876334633,9.881513687388747,2.0
2024-01-04,-59.24315630562633,-59.821202288119196,0.0011560919649857306,0.0,0.00037094960672665386,9.880357595423762,2.0
2024-01-05,-59.821202288119196,-61.16554605717224,0.0026886875381060917,0.0,0.0019309003770787187,9.877668907885656,2.0
2024-01-06,-61.16554605717224,-62.010563591811035,0.001690035069277591,0.0,4.466410861259653e-5,9.875978872816379,2.0
2024-01-07,-62.010563591811035,-62.891095720659465,0.0017610642576968642,0.0,0.000713159307715391,9.874217808558683,2.0
2024-01-08,-62.891095720659465,-70.57352055873608,0.015364849676153224,0.0,0.008026449299179141,9.85885295888253,2.0
2024-01-09,-70.57352055873608,-75.66245740005756,0.010177873682642969,0.0,0.0060257532058021115,9.848675085199886,2.0
2024-01-10,-75.66245740005756,-79.73311742873267,0.0081413200573502,0.0,0.010831021000335842,9.840533765142537,2.0
2024-01-11,-79.73311742873267,-83.02152541139255,0.006576815965319763,0.0,0.013711363421874784,9.833956949177217,2.0
2024-01-12,-83.02152541139255,-84.73411652281074,0.003425182222836375,0.0,0.004181041597536858,9.830531766954381,2.0
2024-01-13,-84.73411652281074,-86.01304626458918,0.0025578594835568695,0.0,0.0024206957670382385,9.827973907470824,2.0
2024-01-14,-86.01304626458918,-87.48178767907486,0.0029374828289713633,0.0,0.004468633419319328,9.825036424641853,2.0
2024-01-15,-87.48178767907486,-90.00297488453879,0.005042374410927866,0.0,0.017534152166740792,9.819994050230925,2.0
2024-01-16,-90.00297488453879,-90.75751695009858,0.0015090841311195848,0.0,0.0062976025671586874,9.818484966099804,2.0
2024-01-17,-87.45842525052609,-89.20021535082074,0.003483580200589309,0.0065981833991449685,0.015468738302367677,9.82159956929836,2.0
2024-01-18,-89.20021535082074,-90.03549212525351,0.0016705535488655303,0.0,0.0073268495847898865,9.819929015749494,2.0
2024-01-19,-54.144656573725776,-54.144656573725776,0.0,0.07178167110305547,0.0,9.89171068685255,2.0
2024-01-20,-54.144656573725776,-57.72015856012797,0.007151003972804393,0.0,0.0,9.884559682879745,2.0
2024-01-21,-57.72015856012797,-63.516069024163436,0.01159182092807093,0.0,0.0,9.872967861951674,2.0
2024-01-22,-63.516069024163436,-73.18931563811819,0.019346493227909503,0.0,0.007349280005926684,9.853621368723765,2.0
2024-01-23,-73.18931563811819,-75.89288196333858,0.005407132650440793,0.0,0.011350032804009796,9.848214236073325,2.0
2024-01-24,-75.89288196333858,-77.69212913335433,0.003598494340031497,0.0,0.017102415503265442,9.844615741733293,2.0
2024-01-25,-77.69212913335433,-82.13370890138769,0.008883159536066736,0.0,0.0494326510558208,9.835732582197226,2.0
2024-01-26,-81.02133375307598,-84.02686382853578,0.006011060150919597,0.0022247502966234165,0.03519668696285959,9.831946272342929,2.0
2024-01-27,-82.98294072166335,-84.09987404940141,0.0022338666554760924,0.0020878462137448595,0.012727930197415822,9.831800251901198,2.0
2024-01-28,-80.45371010468578,-81.66821276552653,0.0024290053216814928,0.00729232788943124,0.009597677006506985,9.836663574468947,2.0
2024-01-29,-81.66821276552653,-86.83289325925585,0.010329360987458638,0.0,0.03668700393260002,9.826334213481488,2.0
2024-01-30,-85.03783172633632,-90.70330382158679,0.011330944190500927,0.003590123065839075,0.06616932877821093,9.818593392356826,2.0
2024-01-31,-86.95827455941343,-92.05776312583282,0.010198977132838783,0.007490058524346727,0.05152741637759084,9.815884473748334,2.0
2024-02-01,-89.6559263542401,-93.8373951514474,0.008362937594414612,0.004803673543185455,0.04975788854247227,9.812325209697104,2.0
2024-02-02,-92.09570776785776,-94.7105817198553,0.005229747903995086,0.0034833747671792733,0.03258757043287207,9.810578836560289,2.0
2024-02-03,-94.18845445772173,-96.62369377509816,0.004870478634752851,0.0010442545242671365,0.034159946598187864,9.806752612449802,2.0
2024-02-04,-95.8263515531995,-98.64545409626886,0.005638205086138717,0.001594684443797323,0.040040029297928964,9.80270909180746,2.0
2024-02-05,-97.71893945915855,-100.85920586815625,0.00628053281799542,0.0018530292742206236,0.04958583521470885,9.798281588263684,2.0
2024-02-06,-99.95661402108796,-104.02472312083363,0.008136218199491332,0.001805183694136576,0.07137060549003114,9.79195055375833,2.0
2024-02-07,-100.03025414928037,-106.43221792234291,0.012803927546125093,0.007988937943106523,0.070098455701858,9.787135564155312,2.0
