ψ_kPa_100mm,ψ_kPa_200mm,ψ_kPa_400mm,ψ_kPa_600mm,ψ_kPa_800mm,ψ_kPa_1000mm,ψ_kPa_1200mm,date,ψ_kPa_eff,RWU,AET,ks
-30.153787519779936,-27.226805519499212,-24.69638146543069,-22.94619183958747,-21.404754414936182,-20.650159602729083,-19.382240998282157,2024-02-07,-26.98786588081147,0.07808739364496453,0.0829023832479831,2.4
-31.5788507071679,-28.648068773537247,-25.835589345451798,-24.03144867905637,-22.433314857794638,-21.648977548412272,-20.329454858911596,2024-02-08,-27.042609444038582,0.04646574640021495,0.04168518816042983,2.4
-33.53484899110919,-30.131610370808726,-26.989530282245685,-25.12432038275515,-23.468165935383286,-22.65460077789978,-21.286718352243682,2024-02-09,-29.340379223197292,0.08521858164000201,0.09484159604436275,2.4
-35.84522901283912,-31.69754985700546,-28.177683359863682,-26.246084438989435,-24.524366102554005,-23.67812574141579,-22.258100772852025,2024-02-10,-29.97973676853857,0.08814236092348851,0.09345058295937729,2.4
-41.972479042496786,-34.453257043086474,-29.627069893962197,-27.54528047126244,-25.699410704988395,-24.79605195145383,-23.293333856689888,2024-02-11,-33.19428782212843,0.16091399669416676,0.17136653397876495,2.4
-44.822491208352915,-36.78454974856912,-31.019043095210804,-28.831453389683972,-26.89106226029603,-25.941952809562743,-24.36615857625623,2024-02-12,-31.892032830434196,0.11291023756069171,0.10987895083813073,2.4
-46.44917906218832,-38.27450027829562,-32.282445446957794,-30.044249187807214,-28.04851130241108,-27.069499869302835,-25.440397226130866,2024-02-13,-32.628568227680624,0.08978635190980713,0.08437185846860355,2.4
-48.76184805129919,-39.853291824575095,-33.5074974821519,-31.222553760779583,-29.180966746817763,-28.177939015213987,-26.507123721757424,2024-02-14,-34.143795187694536,0.09163561598474436,0.102806158855097,2.4
-51.525583043941324,-41.715119905617996,-34.86893652720507,-32.503266992257046,-30.381451686608305,-29.34003452138907,-27.6102908938652,2024-02-15,-35.68677098992275,0.11722383592124638,0.12167046225697406,2.4
-55.44845156577343,-44.04294651097886,-36.38670667423795,-33.89874331380892,-31.66957571091265,-30.576399766065858,-28.7681374850676,2024-02-16,-37.92384134322408,0.14992817810485926,0.15356457120870048,2.4
