ψ_kPa_100mm,ψ_kPa_200mm,ψ_kPa_400mm,ψ_kPa_600mm,ψ_kPa_800mm,ψ_kPa_1000mm,ψ_kPa_1200mm,date,ψ_kPa_eff,RWU,AET,cap
-31.64132247968878,-26.602247462774553,-22.978341026328323,-21.109294437595253,-19.47645169744482,-18.681245361874815,-17.3582214521942,2024-10-27,-26.066676349335395,0.17984618862499696,0.18482440262030542,0.1
-35.43051605253127,-29.11571355079732,-24.516776754482844,-22.51789465041519,-20.769200451157854,-19.91783818118607,-18.506427125531495,2024-10-28,-25.357823754966574,0.16555139150568732,0.16178372820178855,0.1
-38.488727948771,-31.245021515587773,-25.984396864482967,-23.892100076496128,-22.052149312711602,-21.15498619035798,-19.667820020726396,2024-10-29,-26.20989741535098,0.15515832711229793,0.1558454742074899,0.1
-41.370831173128224,-33.1410851620268,-27.367883208103212,-25.20728364923941,-23.30126116903814,-22.369958054253832,-20.823872047117497,2024-10-30,-26.50926811968191,0.14183804629770264,0.14119667615960674,0.1
-44.21381024695311,-34.99614732487375,-28.696466985618052,-26.47913651446875,-24.51876568825111,-23.559974154118,-21.966897815178548,2024-10-31,-27.59315386115104,0.133372199709017,0.1329044004688574,0.1
-47.070271943171804,-36.80614596336773,-29.978475904393232,-27.711055012702865,-25.706383415866185,-24.725379331491595,-23.09450383137574,2024-11-01,-28.343770917356707,0.1227424208310924,0.12455283304354785,0.1
-49.68001728583393,-38.57516015764522,-31.217091215790443,-28.90438977920469,-26.86280381752368,-25.864091136234116,-24.203809544515174,2024-11-02,NaN,0.11248565559826318,0.11045208307175433,0.1
-51.81660816893479,-40.21519543717295,-32.46129898991794,-30.103168231547173,-28.019476574888287,-27.00034910061508,-25.307735409402657,2024-11-03,NaN,0.11045208307175436,0.09406772472037989,0.1
-53.57098764967673,-41.622704534866315,-33.63960332451148,-31.256454927338385,-29.146239523550506,-28.11334213693243,-26.396677679598668,2024-11-04,NaN,0.0940677247203805,0.08235396293342506,0.1
-55.35882822227055,-42.95590714052881,-34.77889961518489,-32.37381632525469,-30.244746844542078,-29.201973944550772,-27.467497993614522,2024-11-05,NaN,0.08235396293342491,0.08561562435943135,0.1
-56.93315286001592,-44.33203870058205,-35.93289224711548,-33.50119443142196,-31.344926035480416,-30.28888738524209,-28.533077983666878,2024-11-06,NaN,0.0856156243594306,0.07947918098466472,0.1
-58.40402495305217,-45.60375227034566,-37.0611688940989,-34.60636670308928,-32.43000691270516,-31.363434035643873,-29.589309818422446,2024-11-07,NaN,0.07947918098466467,0.07629155028385384,0.1
-58.94850707901811,-46.70853279233492,-38.16287416365078,-35.695866851919554,-33.50240078186756,-32.4266827548064,-30.636258803587697,2024-11-08,NaN,0.07629155028385348,0.05731847049011061,0.1
-59.106331331386876,-47.46172052262916,-39.15792017853176,-36.70655715637814,-34.520983762775145,-33.44705061341196,-31.654634937041866,2024-11-09,NaN,0.057318470490111295,0.04987734383820795,0.1
-59.596494920660014,-48.21138509333739,-40.10919896875752,-37.67574064354493,-35.502689092288534,-34.433601432907395,-32.64550041480319,2024-11-10,NaN,0.04987734383820807,0.060572935780544554,0.1
-59.50094764592361,-49.024959918309705,-41.104286795855835,-38.671252445787424,-36.49434036568058,-35.422905086738524,-33.630504965283116,2024-11-11,NaN,0.06057293578054512,0.041365570123982176,0.1
-55.74229020007825,-48.24502310435573,-41.86531110915319,-39.52688213313743,-37.404527607646436,-36.35234661104079,-34.57790090738035,2024-11-12,NaN,0.041365570123982565,0.0163054968169363,0.1
-3.9658016856570293,-10.513990349251069,-31.49405715361072,-34.84516929442848,-35.84680156906795,-35.85488860696779,-34.94885274497743,2024-11-13,NaN,0.016305496816936937,0.030813730541757782,0.1
-6.890599971039745,-12.890215871071533,-25.927065798387343,-28.310652593805624,-30.399487256805475,-31.34886145476504,-32.35527715544332,2024-11-14,NaN,0.03081373054175707,0.03913000696789228,0.1
-9.645062503661329,-15.518793664699352,-25.622328397141136,-26.84115318716805,-28.137234561519683,-28.812321510862677,-29.890372889676964,2024-11-15,NaN,0.039130006967893045,0.02436119263532372,0.1
-12.103934413133452,-17.79153658576366,-26.18504663253816,-26.76096650634455,-27.475406801611733,-27.874694170985276,-28.61088623856497,2024-11-16,NaN,0.024361192635323548,0.013437351564050721,0.1
-14.550590503623418,-19.88694550499086,-26.976240031022098,-27.127310467771846,-27.425565335013218,-27.612423243287388,-27.997133603874627,2024-11-17,NaN,0.013437351564050463,0.022292322564913147,0.1
-16.963450371380787,-21.911989813926574,-27.896839689435186,-27.718032650136607,-27.68112611311003,-27.692823871973328,-27.763365891188375,2024-11-18,NaN,0.022292322564913647,0.02318400143096036,0.1
-19.755705839146923,-23.999346588517835,-28.85671445592349,-28.401509377038195,-28.08894647659516,-27.95651809153237,-27.76358896671586,2024-11-19,NaN,0.023184001430960777,0.05666243368858814,0.1
-0.22859913840724513,-0.5754155653464708,-4.78196454496396,-9.443250603542443,-16.522698504977065,-20.445868682939732,-24.84133064934844,2024-11-20,NaN,0.056662433688588365,0.005745864277834638,0.1
-0.4104166424864959,-0.8348690188211212,-3.185170512971143,-3.591816597887032,-4.454316090955615,-5.079536969062119,-7.278189779016953,2024-11-21,-0.5855882442012822,0.00035521587774858495,0.0011717283463052771,0.1
-0.9288150358413986,-1.7958621039982499,-4.6025009423555945,-4.57150220640521,-4.624773264636051,-4.683541395320753,-4.9803491273331915,2024-11-22,NaN,0.0,0.0,0.1
-2.63398047298677,-4.070830189963413,-6.728270535462073,-6.2497785068539295,-5.884930051593246,-5.722477779150021,-5.501611744508211,2024-11-23,NaN,0.0,0.0,0.1
-4.264628702767335,-6.03553087511796,-8.60365873612659,-7.933867710416079,-7.370238138053933,-7.099641607373269,-6.648491595084734,2024-11-24,NaN,0.0,0.0,0.1
-4.947044867127447,-7.028526983813796,-9.959228819970114,-9.2685469094523,-8.641484787677859,-8.328245903873894,-7.774673649439847,2024-11-25,NaN,0.0,0.0,0.1
-0.5730626535041197,-1.4092444996113342,-5.668639092716619,-6.717722212070614,-7.4990861017815655,-7.798575119656485,-7.93757118508452,2024-11-26,-0.7715280583517917,0.018642910115226948,0.035208209071583854,0.1
-0.4463127485225015,-0.8998964830793684,-3.198633716776994,-3.380402230229,-3.670910069788686,-3.8578725485112533,-4.338672822549721,2024-11-27,NaN,0.023127675702747652,0.004975167780437125,0.1
-1.4591582048668008,-2.562743253379266,-5.286629274035775,-4.976301331477692,-4.707417402871947,-4.5786030254447825,-4.378070129377555,2024-11-28,NaN,0.0,0.0,0.1
-0.9204337203356366,-1.851286034853967,-4.969134498228135,-5.01904132646973,-5.02947440320424,-5.021939204358656,-4.951556353180143,2024-11-29,NaN,0.0,0.0,0.1
-3.400381743934699,-4.870085173013572,-7.186176536895341,-6.571122208623045,-6.091807964750753,-5.871956767165565,-5.532211140629963,2024-11-30,NaN,0.0,0.0,0.1
-5.251743062994629,-7.014814814852786,-9.209914194942774,-8.409641674529656,-7.735129882788276,-7.410795783018766,-6.869297339918749,2024-12-01,NaN,0.0,0.00010621540275267084,0.1
-6.972867397720423,-8.846039680032202,-10.879904445221507,-9.967264698516983,-9.177943666310853,-8.79267665324849,-8.134981875933825,2024-12-02,NaN,0.0,0.013225383086542246,0.1
-2.651233856136565,-5.030275986859726,-10.25134558743223,-10.14865054855986,-9.818991380096566,-9.59635640082302,-9.070524264279474,2024-12-03,NaN,0.018306766269731156,0.01997990012727396,0.1
-4.683663968274368,-6.974982341282601,-10.619673313541266,-10.199220427399695,-9.829565333497582,-9.64245104493222,-9.271589611224345,2024-12-04,NaN,0.019979900127273353,0.015962888518248498,0.1
-6.698208559136036,-8.997438566862673,-11.91767783738944,-11.218203191912526,-10.619287600594214,-10.32691153036553,-9.815682834610387,2024-12-05,NaN,0.015962888518249233,0.018448027112009532,0.1
-7.806690765232968,-10.241394205428854,-13.097155356260478,-12.293690075789854,-11.573433991233054,-11.215313141012395,-10.584311441970966,2024-12-06,NaN,0.018448027112009765,0.015743529900793005,0.1
-0.40570173216810673,-1.035194803938303,-5.394383730411392,-7.32382003324234,-9.03732679951124,-9.758520724849184,-10.278028477889546,2024-12-07,NaN,0.015743529900792197,0.009424759045250626,0.1
-1.9788862328958128,-3.3988779326265357,-6.6774766977636855,-6.571887495826309,-6.62817536538439,-6.7035052304268365,-6.995590996621724,2024-12-08,NaN,0.009424759045250752,0.003718249025484361,0.1
-4.210780252920634,-5.991332516994535,-8.6860182468689,-8.126386951446205,-7.7204619075262,-7.544323913429013,-7.307298343227234,2024-12-09,NaN,0.0,0.0056011139389574895,0.1
-5.809671589993134,-7.835080368569595,-10.413901934863713,-9.67095177672828,-9.045827303751748,-8.745848314996879,-8.24662670864736,2024-12-10,NaN,0.009319362964442137,0.01085704294027743,0.1
-7.488833846853911,-9.592294932500952,-11.896235310368153,-11.02072934923546,-10.259606055954785,-9.887202533130532,-9.24740231208041,2024-12-11,NaN,0.010857042940276784,0.00845154753704441,0.1
-8.993917353898985,-11.11896225131874,-13.213369198528243,-12.245331938871326,-11.389745907924864,-10.967453104279516,-10.234769771268928,2024-12-12,NaN,0.0029041758607010115,0.0060284021290326634,0.1
-10.42188644300765,-12.528540896950323,-14.424483364811689,-13.383419237300071,-12.454480554908729,-11.99404109166345,-11.192438813374698,2024-12-13,NaN,0.011575773805375889,0.006438868741545862,0.1
-12.091570067994892,-13.959748791793949,-15.555956125711496,-14.446874365374,-13.457940454496224,-12.967335328979479,-12.113039441074887,2024-12-14,-12.066319612484985,0.001964559569279601,0.023408445902766365,0.1
-13.46000585992316,-15.318105158424617,-16.68432629002988,-15.508531051077428,-14.453805370708833,-13.930378624301799,-13.021525322972733,2024-12-15,NaN,0.027882755075031795,0.012818595696170935,0.1
-14.79415678411999,-16.52425672808108,-17.71423171631563,-16.495243081823226,-15.398060006715362,-14.8524618519339,-13.903697241787206,2024-12-16,NaN,0.012818595696170831,0.01843913502842167,0.1
-15.89134598102123,-17.62943097010726,-18.704115600662412,-17.446175800824182,-16.310814383980095,-15.745425107074595,-14.762064380853914,2024-12-17,NaN,0.018439135028421205,0.010573175233262885,0.1
-17.158705456534012,-18.709337501453746,-19.62578034692264,-18.340807879598884,-17.178318244309274,-16.59898100247688,-15.590527484959239,2024-12-18,NaN,0.010573175233263399,0.017920206785535884,0.1
-18.478764398721783,-19.84452041382372,-20.552997811615786,-19.230039355217254,-18.033725357613147,-17.437926636366225,-16.40272362194449,2024-12-19,NaN,0.017920206785536408,0.03668805829010146,0.1
-0.413092226625608,-1.6047409359000477,-10.363726696874723,-13.872931949183883,-15.835465817963401,-16.408481095999235,-16.414811752595888,2024-12-20,NaN,0.03668805829010147,0.005946692829510563,0.1
-3.4724412154276503,-5.554372787898269,-9.828779797709318,-10.10523942102111,-10.737290916365307,-11.156714625175223,-12.106352158066175,2024-12-21,-3.603985516843,0.004365153993021222,0.023229519629593798,0.1
-3.802472141129368,-6.2780013541731705,-10.957017849946677,-10.938397626449197,-11.025983617575196,-11.101394378388209,-11.33012109145303,2024-12-22,NaN,0.02481105846608322,0.004386203979179609,0.1
-0.1954443963111839,-0.3530799637071772,-1.8673526249224146,-2.0695372340711407,-2.6179621513066254,-3.0482480126098124,-4.633326844589476,2024-12-23,NaN,0.0,0.0,0.1
-0.5826290163840906,-1.1497049105061798,-3.4829420995005878,-3.434970501049407,-3.3834872627389077,-3.356639127777244,-3.3171139254434294,2024-12-24,NaN,0.0,0.0,0.1
-2.9916628854560545,-4.296450363020641,-6.412982553084796,-5.762600935848649,-5.242016894673521,-4.99950837290864,-4.619965826115794,2024-12-25,NaN,0.0,0.0,0.1
-4.483992536229085,-6.1814464132354,-8.48550953098184,-7.726109593502373,-7.077226073704691,-6.7630060374445184,-6.234931687506841,2024-12-26,NaN,0.0,0.0,0.1
-5.680059509564527,-7.629942266694222,-10.062709113183333,-9.249242043092663,-8.531109284085435,-8.177154885976632,-7.564585244727298,2024-12-27,NaN,0.0,0.0,0.1
-6.682610911329259,-8.819704510600236,-11.357291589320745,-10.511458583604009,-9.749014841368949,-9.369132799685048,-8.70088526531614,2024-12-28,NaN,0.0,0.0,0.1
-7.539118969074905,-9.828129227184036,-12.462861406533179,-11.597644937946944,-10.806154378191241,-10.408873414742668,-9.70265678406834,2024-12-29,NaN,0.0,0.0,0.1
-8.27930333570404,-10.69957203003042,-13.430890260880002,-12.555028812485276,-11.7450434708178,-11.33624109962275,-10.604058066666623,2024-12-30,NaN,0.0,0.0,0.1
-9.765928507047885,-12.101072731640786,-14.453933723330541,-13.501062739200812,-12.638304090593591,-12.206747687178535,-11.44161201992662,2024-12-31,NaN,0.0,0.0,0.1
-11.098119886272823,-13.407053831332577,-15.500527979373993,-14.473928173041385,-13.547981075876875,-13.08605012460924,-12.273267020817164,2025-01-01,NaN,0.0,0.0,0.1
-6.299999999999995,-6.299999999999995,-6.299999999999998,-6.299999999999998,-6.299999999999998,-6.299999999999993,-6.299999999999993,2024-01-01,NaN,0.0,0.0,5.0
-7.454644338245131,-8.825689845984593,-10.010410947700754,-9.011035455067104,-8.227578569635032,-7.869215443303465,-7.331135892716202,2024-01-02,-7.512672998222966,0.09538218484210108,0.00765357286524765,5.0
-0.9271715257011488,-2.3521900551586383,-7.667535903113553,-8.310092687229396,-8.515802107499685,-8.5123963650476,-8.238597685578679,2024-01-03,-1.1691630370571433,0.008363784473389386,0.011254838058170331,5.0
-1.0344977678362046,-2.113627163357187,-5.712985567002893,-6.011416107395082,-6.340564065508726,-6.515891065262975,-6.796160650163851,2024-01-04,-1.2066291125335775,0.008800705377996805,0.0015270415717123845,5.0
-2.5937356339215203,-4.145793066422335,-7.189214588742266,-6.840830317811491,-6.595737813755236,-6.493191678696699,-6.366775350947975,2024-01-05,-2.8721020541381628,0.0067564675343243724,0.004619587915184813,5.0
-0.7857968096295416,-1.7269669481474264,-5.406856171827725,-5.8402358325344395,-6.175238658225909,-6.313810846083587,-6.41537195243104,2024-01-06,-0.9614960618656007,0.0013932160914325831,0.0017346991778901875,5.0
-3.1926222432780342,-4.71332266391542,-7.313502771694827,-6.809694041161082,-6.449160341898461,-6.293938219753911,-6.0846512771672385,2024-01-07,-3.3865336337462124,0.004566672053966156,0.0024742235654122567,5.0
-5.2416772661468185,-7.020575932962644,-9.32320785437159,-8.56685530020374,-7.942525570258861,-7.645680913346489,-7.157930192481384,2024-01-08,-5.391118609206629,0.018530778511739926,0.023391298975332347,5.0
-6.968930486715953,-8.889459522815809,-11.002247194826765,-10.109851276018276,-9.341996731988443,-8.968170924206788,-8.332022577969061,2024-01-09,-7.053909173968129,0.011585690420787921,0.016203626888445084,5.0
-8.639533199188639,-10.564551816169878,-12.457144682009735,-11.470217762592881,-10.60544125017124,-10.180645582213835,-9.449260965423695,2024-01-10,-8.71892981324979,0.013348193232085342,0.01897234105768604,5.0
-10.286785877142542,-12.134474772214531,-13.780049425885101,-12.713590567152346,-11.771377305332537,-11.306673205624282,-10.503500760689263,2024-01-11,-10.369959437212978,0.014059915747065149,0.02028817938719455,5.0
-11.54303660197472,-13.457060166096344,-14.986110646605882,-13.863629355416812,-12.861944361167353,-12.36583163673425,-11.50563632502181,2024-01-12,-11.464283139243783,0.0030940869015066144,0.0076062238203732195,5.0
-12.667542001673093,-14.610508714461556,-16.07360571618466,-14.915667466581503,-13.874110550854262,-13.356279354253218,-12.454867117735114,2024-01-13,-12.574662935369256,0.0007930379751499573,0.004978555250595105,5.0
-13.826429365732686,-15.7173688090008,-17.082807776052366,-15.89442243726899,-14.821351343969695,-14.286792886935531,-13.354291137538691,2024-01-14,-13.738975807695128,0.002513755885843538,0.007406116248290677,5.0
-14.997677161537238,-16.799935577339507,-18.04385074124886,-16.824335374590984,-15.722412083897579,-15.172974201201582,-14.21405866258834,2024-01-15,-15.05997648671184,0.015075991086801833,0.02257652657766864,5.0
-12.377390830378959,-15.300515245459314,-18.451924209921287,-17.451727239074064,-16.45809602871086,-15.942911776903102,-15.004983464389824,2024-01-16,-12.305905479133884,0.004734755082205542,0.007806686698278264,5.0
-14.26606160759506,-16.751654586489483,-19.048191539396246,-18.002352060145334,-17.02973241174146,-16.535887943648245,-15.643368117591615,2024-01-17,-14.263189821070931,0.014615133873262583,0.018952318502956984,5.0
-0.21306828077247283,-0.4250650785281634,-2.757446840371649,-4.3447806284686745,-7.376163730592799,-9.347375022490407,-12.465570971804356,2024-01-18,-0.3939639403736337,0.006705071820426648,0.008997403133655421,5.0
-0.2831828451004033,-0.5326619713162415,-2.2482063231210074,-2.2878832919391345,-2.382822490280614,-2.4547245019075525,-2.765362740141571,2024-01-19,NaN,0.05529976580163821,0.0,5.0
-3.155437298570404,-4.3603375902706105,-6.197235335238278,-5.48375879642829,-4.921811704072153,-4.662319721712116,-4.264706069742731,2024-01-20,-3.363552180266188,0.00710500412013363,0.007151003972804394,5.0
-5.03682811544736,-6.621319282496143,-8.547543308261165,-7.702397139322757,-6.995083884360118,-6.656203483535417,-6.0971254299147635,2024-01-21,-5.1460449521915725,0.0073800252991398805,0.011591820928070935,5.0
-6.92229411716977,-8.60142790836132,-10.389314513114293,-9.442032122293314,-8.630506999899739,-8.236466758865696,-7.570460882479956,2024-01-22,-7.060390587339775,0.018037659684754674,0.02669577323383617,5.0
-1.0619022912343548,-2.620180620184602,-8.043953324404868,-8.613911051646213,-8.75864975160665,-8.72688169103157,-8.404617850654192,2024-01-23,-1.3572155789439486,0.013241850293484696,0.016757165454450593,5.0
-3.0935278608141887,-4.891544871817573,-8.33656701393718,-8.082825962528405,-7.928172829336587,-7.86705600716777,-7.766230964507728,2024-01-24,-3.329185206094531,0.026418400576636053,0.020700909843296943,5.0
-5.34380693820425,-7.3193130448025485,-10.040741642511769,-9.397089153479007,-8.882720194477978,-8.642166596910693,-8.250690777522067,2024-01-25,-5.83792811132823,0.05032183001852759,0.05831581059188755,5.0
-7.335413164396433,-9.353114941257282,-11.649893860689307,-10.80618733798946,-10.08951186432818,-9.742933496981056,-9.156219817908159,2024-01-26,-7.605772617017399,0.03463015360622796,0.041207747113779176,5.0
-5.442191525653657,-8.10597915622131,-12.181230202082855,-11.604644239693876,-10.99165516877618,-10.66458785058459,-10.042611835274862,2024-01-27,-5.687273148509221,0.01227711629965634,0.014961796852891934,5.0
-7.350918136533156,-9.870719422536604,-12.982262780346954,-12.260877971565955,-11.606126880075026,-11.275825841208043,-10.670341922591454,2024-01-28,-7.373668356838723,0.012680488883303058,0.012026682328188472,5.0
-9.463465525253735,-11.702954818870868,-14.130704315658456,-13.241157319719772,-12.455624415020262,-12.066767131965632,-11.382042146558955,2024-01-29,-9.53349680447804,0.03747222295914843,0.04701636492005867,5.0
-11.934799934001507,-13.702124093583416,-15.386410988652042,-14.336008060726163,-13.41926939833129,-12.968691769992573,-12.18945037590904,2024-01-30,-12.3329552013397,0.06390100165873022,0.0775002729687118,5.0
-14.204723886978801,-15.57680192748351,-16.64874855851396,-15.467677085672612,-14.435261796261425,-13.928260109493914,-13.057966854030873,2024-01-31,-14.59106299290249,0.05099697812112948,0.06172639351042962,5.0
-16.426185969187127,-17.343702421779415,-17.871800783783474,-16.58692525459781,-15.458218619775181,-14.903756218761417,-13.95514457533943,2024-02-01,-16.822398689121826,0.048167531403462804,0.05812082613688685,5.0
-18.22799148700082,-18.882144749525747,-19.02720515745872,-17.664982676516793,-16.46301279001141,-15.87138152076817,-14.85930815429852,2024-02-02,-18.527624541767914,0.03153351843940248,0.03781731833686715,5.0
-19.87304849740205,-20.275671395812324,-20.124566096915817,-18.70120910941877,-17.44091136349223,-16.819613971240333,-15.756753678791373,2024-02-03,-20.11944268295932,0.03237440418380871,0.03903042523294074,5.0
-21.769103256020326,-21.695209485528505,-21.18511932160974,-19.707377723465754,-18.395736028826494,-17.74887015688782,-16.64344471331937,2024-02-04,-21.8391797615695,0.03532729688281224,0.045678234384067595,5.0
-24.05366928594957,-23.27261278235613,-22.266774773019776,-20.720412283756904,-19.35102835314861,-18.676583256203976,-17.527734575316575,2024-02-05,-23.564365494908944,0.04517391544750651,0.05586636803270417,5.0
-26.989172366070097,-25.129415110985065,-23.411634181342578,-21.775572881062452,-20.33356259430007,-19.62534786271508,-18.425852964069488,2024-02-06,-25.508763734778583,0.06664889221797723,0.07950682368952236,5.0
-29.915674224778357,-27.060666696277497,-24.617791057729185,-22.88103034397167,-21.35460539293124,-20.606952207064868,-19.34868853843374,2024-02-07,-26.897907461517192,0.07065653854517343,0.08289322437738376,5.0
-31.35037645471479,-28.458536066929977,-25.727093856544737,-23.937638372720002,-22.35949699688944,-21.58478177654181,-20.279770079011698,2024-02-08,-27.086368019654593,0.036261018252576244,0.04167872012845485,5.0
-33.31933546641967,-29.981888445414615,-26.89606051993062,-25.039124269929612,-23.3943678456813,-22.586758058179566,-21.229311256045328,2024-02-09,-29.231226824970598,0.08505711134635696,0.094827863603312,5.0
-35.643161495911386,-31.532743597448917,-28.059698706646483,-26.143455586830886,-24.436670380391476,-23.598180267094314,-22.190730358821945,2024-02-10,-29.847582219890516,0.08234114539472656,0.09344344015492898,5.0
-41.80596664202645,-34.29665217499231,-29.494160759312006,-27.426581586676136,-25.595472076459984,-24.700162939521746,-23.211487333796594,2024-02-11,-33.07844814808314,0.15639014561894368,0.17135473085984795,5.0
-44.635332336249384,-36.563899209860516,-30.883031773917367,-28.704954267094607,-26.777193124807503,-25.83452196183657,-24.27088921098957,2024-02-12,-31.705046438538126,0.1056664206885254,0.1098729619907207,5.0
-46.26882493076737,-38.088084732731325,-32.10830797447898,-29.885993683452085,-27.910083920828786,-26.94134817187312,-25.32941142632444,2024-02-13,-32.61572857543582,0.08043599294881458,0.08436470045541876,5.0
-48.57706538927444,-39.70180276963163,-33.37695771998486,-31.095862774351986,-29.0597317132417,-28.06030001032415,-26.397693799571808,2024-02-14,-34.018359799312584,0.09531911611460492,0.10280027961248224,5.0
-51.36272754639981,-41.547713278973156,-34.717431211369465,-32.3591793532511,-30.249133105242276,-29.21330423939204,-27.493047058793813,2024-02-15,-35.52016896016048,0.1128653561917651,0.12166344588579837,5.0
-55.32036235300891,-43.84018315991392,-36.1911462117692,-33.720994781549614,-31.511658717780843,-30.42802428939228,-28.63474152312026,2024-02-16,-38.02322469362203,0.14345513611041466,0.1535564239272801,5.0
-58.97008709378107,-46.077315677746874,-37.6803152651374,-35.11333296796738,-32.811894807562666,-31.6825373410156,-29.81577871913884,2024-02-17,-38.65983522515266,0.1410029403695257,0.1488351987894179,5.0
-62.35049699150402,-48.25695627611353,-39.16157854087505,-36.5050385579131,-34.119329995986185,-32.94900417631674,-31.01683222697548,2024-02-18,-40.20061102475478,0.13880015320009362,0.14661666717577262,5.0
-65.05845663202199,-50.16171891267712,-40.611492378404705,-37.88931498153454,-35.434045780629404,-34.22815356758365,-32.23625794137793,2024-02-19,-41.31972461628433,0.13325426072562097,0.1400766158848438,5.0
-32.06498096215837,-34.623031121810094,-39.83733841192897,-38.24105983852638,-36.31171998616721,-35.264125675416324,-33.37004587662481,2024-02-20,-37.42182759324456,0.12325737505952251,0.12801886132157542,5.0
-28.19506997431998,-32.747650717599754,-38.49170705124599,-37.44381164635265,-36.127550712792676,-35.38384253408754,-33.907187387288324,2024-02-21,-30.59347465205521,0.16797848689067704,0.11647577066986342,5.0
-35.04603109884703,-36.61499434551246,-38.494617472026796,-37.25733491239623,-36.02980878266021,-35.385043878272846,-34.16002237351001,2024-02-22,-35.83632605370137,0.15736585186099478,0.14788073785925784,5.0
-0.17022062407113273,-0.40285571556852245,-2.977777233291357,-5.90046214534919,-13.378155663614194,-18.76690394370067,-27.47667638533767,2024-02-23,-0.3234099101661064,0.014357079295773999,0.0165930740599789,5.0
-3.582349309059832,-5.135511851837956,-7.9148223682933025,-7.767524955521321,-8.212725858130407,-8.635784497701907,-10.398270070269938,2024-02-24,-4.908037636436138,0.32614897188693104,0.14834701408216086,5.0
-6.278238307341967,-8.19782129650205,-10.898880412208408,-10.42307144126108,-10.298257886770166,-10.330762419877018,-10.764979332815296,2024-02-25,-7.691710335631898,0.1370767943484159,0.15699367789643595,5.0
-9.172564364831485,-11.024072626729623,-13.221264173654243,-12.467104916424253,-11.964426695391124,-11.76461972747104,-11.574184004560658,2024-02-26,-10.4176576371952,0.13899119537888582,0.15779159355430755,5.0
-12.492182892476489,-13.793623635337516,-15.158585550376042,-14.151408847689373,-13.35615379493584,-12.990003185827742,-12.428988182912493,2024-02-27,-13.2449048556965,0.1464801638358467,0.16845579849180337,5.0
-12.890865687802595,-14.635271231951403,-16.50231102964587,-15.44575177981279,-14.520645869007534,-14.069018446055177,-13.308613430340982,2024-02-28,-13.872481639859261,0.0776467742623275,0.08814832925281489,5.0
-14.197223801129672,-15.882419141661545,-17.60304715536649,-16.48636895811363,-15.486960292958187,-14.991748531573142,-14.135656975283222,2024-02-29,-15.20451724909929,0.10754319765814316,0.11630382187850748,5.0
-18.988438581598356,-18.97811023839653,-19.05476805289747,-17.707647733639092,-16.53760873265802,-15.96661762874846,-14.999911863969812,2024-03-01,-18.931662408989197,0.23352406034390594,0.2517417982580653,5.0
-3.41900515497583,-7.1642171806212565,-16.145268617654963,-16.642248835957922,-16.490125343898875,-16.271074528648377,-15.593054882940223,2024-03-02,-4.542414208370603,0.010775227366203824,0.010959293822116491,5.0
-6.816225183555653,-10.018240296740823,-15.293794042518098,-15.24509800733882,-15.210824439192955,-15.179997918420415,-14.994531418871984,2024-03-03,-8.217384175877198,0.1958769376194699,0.16067437672305335,5.0
-10.6668801793629,-13.19598016414854,-16.548624102746103,-15.9437976622505,-15.478546514959431,-15.262807798208419,-14.893710834777991,2024-03-04,-11.973867181203396,0.17967676287265497,0.18167361619810884,5.0
-10.802889912382414,-13.671092915687517,-17.47022530761625,-16.780900987436365,-16.15390447690454,-15.841026788896375,-15.289005984215928,2024-03-05,-12.373180544501189,0.1049417855179131,0.11123578075348778,5.0
-11.933765552458132,-14.678375451094048,-18.190667495454083,-17.430054334552647,-16.72999845116258,-16.377085094024753,-15.741767610097698,2024-03-06,-13.18477251879133,0.10744594520365579,0.11098875324272278,5.0
-15.801049817285207,-17.47235681552784,-19.30751636025322,-18.290899892603807,-17.41646995731897,-16.98951220397963,-16.25248233760828,2024-03-07,-16.61272691248245,0.11238543996171813,0.11783135940368428,5.0
-21.05199587683676,-20.787420867241945,-20.850069992708754,-19.535002904409506,-18.41451210243835,-17.873195429062722,-16.968119354838965,2024-03-08,-20.960592069607777,0.19974241764824868,0.21981597425580543,5.0
-27.204126100669225,-24.277945512031128,-22.479654874078957,-20.905334910506205,-19.56388897140959,-18.917004409586912,-17.847073165474487,2024-03-09,-25.114031893608605,0.1795937984807353,0.1979710595242458,5.0
-34.973029819946866,-28.214335157429048,-24.278162614845865,-22.429962686371923,-20.85550259570896,-20.098162222486625,-18.85906313166073,2024-03-10,-28.707450229724977,0.19636003142277064,0.2202853321728957,5.0
-0.2571114484515422,-0.8301585086526627,-7.653836150672971,-13.008701202661648,-17.00129897331414,-18.333379825102536,-18.764156170618314,2024-03-11,-8.382690967726555,0.025047672354117118,0.025040672372477295,5.0
-3.9279500211873737,-5.8352658828874375,-9.515783307865942,-9.629078320292965,-10.22999411368137,-10.680485029560451,-11.928976631226087,2024-03-12,-5.362168597789066,0.3066550118868838,0.19949760424222465,5.0
-6.265753215513152,-8.460408655768004,-11.843589090537538,-11.457351991915633,-11.320647719149921,-11.314828464553031,-11.50739560036504,2024-03-13,-7.887468095730298,0.1673783726961437,0.1769223443912985,5.0
-6.715164571528062,-9.247664271861394,-13.223206243434491,-12.754374333170466,-12.380872323583022,-12.211993357407927,-11.974034908675426,2024-03-14,-9.050639781931437,0.23393963342757376,0.2502293027867832,5.0
