ψ_kPa_100mm,ψ_kPa_200mm,ψ_kPa_400mm,ψ_kPa_600mm,ψ_kPa_800mm,ψ_kPa_1000mm,ψ_kPa_1200mm,date,ψ_kPa_eff,RWU,cap
-33.75215187357762,-30.269424153519996,-27.05502821410385,-25.179664228552753,-23.515358544403277,-22.69831907014489,-21.326143864813,2024-02-09,-29.50973989229079,0.09485280678230262,0
-36.116643941698676,-31.854659989835874,-28.249292768450278,-26.306204365555974,-24.57661478781354,-23.72690063084355,-22.302075678785396,2024-02-10,-30.120393779003948,0.09345773039107141,0
-42.40832543832208,-34.69474472875163,-29.7151680855731,-27.6151862217993,-25.757582203503816,-24.849328721835718,-23.340585659435074,2024-02-11,-33.45020943743393,0.17138304032130774,0
-45.29092189161402,-36.967126756521616,-31.08901073456914,-28.887536313368688,-26.9390233687129,-25.986432421892452,-24.407063061214696,2024-02-12,-32.329088296746036,0.10989457998647605,0
-46.93046160406508,-38.517565451845,-32.32325123178372,-30.07360196943246,-28.076300925989937,-27.097715571405207,-25.471227223475836,2024-02-13,-33.034727862089746,0.0843926802434106,0
-49.27730705806076,-40.167328559391436,-33.61689085902198,-31.30335524310783,-29.24153442241109,-28.23025276434336,-26.550600665673525,2024-02-14,-34.52657656644579,0.1028218148467903,0
-52.146166235396294,-42.05802316234085,-34.980246431774866,-32.585934820062526,-30.447099320832148,-29.397958136650693,-27.65857508082526,2024-02-15,-36.24804698901366,0.12168956246075585,0
-56.27379272921474,-44.4167728971021,-36.4689642889662,-33.9616682482832,-31.7216865644542,-30.62410772867775,-28.811050112843578,2024-02-16,-39.105122029429,0.15359274179103305,0
-60.029758217631546,-46.75035065850551,-37.989007449301624,-35.3747856434503,-33.03740374183879,-31.891938901215394,-30.003274425404463,2024-02-17,-39.36134236794422,0.14887690245500146,0
-63.475991742068324,-49.00175289734581,-39.505864561695894,-36.792204405122504,-34.36455556991803,-33.17539674049667,-31.218032049187194,2024-02-18,-40.87825463712019,0.14667365800211815,0
-66.22923084013811,-50.953517005263286,-40.98511978516491,-38.19965294079633,-35.69862498750026,-34.47201864613529,-32.45231119502792,2024-02-19,-41.99808247930732,0.14013882803453703,0
-32.54267682015798,-35.0966519540064,-40.20624600620033,-38.560640712722645,-36.58883702806303,-35.5212258745296,-33.59921125573119,2024-02-20,-37.71046324426026,0.12805962522085956,0
-28.111789894965565,-32.670508353394865,-38.66980313486753,-37.654997470213075,-36.35101989605855,-35.6089764840229,-34.12678810429099,2024-02-21,-30.829037988468748,0.11651945304951807,0
-34.81412629190264,-36.5769964457189,-38.683851635109995,-37.45984734193467,-36.239780153310925,-35.59708428204004,-34.371756948823176,2024-02-22,-35.758735974864905,0.14788129086645307,0
