ψ_kPa_100mm,ψ_kPa_200mm,ψ_kPa_400mm,ψ_kPa_600mm,ψ_kPa_800mm,ψ_kPa_1000mm,ψ_kPa_1200mm,date,ψ_kPa_eff,RWU,cap
-0.17011067777198222,-0.40304213807996364,-2.9820940967677636,-5.918280921957606,-13.44207318074894,-18.86706048958544,-27.640447848001546,2024-02-23,-0.3255251647726442,0.0165915351215514,0
-3.504702774945539,-5.027905172365715,-7.815559565465627,-7.6834127928234235,-8.146188696242211,-8.578732802907545,-10.364744617995992,2024-02-24,-4.898987550361935,0.14834578920630545,0
-6.222901926057006,-8.136990367705748,-10.832778119458077,-10.357112200296726,-10.233258058436933,-10.266711370491352,-10.705711808737576,2024-02-25,-7.72251221471537,0.15699367789643598,0
-9.138943662063442,-10.989942775628599,-13.18035254458925,-12.422347834319261,-11.917430422721967,-11.716681532381955,-11.52577720288262,2024-02-26,-10.449703196670324,0.15779159355430752,0
-12.508626439886143,-13.800629042813375,-15.139187125667467,-14.12573197585524,-13.325118160677926,-12.956485312397351,-12.391939076280094,2024-02-27,-13.268442112112659,0.16845579849180314,0
-12.924155886498273,-14.654931799677737,-16.496042805100156,-15.432851038566543,-14.501429979206705,-14.046741000928202,-13.281535849812146,2024-02-28,-13.950751454485523,0.08814832925281485,0
-14.238138023889501,-15.915510501203922,-17.610584366627865,-16.486601712866815,-15.47953063929207,-14.980566088958865,-14.118562649032961,2024-02-29,-15.275711349842876,0.11630382187850748,0
-19.083738190227464,-19.056268202774906,-19.091920813326542,-17.73093499345093,-16.54888294931188,-15.972022218307393,-14.996343827766703,2024-03-01,-18.988611675705666,0.2517417982580653,0
-3.4313206488987253,-7.183838603137971,-16.171503510362268,-16.663486807896994,-16.50460356993545,-16.28179630025689,-15.597001384109502,2024-03-02,-5.029604909558359,0.01095929382211648,0
-6.7591228379662525,-9.957629353376559,-15.286593604269859,-15.249302640850667,-15.219514067685823,-15.189405411418825,-15.002035969181833,2024-03-03,-8.372581348019228,0.1606743767230534,0
-10.591445258725804,-13.148184197522328,-16.54269454235676,-15.942834717344201,-15.480143683576145,-15.265304942562505,-14.896737986915843,2024-03-04,-12.03415752871832,0.1816736161981088,0
-10.75108565858959,-13.640612171441227,-17.467265510589794,-16.780609838297547,-16.155071214943604,-15.842661215747755,-15.290918241140208,2024-03-05,-12.472893591837927,0.11123578075348776,0
-11.88314958795318,-14.652299311490193,-18.19174619672562,-17.43354885016597,-16.733636339040643,-16.38054484717529,-15.744493331712475,2024-03-06,-13.299597459575146,0.11098875324272281,0
-15.747712869659447,-17.454401012263588,-19.31673327086906,-18.300046949473963,-17.424298449754,-16.99645276001597,-16.257607143299794,2024-03-07,-16.645079955510425,0.11783135940368429,0
-21.075600958674645,-20.830459079234377,-20.885234278214906,-19.56321260592588,-18.435896311213988,-17.89125957983586,-16.981234840805623,2024-03-08,-20.966965893250727,0.2198159742558054,0
-27.33274874901116,-24.38063187958202,-22.539725712397395,-20.953492698250336,-19.601118127286867,-18.94893278252412,-17.870965617692335,2024-03-09,-25.17702096780779,0.19797105952424568,0
-35.28654482444526,-28.417550953173073,-24.3790945140215,-22.510198553124123,-20.91717894968907,-20.151008106903127,-18.89885342341872,2024-03-10,-28.978668979771545,0.22029860757041866,0
-0.25727747815698754,-0.8352002080390617,-7.707551964368225,-13.08691815072789,-17.074709029452784,-18.398621153155975,-18.81519199969158,2024-03-11,-8.35058642305419,0.02504485432824803,0
-3.867446887920219,-5.752656924997484,-9.451961072340001,-9.585170032291863,-10.207276915579728,-10.668976141140142,-11.937434315591927,2024-03-12,-5.367829576909746,0.19949760424222474,0
-6.21539855317333,-8.411770021027017,-11.804757367512787,-11.421132484583326,-11.289267614674873,-11.286391296809231,-11.486468960981306,2024-03-13,-7.929266563008204,0.17692234439129848,0
-6.6890088925333115,-9.226126010781954,-13.206573487155877,-12.73624577875042,-12.362551618068833,-12.193781597615516,-11.957227812650492,2024-03-14,-9.085701556139671,0.25022930278678324,0
-11.329956325869986,-12.944440498078114,-14.997997625930534,-14.10927754454654,-13.402326250508303,-13.073930822879147,-12.552020783540062,2024-03-15,-12.701268531163361,0.3751472520872242,0
-13.0536427894519,-14.581182486132645,-16.463901323734788,-15.426753075223505,-14.526102191262465,-14.088128834370917,-13.352008986416996,2024-03-16,-14.23113090784549,0.18636831599496118,0
-1.7411534011347551,-4.3721131689119845,-12.779998126106141,-13.838190923120711,-14.16617179884992,-14.165346242184812,-13.786261563167656,2024-03-17,-6.206260040757357,0.2537525819357058,0
-4.245566086221493,-6.8123766453873404,-11.769381750664843,-11.927913449874016,-12.175280952929619,-12.312641992512077,-12.485075665936849,2024-03-18,-4.664554874109376,0.07018941168198621,0
-0.2727178800559243,-0.5344735300798757,-2.591498011737896,-3.2192820900207186,-4.511410548115803,-5.416523358580544,-7.614424997218235,2024-03-19,-0.5626801432771493,0.055114263418337736,0
-3.974828946960607,-5.095690014823272,-6.836618705930541,-6.138032686913563,-5.672955822373902,-5.487939867189076,-5.336767533426043,2024-03-20,-5.112437441954041,0.3338344669096571,0
-7.924544191752177,-8.744233573643704,-9.747322209127143,-8.72609985047004,-7.917376915510993,-7.543387666799991,-6.965549078828357,2024-03-21,-8.599414002440767,0.42354681928657784,0
-4.71534182602068,-6.984866873133287,-10.672615912752736,-10.028115257114038,-9.351593436853294,-8.99553832277169,-8.340869667290319,2024-03-22,-6.713290606722575,0.10564652044420275,0
-8.849588326980253,-10.304075414324805,-12.147622124485432,-11.201738702956199,-10.390531480369171,-9.994904672580008,-9.311158699634733,2024-03-23,-10.046391857223608,0.354779639757021,0
-9.50626503665993,-11.220929240371328,-13.467469925071809,-12.482815960241078,-11.58620979860355,-11.139030332055048,-10.359104300929552,2024-03-24,-10.855391588811466,0.19993620713627208,0
-12.374870918721026,-13.545884487034094,-14.806157763231313,-13.672130420764878,-12.676949218145312,-12.187498704526277,-11.344581661604087,2024-03-25,-13.120825339358486,0.1467884778796405,0
-18.435339770055165,-17.246486455449748,-16.601610212372204,-15.18646041222719,-13.978305436454033,-13.39420015951608,-12.419066980864343,2024-03-26,-17.601026614485868,0.31359940912713113,0
-27.255883870577915,-21.786020013412575,-18.665475638120988,-16.933989120090708,-15.473533620363508,-14.773560888958833,-13.629582324555892,2024-03-27,-23.223689564269847,0.36896811006519226,0
-2.5614836780873302,-5.964915988991377,-15.122819407436252,-15.741401423597942,-15.555109237503677,-15.288028591558563,-14.48618314950055,2024-03-28,-11.800199485446068,0.0411168352764633,0
-2.7574605915951778,-5.329238332108084,-11.843469959883565,-12.568832756909043,-13.12368089176048,-13.349810585840814,-13.473212153775965,2024-03-29,-3.2526717775190366,0.07278860741230009,0
-6.548148175413885,-8.930737621930605,-12.85263613623679,-12.597946738674558,-12.512813704128613,-12.502041503388362,-12.512611074558304,2024-03-30,-8.372798730579222,0.2448703874052751,0
-0.400723349828158,-0.9757486985394139,-5.0054081253030835,-6.950814619817324,-9.051423461791337,-10.075722650444307,-11.240217136894126,2024-03-31,-1.4358420823633442,0.10506393758886032,0
-4.121488013123886,-5.540210431968385,-7.991594461440932,-7.5569356701201,-7.422729487306692,-7.431854874772336,-7.709919355519038,2024-04-01,-5.479359020592119,0.253902872822683,0
-3.8640977158361585,-5.872455858863542,-9.558476072806435,-9.15131087435432,-8.79884056625332,-8.631976470111082,-8.381655629012457,2024-04-02,-5.957883489628637,0.22265722994656972,0
-8.149989524269483,-9.551207092312156,-11.492168166879399,-10.641921106399616,-9.966782551759968,-9.652369196698505,-9.147955018890148,2024-04-03,-9.403557068455058,0.39050789844148964,0
-9.172384671727087,-10.934365547906552,-13.051861380081865,-12.095873192945596,-11.258328128949643,-10.848753328434702,-10.152911030701697,2024-04-04,-10.312245474300536,0.12983035276056615,0
-15.126146185687068,-14.809114881942616,-14.942008390017238,-13.671617774959616,-12.599681903966802,-12.084224206843512,-11.226712487492726,2024-04-05,-14.98035794144052,0.36962059301510486,0
-26.541936557659156,-20.413851813098567,-17.37381943394503,-15.675313741565153,-14.263793549484632,-13.592394957130548,-12.50712304728536,2024-04-06,-22.322699611612624,0.566595189126115,0
-47.04790970560732,-27.747502912392598,-20.185595823013458,-18.010017932423835,-16.207504585508072,-15.356099064219883,-14.006661306864032,2024-04-07,-33.230569232315666,0.6637394441831421,0
-64.48115785554945,-34.3205982516075,-22.97372914562537,-20.408582288943098,-18.261838225874286,-17.246984111992692,-15.648230970760496,2024-04-08,-31.54755581796008,0.48048969614504516,0
-83.32227060482988,-40.3165176860689,-25.78326983157445,-22.865590759101956,-20.400488922966993,-19.23146172444707,-17.395477267626614,2024-04-09,-29.465481095570354,0.45509790434401115,0
-7.94851456062085,-12.668117533654655,-22.568879610449205,-22.189651409744958,-21.01437340330242,-20.26200204462503,-18.72634293253449,2024-04-10,-21.088233296464182,0.11216496306128039,0
-10.595157200329274,-14.512991406013692,-20.778518171053108,-20.474399073227524,-19.955871299815023,-19.62129086926115,-18.794007999257897,2024-04-11,-12.936361368812607,0.24178866508735547,0
-20.154959534772733,-20.40195904657453,-22.150725717037602,-21.119100915184443,-20.217857043373016,-19.770996194967484,-18.96096210948654,2024-04-12,-20.944054435969527,0.4946066350292625,0
-38.854129346136595,-28.671698857468225,-24.81839228021694,-23.04272898280308,-21.577877979640082,-20.885937307961687,-19.77538562264338,2024-04-13,-32.87455974270603,0.6019505328127368,0
-76.03926571958985,-40.129120402149695,-28.48919155549891,-25.87406736531457,-23.727426162972126,-22.723697433706903,-21.173275204885,2024-04-14,-50.350188120891104,0.7528128003331545,0
-132.6147379634164,-54.88871321583516,-33.22976459233962,-29.610516974252885,-26.617944258417438,-25.224244834978833,-23.116888474058022,2024-04-15,-51.47975583638693,0.822052835692433,0
-144.40633674984616,-58.87541516410596,-36.20130987352296,-32.39086012853195,-29.11693677299558,-27.558604304963485,-25.137912463927684,2024-04-16,-38.65357765151866,0.41377084771900025,0
-129.07823437239148,-58.82672949875944,-38.34819160418973,-34.55815067209917,-31.214907958568475,-29.5999450256551,-27.038348644204913,2024-04-17,-37.360441167812205,0.29467977670038026,0
-70.77398062585225,-46.72642062771499,-38.7109470124363,-35.633379003602926,-32.658368547734185,-31.162820210720003,-28.67764661535533,2024-04-18,-36.89878916158074,0.17795993995249565,0
-60.56533326591827,-45.772090873153005,-39.42659788167535,-36.58952541083984,-33.8362899616995,-32.444084144526784,-30.08877331476717,2024-04-19,-40.044486946879374,0.2617051149178476,0
-24.298902582787395,-29.51153644830678,-37.277900300953796,-35.96960023180036,-34.13469619882833,-33.090799472090765,-31.10795761228598,2024-04-20,-34.27572936444926,0.09037714362633126,0
-33.67088465144055,-33.83787886734437,-36.422378275505764,-35.14845741359173,-33.76446518809017,-33.00763525988568,-31.518590536663076,2024-04-21,-34.599582349200666,0.24848705530390203,0
-31.14465991527237,-34.02867225702386,-36.5040865762111,-35.19454085100046,-33.862775004593395,-33.16302058486029,-31.85970355708337,2024-04-22,-32.59991012998883,0.0916517307149127,0
-41.160745449571074,-37.953683950391415,-37.145768857247425,-35.62796938187485,-34.241015654137385,-33.542545431947005,-32.30165461377447,2024-04-23,-40.71599407819871,0.13711233532304468,0
-58.51881696863882,-45.128478252032714,-39.26233995421894,-37.16374835748281,-35.36389849074256,-34.49578937143062,-33.07108527494917,2024-04-24,-48.60572568769032,0.27382567837109967,0
-73.672021047578,-52.475113776538734,-42.03182092548185,-39.353510390951875,-37.06448777391399,-35.971006555379745,-34.23431789989731,2024-04-25,-46.08420079520836,0.25350589004367663,0
-104.63259722336745,-63.513921989333184,-46.205241600228305,-42.647205400218354,-39.603087729559974,-38.159793810514756,-35.92752531570068,2024-04-26,-56.9555629518845,0.48063668153971106,0
-135.1664633983727,-74.50300948197162,-50.741382035807696,-46.3783530906895,-42.600556414765705,-40.8043549996799,-38.04054114796472,2024-04-27,-55.64132257441041,0.47674833252045873,0
-165.45912464878853,-86.99890072194748,-56.27244553059865,-50.90959676906541,-46.2240084508964,-43.99769936883638,-40.60475115333111,2024-04-28,-61.57660276935556,0.5803448144226935,0
-175.6015821863266,-88.82978047875888,-59.032895601513324,-53.83109957619801,-49.0866262817965,-46.77153588111359,-43.111530216214774,2024-04-29,-56.36207688618134,0.3200473144100703,0
-217.85722483497807,-106.4781309565953,-66.36206769301045,-59.49267637504084,-53.42084997558415,-50.53307232079972,-46.15475453889229,2024-04-30,-72.35281048785782,0.694418778074458,0
-252.16608494151947,-119.41712964400777,-74.4084450881654,-66.2223278175857,-58.831692067487516,-55.2987134790314,-49.97871435202856,2024-05-01,-75.90542915738679,0.7395143443182637,0
-276.31143743877743,-128.12830913300445,-81.03550689669726,-72.1536610802897,-63.981458187530656,-60.03317072097425,-54.012860560925006,2024-05-02,-77.72747584366546,0.6280054404823716,0
-122.83876455384056,-87.53616383476141,-79.93150064250125,-73.65244106973726,-66.72975494814122,-63.14887495339525,-57.29169482746559,2024-05-03,-74.40267937195105,0.3445466948781373,0
-90.71237204650079,-79.59966811180689,-77.23215652069986,-72.720627527186,-67.4211040290127,-64.5639059907347,-59.52576945932481,2024-05-04,-74.43947073561542,0.2748447979600448,0
-154.7902000673536,-105.06311464282493,-81.52729934508893,-75.56643850310144,-69.72376835571517,-66.77072534805342,-61.84176410485488,2024-05-05,-111.47454397991334,0.7256434983659472,0
-188.181114673687,-122.01815704322885,-89.51611256524708,-81.71956008096743,-74.37403780012244,-70.77877957561736,-65.13915141987798,2024-05-06,-93.86685309230619,0.6258800385761198,0
-1.5738591349913111,-8.551976870838526,-50.54188975973687,-64.41055465450323,-69.13411653963928,-69.42069308809957,-66.5099181399794,2024-05-07,-58.01384024187231,0.09631733049794955,0
-0.24343783956446882,-0.5269667732862995,-3.5482345650309832,-6.735019143832554,-16.003381736273674,-23.255898099198706,-40.76694334057486,2024-05-08,-0.38995801178183537,0.03211397865176675,0
-4.867395072179814,-6.354548713451862,-9.238444701029138,-9.316916543281895,-10.378215890779513,-11.263085891777074,-14.795518271461127,2024-05-09,-6.798928818394771,0.7987287079401847,0
-12.345340343355195,-12.696971465803104,-14.13342030721509,-13.580253524492226,-13.70595761425097,-13.968225565394107,-15.282575824169593,2024-05-10,-13.2749433562465,1.0152277211304042,0
-27.566928862113514,-21.432526568563535,-18.98727803905208,-17.695795946670753,-16.99740566549345,-16.78811768465124,-16.89206276808953,2024-05-11,-23.874003175185415,1.0878160260438234,0
-59.65771639026279,-33.38106470549213,-24.008634701504324,-21.822669354760563,-20.236980581962158,-19.560891946176206,-18.72083255495615,2024-05-12,-42.51000728937294,1.12744413020802,0
-30.763628343617828,-26.12672191885243,-26.617341249507394,-24.68803811223567,-22.86011732573607,-21.96623076161289,-20.568851507724382,2024-05-13,-27.12187940743525,0.8024953933196418,0
-26.408378295568117,-25.30790101606277,-27.391925064555814,-25.8020637489939,-24.17380009971409,-23.335024778680435,-21.883517534083392,2024-05-14,-26.51847145939051,0.6356436261981379,0
-53.775421275711714,-37.098209163412065,-30.15508371619279,-27.783297797270716,-25.72261334740873,-24.726938683401062,-23.104267527320932,2024-05-15,-43.176511010221496,0.8745573461168936,0
-75.75165501455695,-45.992038706284674,-33.5394318829439,-30.5072794397917,-27.894047954297548,-26.64549863627347,-24.67760502650496,2024-05-16,-47.531000894029276,0.6780931125091145,0
-2.6275733856385046,-7.54912375511894,-24.42188307856356,-26.892039882064875,-27.219003802585465,-26.934421154776857,-25.668684402137938,2024-05-17,-21.063227342839447,0.1853795631752826,0
-9.539865651079806,-13.84460450996988,-22.27185033898982,-23.028891290190007,-23.7062582453852,-23.997696431415754,-24.119301711139727,2024-05-18,-14.451850556098677,1.1069736618299326,0
-20.531562426792775,-21.963374592412777,-25.204170667224332,-24.506732217932548,-24.04125610350871,-23.84860531252355,-23.557882394340613,2024-05-19,-22.463658786488452,0.9410687425500488,0
-46.19983013811359,-34.28279628821752,-29.545918819736855,-27.615785271591584,-26.111975655383958,-25.4346410064981,-24.452151063886483,2024-05-20,-39.162451708259276,1.0922739074285652,0
-79.23330488777084,-46.8660227205552,-33.87784444073831,-31.02629449442495,-28.70398598345227,-27.63027876886684,-26.023886696054095,2024-05-21,-52.89341864188018,0.7856528548489766,0
-20.534540334353107,-24.59697221820597,-34.14019312105825,-32.77518247124243,-30.811772429454418,-29.72459213992073,-27.81861819212924,2024-05-22,-28.736866697971564,0.6976713496950075,0
-41.232997443744146,-35.99807427400758,-35.44157874112505,-33.51713506415197,-31.621204383869323,-30.645775557503747,-28.91433578371384,2024-05-23,-38.97403250129123,0.9814661147879481,0
-10.634328538494502,-17.22920848943496,-31.795767754692633,-32.23927195424565,-31.576063522640528,-31.014096124903023,-29.645826830115197,2024-05-24,-20.92048511715516,0.3936684026406165,0
-19.634344114951812,-24.13573733988145,-31.282365942345567,-30.984958232803688,-30.520177671028605,-30.22003909170037,-29.4418938824143,2024-05-25,-23.547924294319625,0.7108393544125124,0
-40.54458510468396,-35.513873587890174,-34.7683274901294,-33.12585659718155,-31.714099879509444,-31.036101573266876,-29.916270117402245,2024-05-26,-38.34473824621328,1.0296345801854372,0
-80.61798793372611,-51.70700109476432,-39.666156037605155,-36.70549892665976,-34.24304289053293,-33.093136000023065,-31.34255096588855,2024-05-27,-60.65353368226569,0.9901134203510192,0
-5.565792567342417,-12.532376743154039,-32.75237946428239,-34.76737920579499,-34.62574291931695,-34.13421212141826,-32.65970510527859,2024-05-28,-25.983483546956037,0.40873328509633866,0
-16.957966575607614,-22.136218617443753,-31.72261549417712,-32.150965944240006,-32.352400803526685,-32.364747930467544,-31.967532661481574,2024-05-29,-22.48424846156376,1.2331346755204242,0
-24.383624987682786,-27.54535909356928,-33.29487470982988,-32.7879322872932,-32.309167680526734,-32.06206447924316,-31.55799203806569,2024-05-30,-27.611719024431316,0.6134434915533248,0
-3.977997030504008,-9.520399496550572,-26.897613264959602,-29.822683353922677,-31.17972541487031,-31.529473428263422,-31.44295974978621,2024-05-31,-13.33621326814151,0.5826496396258096,0
-6.4590152791868585,-11.625603639754136,-22.931416825305206,-24.907663839413992,-26.78457029181269,-27.69340004199547,-28.896009702399624,2024-06-01,-7.226982070104339,0.20194956401633923,0
-16.99428626086413,-20.178281616666045,-26.057098483535903,-26.11873946521344,-26.510840243624305,-26.789773777638597,-27.40797886854035,2024-06-02,-20.72050201800646,1.121170674631344,0
-9.257504450061225,-14.63909780976979,-25.526766069599365,-26.26963791897471,-26.719264766652497,-26.900137788903653,-27.144207145305785,2024-06-03,-15.268351011759783,0.36359576040712566,0
-21.451715076416843,-23.62816860190348,-27.97010819623579,-27.472919363023077,-27.206073198107077,-27.117893499982937,-27.03668795492168,2024-06-04,-24.08965750058714,1.007079306563066,0
-55.81447116452281,-39.537399829477835,-33.59855099723906,-31.452774337145645,-29.816300879237048,-29.096407247251932,-28.116331353873505,2024-06-05,-46.65020405001541,1.4032374144712993,0
-146.13359873590926,-64.83506002500474,-41.1585414443051,-37.12833741283781,-33.9024181441286,-32.44322737004427,-30.373455535578408,2024-06-06,-90.4425621960648,1.444372297070996,0
-74.9339791477301,-53.24660327438449,-45.92670975146742,-41.80882473213771,-37.90587463504487,-36.01384915211171,-33.13167537139346,2024-06-07,-46.370125553677504,0.8629445141769254,0
-87.63039348011137,-60.07746202865699,-49.237977366069565,-44.97780387412562,-40.88942959828782,-38.86912986577902,-35.65634144532984,2024-06-08,-62.19568348008394,0.9851103904724058,0
-83.5962665809147,-62.0059726459203,-51.212609764796525,-47.10947598236793,-43.10149829459297,-41.09348486840254,-37.81545026044662,2024-06-09,-53.972012474894726,0.5354419244902774,0
-39.52324662704265,-41.75171763406553,-50.519298905346716,-48.02144175690394,-44.73544540494533,-42.93609741209837,-39.77064923300414,2024-06-10,-44.95744606192803,0.6105373777973011,0
-43.93411523992561,-43.38605855724436,-49.944724240464666,-47.93826638010544,-45.32888212273902,-43.87066527006409,-41.14491059263179,2024-06-11,-46.181104894872746,0.8728482501348487,0
-52.256321453596335,-50.949289326679896,-49.04938144434863,-47.02402380721413,-44.92809400409191,-43.80950562670149,-41.69511917789587,2024-06-12,-51.10174645539181,0.1815796731426368,0
-108.7711850429733,-70.97604253902428,-55.12132150692278,-51.16208077952402,-47.65690124991786,-45.97102767291457,-43.30255058011904,2024-06-13,-84.33171816120161,1.0587916106226312,0
-234.19352845933946,-113.50431476462207,-67.54907181564928,-60.09584078056989,-53.82052176705035,-50.92929769877019,-46.755281411397696,2024-06-14,-115.87872535988082,1.3965387899225268,0
-116.65398789328499,-79.11726020319445,-69.010925667868,-63.3728392455386,-57.57857737681557,-54.66731194681166,-50.06451327389041,2024-06-15,-65.08507856430006,0.41451266274228077,0
-3.3944296607959314,-11.705829175604633,-47.308825935744466,-54.51085768757852,-55.6851121293485,-55.01471223079994,-51.965182986813794,2024-06-16,-37.42311853297647,0.44364240605498717,0
-12.061962401989302,-20.629179264083827,-39.73905692970953,-43.48080754727536,-46.55711794928753,-47.849512463432134,-48.648556913186084,2024-06-17,-20.43798886576807,1.199735211889919,0
-33.840554101631135,-37.19564789988287,-45.24943959670264,-45.38177289422601,-45.79395138286515,-46.05820441248234,-46.438790621286515,2024-06-18,-38.41777814772472,1.3917324918988472,0
-100.11287651751978,-64.81690502332354,-54.076343447481804,-51.31433193815028,-49.300399971836825,-48.45133771374756,-47.39156157994516,2024-06-19,-82.83252761664912,1.4136875758898924,0
-197.20945361466838,-102.1294824627965,-67.55885134341106,-61.266715013856306,-56.173961626603635,-53.89566938945335,-50.81634309031748,2024-06-20,-108.54142135642708,1.4060311724700556,0
-67.67971549522218,-60.47525173467689,-66.39349752500073,-63.139311803844805,-59.20838214059697,-57.13059223689561,-53.70558231459581,2024-06-21,-63.0182101831898,0.2516382654656827,0
-1.0590413096266857,-6.007398266875251,-36.43004137752906,-47.719829633031424,-53.1504704113934,-54.45236802681452,-53.83205974359746,2024-06-22,-20.14203149711177,0.07582661685996553,0
-1.2343517330319336,-3.6091776130519375,-15.625583856882521,-22.45514507263442,-30.95873308467982,-35.652778450034795,-42.799782140612685,2024-06-23,-3.6121702796017816,0.4630364606437586,0
-5.911510405948781,-9.522429724782413,-17.613451661849485,-19.680240790676976,-23.08040340180966,-25.248104274795892,-30.440695751246942,2024-06-24,-10.105120616404921,0.7963914147870516,0
-17.70967043469415,-19.418894555724247,-23.679318564891776,-23.857637157176704,-24.93863505283329,-25.75982343854717,-28.16236299427658,2024-06-25,-20.575183665114032,1.4471087122345194,0
-42.54284074190443,-33.26581992544721,-30.218953576037087,-28.9634051154195,-28.52041168300913,-28.50758650800139,-29.154096140527194,2024-06-26,-37.629419240090925,1.2634402480192783,0
-69.72801306201269,-46.12901638252267,-36.06720596632322,-33.763279959510236,-32.19123623114829,-31.565780338825668,-30.970641951139886,2024-06-27,-51.60168224385491,0.8473708949076573,0
-201.6940952628946,-79.18804151480919,-46.46155580635417,-41.58383169300694,-37.809602345613015,-36.15384692930916,-33.97513739629161,2024-06-28,-117.04147852127718,1.722129561497572,0
-378.4579585893916,-137.47940616313016,-62.500514653984624,-53.35972641515433,-46.110734956132596,-42.90171083230492,-38.590361246768346,2024-06-29,-87.40120183939688,1.717955093416991,0
-318.7325822779191,-115.48867239622257,-67.55626965618025,-59.27104078928278,-51.7870869568382,-48.22538830894291,-42.97536690693963,2024-06-30,-62.92621860606183,0.6760349905744344,0
-349.4756276902176,-125.965839654261,-74.37238936883804,-65.18598987037325,-56.89766079645128,-52.94492520924996,-47.04458212585593,2024-07-01,-71.51220248862907,0.7312416913001039,0
-152.9737324384362,-98.16833868992518,-81.63978491630964,-72.21133649798809,-62.90818509330512,-58.373342580286725,-51.570339058481814,2024-07-02,-78.76541051389717,0.9573521201833083,0
-270.38056799283066,-158.11955866236258,-92.96477285196751,-80.74076571135839,-69.65272413443519,-64.37720078820183,-56.57743911077098,2024-07-03,-116.0089523658744,1.2424643764080776,0
-246.38628432960297,-140.72695145327282,-98.34980168277407,-86.70406915307593,-75.38950144039846,-69.85724077646971,-61.48361405470706,2024-07-04,-90.74778910653137,0.6584567612204604,0
-425.46332850616005,-239.5310371116757,-125.65937467015063,-105.19955110857269,-87.71140594223792,-79.73636885759315,-68.69427493549983,2024-07-05,-149.9760224889536,1.5895984665902558,0
-617.799965014558,-298.51337083367207,-171.3903640345533,-136.8117278817594,-108.24637982509314,-95.7029082888739,-79.55393724028994,2024-07-06,-158.56997458964287,1.6733480564723058,0
-2.347421574604523,-13.592300460355899,-92.09186698277034,-112.67828519727702,-108.83165099832182,-102.19959890042767,-87.73811454981366,2024-07-07,-97.67156768563018,0.6058724556874411,0
-7.901003100602047,-19.43820682879423,-56.72832285216409,-69.00456647628442,-78.24283558151188,-81.594669539225,-81.33146167462088,2024-07-08,-14.005992540961877,1.1124722297285095,0
-27.151749467381812,-38.1130750433476,-60.83229508444646,-64.83963779478141,-68.81878908270716,-70.758762044682,-72.84651234770672,2024-07-09,-37.770143524079664,1.483901102594001,0
-100.71722235516174,-77.38408908391769,-74.51611166145699,-72.69137795948122,-71.78879501332574,-71.55286253630557,-71.48853556920017,2024-07-10,-93.4903553580526,1.7566033023338377,0
-128.72595568291305,-97.32243941426121,-88.0971604695392,-83.18048541842899,-78.91438641686929,-76.98123511853764,-74.42778779327047,2024-07-11,-102.83421447257047,1.160668065223716,0
-288.3051997526058,-162.75556198537342,-108.51674293439609,-98.15558702824907,-89.43919589713228,-85.47745919103598,-80.04135458134286,2024-07-12,-171.56529340691128,1.427459609253959,0
-0.264792762043893,-3.9459733432849897,-48.171657922845746,-72.34908988293995,-82.92021097066464,-84.85230472779163,-82.64547798356512,2024-07-13,-62.03473912544288,0.17701943264580824,0
-6.222521305954079,-12.335113576025394,-30.519431496496804,-38.39798999856981,-49.200422452133324,-55.4736883616686,-65.81109140822115,2024-07-14,-12.260872201294802,1.2226982400503656,0
-18.242632785629027,-24.759339398684645,-37.9327845551956,-40.99109331660354,-45.65990272852501,-48.54017250507807,-54.9585036977917,2024-07-15,-25.72421689021159,1.2646376707236895,0
-0.4329598788131085,-2.434520894463396,-20.445975736295484,-31.529990994219943,-40.85927129488755,-45.07660746816636,-51.244911756929774,2024-07-16,-9.667886780536591,1.0740609782054291,0
-4.051911708583589,-7.489932041872808,-17.361204711787856,-20.770777122992374,-26.10065713384769,-29.467373893105822,-37.324778782454565,2024-07-17,-9.871311644287449,1.302181916326335,0
-13.057042419303418,-16.472319488909434,-23.165555311260565,-24.228766938141117,-26.479770666594963,-28.007488498733423,-32.14185407158289,2024-07-18,-17.653145721215587,1.374931029721177,0
-35.64427029893843,-30.744979170325923,-30.604468829925473,-29.941536378673366,-30.274185570906962,-30.725859922806148,-32.493436692986684,2024-07-19,-34.022067511896566,1.461438792124007,0
-94.46927785224509,-53.531374975482755,-39.536316768642656,-36.949450503564464,-35.40504169951806,-34.88212589738505,-34.75191484163156,2024-07-20,-69.71728497593776,1.5072157968322766,0
-262.8983122685804,-97.76263553386576,-53.0530592369935,-47.17151250416677,-42.76377744228675,-40.8859715093043,-38.60139644506841,2024-07-21,-128.1235786005996,1.811161568556268,0
-24.492763751784867,-31.631037437773884,-50.8029442864326,-49.390504709602865,-46.45438988852961,-44.75965682089269,-41.887019270327144,2024-07-22,-47.32661595259811,0.47773090105773314,0
-71.36555706688551,-56.79635644796013,-53.26251708450369,-50.47582352404505,-47.6695746749431,-46.2151310482307,-43.644618548523134,2024-07-23,-65.20964943063629,1.358409010006345,0
-180.2063739894392,-93.7666995297256,-62.84778798565904,-57.06901604419499,-52.08632215180569,-49.74228851547494,-46.20285480189926,2024-07-24,-117.70137989027388,1.404423129580618,0
