 

stn;time;rka150d0
VSSIE;20160803;0.0
VSSIE;20160804;8.2
VSSIE;20160805;1.3
VSSIE;20160806;0.0
VSSIE;20160807;0.0
VSSIE;20160808;0.0
VSSIE;20160809;9.3
VSSIE;20160810;0.2
VSSIE;20160811;0.0
VSSIE;20160812;0.0
VSSIE;20160813;0.0
VSSIE;20160814;0.0
VSSIE;20160815;0.0
VSSIE;20160816;0.6
VSSIE;20160817;0.2
VSSIE;20160818;0.4
VSSIE;20160819;0.4
VSSIE;20160820;1.0
VSSIE;20160821;0.0
VSSIE;20160822;0.0
VSSIE;20160823;0.0
VSSIE;20160824;0.0
VSSIE;20160825;0.0
VSSIE;20160826;0.0
VSSIE;20160827;4.8
VSSIE;20160828;0.0
VSSIE;20160829;0.0
VSSIE;20160830;0.0
VSSIE;20160831;0.0
VSSIE;20160901;0.0
VSSIE;20160902;0.0
VSSIE;20160903;0.0
VSSIE;20160904;8.3
VSSIE;20160905;6.2
VSSIE;20160906;0.0
VSSIE;20160907;0.0
VSSIE;20160908;0.0
VSSIE;20160909;0.0
VSSIE;20160910;0.0
VSSIE;20160911;0.0
VSSIE;20160912;0.0
VSSIE;20160913;0.0
VSSIE;20160914;0.0
VSSIE;20160915;0.5
VSSIE;20160916;2.7
VSSIE;20160917;0.5
VSSIE;20160918;0.7
VSSIE;20160919;1.0
VSSIE;20160920;0.0
VSSIE;20160921;2.8
VSSIE;20160922;0.0
VSSIE;20160923;0.0
VSSIE;20160924;0.0
VSSIE;20160925;0.0
VSSIE;20160926;0.0
VSSIE;20160927;6.5
VSSIE;20160928;0.0
VSSIE;20160929;0.0
VSSIE;20160930;0.0
VSSIE;20161001;0.3
VSSIE;20161002;0.3
VSSIE;20161003;0.0
VSSIE;20161004;0.0
VSSIE;20161005;0.0
VSSIE;20161006;0.0
VSSIE;20161007;0.0
VSSIE;20161008;0.0
VSSIE;20161009;0.0
VSSIE;20161010;0.0
VSSIE;20161011;0.0
VSSIE;20161012;0.0
VSSIE;20161013;0.0
VSSIE;20161014;9.5
VSSIE;20161015;0.1
VSSIE;20161016;0.0
VSSIE;20161017;1.3
VSSIE;20161018;0.7
VSSIE;20161019;0.0
VSSIE;20161020;0.0
VSSIE;20161021;0.0
VSSIE;20161022;0.0
VSSIE;20161023;0.0
VSSIE;20161024;0.0
VSSIE;20161025;10.7
VSSIE;20161026;10.3
VSSIE;20161027;0.0
VSSIE;20161028;0.0
VSSIE;20161029;0.0
VSSIE;20161030;0.0
VSSIE;20161031;0.0
VSSIE;20161101;0.0
VSSIE;20161102;0.0
VSSIE;20161103;0.0
VSSIE;20161104;0.0
VSSIE;20161105;10.6
VSSIE;20161106;4.5
VSSIE;20161107;0.0
VSSIE;20161108;0.0
VSSIE;20161109;3.7
VSSIE;20161110;15.7
VSSIE;20161111;17.8
VSSIE;20161112;0.0
VSSIE;20161113;7.8
VSSIE;20161114;0.2
VSSIE;20161115;0.0
VSSIE;20161116;0.1
VSSIE;20161117;0.0
VSSIE;20161118;2.9
VSSIE;20161119;7.4
VSSIE;20161120;0.0
VSSIE;20161121;0.0
VSSIE;20161122;0.0
VSSIE;20161123;0.0
VSSIE;20161124;0.0
VSSIE;20161125;0.0
VSSIE;20161126;0.0
VSSIE;20161127;0.0
VSSIE;20161128;0.0
VSSIE;20161129;0.0
VSSIE;20161130;0.0
VSSIE;20161201;0.0
VSSIE;20161202;0.0
VSSIE;20161203;0.0
VSSIE;20161204;0.0
VSSIE;20161205;0.0
VSSIE;20161206;0.0
VSSIE;20161207;0.0
VSSIE;20161208;0.0
VSSIE;20161209;0.0
VSSIE;20161210;0.0
VSSIE;20161211;0.0
VSSIE;20161212;0.0
VSSIE;20161213;0.0
VSSIE;20161214;0.0
VSSIE;20161215;0.0
VSSIE;20161216;0.0
VSSIE;20161217;0.0
VSSIE;20161218;0.0
VSSIE;20161219;0.0
VSSIE;20161220;0.0
VSSIE;20161221;0.0
VSSIE;20161222;0.0
VSSIE;20161223;0.0
VSSIE;20161224;0.0
VSSIE;20161225;0.0
VSSIE;20161226;0.0
VSSIE;20161227;0.0
VSSIE;20161228;0.0
VSSIE;20161229;0.0
VSSIE;20161230;0.0
VSSIE;20161231;0.0
VSSIE;20170101;0.0
VSSIE;20170102;0.0
VSSIE;20170103;0.0
VSSIE;20170104;0.0
VSSIE;20170105;0.0
VSSIE;20170106;0.0
VSSIE;20170107;0.0
VSSIE;20170108;0.5
VSSIE;20170109;0.0
VSSIE;20170110;1.2
VSSIE;20170111;0.0
VSSIE;20170112;14.3
VSSIE;20170113;4.3
VSSIE;20170114;1.4
VSSIE;20170115;0.0
VSSIE;20170116;0.0
VSSIE;20170117;0.0
VSSIE;20170118;0.0
VSSIE;20170119;0.0
VSSIE;20170120;0.0
VSSIE;20170121;0.0
VSSIE;20170122;0.0
VSSIE;20170123;0.0
VSSIE;20170124;0.0
VSSIE;20170125;0.0
VSSIE;20170126;0.0
VSSIE;20170127;0.0
VSSIE;20170128;0.0
VSSIE;20170129;0.0
VSSIE;20170130;6.2
VSSIE;20170131;4.0
VSSIE;20170201;0.4
VSSIE;20170202;0.0
VSSIE;20170203;1.0
VSSIE;20170204;5.6
VSSIE;20170205;5.4
VSSIE;20170206;0.5
VSSIE;20170207;2.0
VSSIE;20170208;3.7
VSSIE;20170209;0.0
VSSIE;20170210;0.0
VSSIE;20170211;0.0
VSSIE;20170212;0.0
VSSIE;20170213;0.0
VSSIE;20170214;0.0
VSSIE;20170215;0.0
VSSIE;20170216;0.0
VSSIE;20170217;0.0
VSSIE;20170218;0.0
VSSIE;20170219;0.0
VSSIE;20170220;0.0
VSSIE;20170221;0.0
VSSIE;20170222;0.0
VSSIE;20170223;0.0
VSSIE;20170224;0.0
VSSIE;20170225;0.0
VSSIE;20170226;0.0
VSSIE;20170227;0.0
VSSIE;20170228;9.8
VSSIE;20170301;11.3
VSSIE;20170302;7.7
VSSIE;20170303;0.0
VSSIE;20170304;2.8
VSSIE;20170305;9.6
VSSIE;20170306;25.6
VSSIE;20170307;2.3
VSSIE;20170308;2.6
VSSIE;20170309;7.7
VSSIE;20170310;0.1
VSSIE;20170311;0.0
VSSIE;20170312;0.0
VSSIE;20170313;0.0
VSSIE;20170314;0.0
VSSIE;20170315;0.0
VSSIE;20170316;0.0
VSSIE;20170317;0.0
VSSIE;20170318;6.4
VSSIE;20170319;0.0
VSSIE;20170320;0.0
VSSIE;20170321;0.0
VSSIE;20170322;2.7
VSSIE;20170323;0.3
VSSIE;20170324;0.0
VSSIE;20170325;1.8
VSSIE;20170326;1.7
VSSIE;20170327;0.0
VSSIE;20170328;0.0
VSSIE;20170329;0.0
VSSIE;20170330;0.0
VSSIE;20170331;0.0
VSSIE;20170401;0.0
VSSIE;20170402;0.6
VSSIE;20170403;0.0
VSSIE;20170404;0.0
VSSIE;20170405;0.0
VSSIE;20170406;0.0
VSSIE;20170407;0.0
VSSIE;20170408;0.0
VSSIE;20170409;0.0
VSSIE;20170410;0.0
VSSIE;20170411;0.0
VSSIE;20170412;0.0
VSSIE;20170413;0.0
VSSIE;20170414;0.0
VSSIE;20170415;0.0
VSSIE;20170416;0.0
VSSIE;20170417;0.0
VSSIE;20170418;0.0
VSSIE;20170419;0.0
VSSIE;20170420;-
VSSIE;20170421;-
VSSIE;20170422;0.0
VSSIE;20170423;0.0
VSSIE;20170424;0.0
VSSIE;20170425;4.1
VSSIE;20170426;8.2
VSSIE;20170427;1.8
VSSIE;20170428;0.2
VSSIE;20170429;0.0
VSSIE;20170430;0.0
VSSIE;20170501;11.4
VSSIE;20170502;0.0
VSSIE;20170503;0.0
VSSIE;20170504;0.0
VSSIE;20170505;0.0
VSSIE;20170506;3.2
VSSIE;20170507;0.1
VSSIE;20170508;2.9
VSSIE;20170509;0.0
VSSIE;20170510;0.0
VSSIE;20170511;0.0
VSSIE;20170512;4.5
VSSIE;20170513;1.1
VSSIE;20170514;0.1
VSSIE;20170515;0.0
VSSIE;20170516;0.0
VSSIE;20170517;0.0
VSSIE;20170518;0.0
VSSIE;20170519;11.9
VSSIE;20170520;0.0
VSSIE;20170521;0.0
VSSIE;20170522;0.0
VSSIE;20170523;0.0
VSSIE;20170524;0.0
VSSIE;20170525;0.0
VSSIE;20170526;0.0
VSSIE;20170527;0.0
VSSIE;20170528;0.0
VSSIE;20170529;15.7
VSSIE;20170530;0.0
VSSIE;20170531;6.0
VSSIE;20170601;0.0
VSSIE;20170602;-
VSSIE;20170603;11.5
VSSIE;20170604;5.5
VSSIE;20170605;1.0
VSSIE;20170606;3.3
VSSIE;20170607;0.0
VSSIE;20170608;0.0
VSSIE;20170609;0.0
VSSIE;20170610;0.0
VSSIE;20170611;0.0
VSSIE;20170612;0.0
VSSIE;20170613;0.0
VSSIE;20170614;21.8
VSSIE;20170615;2.6
VSSIE;20170616;0.0
VSSIE;20170617;0.0
VSSIE;20170618;0.0
VSSIE;20170619;0.0
VSSIE;20170620;0.0
VSSIE;20170621;0.0
VSSIE;20170622;0.0
VSSIE;20170623;0.0
VSSIE;20170624;0.0
VSSIE;20170625;2.8
VSSIE;20170626;4.5
VSSIE;20170627;3.2
VSSIE;20170628;2.1
VSSIE;20170629;0.1
VSSIE;20170630;0.0
VSSIE;20170701;0.0
VSSIE;20170702;0.0
VSSIE;20170703;0.0
VSSIE;20170704;0.0
VSSIE;20170705;0.0
VSSIE;20170706;0.0
VSSIE;20170707;0.0
VSSIE;20170708;0.0
VSSIE;20170709;3.6
VSSIE;20170710;13.3
VSSIE;20170711;0.0
VSSIE;20170712;0.0
VSSIE;20170713;0.0
VSSIE;20170714;0.0
VSSIE;20170715;0.0
VSSIE;20170716;0.0
VSSIE;20170717;0.0
VSSIE;20170718;0.0
VSSIE;20170719;3.3
VSSIE;20170720;0.3
VSSIE;20170721;4.9
VSSIE;20170722;3.7
VSSIE;20170723;1.6
VSSIE;20170724;3.7
VSSIE;20170725;4.2
VSSIE;20170726;0.4
VSSIE;20170727;0.0
VSSIE;20170728;0.0
VSSIE;20170729;0.0
VSSIE;20170730;2.0
VSSIE;20170731;4.9
VSSIE;20170801;9.7
VSSIE;20170802;0.0
VSSIE;20170803;0.0
VSSIE;20170804;0.0
VSSIE;20170805;0.0
VSSIE;20170806;0.0
VSSIE;20170807;0.0
VSSIE;20170808;24.9
VSSIE;20170809;0.0
VSSIE;20170810;19.7
VSSIE;20170811;10.3
VSSIE;20170812;0.0
VSSIE;20170813;0.0
VSSIE;20170814;0.0
VSSIE;20170815;0.4
VSSIE;20170816;0.7
VSSIE;20170817;0.0
VSSIE;20170818;16.1
VSSIE;20170819;0.0
VSSIE;20170820;0.0
VSSIE;20170821;0.0
VSSIE;20170822;0.0
VSSIE;20170823;0.0
VSSIE;20170824;0.0
VSSIE;20170825;0.0
VSSIE;20170826;0.1
VSSIE;20170827;0.0
VSSIE;20170828;0.0
VSSIE;20170829;0.0
VSSIE;20170830;0.4
VSSIE;20170831;7.3
VSSIE;20170901;2.5
VSSIE;20170902;0.0
VSSIE;20170903;0.0
VSSIE;20170904;0.0
VSSIE;20170905;0.0
VSSIE;20170906;0.0
VSSIE;20170907;0.0
VSSIE;20170908;0.0
VSSIE;20170909;5.6
VSSIE;20170910;0.0
VSSIE;20170911;0.0
VSSIE;20170912;0.0
VSSIE;20170913;0.1
VSSIE;20170914;3.1
VSSIE;20170915;0.0
VSSIE;20170916;0.0
VSSIE;20170917;2.5
VSSIE;20170918;0.7
VSSIE;20170919;0.0
VSSIE;20170920;0.0
VSSIE;20170921;0.0
VSSIE;20170922;0.0
VSSIE;20170923;0.0
VSSIE;20170924;0.6
VSSIE;20170925;0.0
VSSIE;20170926;0.0
VSSIE;20170927;0.0
VSSIE;20170928;0.0
VSSIE;20170929;0.0
VSSIE;20170930;2.2
VSSIE;20171001;0.0
VSSIE;20171002;2.5
VSSIE;20171003;7.0
VSSIE;20171004;0.0
VSSIE;20171005;0.1
VSSIE;20171006;0.0
VSSIE;20171007;0.0
VSSIE;20171008;1.9
VSSIE;20171009;0.0
VSSIE;20171010;0.0
VSSIE;20171011;0.0
VSSIE;20171012;0.0
VSSIE;20171013;0.0
VSSIE;20171014;0.0
VSSIE;20171015;0.0
VSSIE;20171016;0.0
VSSIE;20171017;0.0
VSSIE;20171018;0.0
VSSIE;20171019;0.0
VSSIE;20171020;0.0
VSSIE;20171021;0.8
VSSIE;20171022;0.0
VSSIE;20171023;1.2
VSSIE;20171024;0.0
VSSIE;20171025;0.0
VSSIE;20171026;0.0
VSSIE;20171027;0.0
VSSIE;20171028;0.0
VSSIE;20171029;0.3
VSSIE;20171030;0.0
VSSIE;20171031;0.0
VSSIE;20171101;0.0
VSSIE;20171102;0.0
VSSIE;20171103;0.0
VSSIE;20171104;0.0
VSSIE;20171105;12.0
VSSIE;20171106;0.0
VSSIE;20171107;0.0
VSSIE;20171108;1.5
VSSIE;20171109;0.0
VSSIE;20171110;0.0
VSSIE;20171111;7.5
VSSIE;20171112;12.7
VSSIE;20171113;0.1
VSSIE;20171114;0.0
VSSIE;20171115;0.0
VSSIE;20171116;0.0
VSSIE;20171117;0.0
VSSIE;20171118;0.0
VSSIE;20171119;0.5
VSSIE;20171120;0.0
VSSIE;20171121;0.0
VSSIE;20171122;0.0
VSSIE;20171123;0.0
VSSIE;20171124;0.0
VSSIE;20171125;4.7
VSSIE;20171126;0.0
VSSIE;20171127;0.0
VSSIE;20171128;0.0
VSSIE;20171129;1.9
VSSIE;20171130;0.0
VSSIE;20171201;0.0
VSSIE;20171202;0.0
VSSIE;20171203;0.0
VSSIE;20171204;0.0
VSSIE;20171205;0.0
VSSIE;20171206;0.0
VSSIE;20171207;0.0
VSSIE;20171208;8.7
VSSIE;20171209;0.5
VSSIE;20171210;43.5
VSSIE;20171211;12.7
VSSIE;20171212;1.5
VSSIE;20171213;2.8
VSSIE;20171214;0.8
VSSIE;20171215;5.9
VSSIE;20171216;0.0
VSSIE;20171217;0.2
VSSIE;20171218;8.5
VSSIE;20171219;0.0
VSSIE;20171220;0.0
VSSIE;20171221;0.0
VSSIE;20171222;0.0
VSSIE;20171223;0.0
VSSIE;20171224;0.0
VSSIE;20171225;0.0
VSSIE;20171226;0.0
VSSIE;20171227;1.3
VSSIE;20171228;0.0
VSSIE;20171229;5.2
VSSIE;20171230;32.5
VSSIE;20171231;0.0
VSSIE;20180101;11.2
VSSIE;20180102;4.3
VSSIE;20180103;9.0
VSSIE;20180104;39.5
VSSIE;20180105;0.1
VSSIE;20180106;0.0
VSSIE;20180107;0.0
VSSIE;20180108;39.0
VSSIE;20180109;23.1
VSSIE;20180110;0.0
VSSIE;20180111;0.0
VSSIE;20180112;0.0
VSSIE;20180113;0.0
VSSIE;20180114;0.0
VSSIE;20180115;1.0
VSSIE;20180116;8.9
VSSIE;20180117;5.0
VSSIE;20180118;10.6
VSSIE;20180119;4.2
VSSIE;20180120;14.9
VSSIE;20180121;28.3
VSSIE;20180122;35.3
VSSIE;20180123;0.0
VSSIE;20180124;0.1
VSSIE;20180125;0.0
VSSIE;20180126;0.0
VSSIE;20180127;0.0
VSSIE;20180128;0.0
VSSIE;20180129;0.0
VSSIE;20180130;0.0
VSSIE;20180131;0.0
VSSIE;20180201;5.8
VSSIE;20180202;0.0
VSSIE;20180203;0.0
VSSIE;20180204;0.0
VSSIE;20180205;0.0
VSSIE;20180206;0.0
VSSIE;20180207;0.0
VSSIE;20180208;0.0
VSSIE;20180209;0.0
VSSIE;20180210;0.0
VSSIE;20180211;2.5
VSSIE;20180212;0.1
VSSIE;20180213;0.0
VSSIE;20180214;0.0
VSSIE;20180215;18.0
VSSIE;20180216;1.7
VSSIE;20180217;1.8
VSSIE;20180218;0.0
VSSIE;20180219;0.0
VSSIE;20180220;0.0
VSSIE;20180221;0.0
VSSIE;20180222;0.0
VSSIE;20180223;0.0
VSSIE;20180224;0.0
VSSIE;20180225;0.0
VSSIE;20180226;0.0
VSSIE;20180227;0.0
VSSIE;20180228;0.0
VSSIE;20180301;0.3
VSSIE;20180302;1.9
VSSIE;20180303;0.0
VSSIE;20180304;0.0
VSSIE;20180305;0.0
VSSIE;20180306;0.1
VSSIE;20180307;1.0
VSSIE;20180308;0.0
VSSIE;20180309;0.0
VSSIE;20180310;0.0
VSSIE;20180311;0.7
VSSIE;20180312;4.3
VSSIE;20180313;0.0
VSSIE;20180314;0.0
VSSIE;20180315;0.1
VSSIE;20180316;0.0
VSSIE;20180317;4.3
VSSIE;20180318;0.3
VSSIE;20180319;0.0
VSSIE;20180320;0.0
VSSIE;20180321;0.0
VSSIE;20180322;0.0
VSSIE;20180323;0.0
VSSIE;20180324;0.0
VSSIE;20180325;0.0
VSSIE;20180326;0.1
VSSIE;20180327;6.8
VSSIE;20180328;2.0
VSSIE;20180329;0.8
VSSIE;20180330;0.9
VSSIE;20180331;-
VSSIE;20180401;1.1
VSSIE;20180402;0.0
VSSIE;20180403;0.0
VSSIE;20180404;6.2
VSSIE;20180405;0.2
VSSIE;20180406;0.0
VSSIE;20180407;0.0
VSSIE;20180408;-
VSSIE;20180409;0.0
VSSIE;20180410;0.0
VSSIE;20180411;0.0
VSSIE;20180412;0.8
VSSIE;20180413;0.0
VSSIE;20180414;0.0
VSSIE;20180415;0.0
VSSIE;20180416;0.0
VSSIE;20180417;0.0
VSSIE;20180418;0.0
VSSIE;20180419;0.0
VSSIE;20180420;0.0
VSSIE;20180421;0.0
VSSIE;20180422;0.0
VSSIE;20180423;0.0
VSSIE;20180424;0.0
VSSIE;20180425;0.0
VSSIE;20180426;0.0
VSSIE;20180427;0.0
VSSIE;20180428;0.0
VSSIE;20180429;-
VSSIE;20180430;2.1
VSSIE;20180501;1.3
VSSIE;20180502;2.2
VSSIE;20180503;8.1
VSSIE;20180504;0.0
VSSIE;20180505;0.0
VSSIE;20180506;0.0
VSSIE;20180507;6.1
VSSIE;20180508;1.5
VSSIE;20180509;0.0
VSSIE;20180510;0.0
VSSIE;20180511;0.1
VSSIE;20180512;0.0
VSSIE;20180513;0.1
VSSIE;20180514;15.5
VSSIE;20180515;1.5
VSSIE;20180516;0.1
VSSIE;20180517;0.0
VSSIE;20180518;0.0
VSSIE;20180519;0.1
VSSIE;20180520;0.0
VSSIE;20180521;0.0
VSSIE;20180522;0.3
VSSIE;20180523;0.4
VSSIE;20180524;0.4
VSSIE;20180525;0.0
VSSIE;20180526;1.7
VSSIE;20180527;6.6
VSSIE;20180528;1.1
VSSIE;20180529;0.1
VSSIE;20180530;5.2
VSSIE;20180531;3.2
VSSIE;20180601;0.0
VSSIE;20180602;0.0
VSSIE;20180603;0.0
VSSIE;20180604;0.0
VSSIE;20180605;0.0
VSSIE;20180606;0.0
VSSIE;20180607;0.1
VSSIE;20180608;2.4
VSSIE;20180609;0.0
VSSIE;20180610;0.4
VSSIE;20180611;8.7
VSSIE;20180612;8.6
VSSIE;20180613;1.0
VSSIE;20180614;0.0
VSSIE;20180615;0.0
VSSIE;20180616;0.0
VSSIE;20180617;0.0
VSSIE;20180618;0.0
VSSIE;20180619;0.0
VSSIE;20180620;0.0
VSSIE;20180621;0.0
VSSIE;20180622;0.0
VSSIE;20180623;0.0
VSSIE;20180624;0.0
VSSIE;20180625;0.0
VSSIE;20180626;0.0
VSSIE;20180627;0.0
VSSIE;20180628;0.0
VSSIE;20180629;0.0
VSSIE;20180630;0.0
VSSIE;20180701;0.0
VSSIE;20180702;0.0
VSSIE;20180703;1.4
VSSIE;20180704;0.0
VSSIE;20180705;0.9
VSSIE;20180706;0.1
VSSIE;20180707;0.0
VSSIE;20180708;0.0
VSSIE;20180709;0.0
VSSIE;20180710;0.0
VSSIE;20180711;0.0
VSSIE;20180712;0.0
VSSIE;20180713;0.0
VSSIE;20180714;5.1
VSSIE;20180715;0.0
VSSIE;20180716;0.0
VSSIE;20180717;0.0
VSSIE;20180718;0.0
VSSIE;20180719;0.0
VSSIE;20180720;6.5
VSSIE;20180721;0.0
VSSIE;20180722;0.0
VSSIE;20180723;0.0
VSSIE;20180724;0.0
VSSIE;20180725;0.0
VSSIE;20180726;0.0
VSSIE;20180727;0.0
VSSIE;20180728;2.3
VSSIE;20180729;0.0
VSSIE;20180730;0.0
VSSIE;20180731;0.0
VSSIE;20180801;3.5
VSSIE;20180802;0.0
VSSIE;20180803;0.0
VSSIE;20180804;0.0
VSSIE;20180805;2.0
VSSIE;20180806;4.3
VSSIE;20180807;0.5
VSSIE;20180808;0.0
VSSIE;20180809;6.8
VSSIE;20180810;-
VSSIE;20180811;0.0
VSSIE;20180812;0.0
VSSIE;20180813;1.2
VSSIE;20180814;1.8
VSSIE;20180815;0.0
VSSIE;20180816;0.0
VSSIE;20180817;0.2
VSSIE;20180818;1.8
VSSIE;20180819;0.0
VSSIE;20180820;0.0
VSSIE;20180821;0.0
VSSIE;20180822;0.0
VSSIE;20180823;2.7
VSSIE;20180824;4.0
VSSIE;20180825;0.0
VSSIE;20180826;-
VSSIE;20180827;-
VSSIE;20180828;0.0
VSSIE;20180829;2.2
VSSIE;20180830;0.0
VSSIE;20180831;0.0
VSSIE;20180901;0.2
VSSIE;20180902;0.0
VSSIE;20180903;0.0
VSSIE;20180904;0.0
VSSIE;20180905;0.0
VSSIE;20180906;0.2
VSSIE;20180907;0.3
VSSIE;20180908;0.0
VSSIE;20180909;0.0
VSSIE;20180910;0.0
VSSIE;20180911;0.0
VSSIE;20180912;0.0
VSSIE;20180913;4.7
VSSIE;20180914;0.8
VSSIE;20180915;0.0
VSSIE;20180916;0.0
VSSIE;20180917;0.0
VSSIE;20180918;0.6
VSSIE;20180919;0.0
VSSIE;20180920;0.0
VSSIE;20180921;0.0
VSSIE;20180922;0.0
VSSIE;20180923;3.8
VSSIE;20180924;0.7
VSSIE;20180925;0.0
VSSIE;20180926;0.0
VSSIE;20180927;0.0
VSSIE;20180928;0.0
VSSIE;20180929;0.0
VSSIE;20180930;8.3
VSSIE;20181001;2.2
VSSIE;20181002;0.0
VSSIE;20181003;0.0
VSSIE;20181004;0.0
VSSIE;20181005;0.0
VSSIE;20181006;0.0
VSSIE;20181007;0.0
VSSIE;20181008;0.0
VSSIE;20181009;0.0
VSSIE;20181010;0.0
VSSIE;20181011;0.0
VSSIE;20181012;0.0
VSSIE;20181013;0.0
VSSIE;20181014;0.0
VSSIE;20181015;0.0
VSSIE;20181016;0.0
VSSIE;20181017;0.0
VSSIE;20181018;0.0
VSSIE;20181019;0.0
VSSIE;20181020;0.0
VSSIE;20181021;0.0
VSSIE;20181022;0.0
VSSIE;20181023;0.0
VSSIE;20181024;0.0
VSSIE;20181025;0.0
VSSIE;20181026;0.0
VSSIE;20181027;10.6
VSSIE;20181028;1.1
VSSIE;20181029;33.6
VSSIE;20181030;7.0
VSSIE;20181031;0.0
VSSIE;20181101;1.6
VSSIE;20181102;0.1
VSSIE;20181103;0.0
VSSIE;20181104;0.0
VSSIE;20181105;0.0
VSSIE;20181106;1.1
VSSIE;20181107;0.0
VSSIE;20181108;0.0
VSSIE;20181109;0.0
VSSIE;20181110;0.0
VSSIE;20181111;0.0
VSSIE;20181112;0.0
VSSIE;20181113;0.2
VSSIE;20181114;0.0
VSSIE;20181115;0.0
VSSIE;20181116;0.0
VSSIE;20181117;0.0
VSSIE;20181118;0.0
VSSIE;20181119;1.1
VSSIE;20181120;0.0
VSSIE;20181121;0.0
VSSIE;20181122;0.0
VSSIE;20181123;0.0
VSSIE;20181124;0.2
VSSIE;20181125;0.0
VSSIE;20181126;0.1
VSSIE;20181127;0.0
VSSIE;20181128;0.0
VSSIE;20181129;0.0
VSSIE;20181130;0.1
VSSIE;20181201;0.2
VSSIE;20181202;20.7
VSSIE;20181203;21.6
VSSIE;20181204;0.5
VSSIE;20181205;0.0
VSSIE;20181206;1.8
VSSIE;20181207;3.0
VSSIE;20181208;0.6
VSSIE;20181209;7.0
VSSIE;20181210;-
VSSIE;20181211;-
VSSIE;20181212;0.0
VSSIE;20181213;0.0
VSSIE;20181214;0.0
VSSIE;20181215;2.5
VSSIE;20181216;9.5
VSSIE;20181217;1.9
VSSIE;20181218;0.0
VSSIE;20181219;3.8
VSSIE;20181220;0.0
VSSIE;20181221;27.0
VSSIE;20181222;1.2
VSSIE;20181223;11.8
VSSIE;20181224;12.7
VSSIE;20181225;0.0
VSSIE;20181226;0.0
VSSIE;20181227;0.0
VSSIE;20181228;0.0
VSSIE;20181229;0.0
VSSIE;20181230;0.0
VSSIE;20181231;0.0
VSSIE;20190101;0.0
VSSIE;20190102;0.0
VSSIE;20190103;0.0
VSSIE;20190104;0.0
VSSIE;20190105;0.0
VSSIE;20190106;0.0
VSSIE;20190107;0.0
VSSIE;20190108;0.0
VSSIE;20190109;0.4
VSSIE;20190110;0.0
VSSIE;20190111;0.0
VSSIE;20190112;2.1
VSSIE;20190113;25.7
VSSIE;20190114;2.0
VSSIE;20190115;0.0
VSSIE;20190116;0.0
VSSIE;20190117;0.0
VSSIE;20190118;0.0
VSSIE;20190119;0.0
VSSIE;20190120;0.0
VSSIE;20190121;0.0
VSSIE;20190122;0.0
VSSIE;20190123;0.0
VSSIE;20190124;0.0
VSSIE;20190125;0.0
VSSIE;20190126;0.0
VSSIE;20190127;5.9
VSSIE;20190128;0.0
VSSIE;20190129;0.0
VSSIE;20190130;0.2
VSSIE;20190131;0.1
VSSIE;20190201;2.0
VSSIE;20190202;0.1
VSSIE;20190203;0.0
VSSIE;20190204;0.0
VSSIE;20190205;0.0
VSSIE;20190206;0.0
VSSIE;20190207;1.7
VSSIE;20190208;0.0
VSSIE;20190209;0.0
VSSIE;20190210;6.3
VSSIE;20190211;5.1
VSSIE;20190212;0.0
VSSIE;20190213;0.0
VSSIE;20190214;0.0
VSSIE;20190215;0.0
VSSIE;20190216;0.0
VSSIE;20190217;0.0
VSSIE;20190218;0.0
VSSIE;20190219;0.0
VSSIE;20190220;0.0
VSSIE;20190221;0.0
VSSIE;20190222;0.0
VSSIE;20190223;0.0
VSSIE;20190224;0.0
VSSIE;20190225;0.0
VSSIE;20190226;0.0
VSSIE;20190227;0.0
VSSIE;20190228;0.0
VSSIE;20190301;0.7
VSSIE;20190302;0.0
VSSIE;20190303;0.0
VSSIE;20190304;3.3
VSSIE;20190305;0.0
VSSIE;20190306;0.0
VSSIE;20190307;2.1
VSSIE;20190308;0.0
VSSIE;20190309;1.2
VSSIE;20190310;6.5
VSSIE;20190311;3.2
VSSIE;20190312;0.0
VSSIE;20190313;0.2
VSSIE;20190314;11.6
VSSIE;20190315;7.7
VSSIE;20190316;0.0
VSSIE;20190317;0.0
VSSIE;20190318;0.0
VSSIE;20190319;0.0
VSSIE;20190320;0.0
VSSIE;20190321;0.0
VSSIE;20190322;0.0
VSSIE;20190323;0.0
VSSIE;20190324;0.0
VSSIE;20190325;0.0
VSSIE;20190326;0.0
VSSIE;20190327;0.0
VSSIE;20190328;0.0
VSSIE;20190329;0.0
VSSIE;20190330;0.0
VSSIE;20190331;0.0
VSSIE;20190401;0.0
VSSIE;20190402;0.0
VSSIE;20190403;1.1
VSSIE;20190404;14.0
VSSIE;20190405;0.0
VSSIE;20190406;0.0
VSSIE;20190407;0.0
VSSIE;20190408;0.0
VSSIE;20190409;0.0
VSSIE;20190410;0.0
VSSIE;20190411;0.0
VSSIE;20190412;0.0
VSSIE;20190413;0.0
VSSIE;20190414;0.0
VSSIE;20190415;0.0
VSSIE;20190416;0.0
VSSIE;20190417;0.0
VSSIE;20190418;0.0
VSSIE;20190419;0.0
VSSIE;20190420;0.0
VSSIE;20190421;0.0
VSSIE;20190422;0.0
VSSIE;20190423;0.0
VSSIE;20190424;0.5
VSSIE;20190425;0.0
VSSIE;20190426;13.0
VSSIE;20190427;0.6
VSSIE;20190428;0.2
VSSIE;20190429;0.0
